Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
1,6:27,3,4,SFO 26,0,7,Alex Smith pass complete short right to Vernon Davis for 12 yards (tackle by Josh Robinson),-0.160,1.470
1,5:50,1,10,SFO 38,0,7,Frank Gore left end for 4 yards (tackle by Letroy Guion),1.470,1.460
1,5:30,2,6,SFO 42,0,7,Alex Smith pass incomplete short right intended for Randy Moss,1.460,0.760
1,5:24,3,6,SFO 42,0,7,Alex Smith sacked by Chad Greenway for -6 yards,0.760,-0.980
1,4:54,4,12,SFO 36,0,7,"Andy Lee punts 44 yards, fair catch by Marcus Sherels",-0.980,-0.280
1,4:47,1,10,MIN 20,0,7,Christian Ponder pass incomplete short middle intended for Kyle Rudolph,0.280,-0.270
1,4:43,2,10,MIN 20,0,7,Christian Ponder pass complete deep left to Percy Harvin for 24 yards,-0.270,1.860
1,4:22,1,10,MIN 44,0,7,Adrian Peterson up the middle for no gain (tackle by Patrick Willis),1.860,1.320
1,3:48,2,10,MIN 44,0,7,Adrian Peterson left tackle for 2 yards (tackle by Aldon Smith),1.320,0.890
1,3:08,3,8,MIN 46,0,7,Christian Ponder pass incomplete short right intended for Michael Jenkins,0.890,-0.320
1,3:03,4,8,MIN 46,0,7,"Chris Kluwe punts 35 yards, returned by Kyle Williams for 16 yards (tackle by Harrison Smith)",-0.320,-1.270
1,2:53,1,10,SFO 35,0,7,Alex Smith pass complete short left to Mario Manningham for 6 yards (tackle by Letroy Guion),1.270,1.530
1,2:19,2,4,SFO 41,0,7,Alex Smith pass incomplete short left intended for Randy Moss,1.530,0.830
1,2:15,3,4,SFO 41,0,7,Alex Smith pass complete short right to Michael Crabtree for 6 yards (tackle by Josh Robinson),0.830,2.060
1,1:59,1,10,SFO 47,0,7,Frank Gore left end for 5 yards (tackle by Chris Cook),2.060,2.190
1,1:25,2,5,MIN 48,0,7,Alex Smith pass complete short left to Mario Manningham for 7 yards (tackle by Harrison Smith),2.190,2.850
1,0:56,1,10,MIN 41,0,7,Alex Smith sacked by Chad Greenway for 0 yards,2.850,2.310
1,0:11,2,10,MIN 41,0,7,Frank Gore left end for 11 yards (tackle by Harrison Smith),2.310,3.580
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 30,0,7,Alex Smith pass complete short middle to Kendall Hunter for 2 yards (tackle by Chad Greenway),3.580,3.300
2,14:18,2,8,MIN 28,0,7,Alex Smith pass complete short left to Randy Moss for 8 yards (tackle by Chris Cook),3.300,4.240
2,13:55,1,10,MIN 20,0,7,Frank Gore up the middle for 2 yards (tackle by Chad Greenway),4.240,3.960
2,13:14,2,8,MIN 18,0,7,Alex Smith pass incomplete deep left intended for Randy Moss,3.960,3.220
2,13:09,3,8,MIN 18,0,7,Alex Smith pass complete short right to Kyle Williams for 7 yards (tackle by Jasper Brinkley),3.220,2.850
2,12:17,4,1,MIN 11,3,7,David Akers 29 yard field goal good,2.850,3.000
2,12:13,,,SFO 35,3,7,"David Akers kicks off 74 yards, touchback",0.000,0.280
2,12:13,1,10,MIN 20,3,7,Christian Ponder left end for 2 yards (tackle by Ahmad Brooks),0.280,0.000
2,11:32,2,8,MIN 22,3,7,Christian Ponder left end for 9 yards (tackle by Justin Smith),0.000,1.000
2,11:08,1,10,MIN 31,3,7,Adrian Peterson right guard for 1 yard (tackle by Patrick Willis and Navorro Bowman),1.000,0.600
2,10:31,2,9,MIN 32,3,7,Christian Ponder pass complete short middle to Adrian Peterson for 12 yards (tackle by Patrick Willis and Isaac Sopoaga),0.600,1.860
2,9:49,1,10,MIN 44,3,7,Christian Ponder pass complete short middle to Devin Aromashodu for 13 yards (tackle by Donte Whitner),1.860,2.720
2,9:06,1,10,SFO 43,3,7,Adrian Peterson up the middle for 7 yards (tackle by Navorro Bowman),2.720,3.120
2,8:25,2,3,SFO 36,3,7,Adrian Peterson right guard for 3 yards (tackle by Navorro Bowman and Patrick Willis),3.120,3.380
2,7:35,1,10,SFO 33,3,7,Adrian Peterson right guard for -3 yards (tackle by Ahmad Brooks),3.380,2.430
2,6:59,2,13,SFO 36,3,7,Christian Ponder pass complete short left to Percy Harvin for 2 yards (tackle by Donte Whitner and Navorro Bowman),2.430,2.010
2,6:22,3,11,SFO 34,3,7,Christian Ponder pass complete short left to Devin Aromashodu for 11 yards (tackle by Tarell Brown),2.010,4.040
2,5:39,1,10,SFO 23,3,13,"Christian Ponder up the middle for 23 yards, touchdown",4.040,7.000
2,5:39,,,SFO 2,3,14,Blair Walsh kicks extra point good,0.000,0.000
2,5:29,,,MIN 35,3,14,"Blair Walsh kicks off 70 yards, returned by Kendall Hunter for 29 yards (tackle by Marcus Sherels)",0.000,0.540
2,5:24,1,10,SFO 24,3,14,Frank Gore up the middle for 3 yards (tackle by Harrison Smith and Brian Robison),0.540,0.400
2,4:50,2,7,SFO 27,3,14,Alex Smith pass incomplete short middle intended for Vernon Davis (defended by Kevin Williams),0.400,-0.300
2,4:47,3,7,SFO 27,3,14,Alex Smith pass complete short middle to Michael Crabtree for 9 yards (tackle by Chad Greenway),-0.300,1.330
2,4:04,1,10,SFO 36,3,14,Kendall Hunter right guard for -5 yards (tackle by Antoine Winfield),1.330,0.120
2,3:24,2,15,SFO 31,3,14,Alex Smith left end for 10 yards (tackle by Chad Greenway),0.120,0.760
2,2:37,3,5,SFO 41,3,14,Alex Smith pass complete short middle to Vernon Davis for 13 yards (tackle by Josh Robinson and Everson Griffen),0.760,2.520
2,2:00,1,10,MIN 46,3,14,Frank Gore up the middle for 7 yards (tackle by Kevin Williams),2.520,2.920
2,1:28,2,3,MIN 39,3,14,Alex Smith pass complete short middle to Michael Crabtree for 6 yards,2.920,0.000
2,1:20,,,,3,14,Timeout #1 by San Francisco 49ers,0.000,3.380
2,1:20,1,10,MIN 33,3,14,Alex Smith pass complete short right to Randy Moss for 7 yards (tackle by Antoine Winfield),3.380,3.780
2,1:15,2,3,MIN 26,3,14,Alex Smith pass incomplete short right intended for Frank Gore,3.780,3.070
2,1:09,3,3,MIN 26,3,14,Alex Smith pass complete short right to Delanie Walker for 1 yard (tackle by Chad Greenway and Harrison Smith),3.070,0.000
2,1:00,,,,3,14,Timeout #1 by Minnesota Vikings,0.000,1.930
2,1:00,4,2,MIN 25,3,14,"David Akers 43 yard field goal no good, blocked by Letroy Guion",1.930,-1.140
2,0:52,1,10,MIN 33,3,14,Christian Ponder pass complete short right to Michael Jenkins for 8 yards (tackle by Chris Culliver),1.140,1.670
2,0:47,2,2,MIN 41,3,14,Christian Ponder pass incomplete short right intended for Toby Gerhart,1.670,0.960
2,0:44,3,2,MIN 41,3,14,Christian Ponder pass complete short left to Toby Gerhart for 6 yards (tackle by Carlos Rogers),0.960,0.000
2,0:37,,,,3,14,Timeout #2 by Minnesota Vikings,0.000,2.060
2,0:37,1,10,MIN 47,3,14,Christian Ponder pass incomplete short right intended for Allen Reisner,2.060,1.520
2,0:31,2,10,MIN 47,3,14,Christian Ponder pass incomplete deep right intended for Michael Jenkins,1.520,0.830
2,0:26,3,10,MIN 47,3,14,Christian Ponder pass complete deep right to Toby Gerhart for 14 yards (tackle by Navorro Bowman),0.830,0.000
2,0:15,,,,3,14,Timeout #3 by Minnesota Vikings,0.000,2.980
2,0:15,1,10,SFO 39,3,14,Christian Ponder pass incomplete deep right intended for Michael Jenkins,2.980,0.000
2,0:09,,,,3,14,Timeout #2 by San Francisco 49ers,0.000,2.440
2,0:09,2,10,SFO 39,3,14,Christian Ponder pass complete short middle to Percy Harvin for 5 yards,2.440,2.410
2,0:04,3,5,SFO 34,3,17,Blair Walsh 52 yard field goal good,2.410,3.000
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,3,17,"Blair Walsh kicks off 73 yards, returned by Kyle Williams for 94 yards (tackle by Jamarca Sanford)",0.000,4.650
3,14:49,1,10,MIN 14,3,17,Kendall Hunter left end for 3 yards (tackle by Marvin Mitchell),4.650,4.520
3,14:12,2,7,MIN 11,3,17,Frank Gore right guard for 4 yards (tackle by Jasper Brinkley and Letroy Guion),4.520,4.500
3,13:31,3,3,MIN 7,3,17,Alex Smith right end for 1 yard (tackle by Antoine Winfield),4.500,3.010
3,13:31,4,2,MIN 6,3,17,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",3.010,2.700
3,12:50,4,7,MIN 11,6,17,David Akers 29 yard field goal good,2.700,3.000
3,12:46,,,SFO 35,6,17,"David Akers kicks off 70 yards, returned by Percy Harvin for 32 yards (tackle by Perrish Cox)",0.000,0.740
3,12:41,1,10,MIN 27,6,17,Adrian Peterson right guard for 4 yards (tackle by Navorro Bowman),0.740,0.740
3,12:04,2,6,MIN 31,6,17,Adrian Peterson up the middle for 4 yards (tackle by Navorro Bowman),0.740,0.560
3,11:29,3,2,MIN 35,6,17,Christian Ponder pass incomplete short left intended for Adrian Peterson,0.560,-1.040
3,11:25,4,2,MIN 35,6,17,"Chris Kluwe punts 51 yards, fair catch by Kyle Williams",-1.040,0.280
3,11:17,1,10,SFO 14,6,17,Alex Smith pass complete short right to Michael Crabtree for 9 yards (tackle by Antoine Winfield and Jamarca Sanford),-0.280,0.550
3,10:40,2,1,SFO 23,6,17,Frank Gore left end for 6 yards (tackle by Antoine Winfield and Chad Greenway),0.550,0.870
3,10:40,1,10,SFO 29,6,17,Alex Smith pass complete short middle to Randy Moss for 12 yards (tackle by Harrison Smith and Chris Cook),0.870,1.660
3,9:23,1,10,SFO 41,6,17,Frank Gore right tackle for 11 yards (tackle by Jamarca Sanford),1.660,2.390
3,8:41,1,10,MIN 48,6,17,Alex Smith pass complete short left to Mario Manningham for 17 yards (tackle by Jamarca Sanford),2.390,3.510
3,7:55,1,10,MIN 31,6,17,Alex Smith pass complete short right to Kyle Williams for 9 yards (tackle by Antoine Winfield),3.510,4.180
3,7:31,2,1,MIN 22,6,17,Frank Gore left guard for 1 yard (tackle by Antoine Winfield and Chad Greenway),4.180,4.170
3,6:48,1,10,MIN 21,6,17,Alex Smith pass complete deep right to Vernon Davis for 20 yards (tackle by Jamarca Sanford),4.170,6.970
3,6:21,1,1,MIN 1,12,17,"Alex Smith pass complete short right to Vernon Davis for 1 yard, touchdown",6.970,7.000
3,6:21,,,MIN 2,13,17,David Akers kicks extra point good,0.000,0.000
3,6:17,,,SFO 35,13,17,"David Akers kicks off 71 yards, returned by Percy Harvin for 20 yards (tackle by Larry Grant)",0.000,-0.280
3,6:12,1,10,MIN 14,13,17,Christian Ponder right end for 4 yards (tackle by Isaac Sopoaga),-0.280,-0.210
3,5:35,2,6,MIN 18,13,17,Christian Ponder pass complete short left to Percy Harvin for 7 yards (tackle by Patrick Willis),-0.210,0.610
3,5:00,1,10,MIN 25,13,17,Christian Ponder pass incomplete short left intended for Adrian Peterson,0.610,0.060
3,4:52,2,10,MIN 25,13,17,"Adrian Peterson up the middle for 5 yards (tackle by Donte Whitner). Adrian Peterson fumbles (forced by Donte Whitner), recovered by Percy Harvin at MIN-34. Penalty on SFO: Unnecessary Roughness, 15 yards",0.060,2.190
3,4:23,1,10,MIN 49,13,17,"Adrian Peterson left tackle for 4 yards (tackle by Patrick Willis). Penalty on MIN: Offensive Holding, 10 yards (no play)",2.190,1.530
3,4:04,1,20,MIN 39,13,17,Christian Ponder pass complete short right to Percy Harvin for 13 yards,1.530,2.050
3,3:48,2,7,SFO 48,13,17,Christian Ponder pass complete short left to Percy Harvin for 10 yards (tackle by Navorro Bowman),2.050,3.050
3,3:07,1,10,SFO 38,13,17,Adrian Peterson up the middle for 3 yards (tackle by Patrick Willis and Navorro Bowman),3.050,2.910
3,2:34,2,7,SFO 35,13,17,Christian Ponder pass complete short middle to Adrian Peterson for 9 yards (tackle by Donte Whitner),2.910,3.840
3,1:51,1,10,SFO 26,13,17,"Christian Ponder pass incomplete deep middle intended for Kyle Rudolph. Penalty on Dashon Goldson: Unnecessary Roughness, 12 yards (no play)",3.840,4.650
3,1:45,1,10,SFO 14,13,17,Percy Harvin up the middle for 9 yards (tackle by Patrick Willis),4.650,5.670
3,1:09,2,1,SFO 5,13,17,"Christian Ponder pass complete short right to Matt Asiata for 1 yard (tackle by Donte Whitner and Navorro Bowman). Penalty on SFO: Defensive Holding, 2 yards (no play)",5.670,6.510
3,0:46,1,3,SFO 3,13,17,Adrian Peterson up the middle for -1 yards (tackle by Justin Smith),6.510,5.340
Quarter,Time,Down,ToGo,Location,SFO,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,SFO 4,13,17,Adrian Peterson up the middle for 2 yards (tackle by Aldon Smith),5.340,4.950
4,14:22,3,2,SFO 2,13,23,"Christian Ponder pass complete short middle to Kyle Rudolph for 2 yards, touchdown",4.950,7.000
4,14:22,,,SFO 2,13,24,Blair Walsh kicks extra point good,0.000,0.000
4,14:17,,,MIN 35,13,24,"Blair Walsh kicks off 72 yards, returned by Kyle Williams for 50 yards (tackle by Josh Robinson)",0.000,1.800
4,14:10,1,10,SFO 43,13,24,"Frank Gore right guard for 7 yards (tackle by Jamarca Sanford). Frank Gore fumbles (forced by Jamarca Sanford), recovered by Marvin Mitchell at 50",1.800,-2.260
,,,,,,,"MIN challenged the ruling, and the original play was overturned.",,
4,14:04,1,10,,13,24,Adrian Peterson up the middle for 8 yards (tackle by Dashon Goldson),2.260,2.790
4,13:30,2,2,SFO 42,13,24,Christian Ponder pass incomplete deep middle intended for Percy Harvin,2.790,2.080
4,13:24,3,2,SFO 42,13,24,Christian Ponder pass incomplete short left intended for John Carlson,2.080,0.460
4,13:19,4,2,SFO 42,13,24,"Chris Kluwe punts 42 yards, touchback",0.460,-0.280
4,13:09,1,10,SFO 20,13,24,Frank Gore left end for 2 yards (tackle by Kevin Williams and Harrison Smith),0.280,0.000
4,12:30,2,8,SFO 22,13,24,Alex Smith for 8 yards,0.000,0.940
4,12:04,1,10,SFO 30,13,24,Alex Smith pass complete short right to Michael Crabtree for 4 yards (tackle by Chad Greenway and Antoine Winfield),0.940,0.930
4,11:31,2,6,SFO 34,13,24,Alex Smith pass complete short middle to Frank Gore for 9 yards (tackle by Jasper Brinkley),0.930,1.800
4,10:45,1,10,SFO 43,13,24,Kendall Hunter right tackle for no gain (tackle by Jasper Brinkley),1.800,1.250
4,10:09,2,10,SFO 43,13,24,Kendall Hunter left tackle for 2 yards (tackle by Chad Greenway),1.250,0.830
4,9:23,3,8,SFO 45,13,24,Alex Smith pass incomplete short right intended for Kyle Williams,0.830,-0.390
4,9:15,4,8,SFO 45,13,24,Andy Lee punts 53 yards,-0.390,0.380
4,9:02,1,10,MIN 2,13,24,Adrian Peterson right guard for 3 yards (tackle by Navorro Bowman and Ahmad Brooks),-0.380,-0.560
4,8:38,2,7,MIN 5,13,24,Adrian Peterson for 20 yards (tackle by Tarell Brown),-0.560,0.610
4,8:10,1,10,MIN 25,13,24,Christian Ponder pass incomplete short right intended for Percy Harvin,0.610,0.060
4,8:05,2,10,MIN 25,13,24,Adrian Peterson up the middle for 2 yards (tackle by Ricky Jean-Francois),0.060,-0.360
4,7:30,3,8,MIN 27,13,24,Christian Ponder pass incomplete short right intended for Michael Jenkins,-0.360,-1.570
4,7:25,4,8,MIN 27,13,24,"Chris Kluwe punts 53 yards, returned by Kyle Williams for 8 yards (tackle by Larry Dean). Penalty on SFO: Face Mask (15 Yards), 11 yards",-1.570,0.060
4,7:12,1,10,SFO 17,13,24,Alex Smith pass complete short left to Mario Manningham for 4 yards (tackle by Chris Cook),-0.060,0.080
4,6:46,2,6,SFO 21,13,24,Alex Smith pass incomplete short left intended for Vernon Davis,0.080,-0.750
4,6:41,3,6,SFO 21,13,24,Alex Smith pass incomplete short right intended for Vernon Davis,-0.750,-1.960
4,6:36,4,6,SFO 21,13,24,"Andy Lee punts 49 yards, fair catch by Marcus Sherels",-1.960,-0.940
4,6:28,1,10,MIN 30,13,24,Adrian Peterson left end for 7 yards (tackle by Aldon Smith),0.940,1.340
4,5:59,2,3,MIN 37,13,24,Toby Gerhart left tackle for 9 yards (tackle by Patrick Willis),1.340,1.990
4,5:15,1,10,MIN 46,13,24,Toby Gerhart left guard for 3 yards (tackle by Navorro Bowman and Larry Grant),1.990,1.860
4,4:31,2,7,MIN 49,13,24,Toby Gerhart left guard for 2 yards (tackle by Justin Smith and Navorro Bowman),1.860,1.420
4,3:49,3,5,SFO 49,13,24,Christian Ponder pass complete short left to Percy Harvin for 14 yards (tackle by Navorro Bowman),1.420,0.000
4,3:39,,,,13,24,Timeout #1 by San Francisco 49ers,0.000,3.250
4,3:39,1,10,SFO 35,13,24,Toby Gerhart up the middle for no gain (tackle by Will Tukuafu and Donte Whitner),3.250,0.000
4,3:35,,,,13,24,Timeout #2 by San Francisco 49ers,0.000,2.700
4,3:33,2,10,SFO 35,13,24,"Toby Gerhart up the middle for no gain. Toby Gerhart fumbles, recovered by Patrick Willis at SFO-35 and returned for 3 yards",2.700,-1.470
,,,,,,,"SFO challenged the fumble ruling, and the original play was overturned.",,
4,3:29,1,10,SFO 38,13,24,Alex Smith left end for 7 yards (tackle by Everson Griffen),1.470,1.870
4,2:58,2,3,SFO 45,13,24,Alex Smith pass complete short left to Vernon Davis for 7 yards (tackle by Chad Greenway),1.870,2.390
4,2:35,1,10,MIN 48,13,24,Alex Smith pass incomplete short right intended for Michael Crabtree (defended by Antoine Winfield),2.390,1.850
4,2:30,2,10,MIN 48,13,24,Alex Smith pass incomplete deep right intended for Michael Crabtree is intercepted by Josh Robinson at MIN-32 and returned for 24 yards (tackle by Anthony Davis),1.850,-2.650
4,2:18,1,10,SFO 44,13,24,"Toby Gerhart up the middle for 2 yards. Toby Gerhart fumbles, recovered by Toby Gerhart at SFO-42",2.650,0.000
,,,,,,,"SFO challenged the fumble ruling, and the original play was overturned.",,
4,2:18,,,,13,24,Timeout #3 by San Francisco 49ers,0.000,2.380
4,2:18,2,8,SFO 42,13,24,Toby Gerhart left end for -1 yards (tackle by Ricky Jean-Francois),2.380,1.550
4,2:00,3,9,SFO 43,13,24,"Toby Gerhart up the middle for 3 yards (tackle by Ahmad Brooks). Toby Gerhart fumbles (forced by Ahmad Brooks), recovered by Carlos Rogers at SFO-32 and returned for 11 yards (tackle by Rhett Ellison)",1.550,-1.800
4,1:46,1,10,SFO 43,13,24,Alex Smith pass complete deep right to Mario Manningham for 22 yards (tackle by Jamarca Sanford),1.800,3.250
4,1:41,1,10,MIN 35,13,24,"Alex Smith sacked by Jared Allen for -7 yards. Alex Smith fumbles (forced by Jared Allen), recovered by Brian Robison at MIN-42 (tackle by Mike Iupati)",3.250,-1.730
4,1:33,1,10,MIN 42,13,24,Christian Ponder kneels for -2 yards,1.730,0.920
4,0:53,2,12,MIN 40,13,24,Christian Ponder kneels for -2 yards,0.920,-0.030
4,0:28,3,14,MIN 38,13,24,Christian Ponder kneels for -1 yards,-0.030,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
