Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 67 yards, returned by Cordarrelle Patterson for 29 yards (tackle by Micah Hyde)",0.000,-0.740
1,14:55,1,10,MIN 27,0,0,"Teddy Bridgewater pass complete short left to Stefon Diggs for 2 yards (tackle by Sam Shields). Penalty on Matt Kalil: Offensive Holding, 10 yards (no play)",0.740,-0.170
1,14:40,1,20,MIN 17,0,0,Adrian Peterson left guard for -1 yards (tackle by Letroy Guion and Mike Daniels),-0.170,-1.440
1,14:01,2,21,MIN 16,0,0,Adrian Peterson right end for 10 yards (tackle by Clay Matthews),-1.440,-0.620
1,13:15,3,11,MIN 26,0,0,Teddy Bridgewater pass complete short right to Jarius Wright for 12 yards (tackle by Damarious Randall),-0.620,1.470
1,12:38,1,10,MIN 38,0,0,Teddy Bridgewater pass complete short right to Stefon Diggs for 9 yards (tackle by Damarious Randall),1.470,2.140
1,12:06,2,1,MIN 47,0,0,Adrian Peterson middle for 4 yards (tackle by Jayrone Elliott and Damarious Randall),2.140,2.320
1,11:32,1,10,GNB 49,0,0,Mike Wallace right end for 6 yards (tackle by Damarious Randall),2.320,2.590
1,11:08,2,4,GNB 43,0,0,Teddy Bridgewater pass incomplete short right intended for Mike Wallace,2.590,1.880
1,11:04,3,4,GNB 43,0,0,Teddy Bridgewater pass complete short left to Jerick McKinnon for 2 yards (tackle by Sam Shields),1.880,0.530
1,10:31,4,2,GNB 41,0,0,"Jeff Locke punts 41 yards, touchback",0.530,-0.280
1,10:24,1,10,GNB 20,0,0,James Starks right tackle for 9 yards (tackle by Andrew Sendejo),0.280,0.950
1,10:09,2,1,GNB 29,0,0,James Starks right guard for no gain (tackle by Anthony Barr),0.950,0.230
1,9:28,3,1,GNB 29,0,0,Aaron Rodgers pass complete short right to James Jones for 2 yards (tackle by Eric Kendricks and Terence Newman),0.230,1.000
1,8:55,1,10,GNB 31,0,0,Aaron Rodgers pass incomplete short right intended for James Jones,1.000,0.460
1,8:48,2,10,GNB 31,0,0,James Starks left guard for 5 yards (tackle by Linval Joseph and Sharrif Floyd),0.460,0.430
1,8:30,3,5,GNB 36,0,0,Aaron Rodgers pass complete short middle to James Jones for 25 yards (tackle by Harrison Smith),0.430,2.980
1,7:43,1,10,MIN 39,0,0,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.980,2.440
1,7:37,2,10,MIN 39,0,0,Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by Xavier Rhodes),2.440,2.940
1,7:03,3,1,MIN 30,0,0,James Starks left guard for no gain (tackle by Tom Johnson),2.940,1.520
1,6:16,4,1,MIN 30,0,0,"Aaron Rodgers pass incomplete deep left intended for James Jones (defended by Xavier Rhodes). Penalty on Anthony Barr: Defensive Offside, 5 yards (no play)",1.520,3.910
1,6:10,1,10,MIN 25,0,0,Eddie Lacy middle for no gain (tackle by Harrison Smith),3.910,3.360
1,5:35,2,10,MIN 25,0,0,Aaron Rodgers pass incomplete short left intended for James Jones,3.360,3.360
1,5:30,2,10,MIN 25,0,0,Timeout #1 by Green Bay Packers,3.360,2.680
1,5:30,3,10,MIN 25,0,0,Aaron Rodgers pass complete short left to Richard Rodgers for 1 yard (tackle by Anthony Barr),2.680,1.870
1,4:54,4,9,MIN 24,3,0,Mason Crosby 42 yard field goal good,1.870,3.000
1,4:54,,,GNB 35,3,0,"Mason Crosby kicks off 52 yards, returned by Zach Line for 23 yards (tackle by Jeff Janis)",0.000,-1.330
1,4:44,1,10,MIN 36,3,0,Adrian Peterson middle for 4 yards (tackle by Mike Daniels),1.330,1.330
1,4:13,2,6,MIN 40,3,0,Adrian Peterson right tackle for 11 yards (tackle by Ha Ha Clinton-Dix),1.330,2.320
1,3:45,1,10,GNB 49,3,0,Adrian Peterson middle for 2 yards (tackle by Morgan Burnett and Mike Pennel),2.320,2.050
1,3:11,2,8,GNB 47,3,6,"Teddy Bridgewater pass complete deep left to Kyle Rudolph for 47 yards, touchdown",2.050,7.000
1,3:11,,,GNB 47,3,6,Blair Walsh kicks extra point no good,0.000,-1.000
1,3:11,,,MIN 35,3,6,"Blair Walsh kicks off 69 yards, returned by Jeff Janis for 70 yards (tackle by Antone Exum)",0.000,-3.310
1,2:50,1,10,MIN 34,3,6,Eddie Lacy right tackle for 9 yards (tackle by Linval Joseph),3.310,3.990
1,2:23,2,1,MIN 25,3,6,Aaron Rodgers pass incomplete short right intended for James Jones,3.990,3.270
1,2:20,3,1,MIN 25,3,6,Eddie Lacy right end for -4 yards (tackle by Brian Robison),3.270,1.540
1,1:42,4,5,MIN 29,6,6,Mason Crosby 47 yard field goal good,1.540,3.000
1,1:42,,,GNB 35,6,6,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
1,1:37,1,10,MIN 20,6,6,Teddy Bridgewater pass complete short right to Stefon Diggs for 2 yards (tackle by Casey Hayward),0.280,0.000
1,1:03,2,8,MIN 22,6,6,"Penalty on Matt Kalil: False Start, 5 yards (no play)",0.000,-0.790
1,0:44,2,13,MIN 17,6,6,Teddy Bridgewater middle for 5 yards (tackle by Clay Matthews),-0.790,-0.690
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,MIN 22,6,6,Teddy Bridgewater middle for 9 yards (tackle by Julius Peppers),-0.690,1.000
2,14:16,1,10,MIN 31,6,6,Teddy Bridgewater sacked by Datone Jones for -18 yards. Penalty on Matt Kalil: Offensive Holding (Declined),1.000,-2.080
2,13:56,2,28,MIN 13,6,6,Adrian Peterson middle for 1 yard (tackle by Mike Neal),-2.080,-3.180
2,13:18,3,27,MIN 14,6,6,Teddy Bridgewater pass complete short left to Matt Asiata for 9 yards (tackle by Sam Shields),-3.180,-1.830
2,12:42,4,18,MIN 23,6,6,"Jeff Locke punts 44 yards, fair catch by Randall Cobb",-1.830,-1.140
2,12:35,1,10,GNB 33,6,6,Aaron Rodgers pass complete short right to Davante Adams for 11 yards (tackle by Terence Newman),1.140,1.860
2,12:20,1,10,GNB 44,6,6,Eddie Lacy right end for 27 yards (tackle by Anthony Barr),1.860,3.640
2,11:43,1,10,MIN 29,6,6,Eddie Lacy right guard for 1 yard (tackle by Anthony Barr),3.640,3.240
2,11:08,2,9,MIN 28,6,6,Aaron Rodgers pass complete short left to Eddie Lacy for 6 yards (tackle by Linval Joseph),3.240,3.340
2,10:30,3,3,MIN 22,6,6,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.340,2.090
2,10:22,4,3,MIN 22,9,6,Mason Crosby 40 yard field goal good,2.090,3.000
2,10:22,,,GNB 35,9,6,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,10:17,1,10,MIN 20,9,6,Adrian Peterson right guard for 4 yards (tackle by Morgan Burnett),0.280,0.270
2,9:34,2,6,MIN 24,9,6,Teddy Bridgewater pass complete short right to Stefon Diggs for 16 yards (tackle by Damarious Randall),0.270,1.600
2,9:01,1,10,MIN 40,9,6,"Adrian Peterson right guard for no gain (tackle by B.J. Raji and Mike Daniels). Penalty on Brandon Fusco: Offensive Holding, 10 yards (no play)",1.600,0.940
2,8:40,1,20,MIN 30,9,6,Teddy Bridgewater sacked by Nate Palmer for 0 yards,0.940,-0.300
2,7:51,2,20,MIN 30,9,6,Teddy Bridgewater pass complete short left to Adrian Peterson for 6 yards (tackle by Casey Hayward),-0.300,-0.160
2,7:01,3,14,MIN 36,9,6,Teddy Bridgewater pass complete short left to Rhett Ellison for 1 yard (tackle by Sam Shields),-0.160,-0.910
2,6:17,4,13,MIN 37,9,6,"Jeff Locke punts 41 yards, fair catch by Randall Cobb",-0.910,-0.410
2,6:10,1,10,GNB 22,9,6,James Starks right tackle for no gain (tackle by Harrison Smith),0.410,-0.130
2,5:32,2,10,GNB 22,9,6,Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards (tackle by Captain Munnerlyn),-0.130,1.330
2,5:02,1,10,GNB 36,9,6,James Starks right tackle for -3 yards (tackle by Everson Griffen and Anthony Barr),1.330,0.390
2,4:26,2,13,GNB 33,9,6,Aaron Rodgers pass incomplete deep right intended for James Jones,0.390,0.390
2,4:20,2,13,GNB 33,9,6,Timeout #2 by Green Bay Packers,0.390,-0.300
2,4:20,3,13,GNB 33,9,6,Aaron Rodgers sacked by Captain Munnerlyn for -9 yards,-0.300,-1.770
2,3:40,4,22,GNB 24,9,6,"Tim Masthay punts 18 yards, out of bounds",-1.770,-2.790
2,3:32,1,10,GNB 42,9,6,Adrian Peterson right end for -3 yards (tackle by Clay Matthews),2.790,1.840
2,2:59,2,13,GNB 45,9,6,Teddy Bridgewater sacked by Julius Peppers and Mike Neal for -2 yards,1.840,0.890
2,2:33,3,15,GNB 47,9,6,Shaun Hill pass incomplete short left intended for Stefon Diggs,0.890,0.130
2,2:26,4,15,GNB 47,9,6,"Jeff Locke punts 27 yards, fair catch by Randall Cobb",0.130,-0.280
2,2:19,1,10,GNB 20,9,6,James Starks left guard for 2 yards (tackle by Linval Joseph),0.280,0.000
2,2:00,2,8,GNB 22,9,6,Aaron Rodgers sacked by Everson Griffen for -7 yards,0.000,0.000
2,1:53,2,8,GNB 22,9,6,Timeout #1 by Minnesota Vikings,0.000,-1.860
2,1:53,3,15,GNB 15,9,6,"Aaron Rodgers pass incomplete deep right intended for Jeff Janis. Penalty on Terence Newman: Defensive Pass Interference, 50 yards (no play)",-1.860,3.250
2,1:45,1,10,MIN 35,9,6,Aaron Rodgers pass complete short left to Richard Rodgers for 5 yards (tackle by Andrew Sendejo),3.250,3.380
2,1:07,2,5,MIN 30,9,6,Aaron Rodgers pass complete short right to James Jones for 14 yards (tackle by Captain Munnerlyn),3.380,4.510
2,0:44,1,10,MIN 16,9,6,Aaron Rodgers pass complete short right to Richard Rodgers for 1 yard (tackle by Harrison Smith),4.510,4.510
2,0:40,1,10,MIN 16,9,6,Timeout #3 by Green Bay Packers,4.510,4.050
2,0:40,2,9,MIN 15,9,6,Aaron Rodgers pass incomplete short right intended for James Jones,4.050,3.220
2,0:35,3,9,MIN 15,9,6,"Aaron Rodgers pass complete short right to Richard Rodgers for 15 yards. Penalty on David Bakhtiari: Offensive Holding (Offsetting), Penalty on Linval Joseph: Roughing the Passer (Offsetting) (no play)",3.220,3.220
2,0:26,3,9,MIN 15,9,6,"Aaron Rodgers pass incomplete short right intended for Richard Rodgers (defended by Terence Newman). Penalty on Anthony Barr: Illegal Contact, 5 yards (no play)",3.220,4.910
2,0:19,1,10,MIN 10,9,6,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by Everson Griffen),4.910,4.190
