Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Roscoe Parrish,TAM,0,0,,0,0,2,15,7.5,0,9
LeQuan Lewis,TAM,1,33,33.0,0,33,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Joe Adams,CAR,0,0,,0,0,2,27,13.5,0,16
Captain Munnerlyn,CAR,0,0,,0,0,1,14,14.0,0,14
Armanti Edwards,CAR,2,50,25.0,0,27,0,0,,0,0
Sione Fua,CAR,1,9,9.0,0,9,0,0,,0,0
