Quarter,Time,Tm,Detail,DET,GNB
1.0,12:07,Lions,Jason Hanson 35 yard field goal,3,0
,9:57,Packers,Ryan Grant 27 yard rush (Mason Crosby kick),3,7
,2:25,Packers,Koren Robinson 5 yard pass from Brett Favre (Mason Crosby kick),3,14
2.0,14:12,Packers,Bubba Franks 4 yard pass from Brett Favre (Mason Crosby kick),3,21
,1:52,Lions,Shaun McDonald 30 yard pass from Jon Kitna (Jason Hanson kick),10,21
3.0,12:29,Packers,Mason Crosby 33 yard field goal,10,24
,7:00,Lions,Jason Hanson 38 yard field goal,13,24
,2:48,Packers,Ruvell Martin 32 yard pass from Craig Nall (Mason Crosby kick),13,31
4.0,10:03,Packers,Mason Crosby 35 yard field goal,13,34
