Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Micah Knorr kicks off 73 yards, returned by Ronney Jenkins for 31 yards (tackle by Willie Middlebrooks). Penalty on Napoleon Harris: Offensive Holding, 10 yards",0.000,-0.220
1,14:56,1,10,OAK 15,0,0,Rich Gannon sacked by Bertrand Berry for -6 yards,-0.220,-1.220
1,14:24,2,16,OAK 9,0,0,Rich Gannon pass incomplete intended for Doug Jolley,-1.220,-2.120
1,14:19,3,16,OAK 9,0,0,Charlie Garner left end for 6 yards (tackle by Deltha O'Neal),-2.120,-2.440
1,13:44,4,10,OAK 15,0,0,"Shane Lechler punts 63 yards, returned by Deltha O'Neal for 18 yards (tackle by Alvis Whitted)",-2.440,-1.600
1,13:31,1,10,DEN 40,0,0,Ashley Lelie left end for 8 yards (tackle by Rod Woodson),1.600,2.130
1,12:52,2,2,DEN 48,0,0,Clinton Portis for 13 yards,2.130,2.980
1,12:22,1,10,OAK 39,0,0,Clinton Portis left tackle for 6 yards (tackle by Eric Barton and Napoleon Harris),2.980,3.250
1,11:41,2,4,OAK 33,0,0,Clinton Portis right tackle for 1 yard (tackle by John Parrella and Derrick Gibson),3.250,2.680
1,11:01,3,3,OAK 32,0,0,Clinton Portis up the middle for 12 yards (tackle by Rod Woodson),2.680,4.240
1,10:18,1,10,OAK 20,0,0,Clinton Portis right guard for 2 yards (tackle by Eric Barton),4.240,3.960
1,9:35,2,8,OAK 18,0,6,"Jake Plummer pass complete to Shannon Sharpe for 18 yards, touchdown",3.960,7.000
1,,,,OAK 2,0,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Micah Knorr kicks off 72 yards, returned by Ronney Jenkins for 30 yards (tackle by Jashon Sykes)",0.000,0.810
1,9:22,1,10,OAK 28,0,7,Charlie Garner right guard for no gain (tackle by Ian Gold),0.810,0.260
1,8:49,2,10,OAK 28,0,7,"Rich Gannon pass incomplete intended for Charlie Garner. Penalty on Matt Stinchcomb: Offensive Holding, 10 yards (no play)",0.260,-1.190
1,8:44,2,20,OAK 18,0,7,Charlie Garner up the middle for 3 yards (tackle by Bertrand Berry),-1.190,-1.350
1,8:06,3,17,OAK 21,0,7,Rich Gannon pass complete to Charlie Garner for -2 yards (tackle by Ian Gold),-1.350,-2.140
1,7:28,4,19,OAK 19,0,7,"Shane Lechler punts 62 yards, returned by Deltha O'Neal for 14 yards (tackle by Justin Fargas). Penalty on Alvis Whitted: Player Out of Bounds on Punt, 5 yards (no play)",-2.140,-2.470
1,7:16,4,24,OAK 14,0,7,"Shane Lechler punts 50 yards, returned by Deltha O'Neal for 9 yards (tackle by Justin Fargas)",-2.470,-1.930
1,7:05,1,10,DEN 45,0,7,Jake Plummer pass complete to Clinton Portis for no gain,1.930,1.380
1,6:28,2,10,DEN 45,0,7,Jake Plummer pass incomplete intended for Shannon Sharpe,1.380,0.700
1,6:23,3,10,DEN 45,0,7,Jake Plummer pass complete to Ed McCaffrey for 14 yards (tackle by Rod Woodson),0.700,2.850
1,5:42,1,10,OAK 41,0,7,Mike Anderson up the middle for 2 yards (tackle by Eric Barton),2.850,2.580
1,5:06,2,8,OAK 39,0,7,Rod Smith right end for -5 yards (tackle by Trace Armstrong),2.580,1.220
1,4:23,3,13,OAK 44,0,13,"Jake Plummer pass complete to Ashley Lelie for 44 yards, touchdown",1.220,7.000
1,,,,OAK 2,0,14,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,14,"Micah Knorr kicks off 70 yards, touchback",0.000,0.280
1,4:14,1,10,OAK 20,0,14,Charlie Garner left guard for no gain (tackle by Dorsett Davis),0.280,-0.270
1,3:38,2,10,OAK 20,0,14,Rich Gannon pass incomplete intended for Tim Brown,-0.270,-0.960
1,3:31,3,10,OAK 20,0,14,Rich Gannon pass incomplete intended for Charlie Garner (defended by Deltha O'Neal),-0.960,-2.030
1,3:27,4,10,OAK 20,0,14,"Shane Lechler punts 45 yards, returned by Rod Smith for 15 yards (tackle by Justin Fargas)",-2.030,-2.260
1,3:17,1,10,DEN 50,0,14,Jake Plummer pass complete to Mike Anderson for -1 yards (tackle by Tyler Brayton),2.260,1.580
1,2:33,2,11,DEN 49,0,14,Jake Plummer pass complete to Ashley Lelie for 44 yards,1.580,5.600
1,1:57,1,7,OAK 7,0,14,"Penalty on Jake Plummer: Delay of Game, 5 yards (no play)",5.600,4.640
