Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,DAL 25,0,0,Ezekiel Elliott right tackle for 1 yard (tackle by Nat Berhe),0.610,0.200
1,14:27,2,9,DAL 26,0,0,Dak Prescott pass complete short right to Dez Bryant for 8 yards,0.200,0.560
1,13:56,3,1,DAL 34,0,0,Ezekiel Elliott right guard for 3 yards (tackle by Jason Pierre-Paul),0.560,1.400
1,13:17,1,10,DAL 37,0,0,Dak Prescott pass complete short right to Jason Witten for 17 yards (tackle by Landon Collins),1.400,2.520
1,12:39,1,10,NYG 46,0,0,Ezekiel Elliott right tackle for 5 yards (tackle by Jason Pierre-Paul),2.520,2.650
1,12:05,2,5,NYG 41,0,0,Ezekiel Elliott left tackle for 1 yard (tackle by Olivier Vernon),2.650,2.080
1,11:21,3,4,NYG 40,0,0,Dak Prescott pass complete short middle to Cole Beasley for 6 yards (tackle by Landon Collins),2.080,3.310
1,10:38,1,10,NYG 34,0,0,Dak Prescott pass complete short left to Cole Beasley for 9 yards (tackle by Jonathan Casillas),3.310,3.990
1,9:59,2,1,NYG 25,0,0,Ezekiel Elliott middle for 5 yards (tackle by Johnathan Hankins and Damon Harrison),3.990,4.240
1,9:21,1,10,NYG 20,0,0,Dak Prescott pass complete short right to Jason Witten for 8 yards (tackle by Nat Berhe),4.240,5.040
1,8:40,2,2,NYG 12,0,0,Ezekiel Elliott middle for 2 yards (tackle by Jason Pierre-Paul),5.040,4.910
1,8:01,1,10,NYG 10,0,0,Dak Prescott pass incomplete short middle intended for Cole Beasley,4.910,4.190
1,7:57,2,10,NYG 10,0,0,Ezekiel Elliott right guard for 4 yards (tackle by Damon Harrison and Johnathan Hankins),4.190,4.040
1,7:18,3,6,NYG 6,0,0,Dak Prescott pass complete short left to Ezekiel Elliott for 1 yard (tackle by Jonathan Casillas),4.040,3.010
1,6:37,4,5,NYG 5,0,3,Dan Bailey 23 yard field goal good,3.010,3.000
1,6:37,,,DAL 35,0,3,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
1,6:35,1,10,NYG 25,0,3,Rashad Jennings middle for 2 yards (tackle by Sean Lee),0.610,0.330
1,6:01,2,8,NYG 27,0,3,Eli Manning pass complete short left to Rashad Jennings for 3 yards (tackle by Barry Church),0.330,0.040
1,5:16,3,5,NYG 30,0,3,Eli Manning pass complete short left to Shane Vereen for 7 yards (tackle by Kyle Wilber). Penalty on Benson Mayowa: Defensive Offside (Declined),0.040,1.400
1,5:01,1,10,NYG 37,0,3,Shane Vereen middle for 3 yards (tackle by Anthony Hitchens),1.400,1.260
1,4:30,2,7,NYG 40,0,3,Eli Manning pass incomplete short right intended for Shane Vereen,1.260,0.560
1,4:24,3,7,NYG 40,0,3,Eli Manning pass incomplete short middle intended for Odell Beckham,0.560,-0.720
1,4:17,4,7,NYG 40,0,3,"Brad Wing punts 60 yards, touchback. Penalty on Morris Claiborne: Offensive Holding, 10 yards",-0.720,0.380
1,4:07,1,10,DAL 10,0,3,Ezekiel Elliott left tackle for 2 yards (tackle by Olivier Vernon),-0.380,-0.630
1,3:29,2,8,DAL 12,0,3,Ezekiel Elliott left guard for 3 yards (tackle by Johnathan Hankins and Jonathan Casillas),-0.630,-0.840
1,2:49,3,5,DAL 15,0,3,Dak Prescott pass complete short middle to Cole Beasley for 9 yards (tackle by Eli Apple). Penalty on Dominique Rodgers-Cromartie: Defensive Holding (Declined),-0.840,0.540
1,2:24,1,10,DAL 24,0,3,Ezekiel Elliott left guard for 2 yards (tackle by Johnathan Hankins),0.540,0.270
1,1:38,2,8,DAL 26,0,3,Dak Prescott right end for 1 yard (tackle by Jonathan Casillas),0.270,-0.300
1,0:58,3,7,DAL 27,0,3,Dak Prescott pass complete short left to Jason Witten for 8 yards (tackle by Jonathan Casillas),-0.300,1.270
1,0:17,1,10,DAL 35,0,3,Dak Prescott pass complete short left to Brice Butler for 16 yards (tackle by Eli Apple),1.270,2.320
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 49,0,3,Alfred Morris left end for 6 yards (tackle by Nat Berhe),2.320,2.590
2,14:18,2,4,NYG 43,0,3,Dak Prescott pass complete short right to Jason Witten for 5 yards (tackle by Jonathan Casillas),2.590,3.050
2,13:34,1,10,NYG 38,0,3,Dak Prescott pass complete short left to Cole Beasley for 9 yards (tackle by Nat Berhe and Jonathan Casillas),3.050,3.720
2,12:58,2,1,NYG 29,0,3,Alfred Morris left guard for 2 yards (tackle by Jay Bromley),3.720,3.780
2,12:17,1,10,NYG 27,0,3,Dak Prescott pass incomplete deep right intended for Dez Bryant (defended by Dominique Rodgers-Cromartie),3.780,3.230
2,12:09,2,10,NYG 27,0,3,Ezekiel Elliott middle for -1 yards (tackle by Olivier Vernon),3.230,2.410
2,11:27,3,11,NYG 28,0,3,Dak Prescott pass incomplete short right intended for Lance Dunbar,2.410,1.590
2,11:18,4,11,NYG 28,0,3,"Dan Bailey 46 yard field goal good. Penalty on Jason Witten: Offensive Holding, 10 yards (no play)",1.590,0.720
2,11:14,4,21,NYG 38,0,6,Dan Bailey 56 yard field goal good,0.720,3.000
2,11:14,,,DAL 35,0,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
2,11:09,1,10,NYG 25,0,6,Rashad Jennings left tackle for 1 yard (tackle by Terrell McClain),0.610,0.200
2,10:43,2,9,NYG 26,0,6,Eli Manning pass complete short right to Sterling Shepard for 14 yards (tackle by Orlando Scandrick),0.200,1.600
2,10:15,1,10,NYG 40,0,6,Eli Manning pass complete deep left to Odell Beckham for 45 yards,1.600,4.580
2,9:41,1,10,DAL 15,6,6,"Eli Manning pass complete short left to Larry Donnell for 15 yards, touchdown",4.580,7.000
2,9:41,,,DAL 15,7,6,Randy Bullock kicks extra point good,0.000,0.000
2,9:41,,,NYG 35,7,6,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
2,9:36,1,10,DAL 25,7,6,Dak Prescott pass complete deep left to Geoff Swaim for 21 yards (tackle by Landon Collins),0.610,1.990
2,9:06,1,10,DAL 46,7,6,Ezekiel Elliott middle for 4 yards (tackle by Jason Pierre-Paul and Jay Bromley),1.990,1.990
2,8:33,2,6,NYG 50,7,6,Ezekiel Elliott right end for no gain (tackle by Darian Thompson and Kerry Wynn),1.990,1.290
2,7:45,3,6,NYG 50,7,6,"Dak Prescott pass incomplete short right intended for Dez Bryant. Penalty on Janoris Jenkins: Face Mask (15 Yards), 15 yards (no play)",1.290,3.250
2,7:39,1,10,NYG 35,7,6,Dak Prescott pass complete short middle to Jason Witten for 9 yards (tackle by Keenan Robinson and Kelvin Sheppard),3.250,3.250
