Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Alvin Kamara,NOR,6,4,25,0,,5,1.3,20,5.0,1.0,1,4.0,1,16.7,0,75.0
Marquez Callaway,NOR,4,2,8,0,,7,3.5,1,0.5,6.3,0,,1,25.0,0,56.2
Deonte Harty,NOR,2,1,9,0,,6,6.0,3,3.0,18.5,1,1.0,0,0.0,1,22.9
Chris Hogan,NOR,3,1,16,0,1,7,7.0,9,9.0,0.7,0,,0,0.0,0,52.1
Lil'Jordan Humphrey,NOR,2,1,27,0,1,18,18.0,9,9.0,18.0,1,1.0,0,0.0,0,95.8
Juwan Johnson,NOR,3,1,23,0,1,20,20.0,3,3.0,19.7,0,,0,0.0,1,22.2
Ty Montgomery,NOR,1,1,3,0,,1,1.0,2,2.0,1.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.J. Moore,CAR,11,8,79,1,5,48,6.0,31,3.9,7.9,0,,0,0.0,0,122.9
Christian McCaffrey,CAR,6,5,65,0,5,13,2.6,52,10.4,2.2,3,1.7,0,0.0,0,111.8
Robbie Chosen,CAR,6,3,38,0,2,25,8.3,13,4.3,16.2,1,3.0,0,0.0,0,70.1
Dan Arnold,CAR,4,3,55,0,2,37,12.3,18,6.0,11.8,0,,0,0.0,0,116.7
Terrace Marshall Jr.,CAR,3,3,17,0,1,-1,-0.3,18,6.0,-0.3,0,,0,0.0,0,90.3
Brandon Zylstra,CAR,3,3,44,1,3,29,9.7,15,5.0,9.7,1,3.0,0,0.0,0,158.3
Ian Thomas,CAR,2,1,7,0,,-1,-1.0,8,8.0,-2.5,1,1.0,1,50.0,0,58.3
Chuba Hubbard,CAR,1,0,0,0,,0,,0,,-2.0,0,,0,0.0,1,0.0
