Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Taylor Moton,T,76,100%,0,0%,6,24%
John Miller,G,76,100%,0,0%,6,24%
Cameron Erving,T,76,100%,0,0%,0,0%
Matt Paradis,C,76,100%,0,0%,0,0%
Sam Darnold,QB,76,100%,0,0%,0,0%
D.J. Moore,WR,67,88%,0,0%,0,0%
Robbie Chosen,WR,56,74%,0,0%,0,0%
Christian McCaffrey,RB,54,71%,0,0%,0,0%
Ian Thomas,TE,52,68%,0,0%,6,24%
Dennis Daley,G,51,67%,0,0%,6,24%
Terrace Marshall Jr.,WR,39,51%,0,0%,0,0%
Tommy Tremble,TE,29,38%,0,0%,12,48%
Pat Elflein,G,23,30%,0,0%,1,4%
Dan Arnold,TE,22,29%,0,0%,0,0%
Chuba Hubbard,RB,19,25%,0,0%,16,64%
Giovanni Ricci,FB,15,20%,0,0%,16,64%
Brandon Zylstra,WR,14,18%,0,0%,17,68%
Alex Erickson,WR,8,11%,0,0%,6,24%
Brady Christensen,T,4,5%,0,0%,6,24%
Royce Freeman,RB,3,4%,0,0%,5,20%
Donte Jackson,CB,0,0%,44,100%,2,8%
Jeremy Chinn,FS,0,0%,44,100%,2,8%
Shaq Thompson,LB,0,0%,44,100%,1,4%
Juston Burris,SS,0,0%,43,98%,2,8%
Jaycee Horn,CB,0,0%,41,93%,2,8%
Haason Reddick,LB,0,0%,35,80%,1,4%
Rashaan Melvin,CB,0,0%,33,75%,0,0%
Brian Burns,DE,0,0%,32,73%,2,8%
Sean Chandler,SS,0,0%,31,70%,17,68%
Derrick Brown,DT,0,0%,31,70%,2,8%
Morgan Fox,DE,0,0%,26,59%,2,8%
DaQuan Jones,DT,0,0%,21,48%,2,8%
Jermaine Carter Jr.,LB,0,0%,13,30%,2,8%
Marquis Haynes,DE,0,0%,12,27%,0,0%
Frankie Luvu,LB,0,0%,9,20%,18,72%
Yetur Gross-Matos,DE,0,0%,9,20%,0,0%
Bravvion Roy,DT,0,0%,8,18%,5,20%
Daviyon Nixon,DT,0,0%,6,14%,0,0%
Keith Taylor,CB,0,0%,2,5%,13,52%
Julian Stanford,LB,0,0%,0,0%,17,68%
Stantley Thomas-Oliver,CB,0,0%,0,0%,17,68%
Sam Franklin,SS,0,0%,0,0%,17,68%
Zane Gonzalez,K,0,0%,0,0%,12,48%
J.J. Jansen,LS,0,0%,0,0%,10,40%
Clay Johnston,LB,0,0%,0,0%,10,40%
Joseph Charlton,P,0,0%,0,0%,10,40%
Sam Tecklenburg,C,0,0%,0,0%,6,24%
P.J. Walker,QB,0,0%,0,0%,0,0%
