Quarter,Time,Tm,Detail,NOR,CAR
1.0,12:00,Panthers,Brandon Zylstra 20 yard pass from Sam Darnold (Zane Gonzalez kick),0,7
2.0,11:11,Panthers,Zane Gonzalez 20 yard field goal,0,10
,1:55,Panthers,D.J. Moore 2 yard pass from Sam Darnold (Zane Gonzalez kick),0,17
4.0,14:37,Saints,Jameis Winston 8 yard rush (Aldrick Rosas kick),7,17
,5:53,Panthers,Christian McCaffrey 11 yard rush (Zane Gonzalez kick failed),7,23
,3:21,Panthers,Zane Gonzalez 42 yard field goal,7,26
