Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
1,6:45,2,7,OAK 31,0,7,Derek Carr pass complete short right to JJ Nelson for 2 yards (tackle by Trae Waynes),0.670,0.230
1,6:06,3,5,OAK 33,0,7,Derek Carr sacked by Eric Wilson for -1 yards,0.230,-1.240
1,5:32,4,6,OAK 32,0,7,"A.J. Cole punts 60 yards, returned by Chad Beebe for 13 yards (tackle by Foster Moreau)",-1.240,-0.340
1,5:20,1,10,MIN 21,0,7,"Kirk Cousins pass incomplete short right. Penalty on Kirk Cousins: Intentional Grounding, 10 yards",0.340,-1.510
1,5:16,2,20,MIN 11,0,7,Alexander Mattison left guard for 2 yards (tackle by Maurice Hurst and Johnathan Hankins),-1.510,-2.300
1,4:38,3,18,MIN 13,0,7,"Kirk Cousins pass complete short left to Dalvin Cook for 18 yards (tackle by Benson Mayowa). Penalty on Arden Key: Roughing the Passer, 15 yards",-2.300,1.990
1,4:16,1,10,MIN 46,0,7,Dalvin Cook right tackle for 7 yards (tackle by Karl Joseph),1.990,2.400
1,3:42,2,3,OAK 47,0,7,Alexander Mattison right end for 1 yard (tackle by Nicholas Morrow and Johnathan Hankins),2.400,1.820
1,3:07,3,2,OAK 46,0,7,"Kirk Cousins pass complete short right to Stefon Diggs for 5 yards (tackle by Gareon Conley). Penalty on Gareon Conley: Face Mask (15 Yards), 15 yards",1.820,3.840
1,2:47,1,10,OAK 26,0,7,Alexander Mattison left tackle for 2 yards (tackle by Josh Mauro and Maurice Hurst),3.840,3.570
1,2:11,2,8,OAK 24,0,7,Kirk Cousins left end for 10 yards (tackle by Lamarcus Joyner),3.570,4.650
1,1:39,1,10,OAK 14,0,7,Dalvin Cook left end for 1 yard (tackle by Johnathan Hankins),4.650,4.160
1,1:02,2,9,OAK 13,0,7,Kirk Cousins pass complete short left to Kyle Rudolph for 11 yards (tackle by Vontaze Burfict),4.160,6.740
1,0:22,,,,,,Timeout #1 by Minnesota Vikings,,
1,0:22,1,2,OAK 2,0,7,Dalvin Cook up the middle for 1 yard (tackle by Maurice Hurst and Curtis Riley),6.740,5.910
Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,OAK 1,0,13,"Dalvin Cook right end for 1 yard, touchdown",5.910,7.000
2,14:55,,,OAK 15,0,14,Dan Bailey kicks extra point good,0.000,0.000
2,14:55,,,MIN 35,0,14,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,14:55,1,10,OAK 25,0,14,Derek Carr pass complete short right to JJ Nelson for 4 yards (tackle by Trae Waynes),0.610,0.600
2,14:23,2,6,OAK 29,0,14,Derek Carr pass short right intended for Foster Moreau is intercepted by Harrison Smith at OAK-43 and returned for 13 yards,0.600,-3.580
2,14:13,1,10,OAK 30,0,14,Dalvin Cook left guard for 3 yards (tackle by Nicholas Morrow and Vontaze Burfict),3.580,3.440
2,13:32,2,7,OAK 27,0,14,Dalvin Cook up the middle for 5 yards (tackle by Karl Joseph),3.440,3.400
2,12:55,,,,,,Timeout #2 by Minnesota Vikings,,
2,12:55,3,2,OAK 22,0,14,Kirk Cousins pass complete short left to Dalvin Cook for 12 yards (tackle by Erik Harris),3.400,4.910
2,12:26,1,10,OAK 10,0,14,Dalvin Cook right end for 5 yards (tackle by Erik Harris and Karl Joseph),4.910,5.150
2,11:46,2,5,OAK 5,0,14,Kirk Cousins up the middle for 4 yards (tackle by Karl Joseph and Johnathan Hankins),5.150,5.170
2,11:09,3,1,OAK 1,0,20,"Adam Thielen right end for 1 yard, touchdown",5.170,7.000
2,11:06,,,OAK 15,0,21,Dan Bailey kicks extra point good,0.000,0.000
2,11:06,,,MIN 35,0,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,11:06,1,10,OAK 25,0,21,Josh Jacobs up the middle for 6 yards (tackle by Eric Wilson),0.610,0.870
2,10:34,2,4,OAK 31,0,21,Derek Carr sacked by Everson Griffen for -7 yards,0.870,-0.760
2,9:51,3,11,OAK 24,0,21,Derek Carr pass complete short right to Darren Waller for 30 yards (tackle by Anthony Harris and Harrison Smith),-0.760,2.520
2,9:12,1,10,MIN 46,0,21,Derek Carr pass complete short right to Darren Waller for 9 yards (tackle by Trae Waynes),2.520,3.190
2,8:41,2,1,MIN 37,0,21,Josh Jacobs right guard for -1 yards (tackle by Trae Waynes),3.190,2.350
2,8:11,,,,,,Timeout #1 by Oakland Raiders,,
2,8:11,3,2,MIN 38,0,21,Derek Carr pass complete short left to Jalen Richard for 9 yards (tackle by Eric Wilson and Xavier Rhodes),2.350,3.640
2,7:33,1,10,MIN 29,6,21,"Derek Carr pass complete deep left to JJ Nelson for 29 yards, touchdown",3.640,7.000
2,7:26,,,MIN 15,7,21,Daniel Carlson kicks extra point good,0.000,0.000
2,7:26,,,OAK 35,7,21,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,7:26,1,10,MIN 25,7,21,Kirk Cousins pass complete short right to Adam Thielen for 9 yards (tackle by Daryl Worley),0.610,1.280
2,6:47,2,1,MIN 34,7,21,Alexander Mattison right tackle for 5 yards (tackle by Clelin Ferrell and Nicholas Morrow),1.280,1.530
2,6:14,1,10,MIN 39,7,21,Kirk Cousins pass incomplete deep right intended for Adam Thielen,1.530,0.990
2,6:06,2,10,MIN 39,7,21,Alexander Mattison left tackle for 1 yard (tackle by Trayvon Mullen),0.990,0.430
2,5:25,3,9,MIN 40,7,21,Kirk Cousins pass incomplete short left intended for Ameer Abdullah (defended by Clelin Ferrell),0.430,-0.720
2,5:22,4,9,MIN 40,7,21,"Britton Colquitt punts 51 yards, muffed catch by Jalen Richard, recovered by Jalen Richard at OAK-9, returned by Jalen Richard for no gain (tackle by Ameer Abdullah)",-0.720,0.380
2,5:10,1,10,OAK 9,7,21,DeAndre Washington left guard for 1 yard (tackle by Eric Kendricks),-0.380,-0.710
2,4:38,2,9,OAK 10,7,21,Darren Waller right end for 7 yards (tackle by Eric Kendricks),-0.710,-0.480
2,3:53,3,2,OAK 17,7,21,Derek Carr pass complete short left to Hunter Renfrow for 5 yards (tackle by Mike Hughes),-0.480,0.410
2,3:07,1,10,OAK 22,7,21,Derek Carr right guard for no gain (tackle by Shamar Stephen),0.410,-0.130
2,2:24,2,10,OAK 22,7,21,Derek Carr pass complete short middle to Darren Waller for 11 yards (tackle by Harrison Smith),-0.130,1.140
2,2:00,1,10,OAK 33,7,21,Derek Carr pass complete short right to Tyrell Williams for 15 yards (tackle by Harrison Smith),1.140,2.130
2,1:35,1,10,OAK 48,7,21,Derek Carr pass incomplete short left,2.130,1.580
2,1:26,2,10,OAK 48,7,21,Derek Carr pass complete short right to Darren Waller for 4 yards (tackle by Trae Waynes),1.580,1.420
2,1:20,,,,,,Timeout #2 by Oakland Raiders,,
2,1:20,3,6,MIN 48,7,21,Derek Carr pass incomplete deep left intended for Darren Waller,1.420,0.070
2,1:15,4,6,MIN 48,7,21,"A.J. Cole punts 40 yards, fair catch by Chad Beebe at MIN-8",0.070,0.380
2,1:08,1,10,MIN 8,7,21,Dalvin Cook left tackle for 16 yards (tackle by Karl Joseph),-0.380,0.540
2,0:45,1,10,MIN 24,7,21,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,0.540,0.000
2,0:41,2,10,MIN 24,7,21,Alexander Mattison up the middle for 3 yards (tackle by Nicholas Morrow),0.000,-0.300
Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,OAK 25,7,21,Josh Jacobs up the middle for 4 yards (tackle by Eric Kendricks),0.610,0.600
3,14:21,2,6,OAK 29,7,21,Derek Carr sacked by Danielle Hunter for -5 yards,0.600,-0.760
3,13:41,3,11,OAK 24,7,21,Derek Carr pass complete short left to Jalen Richard for 1 yard (tackle by Everson Griffen),-0.760,-1.700
3,13:04,4,10,OAK 25,7,21,"A.J. Cole punts 59 yards, muffed catch by Chad Beebe, recovered by Chad Beebe at MIN-16 (tackle by Harrison Smith). Penalty on Kris Boyd: Illegal Block Above the Waist, 8 yards",-1.700,0.380
3,12:53,1,10,MIN 8,7,21,"Dalvin Cook left tackle for 4 yards (tackle by P.J. Hall). Penalty on Adam Thielen: Illegal Block Above the Waist, 6 yards",-0.380,-0.460
3,12:24,1,12,MIN 6,7,21,Kirk Cousins up the middle for 6 yards (tackle by Johnathan Hankins),-0.460,-0.490
3,11:40,2,6,MIN 12,7,21,Kirk Cousins pass complete short right to Dalvin Cook for no gain (tackle by Nicholas Morrow),-0.490,-0.950
3,11:15,3,6,MIN 12,7,21,Kirk Cousins pass complete short left to Adam Thielen for 11 yards (tackle by Daryl Worley),-0.950,0.480
3,10:46,1,10,MIN 23,7,21,Dalvin Cook right guard for 1 yard (tackle by Josh Mauro and Vontaze Burfict),0.480,0.070
3,10:04,2,9,MIN 24,7,21,"Kirk Cousins pass incomplete deep right intended for Kyle Rudolph (defended by Karl Joseph). Penalty on Karl Joseph: Defensive Pass Interference, 24 yards (no play)",0.070,2.130
3,9:58,1,10,MIN 48,7,21,Kirk Cousins pass complete deep right to Irv Smith Jr. for 26 yards (tackle by Tahir Whitehead),2.130,3.840
3,9:32,1,10,OAK 26,7,21,"Dalvin Cook left end for 17 yards (tackle by Tahir Whitehead). Penalty on Garrett Bradbury: Offensive Holding, 10 yards (no play)",3.840,3.180
3,9:15,1,20,OAK 36,7,21,Kirk Cousins pass complete short right to Stefon Diggs for 5 yards (tackle by Gareon Conley),3.180,2.620
3,8:46,2,15,OAK 31,7,21,Dalvin Cook right guard for 15 yards (tackle by Karl Joseph),2.620,4.510
3,8:08,1,10,OAK 16,7,21,Alexander Mattison left end for 6 yards (tackle by Daryl Worley),4.510,4.970
3,7:32,2,4,OAK 10,7,27,"Alexander Mattison up the middle for 10 yards, touchdown",4.970,7.000
3,7:28,,,OAK 15,7,28,Dan Bailey kicks extra point good,0.000,0.000
3,7:28,,,MIN 35,7,28,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,7:28,1,10,OAK 25,7,28,Josh Jacobs right end for 2 yards (tackle by Everson Griffen and Shamar Stephen),0.610,0.330
3,6:55,2,8,OAK 27,7,28,Derek Carr pass complete short left to Darren Waller for 6 yards (tackle by Xavier Rhodes),0.330,0.430
3,5:52,3,2,OAK 33,7,28,Derek Carr pass complete short left to JJ Nelson for 1 yard,0.430,-1.110
3,5:20,4,1,OAK 34,7,28,Josh Jacobs left end for 18 yards (tackle by Anthony Harris),-1.110,2.390
3,4:46,1,10,MIN 48,7,28,DeAndre Washington left guard for 5 yards (tackle by Eric Wilson and Everson Griffen),2.390,2.520
3,4:10,2,5,MIN 43,7,28,Derek Carr pass incomplete short left intended for Josh Jacobs,2.520,1.820
3,4:04,3,5,MIN 43,7,28,Jalen Richard up the middle for 4 yards (tackle by Everson Griffen),1.820,0.660
3,3:19,4,1,MIN 39,7,28,Josh Jacobs up the middle for no gain (tackle by Danielle Hunter and Eric Kendricks),0.660,-1.530
3,3:14,1,10,MIN 39,7,28,"Kirk Cousins pass complete short right to Irv Smith Jr. for 14 yards (tackle by Erik Harris and Gareon Conley). Penalty on Chad Beebe: Illegal Blindside Block, 15 yards",1.530,1.470
3,2:53,1,11,MIN 38,7,28,Dalvin Cook left guard for 25 yards (tackle by Clelin Ferrell),1.470,3.120
3,2:08,1,10,OAK 37,7,28,Kirk Cousins pass complete short right to C.J. Ham for no gain (tackle by Vontaze Burfict),3.120,2.570
3,1:23,2,10,OAK 37,7,28,Alexander Mattison left tackle for 3 yards (tackle by Tahir Whitehead),2.570,2.280
3,0:42,3,7,OAK 34,7,28,Kirk Cousins pass complete short middle to Dalvin Cook for 3 yards (tackle by Vontaze Burfict),2.280,1.370
Quarter,Time,Down,ToGo,Location,OAK,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,OAK 31,7,31,Dan Bailey 50 yard field goal good,1.370,3.000
4,14:55,,,MIN 35,7,31,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,OAK 25,7,31,Josh Jacobs left tackle for 5 yards (tackle by Linval Joseph),0.610,0.740
4,14:26,2,5,OAK 30,7,31,Derek Carr pass complete short right to Darren Waller for 7 yards (tackle by Trae Waynes),0.740,1.400
4,13:54,1,10,OAK 37,7,31,Derek Carr pass incomplete short right intended for Josh Jacobs,1.400,0.860
4,13:49,2,10,OAK 37,7,31,Derek Carr pass complete short middle to Hunter Renfrow for 12 yards (tackle by Mike Hughes). Penalty on Mike Hughes: Defensive Holding (Declined),0.860,2.190
4,13:19,1,10,OAK 49,7,31,DeAndre Washington left end for 1 yard (tackle by Eric Kendricks),2.190,1.780
4,12:46,2,9,OAK 50,7,31,Derek Carr pass incomplete deep right intended for Hunter Renfrow,1.780,1.090
4,12:42,3,9,OAK 50,7,31,Derek Carr pass complete short right to Darren Waller for 6 yards (tackle by Trae Waynes),1.090,0.330
4,12:00,4,3,MIN 44,7,31,Derek Carr pass complete short right to Darren Waller for 6 yards (tackle by Harrison Smith),0.330,3.050
4,11:25,1,10,MIN 38,7,31,Josh Jacobs right guard for 6 yards (tackle by Everson Griffen),3.050,3.320
4,11:10,2,4,MIN 32,7,31,"Derek Carr pass incomplete short right. Penalty on Kolton Miller: Offensive Holding, 10 yards (no play)",3.320,1.970
4,11:04,2,14,MIN 42,7,31,Derek Carr pass complete short middle to Darren Waller for 17 yards (tackle by Harrison Smith),1.970,3.910
4,10:29,1,10,MIN 25,7,31,DeAndre Washington right end for 4 yards (tackle by Eric Wilson),3.910,3.900
4,9:54,2,6,MIN 21,7,31,Derek Carr pass complete short right to Tyrell Williams for 3 yards (tackle by Trae Waynes),3.900,3.660
4,9:20,3,3,MIN 18,7,31,Derek Carr sacked by Eric Wilson for -15 yards,3.660,1.150
4,8:35,4,18,MIN 33,7,31,Daniel Carlson 51 yard field goal no good,1.150,-1.660
4,8:29,1,10,MIN 41,7,31,Alexander Mattison left end for 21 yards (tackle by Erik Harris),1.660,3.050
4,7:43,1,10,OAK 38,7,31,Mike Boone right end for 2 yards (tackle by Clelin Ferrell),3.050,2.780
4,6:59,2,8,OAK 36,7,31,Mike Boone left end for 24 yards (tackle by Erik Harris),2.780,4.780
4,6:11,1,10,OAK 12,7,31,Alexander Mattison left end for 2 yards (tackle by Kyle Wilber and Johnathan Hankins),4.780,4.450
4,5:24,2,8,OAK 10,7,31,Alexander Mattison right guard for 2 yards (tackle by Vontaze Burfict and Maurice Hurst),4.450,3.930
4,4:38,3,6,OAK 8,7,31,Mike Boone right end for 2 yards (tackle by Tahir Whitehead),3.930,3.000
4,3:49,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:49,4,4,OAK 6,7,34,Dan Bailey 24 yard field goal good,3.000,3.000
4,3:45,,,MIN 35,7,34,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,3:45,1,10,OAK 25,7,34,Derek Carr pass complete short middle to Hunter Renfrow for 11 yards (tackle by Eric Wilson and Kentrell Brothers),0.610,1.330
4,3:21,1,10,OAK 36,7,34,Derek Carr pass complete short middle to Jalen Richard for 4 yards (tackle by Eric Wilson),1.330,1.330
4,2:57,2,6,OAK 40,7,34,Derek Carr pass complete short left to Darren Waller for 8 yards (tackle by Nate Meadors),1.330,2.130
4,2:51,1,10,OAK 48,7,34,Derek Carr pass complete deep right to Darren Waller for 18 yards (tackle by Marcus Epps),2.130,3.310
4,2:23,1,10,MIN 34,7,34,Derek Carr pass complete short middle to Darren Waller for 6 yards (tackle by Kentrell Brothers),3.310,3.580
4,2:01,2,4,MIN 28,7,34,Jalen Richard up the middle for 11 yards (tackle by Eric Wilson),3.580,4.440
4,1:56,1,10,MIN 17,7,34,Derek Carr pass complete short left to Darren Waller for 6 yards (tackle by Nate Meadors and Eric Wilson),4.440,4.890
4,1:26,2,4,MIN 11,13,34,"Derek Carr pass complete short left to Tyrell Williams for 11 yards, touchdown",4.890,7.000
4,1:23,,,MIN 15,14,34,Daniel Carlson kicks extra point good,0.000,0.000
4,1:23,,,OAK 35,14,34,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,1:22,1,10,MIN 25,14,34,Sean Mannion kneels for no gain,0.610,0.060
4,0:41,2,10,MIN 25,14,34,Sean Mannion kneels for -2 yards,0.060,-0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
