Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2,1:46,1,13,DEN 13,10,3,"Michael Bush up the middle for 2 yards (tackle by Von Miller and Jason Hunter). Penalty on Jason Hunter: Defensive Holding, 5 yards",4.530,5.830
2,1:42,1,6,DEN 6,10,3,Jason Campbell pass incomplete short middle intended for Jacoby Ford,5.830,4.950
2,1:38,2,6,DEN 6,10,3,Jason Campbell pass incomplete short middle intended for Brandon Myers,4.950,4.040
2,1:33,,,,10,3,Timeout #3 by Denver Broncos,0.000,4.040
2,1:33,3,6,DEN 6,10,3,"Penalty on Jason Hunter: Neutral Zone Infraction, 3 yards (no play)",4.040,4.720
2,1:33,3,3,DEN 3,10,3,Jason Campbell pass incomplete short middle intended for Brandon Myers (defended by David Bruton),4.720,3.040
2,1:30,4,3,DEN 3,13,3,Sebastian Janikowski 21 yard field goal good,3.040,3.000
2,,,,OAK 35,13,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
2,1:27,1,10,DEN 20,13,3,Kyle Orton sacked by Richard Seymour for -2 yards,0.280,-0.630
2,1:01,2,12,DEN 18,13,3,Kyle Orton pass incomplete deep middle intended for Daniel Fells (defended by Rolando McClain),-0.630,-1.330
2,0:55,3,12,DEN 18,13,3,Kyle Orton pass complete short right to Daniel Fells for 16 yards,-1.330,1.200
2,0:48,1,10,DEN 34,13,3,Kyle Orton pass complete short middle to Brandon Lloyd for 19 yards (tackle by Tyvon Branch),1.200,2.460
2,0:48,1,10,OAK 47,13,3,Kyle Orton spiked the ball,2.460,1.910
2,0:32,2,10,OAK 47,13,3,Kyle Orton pass incomplete deep right intended for Brandon Lloyd is intercepted by Matt Giordano at OAK-24,1.910,-0.540
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:24,1,10,OAK 24,13,3,"Michael Bush left tackle for -2 yards (tackle by Jason Hunter). Penalty on Kevin Vickerson: Face Mask (15 Yards), 15 yards (no play)",0.540,1.530
2,0:17,1,10,OAK 39,13,3,Jason Campbell pass complete short left to Marcel Reece for 16 yards (tackle by Andre' Goodman),1.530,2.590
2,0:09,1,10,DEN 45,13,3,Michael Bush up the middle for no gain (tackle by Jason Hunter),2.590,2.040
2,0:05,,,,13,3,Timeout #2 by Oakland Raiders,0.000,2.040
2,0:05,2,10,DEN 45,16,3,Sebastian Janikowski 63 yard field goal good,2.040,3.000
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,16,3,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,OAK 20,16,3,Jason Campbell pass complete short left to Jacoby Ford for 12 yards (tackle by Andre' Goodman),0.280,1.070
3,14:27,1,10,OAK 32,16,3,Michael Bush right tackle for -2 yards (tackle by Brian Dawkins),1.070,0.260
3,13:41,2,12,OAK 30,16,3,Darren McFadden up the middle for 3 yards (tackle by Kevin Vickerson),0.260,-0.030
3,12:57,3,9,OAK 33,16,3,Jason Campbell pass incomplete deep right intended for Brandon Myers,-0.030,-1.180
3,12:52,4,9,OAK 33,16,9,"Shane Lechler punts 57 yards, returned by Eric Decker for 90 yards, touchdown",-1.180,-7.000
3,,,,OAK 2,16,10,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 35,16,10,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,12:31,1,10,OAK 20,16,10,Jason Campbell pass complete short right to Marcel Reece for 4 yards (tackle by Wesley Woodyard),0.280,0.270
3,11:54,2,6,OAK 24,16,10,Darren McFadden left guard for 3 yards (tackle by Joe Mays),0.270,-0.030
3,11:08,3,3,OAK 27,16,10,"Penalty on Darren McFadden: False Start, 5 yards (no play)",-0.030,-0.690
3,10:53,,,,16,10,Timeout #1 by Oakland Raiders,0.000,-0.690
3,10:53,3,8,OAK 22,16,10,Jason Campbell pass complete short left to Darrius Heyward-Bey for 14 yards (tackle by Rahim Moore),-0.690,1.330
3,10:23,1,10,OAK 36,16,10,Darren McFadden up the middle for 6 yards (tackle by Mario Haggan and Brian Dawkins),1.330,1.600
3,9:53,2,4,OAK 42,16,10,Darren McFadden up the middle for 10 yards (tackle by Brian Dawkins),1.600,2.390
3,9:16,1,10,DEN 48,16,10,Michael Bush left guard for no gain (tackle by Jason Hunter),2.390,1.850
3,8:31,2,10,DEN 48,16,10,"Denarius Moore right end for 4 yards (tackle by Wesley Woodyard). Penalty on Stefen Wisniewski: Offensive Holding, 10 yards (no play)",1.850,0.500
3,8:02,2,20,OAK 42,16,10,Darren McFadden up the middle for 4 yards (tackle by Brian Dawkins),0.500,0.370
3,7:15,,,,16,10,Timeout #2 by Oakland Raiders,0.000,0.370
3,7:15,3,16,OAK 46,16,10,Jason Campbell pass incomplete short middle intended for Michael Bush,0.370,-0.320
3,7:02,4,16,OAK 46,16,10,"Shane Lechler punts 46 yards, returned by Eric Decker for 3 yards (tackle by Rock Cartwright)",-0.320,0.370
3,6:51,1,10,DEN 11,16,10,Kyle Orton pass incomplete short middle intended for Eddie Royal,-0.370,-0.780
3,6:47,2,10,DEN 11,16,10,Kyle Orton pass complete short right to Eddie Royal for 18 yards (tackle by Tyvon Branch),-0.780,0.870
3,6:02,1,10,DEN 29,16,10,Knowshon Moreno for 9 yards,0.870,1.540
3,5:37,2,1,DEN 38,16,10,"Willis McGahee left guard for 2 yards (tackle by Richard Seymour). Penalty on Rolando McClain: Unnecessary Roughness, 15 yards",1.540,2.590
3,5:04,1,10,OAK 45,16,10,Kyle Orton pass incomplete short right intended for Willis McGahee,2.590,2.040
3,4:59,2,10,OAK 45,16,10,Kyle Orton pass incomplete short left intended for Julius Thomas,2.040,1.360
3,4:52,3,10,OAK 45,16,10,"Kyle Orton pass incomplete short right intended for Daniel Fells. Penalty on Tommy Kelly: Unsportsmanlike Conduct (Declined), Penalty on Matt Shaughnessy: Roughing the Passer, 15 yards (no play)",1.360,3.580
3,4:45,1,10,OAK 30,16,10,Knowshon Moreno left guard for no gain (tackle by Lamarr Houston),3.580,3.030
3,4:06,2,10,OAK 30,16,10,Kyle Orton pass complete short right to Knowshon Moreno for 24 yards (tackle by Matt Giordano),3.030,5.830
3,3:10,1,6,OAK 6,16,10,Willis McGahee left guard for 1 yard (tackle by Rolando McClain and Tyvon Branch),5.830,5.150
3,2:34,2,5,OAK 5,16,10,Kyle Orton pass incomplete short right intended for Brandon Lloyd,5.150,4.260
3,2:31,3,5,OAK 5,16,10,Kyle Orton sacked by Richard Seymour for -7 yards,4.260,2.630
3,1:59,4,12,OAK 12,16,13,Matt Prater 30 yard field goal good,2.630,3.000
3,,,,DEN 35,16,13,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,1:55,1,10,OAK 20,16,13,"Jason Campbell sacked by Jason Hunter for -6 yards. Jason Campbell fumbles (forced by Jason Hunter), recovered by Darren McFadden at OAK-14",0.280,-1.180
3,1:16,2,16,OAK 14,16,13,Darren McFadden left tackle for 4 yards (tackle by Wesley Woodyard),-1.180,-1.330
3,0:30,3,12,OAK 18,16,13,Jason Campbell pass incomplete short right intended for Denarius Moore,-1.330,-2.240
3,0:25,4,12,OAK 18,16,13,"Shane Lechler punts 50 yards, returned by Eric Decker for 10 yards (tackle by Rock Cartwright)",-2.240,-1.730
3,0:15,1,10,DEN 42,16,13,Kyle Orton pass complete short left to Knowshon Moreno for 11 yards (tackle by Quentin Groves),1.730,2.460
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 47,16,13,Kyle Orton pass complete deep right to Eric Decker for 23 yards (tackle by Chris Johnson),2.460,3.970
4,14:13,1,10,OAK 24,16,13,"Kyle Orton sacked for -10 yards. Kyle Orton fumbles, recovered by Lamarr Houston at OAK-34 (tackle by Kyle Orton)",3.970,-1.270
4,14:11,1,10,OAK 35,16,13,Jason Campbell pass complete deep middle to Darrius Heyward-Bey for 17 yards (tackle by Brian Dawkins),1.270,2.390
4,13:34,1,10,DEN 48,16,13,Darren McFadden up the middle for 47 yards (tackle by Champ Bailey),2.390,6.970
4,12:37,,,,16,13,Timeout #1 by Denver Broncos,0.000,6.970
4,12:37,1,1,DEN 1,22,13,"Jason Campbell up the middle for 1 yard, touchdown",6.970,7.000
4,,,,DEN 2,23,13,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,23,13,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,12:33,1,10,DEN 20,23,13,Kyle Orton sacked by Tommy Kelly for -4 yards,0.280,-0.940
4,12:06,2,14,DEN 16,23,13,"Kyle Orton pass complete short middle to Willis McGahee for 12 yards (tackle by Matt Giordano). Willis McGahee fumbles (forced by Matt Giordano), recovered by Willis McGahee at DEN-28",-0.940,0.100
4,11:30,3,2,DEN 28,23,13,"Kyle Orton pass complete short left to Brandon Lloyd for 20 yards (tackle by Chris Johnson). Brandon Lloyd fumbles (forced by Chris Johnson), recovered by Brandon Lloyd at DEN-48",0.100,2.130
4,10:46,1,10,DEN 48,23,13,"Kyle Orton pass complete short left to Knowshon Moreno for 4 yards (tackle by Jerome Boyd). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",2.130,1.470
4,10:18,1,20,DEN 38,23,13,"Kyle Orton pass incomplete deep right intended for Matt Willis. Penalty on Lamarr Houston: Defensive Offside (Declined), Penalty on Stanford Routt: Defensive Pass Interference, 21 yards (no play)",1.470,2.850
4,10:14,1,10,OAK 41,23,13,Kyle Orton sacked by Matt Shaughnessy for -9 yards,2.850,1.090
4,9:37,2,19,DEN 50,23,13,Kyle Orton pass incomplete short middle intended for Eric Decker,1.090,0.430
4,9:30,3,19,DEN 50,23,13,Kyle Orton pass incomplete short middle intended for Eric Decker (defended by Jerome Boyd),0.430,-0.060
4,9:27,4,19,DEN 50,23,13,"Britton Colquitt punts 50 yards, touchback",-0.060,-0.280
4,9:17,1,10,OAK 20,23,13,Darren McFadden right end for 1 yard (tackle by Wesley Woodyard),0.280,-0.130
4,8:40,2,9,OAK 21,23,13,Jason Campbell pass incomplete deep right intended for Darrius Heyward-Bey,-0.130,-0.820
4,8:34,3,9,OAK 21,23,13,Darren McFadden right guard for 2 yards (tackle by Wesley Woodyard),-0.820,-1.830
4,7:48,4,7,OAK 23,23,13,"Shane Lechler punts 77 yards, touchback",-1.830,-0.280
4,7:39,1,10,DEN 20,23,13,"Kyle Orton pass incomplete short middle intended for Matt Willis. Penalty on Joe Porter: Defensive Offside, 5 yards (no play)",0.280,1.010
4,7:33,1,5,DEN 25,23,13,"Kyle Orton pass complete short right to Daniel Fells for 5 yards (tackle by Jerome Boyd). Penalty on Chris Kuper: Offensive Holding, 10 yards (no play)",1.010,-0.310
4,7:17,1,15,DEN 15,23,13,Knowshon Moreno up the middle for 9 yards (tackle by Tyvon Branch),-0.310,0.270
4,6:51,2,6,DEN 24,23,13,Kyle Orton pass incomplete short left intended for Matt Willis (defended by Chris Johnson),0.270,-0.430
4,6:46,3,6,DEN 24,23,13,Kyle Orton pass complete short middle to Willis McGahee for 10 yards (tackle by Tommy Kelly),-0.430,1.200
4,6:11,1,10,DEN 34,23,13,Kyle Orton pass incomplete short right intended for Julius Thomas,1.200,0.660
4,6:06,2,10,DEN 34,23,13,Kyle Orton pass incomplete short left intended for Willis McGahee,0.660,-0.030
4,6:03,3,10,DEN 34,23,13,Kyle Orton pass complete short right to Eddie Royal for 15 yards (tackle by Stanford Routt),-0.030,2.190
4,5:33,1,10,DEN 49,23,13,Kyle Orton pass complete short left to Eric Decker for 15 yards,2.190,3.180
4,4:57,1,10,OAK 36,23,13,Kyle Orton pass complete short left to Matt Willis for 6 yards (tackle by Chris Johnson),3.180,3.450
4,4:35,2,4,OAK 30,23,13,Kyle Orton pass complete short right to Eric Decker for 15 yards,3.450,4.580
4,4:28,1,10,OAK 15,23,13,"Kyle Orton pass incomplete short right intended for Daniel Fells (defended by Jerome Boyd). Penalty on Trevor Scott: Defensive Offside, 5 yards (no play)",4.580,5.740
4,4:25,1,5,OAK 10,23,13,Kyle Orton pass incomplete short middle intended for Eddie Royal,5.740,4.840
4,4:20,2,5,OAK 10,23,13,Kyle Orton pass complete short right to Willis McGahee for 1 yard (tackle by Jerome Boyd),4.840,4.220
4,3:49,3,4,OAK 9,23,19,"Kyle Orton pass complete short middle to Lance Ball for 9 yards, touchdown",4.220,7.000
4,,,,OAK 2,23,20,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 35,23,20,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,3:43,1,10,OAK 20,23,20,Michael Bush right tackle for 10 yards (tackle by Von Miller),0.280,0.940
4,2:59,1,10,OAK 30,23,20,Michael Bush up the middle for 2 yards (tackle by Brodrick Bunkley),0.940,0.660
4,2:54,,,,23,20,Timeout #2 by Denver Broncos,0.000,0.660
4,2:54,2,8,OAK 32,23,20,Jason Campbell pass complete short right to Darrius Heyward-Bey for 9 yards (tackle by Cassius Vaughn),0.660,1.660
4,2:11,1,10,OAK 41,23,20,Michael Bush up the middle for 2 yards (tackle by Joe Mays),1.660,1.390
4,2:05,,,,23,20,Timeout #3 by Denver Broncos,0.000,1.390
4,2:05,2,8,OAK 43,23,20,Michael Bush right tackle for 12 yards (tackle by Brian Dawkins),1.390,2.590
4,2:00,1,10,DEN 45,23,20,Jason Campbell up the middle for -3 yards (tackle by Jason Hunter),2.590,1.640
4,1:17,2,13,DEN 48,23,20,Jason Campbell kneels for -2 yards,1.640,0.700
4,0:36,3,15,,23,20,Jason Campbell kneels for -2 yards,0.700,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
