Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
2,11:22,2,8,SFO 43,0,6,Garrison Hearst left tackle for -1 yards (tackle by La'Roi Glover),1.390,0.560
2,10:38,3,9,SFO 42,0,6,Jeff Garcia pass complete to Eric Johnson for 8 yards (tackle by Roy Williams),0.560,-0.060
2,9:56,4,1,,0,6,"Bill LaFleur punts 39 yards, fair catch by Joey Galloway",-0.060,0.370
2,9:49,1,10,DAL 11,0,6,Chad Hutchinson pass incomplete intended for Emmitt Smith,-0.370,-0.780
2,9:42,2,10,DAL 11,0,6,Chad Hutchinson pass incomplete intended for Darnay Scott,-0.780,-1.420
2,9:38,3,10,DAL 11,0,6,Chad Hutchinson pass incomplete intended for Joey Galloway,-1.420,-2.490
2,9:31,4,10,DAL 11,0,6,"Filip Filipovic punts 47 yards, fair catch by Cedrick Wilson",-2.490,-1.730
2,9:24,1,10,SFO 42,0,6,Jeff Garcia pass complete to Terrell Owens for 13 yards (tackle by Roy Williams),1.730,2.590
2,8:46,1,10,DAL 45,0,6,Jeff Garcia pass complete to Garrison Hearst for 4 yards (tackle by Kevin Hardy),2.590,2.580
2,8:19,2,6,DAL 41,0,6,Garrison Hearst middle for 1 yard (tackle by Michael Myers),2.580,2.010
2,7:36,3,5,DAL 40,0,6,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Pete Hunter),2.010,0.890
2,6:59,4,1,DAL 36,0,6,Garrison Hearst left end for 15 yards (tackle by Roy Williams),0.890,4.170
2,6:09,1,10,DAL 21,6,6,"Jeff Garcia right end for 21 yards, touchdown",4.170,7.000
2,6:09,,,DAL 21,7,6,Jeff Chandler kicks extra point good,0.000,0.000
2,6:09,,,SFO 30,7,6,"Jeff Chandler kicks off 60 yards, returned by Woodrow Dantzler for 24 yards (tackle by Cornelius Anthony)",0.000,1.200
2,5:56,1,10,DAL 34,7,6,Emmitt Smith left tackle for 8 yards (tackle by Jason Webster),1.200,1.740
2,5:22,2,2,DAL 42,7,6,Emmitt Smith right end for -3 yards (tackle by Bryant Young),1.740,0.630
2,4:41,3,5,DAL 39,7,6,Chad Hutchinson pass complete to Robert Thomas for 1 yard (tackle by Derek Smith),0.630,-0.720
2,4:02,4,4,DAL 40,7,6,"Filip Filipovic punts 43 yards, returned by Cedrick Wilson for 10 yards (tackle by Reggie Swinton)",-0.720,-0.740
2,3:53,1,10,SFO 27,7,6,Jeff Garcia pass complete to Paul Smith for 6 yards (tackle by Roy Williams),0.740,1.010
2,3:18,2,4,SFO 33,7,6,Paul Smith middle for 2 yards (tackle by Greg Ellis),1.010,0.560
2,2:39,3,2,SFO 35,7,6,Jeff Garcia pass incomplete intended for Eric Johnson,0.560,-1.040
2,2:36,4,2,SFO 35,7,6,"Bill LaFleur punts 41 yards, returned by Joey Galloway for 10 yards (tackle by Justin Swift)",-1.040,-1.200
2,2:22,1,10,DAL 34,7,6,"Penalty on Darnay Scott: False Start, 5 yards (no play)",1.200,0.870
2,2:22,1,15,DAL 29,7,6,Chad Hutchinson pass complete to Troy Hambrick for 9 yards (tackle by Derek Smith),0.870,1.200
2,2:08,1,15,DAL 29,,,Timeout #1 by San Francisco 49ers,0.870,1.200
2,2:08,2,6,DAL 38,7,6,Chad Hutchinson pass complete to Troy Hambrick for 3 yards (tackle by Julian Peterson),1.200,0.890
2,2:00,3,3,DAL 41,7,6,Chad Hutchinson pass complete to Antonio Bryant for 10 yards,0.890,2.320
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:54,1,10,SFO 49,7,6,Chad Hutchinson pass complete to Ken-Yon Rambo for 6 yards (tackle by Tony Parrish),2.320,2.590
2,1:47,2,4,SFO 43,7,6,Chad Hutchinson pass incomplete intended for Joey Galloway,2.590,1.880
2,1:42,3,4,SFO 43,7,6,Chad Hutchinson pass incomplete intended for Joey Galloway,1.880,0.400
2,1:38,4,4,SFO 43,7,6,"Filip Filipovic punts 28 yards, fair catch by Cedrick Wilson",0.400,0.220
2,1:32,1,10,SFO 15,7,6,Jeff Garcia pass complete to Terrell Owens for 4 yards (tackle by Pete Hunter),-0.220,-0.110
2,1:10,2,6,SFO 19,7,6,"Jeff Garcia middle for 5 yards (tackle by Dexter Coakley). Penalty on Eric Heitmann: Offensive Holding, 9 yards (no play)",-0.110,-1.150
2,1:04,2,15,SFO 10,7,6,Paul Smith right end for 5 yards (tackle by Derek Ross),-1.150,-1.370
2,0:56,2,15,SFO 10,,,Timeout #1 by Dallas Cowboys,-1.150,-1.370
2,0:56,3,10,SFO 15,7,6,Jeff Garcia for 10 yards,-1.370,0.610
2,0:41,1,10,SFO 25,7,6,Jeff Garcia pass complete to Terrell Owens for 23 yards (tackle by Mario Edwards),0.610,2.130
2,0:39,1,10,SFO 25,,,Timeout #2 by San Francisco 49ers,0.610,2.130
2,0:35,1,10,SFO 48,7,6,Jeff Garcia pass incomplete intended for Fred Beasley,2.130,1.580
2,0:34,2,10,SFO 48,7,6,Jeff Garcia pass complete to Fred Beasley for 14 yards (tackle by Dat Nguyen),1.580,3.050
2,0:15,1,10,DAL 38,7,6,Jeff Garcia spiked the ball,3.050,2.510
2,0:14,2,10,DAL 38,7,6,"Penalty on Eric Heitmann: False Start, 5 yards (no play)",2.510,1.830
2,0:12,2,15,DAL 43,7,6,"Jeff Garcia right end for 7 yards (tackle by Greg Ellis). Penalty on Derek Ross: Illegal Contact (Offsetting), Penalty on Matt Willig: Illegal Use of Hands (Offsetting) (no play)",1.830,1.830
2,0:04,2,15,DAL 43,7,6,Jeff Garcia pass complete to Fred Beasley for 6 yards,1.830,1.950
2,0:04,2,15,DAL 43,,,Timeout #3 by San Francisco 49ers,1.830,1.830
2,0:04,2,15,DAL 43,,,Timeout #2 by Dallas Cowboys,1.830,1.950
2,0:04,3,9,DAL 37,7,6,Jeff Chandler 55 yard field goal no good,1.950,1.860
Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,6,"Billy Cundiff kicks off 53 yards, returned by Jamal Robertson for 18 yards (tackle by Markus Steele)",0.000,1.270
3,14:56,1,10,SFO 35,7,6,Jeff Garcia pass complete to Eric Johnson for 9 yards (tackle by Dexter Coakley),1.270,1.940
3,14:25,2,1,SFO 44,7,6,Paul Smith middle for no gain (tackle by Dat Nguyen),1.940,1.220
3,13:50,3,1,SFO 44,7,6,Paul Smith middle for 2 yards (tackle by Dexter Coakley),1.220,1.990
3,13:14,1,10,SFO 46,7,6,Jeff Garcia pass incomplete intended for Terrell Owens,1.990,1.450
3,13:10,2,10,SFO 46,7,6,Jeff Garcia pass incomplete intended for Tai Streets,1.450,0.760
3,13:06,3,10,SFO 46,7,6,Jeff Garcia pass complete to Terrell Owens for 7 yards (tackle by Mario Edwards),0.760,0.130
3,12:42,4,3,DAL 47,7,6,"Bill LaFleur punts 30 yards, out of bounds",0.130,0.060
3,12:35,1,10,DAL 17,7,6,Emmitt Smith middle for 1 yard (tackle by Jeff Ulbrich),-0.060,-0.420
3,12:00,2,9,DAL 18,7,6,Chad Hutchinson pass complete to Tony McGee for 7 yards (tackle by Derek Smith),-0.420,-0.240
3,11:22,3,2,DAL 25,7,6,Chad Hutchinson pass incomplete intended for Antonio Bryant is intercepted by Tony Parrish at SFO-48 and returned for 35 yards,-0.240,-4.440
3,11:08,1,10,DAL 17,7,6,Jeff Garcia pass incomplete,4.440,3.850
3,11:04,2,10,DAL 17,7,6,Paul Smith right end for 3 yards (tackle by Greg Ellis and Dat Nguyen),3.850,3.500
3,10:23,2,10,DAL 17,,,Timeout #1 by San Francisco 49ers,3.850,3.500
3,10:23,3,7,DAL 14,7,6,"Jeff Garcia sacked by Greg Ellis for 0 yards. Penalty on Jeremy Newberry: Personal Foul, 15 yards",3.500,1.500
3,9:52,4,22,DAL 29,10,6,Jeff Chandler 47 yard field goal good,1.500,3.000
3,9:52,,,SFO 30,10,6,"Jeff Chandler kicks off 58 yards, returned by Woodrow Dantzler for 20 yards (tackle by Cornelius Anthony)",0.000,1.070
3,9:48,1,10,DAL 32,10,6,Emmitt Smith right tackle for 2 yards (tackle by Andre Carter),1.070,0.800
3,9:09,2,8,DAL 34,10,6,Emmitt Smith middle for 5 yards (tackle by Ahmed Plummer),0.800,0.760
3,8:29,3,3,DAL 39,10,6,"Troy Hambrick right end for 10 yards (tackle by Jason Webster). Penalty on Darnay Scott: Offensive Holding, 10 yards",0.760,0.760
3,7:27,3,3,DAL 39,10,6,Troy Hambrick middle for 2 yards (tackle by Jim Flanigan and Julian Peterson),0.760,-0.650
3,7:10,4,1,DAL 41,10,6,"Filip Filipovic punts 30 yards, out of bounds",-0.650,-0.870
3,7:08,1,10,SFO 29,10,6,Paul Smith right end for 5 yards (tackle by Derek Ross),0.870,1.000
3,6:30,2,5,SFO 34,10,6,Jeff Garcia pass complete to Tai Streets for 8 yards (tackle by Derek Ross),1.000,1.730
3,5:45,1,10,SFO 42,10,6,Jeff Garcia pass complete to Fred Beasley for 8 yards (tackle by Mario Edwards and Dat Nguyen),1.730,2.270
3,5:06,2,2,DAL 50,10,6,Paul Smith right guard for 1 yard (tackle by Tony Dixon and Dat Nguyen),2.270,1.690
3,4:39,3,1,DAL 49,10,6,Jeff Garcia middle for 2 yards (tackle by Dexter Coakley),1.690,2.460
3,3:59,1,10,DAL 47,10,6,Jeff Garcia pass incomplete,2.460,1.910
3,3:56,2,10,DAL 47,10,6,Jeff Garcia pass complete to J.J. Stokes for -2 yards (tackle by Mario Edwards),1.910,0.960
3,3:14,3,12,DAL 49,10,6,Jeff Garcia middle for 4 yards (tackle by Greg Ellis),0.960,0.270
3,2:31,4,8,DAL 45,10,6,"Penalty on Cornelius Anthony: False Start, 5 yards (no play)",0.270,-0.060
3,2:31,4,13,,10,6,"Bill LaFleur punts, blocked by Markus Steele, recovered by Derek Ross",-0.060,-4.710
3,2:20,1,10,SFO 13,10,6,Chad Hutchinson pass complete to Tony McGee for 8 yards (tackle by Jeff Ulbrich),4.710,5.540
3,1:44,2,2,SFO 5,10,12,"Emmitt Smith left end for 5 yards, touchdown",5.540,7.000
3,1:44,2,2,SFO 5,10,13,"Penalty on DAL: Unnecessary Roughness, 15 yards",5.540,0.000
3,1:44,,,SFO 5,10,13,Billy Cundiff kicks extra point good,0.000,0.000
3,1:44,,,DAL 15,10,13,"Billy Cundiff kicks off 64 yards, returned by Jamal Robertson for 21 yards (tackle by Keith Davis)",0.000,1.730
3,1:32,1,10,SFO 42,10,13,Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Dat Nguyen),1.730,1.590
3,0:54,2,7,SFO 45,10,13,Paul Smith right end for 4 yards (tackle by Ebenezer Ekuban),1.590,1.420
3,0:11,3,3,SFO 49,10,13,Jeff Garcia pass complete to Eric Johnson for 9 yards (tackle by Roy Williams),1.420,2.790
Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 42,10,13,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by Kevin Hardy),2.790,3.460
4,14:33,2,1,DAL 33,10,13,Paul Smith right tackle for 2 yards (tackle by Brandon Noble),3.460,3.510
4,13:52,1,10,DAL 31,10,13,Jeff Garcia pass complete to Justin Swift for 11 yards (tackle by Dat Nguyen),3.510,4.240
4,13:10,1,10,DAL 20,10,13,Paul Smith left end for 5 yards (tackle by Dexter Coakley),4.240,4.450
4,12:38,2,5,DAL 15,10,13,Jeff Garcia pass incomplete intended for Paul Smith,4.450,3.700
4,12:34,3,5,DAL 15,10,13,Jeff Garcia right tackle for 7 yards (tackle by Pete Hunter),3.700,5.370
4,11:49,1,8,DAL 8,10,13,Jeff Garcia pass incomplete intended for Tai Streets,5.370,4.570
4,11:44,2,8,DAL 8,10,13,Paul Smith middle for 5 yards (tackle by Dexter Coakley),4.570,4.720
4,11:00,3,3,DAL 3,16,13,"Jeff Garcia pass complete to Terrell Owens for 3 yards, touchdown",4.720,7.000
4,11:00,,,DAL 3,17,13,Jeff Chandler kicks extra point good,0.000,0.000
4,10:54,,,SFO 3,17,13,Billy Cundiff kicks extra point good,0.000,0.000
,,,,,,,"challenged the ruling, and the original play was overturned.",,
4,10:54,,,DAL 30,17,13,"Billy Cundiff kicks off 61 yards, returned by Jamal Robertson for 28 yards (tackle by James Whalen)",0.000,1.400
4,10:27,1,10,SFO 37,17,13,"Penalty on Scott Gragg: False Start, 5 yards (no play)",1.400,1.070
4,10:27,1,15,SFO 32,17,13,Jeff Garcia pass complete to Eric Johnson for 7 yards (tackle by Dexter Coakley),1.070,1.130
4,9:50,2,8,SFO 39,17,13,Paul Smith left end for -2 yards (tackle by Pete Hunter),1.130,0.170
4,9:30,3,10,SFO 37,17,13,Jeff Garcia pass incomplete intended for Terrell Owens,0.170,-0.910
4,9:25,4,10,SFO 37,17,13,"Bill LaFleur punts 43 yards, returned by Joey Galloway for 9 yards",-0.910,-0.870
4,9:07,1,10,DAL 29,17,13,Chad Hutchinson pass complete to Tony McGee for 58 yards (tackle by Jason Webster),0.870,4.710
4,8:16,1,10,SFO 13,17,13,Emmitt Smith for 11 yards,4.710,6.740
4,7:45,1,2,SFO 2,17,13,Chad Hutchinson pass incomplete intended for Mike Lucky (defended by Brandon Moore),6.740,5.720
4,7:39,1,2,SFO 2,,,Timeout #1 by Dallas Cowboys,6.740,5.720
4,7:39,2,2,SFO 2,17,13,Emmitt Smith right tackle for 1 yard (tackle by Derek Smith),5.720,5.170
4,7:00,3,1,SFO 1,17,19,"Emmitt Smith left end for 1 yard, touchdown",5.170,7.000
4,7:00,,,SFO 1,17,20,Billy Cundiff kicks extra point good,0.000,0.000
4,7:00,,,DAL 30,17,20,"Billy Cundiff kicks off 62 yards, returned by Jamal Robertson for 42 yards (tackle by Billy Cundiff)",0.000,2.260
4,6:47,1,10,DAL 50,17,20,Jeff Garcia pass complete to Terrell Owens for 16 yards (tackle by Pete Hunter),2.260,3.310
4,6:22,1,10,DAL 34,17,20,Jeff Garcia pass complete to Terrell Owens for 14 yards,3.310,4.240
4,5:55,1,10,DAL 20,17,20,Jeff Garcia pass complete to Tai Streets for -3 yards (tackle by Dwayne Goodrich),4.240,3.290
4,5:33,2,13,DAL 23,17,26,"Jeff Garcia pass complete to Tai Streets for 23 yards, touchdown",3.290,-7.000
4,5:33,,,DAL 23,17,27,"Jeff Chandler kicks extra point good. Penalty on Justin Swift: Offensive Holding, 10 yards (no play)",0.000,0.000
4,5:33,,,DAL 23,17,27,Jeff Chandler kicks extra point good,0.000,0.000
4,5:33,,,SFO 30,17,27,"Jeff Chandler kicks off 59 yards, returned by Woodrow Dantzler for 25 yards (tackle by Quincy Stewart)",0.000,1.330
4,5:20,1,10,DAL 36,17,27,Chad Hutchinson pass complete to Joey Galloway for 7 yards (tackle by Ahmed Plummer),1.330,1.740
4,4:37,2,3,DAL 43,17,27,Emmitt Smith left end for 2 yards (tackle by Brandon Moore),1.740,1.290
4,3:56,3,1,DAL 45,17,27,Chad Hutchinson right end for 18 yards (tackle by Tony Parrish),1.290,3.120
4,3:10,1,10,SFO 37,17,27,Emmitt Smith right end for no gain (tackle by Jeff Ulbrich). Penalty on Solomon Page: Offensive Holding (Declined),3.120,2.570
4,3:05,2,10,SFO 37,17,27,Emmitt Smith right tackle for 9 yards (tackle by Julian Peterson),2.570,3.070
4,2:29,3,1,SFO 28,17,27,Emmitt Smith middle for no gain (tackle by Dana Stubblefield),3.070,1.720
4,2:21,3,1,SFO 28,,,Timeout #3 by San Francisco 49ers,3.070,1.720
4,2:21,4,1,SFO 28,17,27,Billy Cundiff 47 yard field goal no good,1.720,-1.400
4,2:16,1,10,SFO 37,17,27,Jeff Garcia pass incomplete intended for Eric Johnson,1.400,0.860
4,2:12,2,10,SFO 37,17,27,Jeff Garcia pass complete to Eric Johnson for 8 yards (tackle by Pete Hunter),0.860,1.220
4,1:59,3,2,SFO 45,17,27,Jeff Garcia middle for 3 yards (tackle by La'Roi Glover),1.220,2.130
4,1:45,1,10,SFO 48,17,27,Jeff Garcia pass complete to Eric Johnson for 3 yards (tackle by Kevin Hardy),2.130,1.990
4,1:25,2,7,DAL 49,17,27,Paul Smith middle for 8 yards (tackle by Kevin Hardy),1.990,2.850
4,1:07,1,10,DAL 41,17,27,Jeff Garcia pass complete to Paul Smith for 11 yards (tackle by Dwayne Goodrich),2.850,3.580
4,0:57,1,10,DAL 30,17,27,Jeff Garcia pass incomplete intended for Paul Smith,3.580,3.030
4,0:53,2,10,DAL 30,17,27,Jeff Garcia pass complete to Eric Johnson for 8 yards (tackle by Greg Ellis),3.030,3.400
4,0:39,3,2,DAL 22,17,27,Jeff Garcia middle for 3 yards (tackle by La'Roi Glover),3.400,4.310
4,0:27,1,10,DAL 19,17,27,Jeff Garcia pass incomplete,4.310,3.750
4,0:27,2,10,DAL 19,17,27,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Dexter Coakley),3.750,3.030
4,0:23,3,10,DAL 19,17,27,Jeff Garcia pass complete to Terrell Owens for 11 yards,3.030,5.370
4,0:15,1,8,DAL 8,23,27,"Jeff Garcia pass complete to Terrell Owens for 8 yards, touchdown",5.370,7.000
4,0:15,,,DAL 8,24,27,Jeff Chandler kicks extra point good,0.000,0.000
4,0:15,,,SFO 30,24,27,"Jeff Chandler kicks off 44 yards, returned by Woodrow Dantzler for 7 yards (tackle by Sean Moran)",0.000,1.140
4,0:04,1,10,DAL 33,24,27,Chad Hutchinson pass incomplete intended for Ken-Yon Rambo,1.140,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
