Player,Pos
Chad Pennington,QB
Leon Washington,RB
Thomas Jones,RB
Brad Smith,WR
Jerricho Cotchery,WR
Chris Baker,TE
D'Brickashaw Ferguson,LT
Will Montgomery,LG
Nick Mangold,C
Brandon Moore,RG
Anthony Clement,RT
Shaun Ellis,LDE
Dewayne Robertson,NT
Kenyon Coleman,RDE
Victor Hobson,OLB
Bryan Thomas,OLB
David Harris,ILB
Eric Barton,ILB
Darrelle Revis,LCB
Hank Poteat,RCB
Abram Elam,S
Kerry Rhodes,S
