Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Blake Jarwin,DAL,8,7,119,3,5,86,12.3,33,4.7,11.6,0,,0,0.0,0,158.3
Cole Beasley,DAL,6,6,94,1,5,65,10.8,29,4.8,10.8,0,,0,0.0,0,158.3
Amari Cooper,DAL,11,5,31,0,3,32,6.4,-1,-0.2,12.5,0,,2,18.2,0,52.5
Michael Gallup,DAL,6,3,50,0,2,22,7.3,28,9.3,7.0,0,,0,0.0,0,78.5
Rod Smith,DAL,3,2,14,0,0,2,1.0,12,6.0,-0.7,0,,0,0.0,0,77.1
Allen Hurns,DAL,1,1,49,0,1,34,34.0,15,15.0,34.0,0,,0,0.0,0,118.7
Dalton Schultz,DAL,2,1,17,0,1,3,3.0,14,14.0,2.5,0,,0,0.0,0,79.2
Tavon Austin,DAL,3,1,10,0,1,4,4.0,6,6.0,14.3,0,,0,0.0,0,43.7
Noah Brown,DAL,1,1,3,0,,2,2.0,1,1.0,2.0,0,,0,0.0,0,79.2
Darius Jackson,DAL,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6
Jamize Olawale,DAL,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Evan Engram,NYG,8,5,81,1,4,8,1.6,73,14.6,4.9,0,,0,0.0,0,135.9
Cody Latimer,NYG,6,4,72,1,2,72,18.0,0,0.0,20.0,0,,0,0.0,0,147.2
Sterling Shepard,NYG,9,4,67,0,3,37,9.3,30,7.5,12.9,0,,1,11.1,1,30.6
Saquon Barkley,NYG,8,4,33,0,2,-13,-3.3,46,11.5,-2.0,1,4.0,1,12.5,0,60.9
Bennie Fowler,NYG,4,3,21,0,1,21,7.0,0,0.0,5.8,0,,0,0.0,0,86.5
Scott Simonson,NYG,2,2,14,0,,7,3.5,7,3.5,3.5,0,,0,0.0,0,95.8
Wayne Gallman,NYG,1,1,7,0,0,1,1.0,6,6.0,1.0,1,1.0,0,0.0,0,95.8
Elijhaa Penny,NYG,1,1,6,0,,-3,-3.0,9,9.0,-3.0,1,1.0,0,0.0,0,91.7
