Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,NYG 25,0,0,"Penalty on Jamon Brown: False Start, 5 yards (no play)",-0.560,-1.220
2,15:00,3,14,NYG 20,0,0,Eli Manning pass incomplete short right intended for Saquon Barkley,-1.220,-2.030
2,14:56,4,14,NYG 20,0,0,"Riley Dixon punts 45 yards, fair catch by Tavon Austin at DAL-35",-2.030,-1.270
2,14:48,1,10,DAL 35,0,0,Dak Prescott pass incomplete short right intended for Tavon Austin (defended by Connor Barwin),1.270,0.720
2,14:42,2,10,DAL 35,0,0,Dak Prescott pass complete short right to Cole Beasley for 16 yards (tackle by B.W. Webb),0.720,2.320
2,14:11,1,10,NYG 49,0,0,Dak Prescott pass incomplete short middle intended for Amari Cooper,2.320,1.780
2,14:08,2,10,NYG 49,0,0,"Dak Prescott pass complete short right to Dalton Schultz for 4 yards (tackle by Michael Thomas). Penalty on Connor Barwin: Defensive Offside, 5 yards (no play)",1.780,2.460
2,13:47,2,5,NYG 44,0,0,Dak Prescott pass incomplete deep right intended for Amari Cooper,2.460,1.750
2,13:42,3,5,NYG 44,0,0,Dak Prescott pass complete short right to Tavon Austin for 10 yards (tackle by Tae Davis),1.750,3.310
2,13:05,1,10,NYG 34,0,0,Dak Prescott left end for 3 yards (tackle by Lorenzo Carter),3.310,3.180
2,12:29,2,7,NYG 31,0,0,Darius Jackson left tackle for 4 yards (tackle by Michael Thomas),3.180,3.010
2,11:49,3,3,NYG 27,0,0,Dak Prescott pass complete short right to Amari Cooper for 3 yards (tackle by Grant Haley),3.010,3.970
2,11:14,1,10,NYG 24,0,0,Darius Jackson right end for 3 yards (tackle by Dalvin Tomlinson and Tae Davis),3.970,3.840
2,10:31,2,7,NYG 21,0,0,Dak Prescott pass complete short middle to Cole Beasley for 10 yards (tackle by B.J. Goodson),3.840,4.840
2,9:48,1,10,NYG 11,0,0,Darius Jackson right tackle for 3 yards (tackle by Lorenzo Carter and Michael Thomas),4.840,4.700
2,9:03,2,7,NYG 8,0,0,"Darius Jackson right guard for no gain (tackle by Grant Haley and B.J. Goodson). Penalty on La'el Collins: Offensive Holding, 10 yards (no play)",4.700,3.230
2,8:49,2,17,NYG 18,0,0,"Dak Prescott pass complete short right to Jamize Olawale for 5 yards (tackle by B.J. Goodson). Penalty on Josh Mauro: Defensive Offside, 5 yards (no play)",3.230,3.830
2,8:22,2,12,NYG 13,0,0,Dak Prescott pass incomplete short right intended for Jamize Olawale (defended by Lorenzo Carter),3.830,3.080
2,8:17,3,12,NYG 13,6,0,"Dak Prescott pass complete short middle to Blake Jarwin for 13 yards, touchdown",3.080,7.000
2,8:11,,,NYG 15,7,0,Brett Maher kicks extra point good,0.000,0.000
2,8:11,,,DAL 35,7,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,8:11,1,10,NYG 25,7,0,Saquon Barkley left tackle for 1 yard (tackle by Caraun Reid and Sean Lee),0.610,0.200
2,7:35,2,9,NYG 26,7,0,Eli Manning pass incomplete short middle intended for Saquon Barkley,0.200,-0.490
2,7:30,3,9,NYG 26,7,0,Eli Manning pass incomplete deep right,-0.490,-1.630
2,7:23,4,9,NYG 26,7,0,Riley Dixon punts 49 yards out of bounds,-1.630,-0.610
2,7:14,1,10,DAL 25,7,0,"Dak Prescott pass complete short right to Cole Beasley for 4 yards (tackle by Curtis Riley). Penalty on Michael Gallup: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
2,6:51,1,20,DAL 15,7,0,Darius Jackson left tackle for 1 yard (tackle by Dalvin Tomlinson and Kareem Martin),-0.410,-1.290
2,6:14,2,19,DAL 16,7,0,Dak Prescott pass complete short left to Michael Gallup for 13 yards (tackle by Michael Thomas),-1.290,-0.100
2,5:33,3,6,DAL 29,7,0,Dak Prescott pass complete short middle to Cole Beasley for 18 yards (tackle by Curtis Riley),-0.100,2.060
2,4:52,1,10,DAL 47,7,0,Darius Jackson right guard for 4 yards (tackle by B.J. Goodson),2.060,2.060
2,4:12,2,6,NYG 49,7,0,Dak Prescott sacked by Olivier Vernon for -4 yards,2.060,0.830
2,3:29,3,10,DAL 47,7,0,Dak Prescott pass complete short left to Blake Jarwin for 10 yards (tackle by Michael Thomas and B.W. Webb),0.830,2.720
2,2:48,1,10,NYG 43,7,0,"Dak Prescott pass incomplete deep left intended for Michael Gallup (defended by B.W. Webb). Penalty on B.W. Webb: Defensive Pass Interference, 23 yards (no play)",2.720,4.240
2,2:41,1,10,NYG 20,7,0,Darius Jackson left tackle for 1 yard (tackle by Kareem Martin and Josh Mauro),4.240,3.820
2,2:00,2,9,NYG 19,7,0,Dak Prescott pass incomplete short right intended for Darius Jackson,3.820,3.100
2,1:55,3,9,NYG 19,13,0,"Dak Prescott pass complete deep middle to Blake Jarwin for 19 yards, touchdown",3.100,7.000
2,1:50,,,NYG 15,14,0,Brett Maher kicks extra point good,0.000,0.000
2,1:50,,,DAL 35,14,0,"Brett Maher kicks off 66 yards, returned by Corey Coleman for no gain (tackle by Rod Smith)",0.000,0.740
2,1:44,1,10,NYG 27,14,0,Eli Manning pass complete short left to Cody Latimer for 9 yards (tackle by Byron Jones),0.740,1.410
2,1:22,2,1,NYG 36,14,0,Eli Manning pass incomplete deep left intended for Cody Latimer,1.410,0.700
2,1:16,3,1,NYG 36,14,0,Saquon Barkley left guard for 2 yards (tackle by Antwaun Woods and Leighton Vander Esch),0.700,1.470
2,0:56,1,10,NYG 38,14,0,Eli Manning pass complete short middle to Saquon Barkley for 17 yards (tackle by Leighton Vander Esch),1.470,2.590
2,0:50,,,,,,Timeout #1 by New York Giants,,
2,0:50,1,10,DAL 45,14,0,Eli Manning pass complete short right to Wayne Gallman for 7 yards (tackle by Chidobe Awuzie and Sean Lee),2.590,2.990
2,0:42,,,,,,Timeout #2 by New York Giants,,
2,0:42,2,3,DAL 38,14,0,Eli Manning pass incomplete short right intended for Evan Engram,2.990,2.280
2,0:38,3,3,DAL 38,14,0,Eli Manning pass complete short middle to Sterling Shepard for 17 yards (tackle by Xavier Woods),2.280,4.170
2,0:31,,,,,,Timeout #3 by New York Giants,,
2,0:31,1,10,DAL 21,14,0,Eli Manning pass incomplete short middle intended for Evan Engram,4.170,3.630
2,0:28,2,10,DAL 21,14,0,Eli Manning pass incomplete deep left intended for Sterling Shepard,3.630,2.940
2,0:22,3,10,DAL 21,14,6,"Eli Manning pass complete deep left to Cody Latimer for 21 yards, touchdown",2.940,7.000
2,0:15,,,DAL 15,14,7,Aldrick Rosas kicks extra point good,0.000,0.000
2,0:15,,,NYG 35,14,7,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,DAL 25,14,7,Dak Prescott kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,14,7,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DAL 25,14,7,Rod Smith right end for -1 yards (tackle by Dalvin Tomlinson and Josh Mauro),0.610,-0.070
3,14:21,2,11,DAL 24,14,7,Dak Prescott sacked by Lorenzo Carter for -5 yards,-0.070,-1.510
3,14:04,3,16,DAL 19,14,7,Dak Prescott pass complete short middle to Blake Jarwin for no gain (tackle by Olivier Vernon and Janoris Jenkins),-1.510,-2.140
3,13:24,4,16,DAL 19,14,7,"Chris Jones punts 45 yards, returned by Corey Coleman for 19 yards (tackle by Jamize Olawale)",-2.140,-2.590
3,13:10,1,10,DAL 45,14,7,Saquon Barkley left tackle for 1 yard (tackle by Jeff Heath and Taco Charlton),2.590,2.180
3,12:31,2,9,DAL 44,14,7,Eli Manning pass incomplete short right intended for Sterling Shepard,2.180,1.490
3,12:26,3,9,DAL 44,14,7,Eli Manning pass complete short middle to Bennie Fowler for 6 yards (tackle by Jaylon Smith),1.490,0.720
3,11:45,4,3,DAL 38,14,7,Eli Manning pass complete short left to Bennie Fowler for 10 yards (tackle by Xavier Woods),0.720,3.710
3,11:19,1,10,DAL 28,14,7,Saquon Barkley left guard for 1 yard (tackle by Jaylon Smith and Leighton Vander Esch),3.710,3.300
3,10:43,2,9,DAL 27,14,7,Eli Manning pass complete short left to Evan Engram for 3 yards (tackle by Jeff Heath),3.300,3.010
3,10:10,3,6,DAL 24,14,7,"Penalty on Saquon Barkley: False Start, 5 yards (no play)",3.010,2.340
3,9:47,3,11,DAL 29,14,7,Eli Manning pass complete short left to Saquon Barkley for -1 yards (tackle by Randy Gregory),2.340,1.410
3,9:05,4,12,DAL 30,14,10,Aldrick Rosas 48 yard field goal good,1.410,3.000
3,9:00,,,NYG 35,14,10,"Aldrick Rosas kicks off 62 yards, returned by Darius Jackson for no gain (tackle by Kenny Ladler and Elijhaa Penny)",0.000,0.540
3,8:53,1,10,DAL 24,14,10,Dak Prescott pass complete short left to Amari Cooper for 11 yards (tackle by Janoris Jenkins),0.540,1.270
3,8:25,1,10,DAL 35,14,10,Rod Smith left end for -2 yards (tackle by Kareem Martin and B.J. Goodson),1.270,0.450
3,7:47,2,12,DAL 33,14,10,Dak Prescott pass incomplete deep left intended for Tavon Austin,0.450,-0.230
3,7:41,3,12,DAL 33,14,10,Dak Prescott pass complete short left to Amari Cooper for 10 yards (tackle by Janoris Jenkins),-0.230,-0.520
3,6:57,4,2,DAL 43,14,10,Dak Prescott pass complete short middle to Cole Beasley for 11 yards (tackle by Sean Chandler),-0.520,2.520
3,6:24,1,10,NYG 46,14,10,Dak Prescott pass complete short right to Cole Beasley for 7 yards (tackle by Sean Chandler),2.520,2.920
3,5:55,2,3,NYG 39,14,10,Rod Smith up the middle for no gain (tackle by B.J. Hill and Olivier Vernon),2.920,2.210
3,5:10,3,3,NYG 39,20,10,"Dak Prescott pass complete deep right to Blake Jarwin for 39 yards, touchdown, touchdown",2.210,7.000
3,5:00,,,NYG 15,21,10,Brett Maher kicks extra point good,0.000,0.000
3,5:00,,,DAL 35,21,10,"Brett Maher kicks off 59 yards, returned by Corey Coleman for no gain (tackle by Joe Thomas)",0.000,0.740
3,4:54,1,10,NYG 27,21,10,Eli Manning pass incomplete deep right intended for Sterling Shepard (defended by Chidobe Awuzie),0.740,0.200
3,4:47,2,10,NYG 27,21,10,"Saquon Barkley right tackle for no gain (tackle by Daniel Ross). Penalty on Jamon Brown: Offensive Holding, 10 yards (no play)",0.200,-1.290
3,4:22,2,20,NYG 17,21,10,Saquon Barkley right tackle for 68 yards (tackle by Jeff Heath),-1.290,4.580
3,3:23,1,10,DAL 15,21,10,Wayne Gallman right tackle for 7 yards (tackle by Taco Charlton),4.580,5.220
3,2:42,2,3,DAL 8,21,10,Wayne Gallman up the middle for 2 yards (tackle by Daniel Ross and Sean Lee),5.220,4.900
3,2:00,3,1,DAL 6,21,16,"Eli Manning pass complete short right to Evan Engram for 6 yards, touchdown",4.900,7.000
3,1:53,,,DAL 2,21,16,"Two Point Attempt: Eli Manning pass incomplete intended for Sterling Shepard, conversion fails. Penalty on Chidobe Awuzie: Defensive Pass Interference, 1 yard (no play)",0.000,0.000
3,1:53,,,DAL 1,21,18,"Two Point Attempt: Eli Manning pass complete to Evan Engram, conversion succeeds",0.000,1.000
3,1:53,,,NYG 35,21,18,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,1:53,1,10,DAL 25,21,18,Rod Smith right guard for 6 yards (tackle by B.J. Goodson and Sean Chandler),0.610,0.870
3,1:23,2,4,DAL 31,21,18,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Tony Lippett),0.870,1.860
3,0:54,1,10,DAL 44,21,18,Dak Prescott sacked by Olivier Vernon and B.J. Hill for -9 yards,1.860,0.100
3,0:13,2,19,DAL 35,21,18,Dak Prescott pass incomplete short right intended for Rod Smith,0.100,-0.560
3,0:07,3,19,DAL 35,21,18,Dak Prescott pass complete short left to Blake Jarwin for 8 yards (tackle by Kenny Ladler),-0.560,-0.520
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,DAL 43,21,18,"Chris Jones punts 38 yards, fair catch by Corey Coleman at NYG-19",-0.520,-0.150
4,14:52,1,10,NYG 19,21,18,Eli Manning pass complete short right to Sterling Shepard for 7 yards (tackle by Chidobe Awuzie and Leighton Vander Esch),0.150,0.610
4,14:15,2,3,NYG 26,21,18,Saquon Barkley left end for 4 yards (tackle by Leighton Vander Esch),0.610,0.940
4,13:35,1,10,NYG 30,21,18,Eli Manning pass complete short right to Saquon Barkley for 5 yards (tackle by Xavier Woods),0.940,1.070
4,12:51,2,5,NYG 35,21,18,Eli Manning pass incomplete short left intended for Saquon Barkley,1.070,0.370
4,12:47,3,5,NYG 35,21,18,Eli Manning pass complete short right to Evan Engram for 51 yards (tackle by Chidobe Awuzie and Leighton Vander Esch),0.370,4.650
4,12:00,1,10,DAL 14,21,18,Wayne Gallman right tackle for 9 yards (tackle by Jaylon Smith and Leighton Vander Esch),4.650,5.670
4,11:26,2,1,DAL 5,21,18,Wayne Gallman up the middle for 3 yards (tackle by Chidobe Awuzie),5.670,6.740
4,10:43,1,2,DAL 2,21,24,"Wayne Gallman right tackle for 2 yards, touchdown",6.740,7.000
4,10:38,,,DAL 15,21,25,Aldrick Rosas kicks extra point good,0.000,0.000
4,10:38,,,NYG 35,21,25,"Aldrick Rosas kicks off 62 yards, returned by Darius Jackson for no gain (tackle by Bennie Fowler and Kerry Wynn)",0.000,0.610
4,10:32,1,10,DAL 25,21,25,Dak Prescott pass complete short right to Michael Gallup for 24 yards (tackle by Janoris Jenkins),0.610,2.190
4,10:13,1,10,DAL 49,21,25,Rod Smith left tackle for no gain (tackle by Kareem Martin),2.190,1.650
4,9:45,2,10,DAL 49,21,25,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Tony Lippett),1.650,0.960
4,9:39,3,10,DAL 49,21,25,Dak Prescott pass complete deep right to Allen Hurns for 49 yards (tackle by Janoris Jenkins),0.960,6.740
4,9:28,1,2,NYG 2,21,25,"Penalty on NYG: Defensive Too Many Men on Field, 1 yard (no play)",6.740,6.970
4,9:16,1,1,NYG 1,27,25,"Rod Smith left guard for 1 yard, touchdown",6.970,7.000
4,9:11,,,NYG 15,28,25,Brett Maher kicks extra point good,0.000,0.000
4,9:11,,,DAL 35,28,25,"Brett Maher kicks off 60 yards, returned by Corey Coleman for no gain (tackle by Noah Brown)",0.000,0.670
4,9:05,1,10,NYG 26,28,25,Saquon Barkley left end for -2 yards (tackle by Joe Thomas and Randy Gregory),0.670,-0.140
4,8:26,2,12,NYG 24,28,25,Eli Manning pass incomplete deep left,-0.140,-0.820
4,8:20,,,,,,Timeout #1 by New York Giants,,
4,8:20,3,12,NYG 24,28,25,Eli Manning pass complete short left to Cody Latimer for 11 yards (tackle by Joe Thomas),-0.820,-1.040
4,7:48,4,1,NYG 35,28,25,Eli Manning up the middle for 2 yards (tackle by Randy Gregory and Maliek Collins),-1.040,1.400
4,7:07,1,10,NYG 37,28,25,Saquon Barkley right tackle for 1 yard (tackle by Antwaun Woods),1.400,0.990
4,6:31,2,9,NYG 38,28,25,Eli Manning pass complete deep middle to Sterling Shepard for 19 yards (tackle by Damien Wilson and Chidobe Awuzie),0.990,2.720
4,5:51,1,10,DAL 43,28,25,Eli Manning pass incomplete short left intended for Saquon Barkley,2.720,2.180
4,5:46,2,10,DAL 43,28,25,Eli Manning pass complete short middle to Bennie Fowler for 5 yards (tackle by Joe Thomas),2.180,2.150
4,5:05,3,5,DAL 38,28,25,Eli Manning pass complete deep left to Cody Latimer for 31 yards (tackle by Anthony Brown),2.150,5.600
4,4:50,1,7,DAL 7,28,25,Saquon Barkley up the middle for 4 yards (tackle by Taco Charlton and Caraun Reid),5.600,5.530
4,4:10,2,3,DAL 3,28,25,Saquon Barkley right guard for 1 yard (tackle by Jeff Heath and Taco Charlton),5.530,4.950
4,3:27,3,2,DAL 2,28,31,"Saquon Barkley left guard for 2 yards, touchdown",4.950,7.000
4,3:21,,,DAL 15,28,32,"Aldrick Rosas kicks extra point good. Penalty on Chidobe Awuzie: Defensive Offside, 5 yards",0.000,0.000
4,3:21,,,NYG 40,28,32,"Aldrick Rosas kicks off 60 yards, touchback.",0.000,0.610
4,3:21,1,10,DAL 25,28,32,"Dak Prescott pass complete short right to Amari Cooper for no gain (tackle by Kerry Wynn and Janoris Jenkins). Amari Cooper fumbles (forced by Kerry Wynn), recovered by B.J. Goodson at DAL-25 and returned for 7 yards (tackle by Blake Jarwin)",0.610,-4.370
4,3:09,1,10,DAL 18,28,32,Eli Manning pass complete short right to Scott Simonson for 9 yards (tackle by Jeff Heath and Taco Charlton),4.370,5.420
4,2:59,,,,,,Timeout #1 by Dallas Cowboys,,
4,2:59,2,1,DAL 9,28,32,"Saquon Barkley right end for no gain (tackle by Jaylon Smith). Penalty on Chad Wheeler: Offensive Holding, 9 yards (no play)",5.420,3.800
4,2:52,2,10,DAL 18,28,32,Saquon Barkley right end for no gain (tackle by Damien Wilson and Taco Charlton),3.800,3.050
4,2:45,,,,,,Timeout #2 by Dallas Cowboys,,
4,2:45,3,10,DAL 18,28,32,Saquon Barkley up the middle for -2 yards (tackle by Caraun Reid),3.050,2.120
4,2:39,,,,,,Timeout #3 by Dallas Cowboys,,
4,2:39,4,12,DAL 20,28,35,Aldrick Rosas 38 yard field goal good,2.120,3.000
4,2:35,,,NYG 35,28,35,"Aldrick Rosas kicks off 62 yards, returned by Darius Jackson for no gain (tackle by Kenny Ladler and Ukeme Eligwe)",0.000,0.940
4,2:29,1,10,DAL 30,28,35,Dak Prescott pass incomplete short left intended for Amari Cooper,0.940,0.390
4,2:25,2,10,DAL 30,28,35,Dak Prescott pass complete deep right to Blake Jarwin for 30 yards (tackle by Sean Chandler),0.390,2.920
4,2:06,1,10,NYG 40,28,35,Dak Prescott pass complete short middle to Rod Smith for 6 yards (tackle by Sean Chandler),2.920,3.180
4,2:00,2,4,NYG 34,28,35,Dak Prescott pass incomplete deep right intended for Amari Cooper (defended by Janoris Jenkins),3.180,2.480
4,1:55,3,4,NYG 34,28,35,Dak Prescott pass complete short middle to Amari Cooper for 7 yards (tackle by Janoris Jenkins),2.480,3.780
4,1:34,1,10,NYG 27,28,35,Dak Prescott pass incomplete deep right intended for Amari Cooper,3.780,3.230
4,1:28,2,10,NYG 27,28,35,Dak Prescott pass incomplete short left intended for Blake Jarwin,3.230,2.540
4,1:24,3,10,NYG 27,28,35,Dak Prescott pass incomplete short right intended for Michael Gallup,2.540,1.670
4,1:19,4,10,NYG 27,28,35,"Penalty on Cameron Fleming: False Start, 5 yards (no play)",1.670,1.240
4,1:19,4,15,NYG 32,34,35,"Dak Prescott pass complete deep left to Cole Beasley for 32 yards, touchdown",1.240,7.000
4,1:12,,,NYG 2,36,35,"Two Point Attempt: Dak Prescott pass complete to Michael Gallup, conversion succeeds. Penalty on Antwaun Woods: Taunting, 15 yards",0.000,1.000
4,1:12,,,DAL 20,36,35,"Brett Maher kicks off 66 yards, returned by Cody Latimer for no gain (tackle by Jamize Olawale and Damien Wilson)",0.000,2.130
4,1:05,1,10,NYG 48,36,35,Eli Manning pass incomplete short left intended for Bennie Fowler,2.130,1.580
4,1:01,2,10,NYG 48,36,35,Eli Manning pass incomplete deep right intended for Evan Engram,1.580,0.890
4,0:56,3,10,NYG 48,36,35,Eli Manning pass incomplete deep right intended for Sterling Shepard,0.890,-0.190
4,0:51,4,10,NYG 48,36,35,Eli Manning pass incomplete short middle intended for Cody Latimer (defended by Anthony Brown),-0.190,-2.390
4,0:46,1,10,NYG 48,36,35,Dak Prescott kneels for -1 yards,2.390,1.710
4,0:13,2,11,NYG 49,36,35,Dak Prescott kneels for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
