Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1,5:03,,,KAN 35,7,7,"Cairo Santos kicks off 71 yards, returned by Jeremy Ross for 20 yards (tackle by Dezman Moses)",0.000,0.280
1,4:52,1,10,OAK 14,7,7,"Derek Carr pass incomplete deep right intended for Amari Cooper. Penalty on Marcus Peters: Defensive Pass Interference, 13 yards (no play)",-0.280,0.740
1,4:47,1,10,OAK 27,7,7,Derek Carr pass complete short middle to Seth Roberts for 12 yards (tackle by Ron Parker),0.740,1.530
1,4:07,1,10,OAK 39,7,7,Latavius Murray middle for 2 yards (tackle by Derrick Johnson),1.530,1.260
1,3:31,2,8,OAK 41,7,7,Derek Carr pass complete short middle to Clive Walford for 16 yards (tackle by Sean Smith),1.260,2.720
1,2:54,1,10,KAN 43,7,7,Latavius Murray left tackle for 6 yards (tackle by Josh Mauga),2.720,2.990
1,2:02,2,4,KAN 37,7,7,Derek Carr pass complete short right to Marcel Reece for 3 yards (tackle by Ron Parker),2.990,2.680
1,1:29,3,1,KAN 34,7,7,"Latavius Murray left tackle for -1 yards (tackle by Derrick Johnson). Latavius Murray fumbles (forced by Derrick Johnson), recovered by Latavius Murray at KAN-35",2.680,0.990
1,0:43,4,2,KAN 35,7,7,Derek Carr pass incomplete short middle intended for Amari Cooper,0.990,-1.270
1,0:40,1,10,KAN 35,7,7,Spencer Ware right tackle for 6 yards (tackle by Khalil Mack and Shelby Harris),1.270,1.530
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,KAN 41,7,7,"Alex Smith pass complete short middle to Jeremy Maclin for 14 yards (tackle by Malcolm Smith). Jeremy Maclin fumbles (forced by Malcolm Smith), recovered by Charles Woodson at OAK-45 and returned for 1 yards (tackle by Spencer Ware)",1.530,-1.990
2,14:52,1,10,OAK 46,7,7,Jamize Olawale right guard for 13 yards (tackle by Ron Parker),1.990,2.850
2,14:11,1,10,KAN 41,7,7,Derek Carr pass incomplete deep left intended for Michael Crabtree,2.850,2.310
2,14:06,2,10,KAN 41,7,7,Latavius Murray right tackle for 2 yards (tackle by Mike DeVito),2.310,1.880
2,13:26,3,8,KAN 39,7,7,Derek Carr pass incomplete short right intended for Andre Holmes,1.880,0.660
2,13:22,4,8,KAN 39,7,7,"Marquette King punts 30 yards, muffed catch by Frankie Hammond, recovered by Frankie Hammond and returned for no gain. Penalty on Dezman Moses: Offensive Holding, 5 yards",0.660,0.380
2,13:12,1,10,KAN 5,7,7,Spencer Ware middle for 5 yards (tackle by Justin Ellis),-0.380,-0.420
2,12:32,2,5,KAN 10,7,7,Spencer Ware right guard for 1 yard (tackle by Malcolm Smith),-0.420,-0.720
2,11:52,3,4,KAN 11,7,7,Alex Smith sacked by Khalil Mack for -5 yards,-0.720,-2.490
2,11:11,4,9,KAN 6,7,7,"Dustin Colquitt punts 51 yards, returned by Jeremy Ross for 8 yards (tackle by Dezman Moses)",-2.490,-2.320
2,10:59,1,10,KAN 49,7,7,Amari Cooper left end for -7 yards (tackle by Tamba Hali),2.320,0.840
2,10:18,2,17,OAK 44,7,7,Latavius Murray left tackle for 2 yards (tackle by Dontari Poe),0.840,0.430
2,9:42,3,15,OAK 46,7,7,Derek Carr pass complete short right to Mychal Rivera for 7 yards (tackle by Daniel Sorensen),0.430,0.130
2,8:59,4,8,KAN 47,7,7,"Marquette King punts 39 yards, fair catch by Frankie Hammond",0.130,0.380
2,8:52,1,10,KAN 8,7,7,Alex Smith middle for 19 yards (tackle by Khalil Mack),-0.380,0.740
2,8:10,1,10,KAN 27,7,7,Alex Smith pass complete short middle to Jeremy Maclin for 6 yards (tackle by Nate Allen),0.740,1.010
2,7:35,2,4,KAN 33,7,7,Charcandrick West right tackle for -2 yards (tackle by Curtis Lofton),1.010,0.040
2,6:52,3,6,KAN 31,7,7,Alex Smith sacked by Khalil Mack and Ben Heeney for -7 yards,0.040,-1.770
2,6:13,4,13,KAN 24,7,7,"Dustin Colquitt punts 51 yards, returned by Jeremy Ross for 13 yards (tackle by Daniel Sorensen). Penalty on Dezman Moses: Face Mask (15 Yards), 15 yards",-1.770,-2.460
2,6:01,1,10,KAN 47,7,7,Latavius Murray left end for no gain (tackle by Derrick Johnson),2.460,1.910
2,5:25,2,10,KAN 47,7,7,Latavius Murray middle for 2 yards (tackle by Tamba Hali),1.910,1.490
2,4:34,3,8,KAN 45,7,7,Derek Carr pass incomplete short middle intended for Jamize Olawale,1.490,0.270
2,4:29,4,8,KAN 45,7,7,"Marquette King punts 37 yards, fair catch by Frankie Hammond. Penalty on Marcus Cooper: Offensive Holding, 4 yards",0.270,0.380
2,4:22,1,10,KAN 4,7,7,Alex Smith pass complete short right to Jeremy Maclin for 9 yards (tackle by David Amerson),-0.380,-0.120
2,3:49,2,1,KAN 13,7,7,Charcandrick West right tackle for 3 yards (tackle by David Amerson),-0.120,-0.140
2,3:12,1,10,KAN 16,7,7,Alex Smith pass complete short left to Jeremy Maclin for 13 yards (tackle by Curtis Lofton),-0.140,0.870
2,2:37,1,10,KAN 29,7,7,"Albert Wilson right end for no gain (tackle by David Amerson). Penalty on Jeremy Maclin: Illegal Shift, 5 yards (no play)",0.870,0.540
2,2:29,1,15,KAN 24,7,7,Alex Smith pass incomplete short left intended for Charcandrick West,0.540,-0.350
2,2:26,2,15,KAN 24,7,7,Alex Smith pass complete short left to Charcandrick West for 7 yards (tackle by D.J. Hayden),-0.350,-0.100
2,2:00,3,8,KAN 31,7,7,Alex Smith pass incomplete short right intended for Travis Kelce,-0.100,-1.310
2,1:52,4,8,KAN 31,7,7,"Dustin Colquitt punts 55 yards, returned by Jeremy Ross for no gain",-1.310,0.280
2,1:43,1,10,OAK 14,7,7,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Marcus Peters),-0.280,-0.750
2,1:38,2,10,OAK 14,7,7,Latavius Murray left guard for 5 yards (tackle by Tyvon Branch),-0.750,-0.750
2,1:33,2,10,OAK 14,7,7,Timeout #1 by Kansas City Chiefs,-0.750,-0.800
2,1:33,3,5,OAK 19,7,7,Derek Carr pass incomplete short left intended for Amari Cooper,-0.800,-2.140
2,1:28,4,5,OAK 19,7,7,"Marquette King punts 52 yards, returned by Frankie Hammond for 29 yards (tackle by Korey Toomer)",-2.140,-2.790
2,1:15,1,10,OAK 42,7,7,Alex Smith pass incomplete deep right intended for Albert Wilson,2.790,2.240
2,1:10,2,10,OAK 42,7,7,"Alex Smith pass complete short right to Travis Kelce for 16 yards (tackle by Charles Woodson). Travis Kelce fumbles (forced by Charles Woodson), recovered by Charles Woodson at OAK-26 and returned for 38 yards (tackle by Alex Smith)",2.240,-3.180
2,0:53,1,10,KAN 36,7,7,Derek Carr pass complete short right to Mychal Rivera for 6 yards (tackle by Derrick Johnson),3.180,3.450
2,0:31,2,4,KAN 30,7,7,Derek Carr pass complete short left to Seth Roberts for 5 yards (tackle by Ron Parker),3.450,3.910
2,0:27,1,10,KAN 25,7,7,Derek Carr sacked by Derrick Johnson for 0 yards,3.910,3.360
2,0:19,2,10,KAN 25,7,13,"Derek Carr pass complete deep middle to Michael Crabtree for 25 yards, touchdown",3.360,7.000
2,0:19,,,KAN 25,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,0:19,,,OAK 35,7,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,0:13,1,10,KAN 20,7,14,Alex Smith kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,7,14,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,7,14,Charcandrick West middle for 18 yards (tackle by Charles Woodson and Nate Allen),0.280,1.470
3,14:19,1,10,KAN 38,7,14,Alex Smith sacked by Khalil Mack and Dan Williams for -3 yards,1.470,0.520
3,13:36,2,13,KAN 35,7,14,Alex Smith pass complete short right to Albert Wilson for 17 yards (tackle by Charles Woodson),0.520,2.390
3,13:08,1,10,OAK 48,7,14,Charcandrick West left guard for 2 yards (tackle by Dan Williams),2.390,2.120
3,12:29,2,8,OAK 46,7,14,Alex Smith pass complete short right to Charcandrick West for 2 yards (tackle by Malcolm Smith),2.120,1.690
3,11:46,3,6,OAK 44,7,14,Alex Smith pass complete short middle to Travis Kelce for 26 yards (tackle by Charles Woodson),1.690,4.370
3,11:03,1,10,OAK 18,7,14,Spencer Ware right guard for 1 yard (tackle by Dan Williams),4.370,3.940
3,10:18,2,9,OAK 17,7,14,"Penalty on Alex Smith: False Start, 5 yards (no play)",3.940,3.290
3,9:57,2,14,OAK 22,7,14,Alex Smith pass complete short middle to Jeremy Maclin for 12 yards (tackle by David Amerson),3.290,4.510
3,9:19,3,2,OAK 10,13,14,"Spencer Ware left guard for 10 yards, touchdown",4.510,7.000
3,9:19,,,OAK 10,14,14,Cairo Santos kicks extra point good,0.000,0.000
3,9:19,,,KAN 35,14,14,"Cairo Santos kicks off 70 yards, returned by Jeremy Ross for 22 yards (tackle by Frank Zombo)",0.000,0.060
3,9:12,1,10,OAK 17,14,14,Derek Carr pass incomplete short middle intended for Michael Crabtree,-0.060,-0.580
3,9:08,2,10,OAK 17,14,14,Derek Carr pass complete short left to Michael Crabtree for 7 yards (tackle by Sean Smith),-0.580,-0.370
3,8:25,3,3,OAK 24,14,14,Marcel Reece middle for 4 yards (tackle by Dee Ford),-0.370,0.810
3,7:43,1,10,OAK 28,14,14,Latavius Murray right tackle for 8 yards (tackle by Josh Mauga),0.810,1.340
3,7:01,2,2,OAK 36,14,14,Derek Carr pass complete short right to Jamize Olawale for 1 yard (tackle by Tyvon Branch),1.340,0.760
3,6:20,3,1,OAK 37,14,14,Latavius Murray middle for 4 yards (tackle by Tyvon Branch and Tamba Hali),0.760,1.660
3,5:39,1,10,OAK 41,14,14,Derek Carr pass complete short middle to Clive Walford for 15 yards (tackle by Derrick Johnson),1.660,2.650
3,4:55,1,10,KAN 44,14,14,Derek Carr pass complete short right to Amari Cooper for 13 yards (tackle by Marcus Peters),2.650,3.510
3,4:14,1,10,KAN 31,14,14,Derek Carr pass complete short right to Roy Helu for 15 yards (tackle by Tyvon Branch),3.510,4.510
3,3:28,1,10,KAN 16,14,14,Derek Carr pass incomplete deep left intended for Michael Crabtree,4.510,3.900
3,3:23,2,10,KAN 16,14,14,Latavius Murray middle for 4 yards (tackle by Derrick Johnson),3.900,3.730
3,2:41,3,6,KAN 12,14,14,"Derek Carr pass incomplete short middle intended for Michael Crabtree. Penalty on Derrick Johnson: Roughing the Passer, 6 yards (no play)",3.730,5.830
3,2:36,1,6,KAN 6,14,14,Latavius Murray middle for 1 yard (tackle by Jaye Howard),5.830,5.150
3,2:15,2,5,KAN 5,14,20,"Derek Carr pass complete short right to Lee Smith for 5 yards, touchdown. Penalty on Marcus Peters: Unsportsmanlike Conduct, 15 yards",5.150,7.000
3,2:15,,,KAN 5,14,20,Sebastian Janikowski kicks extra point no good,0.000,-1.000
3,2:15,,,KAN 5,14,20,"Sebastian Janikowski kicks off 50 yards, touchback",0.000,-0.280
3,2:12,1,10,KAN 20,14,20,Charcandrick West right end for -5 yards (tackle by Malcolm Smith),0.280,-1.070
3,1:43,2,15,KAN 15,14,20,Alex Smith pass complete short right to Spencer Ware for 3 yards (tackle by David Amerson),-1.070,-1.330
3,0:57,3,12,KAN 18,14,20,Alex Smith pass complete short right to Spencer Ware for -4 yards (tackle by Khalil Mack),-1.330,-2.470
3,0:16,4,16,KAN 14,14,20,"Dustin Colquitt punts 49 yards, out of bounds",-2.470,-1.400
3,0:06,1,10,OAK 37,14,20,Latavius Murray left guard for 1 yard (tackle by Mike DeVito),1.400,0.990
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,OAK 38,14,20,Derek Carr pass complete short left to Latavius Murray for 9 yards (tackle by Derrick Johnson),0.990,2.060
4,14:16,1,10,OAK 47,14,20,Latavius Murray middle for no gain (tackle by Derrick Johnson),2.060,1.520
4,13:38,2,10,OAK 47,14,20,Derek Carr pass complete short right to Latavius Murray for -3 yards (tackle by Derrick Johnson),1.520,0.430
4,12:54,3,13,OAK 44,14,20,Derek Carr pass complete deep right to Amari Cooper for 23 yards (tackle by Marcus Peters),0.430,3.380
4,12:21,1,10,KAN 33,14,20,Derek Carr pass incomplete short middle intended for Michael Crabtree,3.380,2.840
4,12:16,2,10,KAN 33,14,20,Derek Carr pass incomplete short middle intended for Roy Helu is intercepted by Josh Mauga at KAN-32 and returned for 66 yards,2.840,-6.740
4,11:58,1,2,OAK 2,14,20,"Penalty on Denico Autry: Neutral Zone Infraction, 1 yards (no play)",6.740,6.970
4,11:58,1,1,OAK 1,14,20,Spencer Ware left tackle for no gain (tackle by Ben Heeney),6.970,5.910
4,11:19,2,1,OAK 1,20,20,"Alex Smith pass complete short right to Jeremy Maclin for 1 yard, touchdown",5.910,7.000
4,11:19,2,,OAK 1,20,20,"Two Point Attempt: Dustin Colquitt pass incomplete intended for Anthony Sherman, conversion fails",5.910,-1.000
4,11:19,,,KAN 35,20,20,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,11:17,1,10,OAK 20,20,20,Derek Carr pass complete short right to Michael Crabtree for 6 yards (tackle by Marcus Peters),0.280,0.540
4,10:39,2,4,OAK 26,20,20,Derek Carr pass complete short middle to Amari Cooper for 15 yards (tackle by Sean Smith),0.540,1.660
4,9:53,1,10,OAK 41,20,20,Derek Carr pass complete short left to Latavius Murray for 4 yards (tackle by Sean Smith),1.660,1.660
4,9:13,2,6,OAK 45,20,20,Derek Carr pass complete short right to Andre Holmes for 1 yard (tackle by Ron Parker),1.660,1.090
4,8:29,3,5,OAK 46,20,20,"Derek Carr pass incomplete deep right intended for Amari Cooper. Penalty on Nicholas Williams: Defensive Holding, 5 yards (no play)",1.090,2.320
4,8:24,1,10,KAN 49,20,20,Derek Carr pass incomplete short middle intended for Michael Crabtree,2.320,1.780
4,8:21,2,10,KAN 49,20,20,Derek Carr pass incomplete deep right intended for Amari Cooper is intercepted by Marcus Peters at KAN-29 and returned for 58 yards,1.780,-4.710
4,8:08,1,10,OAK 13,20,20,Alex Smith pass incomplete short left intended for Anthony Sherman,4.710,4.050
4,8:03,2,10,OAK 13,26,20,"Alex Smith pass complete short right to Jeremy Maclin for 13 yards, touchdown",4.050,7.000
4,8:03,,,OAK 13,26,20,Cairo Santos kicks extra point no good,0.000,-1.000
4,8:03,,,KAN 35,26,20,"Cairo Santos kicks off 67 yards, returned by Jeremy Ross for 26 yards (tackle by Frank Zombo)",0.000,-0.540
4,7:52,1,10,OAK 24,26,20,Derek Carr pass complete short middle to Seth Roberts for 17 yards (tackle by Daniel Sorensen),0.540,1.660
4,7:27,1,10,OAK 41,26,20,Derek Carr pass complete short left to Seth Roberts for 17 yards (tackle by Ron Parker),1.660,2.790
4,7:00,1,10,KAN 42,26,20,Derek Carr pass complete deep right to Amari Cooper for 18 yards (tackle by Marcus Peters),2.790,3.970
4,6:30,1,10,KAN 24,26,20,Derek Carr pass incomplete short right intended for Latavius Murray,3.970,3.430
4,6:26,2,10,KAN 24,26,20,Derek Carr sacked by Daniel Sorensen for -7 yards,3.430,1.820
4,5:50,3,17,KAN 31,26,20,"Derek Carr pass incomplete deep right intended for Seth Roberts. Derek Carr fumbles, recovered by Derek Carr at KAN-36",1.820,1.320
4,5:41,4,17,KAN 31,26,20,Sebastian Janikowski 49 yard field goal no good,1.320,-1.530
4,5:36,1,10,KAN 39,26,20,Charcandrick West left guard for 2 yards (tackle by Dan Williams),1.530,1.260
4,4:53,2,8,KAN 41,26,20,Alex Smith pass incomplete short left intended for Albert Wilson,1.260,1.260
4,4:50,2,8,KAN 41,26,20,Timeout #1 by Kansas City Chiefs,1.260,0.560
4,4:50,3,8,KAN 41,26,20,Alex Smith pass incomplete short right intended for Jeremy Maclin (defended by David Amerson),0.560,-0.650
4,4:45,4,8,KAN 41,26,20,"Dustin Colquitt punts 44 yards, fair catch by Jeremy Ross",-0.650,0.220
4,4:37,1,10,OAK 15,26,20,Latavius Murray right tackle for no gain (tackle by Eric Berry),-0.220,-0.710
4,4:02,2,10,OAK 15,26,20,Derek Carr pass complete short right to Latavius Murray for 1 yard (tackle by Marcus Peters),-0.710,-1.250
4,3:27,3,9,OAK 16,32,20,"Derek Carr pass incomplete deep middle intended for Amari Cooper is intercepted by Tyvon Branch at OAK-38 and returned for 38 yards, touchdown",-1.250,-7.000
4,3:14,3,,OAK 16,34,20,"Two Point Attempt: Alex Smith pass complete to Travis Kelce, conversion succeeds",3.190,1.000
4,3:14,,,KAN 35,34,20,"Cairo Santos kicks off 68 yards, returned by Jeremy Ross for 20 yards (tackle by D.J. Alexander)",0.000,0.060
4,3:09,1,10,OAK 17,34,20,Derek Carr pass incomplete short right intended for Latavius Murray,-0.060,-0.580
4,3:03,2,10,OAK 17,34,20,Derek Carr pass incomplete deep right intended for Mychal Rivera,-0.580,-1.250
4,2:57,3,10,OAK 17,34,20,Derek Carr pass complete short left to Clive Walford for 13 yards (tackle by Derrick Johnson and Daniel Sorensen),-1.250,0.940
4,2:33,1,10,OAK 30,34,20,Derek Carr pass complete short middle to Marcel Reece for 15 yards (tackle by Sean Smith),0.940,1.930
4,2:09,1,10,OAK 45,34,20,Derek Carr pass complete short left to Marcel Reece for 1 yard (tackle by Derrick Johnson),1.930,1.520
4,2:00,2,9,OAK 46,34,20,Derek Carr pass complete short right to Clive Walford for -1 yards (tackle by Derrick Johnson),1.520,1.520
4,1:53,2,9,OAK 46,34,20,Timeout #1 by Oakland Raiders,1.520,0.700
4,1:53,3,10,OAK 45,34,20,Derek Carr sacked by Frank Zombo for -8 yards,0.700,-0.910
4,1:24,4,18,OAK 37,34,20,Derek Carr sacked by Frank Zombo for -6 yards,-0.910,-3.510
4,1:18,1,10,OAK 31,34,20,Spencer Ware middle for 3 yards (tackle by Curtis Lofton),3.510,3.370
4,0:39,2,7,OAK 28,34,20,Alex Smith kneels for -1 yards,3.370,2.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
