Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Chiefs,14.0,-5.89,-6.54,1.4,-8.94,13.54,15.06,-1.52,21.82,8.43,2.42,-0.42,3.01,0.57,2.85
Raiders,-14.0,-13.54,-15.06,1.52,-21.82,5.89,6.54,-1.4,8.94,-8.43,0.42,-2.42,-0.57,-3.01,-2.85
