Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
1,1:34,1,10,IND 17,0,7,Trent Richardson right tackle for 2 yards (tackle by Pat Angerer and Jerrell Freeman),4.440,4.150
1,0:52,2,8,IND 15,0,7,Brandon Weeden pass incomplete short middle intended for Josh Cooper (defended by Jerraud Powers),4.150,3.340
1,0:46,3,8,IND 15,0,7,"Penalty on Mitchell Schwartz: False Start, 5 yards (no play)",3.340,0.000
1,0:46,,,,0,7,Timeout #2 by Indianapolis Colts,0.000,2.810
1,0:46,3,13,IND 20,0,7,Brandon Weeden pass complete short right to Josh Gordon for 18 yards (tackle by Cassius Vaughn),2.810,6.740
1,0:20,1,2,IND 2,0,7,Trent Richardson left tackle for 1 yard (tackle by Mario Harvey),6.740,5.910
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,IND 1,0,7,Trent Richardson left end for -3 yards (tackle by Kavell Conner and Antoine Bethea),5.910,0.000
2,14:13,,,,0,7,Timeout #1 by Cleveland Browns,0.000,4.490
2,14:13,3,4,IND 4,0,7,"Brandon Weeden pass complete short right to Ben Watson for 4 yards. Penalty on Josh Cribbs: Offensive Pass Interference, 10 yards (no play)",4.490,3.000
2,14:07,3,14,IND 14,6,7,"Brandon Weeden pass complete short middle to Greg Little for 14 yards, touchdown",3.000,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,14:07,,,IND 2,6,7,Phil Dawson kicks extra point no good,0.000,-1.000
2,14:01,,,CLE 35,6,7,"Phil Dawson kicks off 65 yards, returned by Mewelde Moore for 24 yards (tackle by Josh Cribbs)",0.000,0.540
2,13:55,1,10,IND 24,6,7,Delone Carter left tackle for 5 yards (tackle by Frostee Rucker),0.540,0.670
2,13:22,2,5,IND 29,6,7,"Andrew Luck pass incomplete deep left intended for Donnie Avery (defended by Sheldon Brown). Penalty on Sheldon Brown: Illegal Contact, 5 yards (no play)",0.670,1.200
2,13:16,1,10,IND 34,6,7,Delone Carter left end for 5 yards (tackle by Sheldon Brown),1.200,1.330
2,12:51,2,5,IND 39,6,7,Delone Carter up the middle for 6 yards (tackle by Buster Skrine),1.330,1.930
2,12:08,1,10,IND 45,6,7,Andrew Luck pass incomplete deep left intended for Reggie Wayne,1.930,1.380
2,12:02,2,10,IND 45,6,7,Andrew Luck pass incomplete short left intended for Delone Carter,1.380,0.700
2,11:57,3,10,IND 45,6,7,Andrew Luck pass complete short left to Donnie Avery for 16 yards (tackle by Usama Young),0.700,2.980
2,11:17,1,10,CLE 39,6,7,Delone Carter up the middle for 6 yards (tackle by Kaluka Maiava),2.980,3.250
2,10:39,2,4,CLE 33,6,7,Andrew Luck pass incomplete deep left intended for Reggie Wayne,3.250,2.540
2,10:33,3,4,CLE 33,6,7,Andrew Luck pass complete short left to Coby Fleener for 10 yards (tackle by D'Qwell Jackson),2.540,4.040
2,9:58,1,10,CLE 23,6,7,Andrew Luck pass incomplete deep left intended for Reggie Wayne (defended by T.J. Ward),4.040,3.500
2,9:53,2,10,CLE 23,6,7,Mewelde Moore left end for 5 yards (tackle by T.J. Ward and Ishmaa'ily Kitchen),3.500,3.490
2,9:10,3,5,CLE 18,6,7,Andrew Luck pass complete short middle to Reggie Wayne for 9 yards (tackle by Craig Robertson),3.490,5.140
2,8:28,1,9,CLE 9,6,7,Mewelde Moore up the middle for 4 yards (tackle by Usama Young),5.140,5.150
2,7:47,2,5,CLE 5,6,13,"Andrew Luck right end for 5 yards, touchdown",5.150,7.000
2,7:47,,,CLE 2,6,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,7:41,,,IND 35,6,14,"Pat McAfee kicks off 73 yards, returned by Josh Cribbs for 48 yards (tackle by Pat McAfee). Penalty on Raymond Ventrone: Offensive Holding, 10 yards",0.000,-0.280
2,7:34,1,10,CLE 14,6,14,Brandon Weeden pass incomplete short right intended for Josh Gordon (defended by Cassius Vaughn),-0.280,-0.750
2,7:31,2,10,CLE 14,6,14,Brandon Weeden pass complete short left to Greg Little for 6 yards (tackle by Vontae Davis),-0.750,-0.680
2,6:56,3,4,CLE 20,6,14,Brandon Weeden pass complete short right to Chris Ogbonnaya for 6 yards (tackle by Antoine Bethea and Jerraud Powers),-0.680,0.670
2,6:15,1,10,CLE 26,6,14,Brandon Weeden pass complete short left to Chris Ogbonnaya for 7 yards (tackle by Clifton Geathers),0.670,1.070
2,5:37,2,3,CLE 33,6,14,Brandon Weeden pass complete short right to Trent Richardson for 2 yards (tackle by Pat Angerer),1.070,0.630
2,4:53,3,1,CLE 35,6,14,Trent Richardson left end for no gain (tackle by Antonio Johnson and Jerrell Freeman),0.630,-1.040
2,4:17,4,1,CLE 35,6,14,"Reggie Hodges punts 51 yards, fair catch by T.Y. Hilton",-1.040,0.280
2,4:09,1,10,IND 14,6,14,Vick Ballard left end for 1 yard (tackle by Jabaal Sheard),-0.280,-0.640
2,3:31,2,9,IND 15,6,14,"Penalty on Coby Fleener: False Start, 5 yards (no play)",-0.640,-1.070
2,3:08,2,14,IND 10,6,14,Andrew Luck pass incomplete short right intended for T.Y. Hilton,-1.070,-1.890
2,3:02,3,14,IND 10,6,14,Andrew Luck pass complete short middle to Reggie Wayne for 13 yards (tackle by Buster Skrine),-1.890,0.000
2,2:56,,,,6,14,Timeout #2 by Cleveland Browns,0.000,-1.830
2,2:56,4,1,IND 23,6,14,"Penalty on Billy Winn: Neutral Zone Infraction, 5 yards (no play)",-1.830,0.810
2,2:56,1,10,IND 28,6,14,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards (tackle by Sheldon Brown),0.810,1.340
2,2:38,2,2,IND 36,6,14,Andrew Luck pass complete short right to T.Y. Hilton for 14 yards (tackle by Joe Haden),1.340,2.260
2,2:07,1,10,,6,14,Andrew Luck pass incomplete short left intended for Dwayne Allen,2.260,1.710
2,2:04,2,10,,6,14,Andrew Luck pass incomplete deep left intended for Reggie Wayne,1.710,1.030
2,1:58,3,10,,6,14,Andrew Luck pass incomplete deep left intended for LaVon Brazill,1.030,-0.060
2,1:52,4,10,,6,14,Pat McAfee punts 39 yards,-0.060,0.370
2,1:42,1,10,CLE 11,6,14,Montario Hardesty up the middle for 7 yards (tackle by Jerraud Powers),-0.370,0.000
2,1:14,2,3,CLE 18,6,14,Brandon Weeden pass complete short right to Jordan Cameron for 4 yards (tackle by Antoine Bethea),0.000,0.410
2,1:08,1,10,CLE 22,6,14,Brandon Weeden pass complete short left to Ben Watson for 9 yards (tackle by Moise Fokou),0.410,1.080
2,0:40,2,1,CLE 31,6,14,Brandon Weeden pass complete short middle to Chris Ogbonnaya for 4 yards (tackle by Jerrell Freeman),1.080,1.270
2,0:40,1,10,CLE 35,6,14,Brandon Weeden pass incomplete short right intended for Josh Cooper,1.270,0.720
2,0:35,2,10,CLE 35,6,14,Brandon Weeden pass incomplete short right intended for Josh Cooper,0.720,0.040
2,0:30,3,10,CLE 35,6,14,Chris Ogbonnaya up the middle for 6 yards (tackle by Jerrell Freeman),0.040,0.000
2,0:01,,,,6,14,Timeout #3 by Indianapolis Colts,0.000,-0.650
2,0:01,4,4,CLE 41,6,14,"Brandon Weeden kneels for -1 yards. Penalty on IND: Defensive 12 On-field, 5 yards (no play)",-0.650,1.990
2,0:00,1,10,CLE 46,6,14,Brandon Weeden pass incomplete deep right intended for Josh Gordon (defended by Antoine Bethea),1.990,1.450
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,14,"Pat McAfee kicks off 69 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,6,14,Montario Hardesty right tackle for -1 yards (tackle by Jerry Hughes),0.280,-0.460
3,14:24,2,11,CLE 19,6,14,Brandon Weeden pass complete short middle to Greg Little for 8 yards (tackle by Kavell Conner),-0.460,-0.030
3,13:45,3,3,CLE 27,6,14,Brandon Weeden pass complete short middle to Josh Cooper for 14 yards (tackle by Vontae Davis),-0.030,1.660
3,13:14,1,10,CLE 41,6,14,Montario Hardesty up the middle for 1 yard (tackle by Justin Hickman),1.660,1.260
3,12:35,2,9,CLE 42,6,14,Brandon Weeden pass complete short middle to Ben Watson for 25 yards (tackle by Jerry Hughes and Tom Zbikowski),1.260,3.380
3,12:00,1,10,IND 33,12,14,"Brandon Weeden pass complete deep right to Josh Gordon for 33 yards, touchdown",3.380,7.000
3,12:00,,,IND 2,13,14,Phil Dawson kicks extra point good,0.000,0.000
3,11:53,,,CLE 35,13,14,"Phil Dawson kicks off 73 yards, touchback",0.000,0.280
3,11:53,1,10,IND 20,13,14,Vick Ballard left end for 5 yards (tackle by Sheldon Brown),0.280,0.410
3,11:23,2,5,IND 25,13,14,Vick Ballard left end for 6 yards (tackle by Craig Robertson),0.410,1.000
3,10:38,1,10,IND 31,13,14,Andrew Luck pass complete short middle to Reggie Wayne for 8 yards (tackle by Buster Skrine),1.000,1.540
3,10:14,2,2,IND 39,13,14,Vick Ballard up the middle for 4 yards (tackle by Buster Skrine and Craig Robertson),1.540,1.800
3,9:38,1,10,IND 43,13,14,Andrew Luck pass complete short left to Reggie Wayne for 7 yards (tackle by Sheldon Brown),1.800,2.200
3,9:03,2,3,,13,14,Andrew Luck pass complete short left to Donnie Avery for 6 yards (tackle by Sheldon Brown),2.200,2.650
3,8:26,1,10,CLE 44,13,14,Delone Carter left end for 5 yards (tackle by D'Qwell Jackson),2.650,2.780
3,7:47,2,5,CLE 39,13,14,Delone Carter up the middle for 3 yards (tackle by Juqua Parker and John Hughes),2.780,2.480
3,7:07,3,2,CLE 36,13,14,Delone Carter left tackle for 3 yards (tackle by John Hughes),2.480,3.380
3,6:27,1,10,CLE 33,13,14,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,3.380,2.840
3,6:22,2,10,CLE 33,13,14,Andrew Luck pass incomplete short left intended for Reggie Wayne,2.840,2.150
3,6:16,3,10,CLE 33,13,14,Andrew Luck pass complete short middle to Dwayne Allen for 9 yards (tackle by T.J. Ward),2.150,2.020
3,5:31,4,1,CLE 24,13,14,Delone Carter up the middle for 2 yards (tackle by D'Qwell Jackson),2.020,0.000
3,4:45,,,,13,14,Timeout #1 by Indianapolis Colts,0.000,4.110
3,4:45,1,10,CLE 22,13,14,Andrew Luck sacked by Kaluka Maiava for -5 yards,4.110,2.890
3,4:45,2,15,CLE 27,13,14,Andrew Luck pass incomplete deep right intended for Donnie Avery (defended by D'Qwell Jackson),2.890,2.210
3,4:02,3,15,CLE 27,13,14,"Penalty on Winston Justice: False Start, 5 yards (no play)",2.210,1.550
3,4:02,3,20,CLE 32,13,14,Andrew Luck pass complete short right to Donnie Avery for 13 yards (tackle by Buster Skrine),1.550,2.180
3,3:24,4,7,CLE 19,13,17,Adam Vinatieri 38 yard field goal good,2.180,3.000
3,3:19,,,IND 35,13,17,"Pat McAfee kicks off 71 yards, touchback",0.000,0.280
3,3:19,1,10,CLE 20,13,17,Brandon Weeden pass complete short right to Greg Little for 12 yards (tackle by Jerraud Powers),0.280,1.070
3,2:38,1,10,CLE 32,13,17,Brandon Weeden pass complete short right to Greg Little for -1 yards (tackle by Dwight Freeney),1.070,0.390
3,2:12,2,11,CLE 31,13,17,Brandon Weeden pass incomplete deep left intended for Josh Gordon,0.390,-0.290
3,2:07,3,11,CLE 31,13,17,Brandon Weeden pass incomplete short middle intended for Chris Ogbonnaya,-0.290,-1.310
3,2:02,4,11,CLE 31,13,17,"Reggie Hodges punts 53 yards, returned by T.Y. Hilton for 8 yards (tackle by Buster Skrine)",-1.310,-0.540
3,1:54,1,10,IND 24,13,17,Delone Carter up the middle for 3 yards (tackle by D'Qwell Jackson),0.540,0.400
3,1:25,2,7,IND 27,13,17,Andrew Luck sacked by Frostee Rucker for -2 yards,0.400,-0.560
3,0:45,3,9,IND 25,13,17,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,-0.560,-1.700
3,0:40,4,9,IND 25,13,17,"Pat McAfee punts 59 yards, returned by Josh Cribbs for 17 yards (tackle by Matt Overton). Penalty on Tank Carder: Illegal Block Above the Waist, 10 yards",-1.700,0.140
3,0:27,1,10,CLE 16,13,17,"Penalty on Jordan Cameron: False Start, 5 yards (no play)",-0.140,-0.540
3,0:27,1,15,CLE 11,13,17,Brandon Weeden pass incomplete short middle intended for Travis Benjamin (defended by Tom Zbikowski),-0.540,-1.150
3,0:23,2,15,CLE 11,13,17,Brandon Weeden pass complete short left to Travis Benjamin for 12 yards (tackle by Jerrell Freeman),-1.150,-0.450
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CLE 23,13,17,Brandon Weeden pass incomplete short left intended for Josh Gordon (defended by Tom Zbikowski),-0.450,-1.830
4,14:56,4,3,CLE 23,13,17,Reggie Hodges punts 40 yards,-1.830,-1.400
4,14:47,1,10,IND 37,13,17,Vick Ballard right end for 2 yards (tackle by Joe Haden),1.400,1.130
4,14:08,2,8,IND 39,13,17,Andrew Luck for 4 yards (tackle by Kaluka Maiava),1.130,0.960
4,13:34,3,4,IND 43,13,17,Andrew Luck pass incomplete short left intended for Donnie Avery,0.960,-0.520
4,13:29,4,4,IND 43,13,17,"Pat McAfee punts 57 yards, touchback",-0.520,-0.280
4,13:20,1,10,CLE 20,13,17,Montario Hardesty right tackle for 9 yards (tackle by Antoine Bethea),0.280,0.950
4,12:53,2,1,CLE 29,13,17,Montario Hardesty up the middle for 2 yards (tackle by Antoine Bethea),0.950,1.000
4,12:13,1,10,CLE 31,13,17,Brandon Weeden pass incomplete deep right intended for Josh Gordon,1.000,0.460
4,12:04,2,10,CLE 31,13,17,Montario Hardesty up the middle for 6 yards (tackle by Kavell Conner),0.460,0.560
4,11:25,3,4,CLE 37,13,17,Brandon Weeden pass complete short right to Ben Watson for 2 yards (tackle by Tom Zbikowski),0.560,-0.780
4,10:45,4,2,CLE 39,13,17,"Reggie Hodges punts 42 yards, fair catch by T.Y. Hilton",-0.780,-0.150
4,10:38,1,10,IND 19,13,17,Vick Ballard left end for 6 yards (tackle by Emmanuel Stephens),0.150,0.480
4,10:03,2,4,IND 25,13,17,Vick Ballard right end for 8 yards (tackle by T.J. Ward),0.480,1.140
4,9:22,1,10,IND 33,13,17,"Vick Ballard right end for 1 yard (tackle by T.J. Ward). Penalty on D'Qwell Jackson: Unnecessary Roughness, 15 yards",1.140,2.190
4,8:55,1,10,IND 49,13,17,Vick Ballard left guard for 7 yards (tackle by Ishmaa'ily Kitchen),2.190,2.590
4,8:16,2,3,CLE 44,13,17,Vick Ballard up the middle for no gain (tackle by Buster Skrine),2.590,1.880
4,7:35,3,3,CLE 44,13,17,"Andrew Luck sacked by Sheldon Brown for -5 yards. Andrew Luck fumbles (forced by Sheldon Brown), recovered by Sheldon Brown at 50 (tackle by Andrew Luck)",1.880,-2.260
4,7:25,1,10,,13,17,Brandon Weeden pass complete short right to Travis Benjamin for 9 yards (tackle by Cassius Vaughn),2.260,2.930
4,6:51,2,1,IND 41,13,17,Brandon Weeden pass incomplete deep right intended for Travis Benjamin,2.930,2.210
4,6:45,3,1,IND 41,13,17,Brandon Weeden pass incomplete deep middle intended for Josh Gordon,2.210,0.000
4,6:38,,,,13,17,Timeout #1 by Cleveland Browns,0.000,0.530
4,6:38,4,1,IND 41,13,17,"Reggie Hodges punts 21 yards, out of bounds",0.530,-0.280
4,6:31,1,10,IND 20,13,17,Delone Carter up the middle for 3 yards (tackle by James-Michael Johnson and Frostee Rucker),0.280,0.140
4,5:51,2,7,IND 23,13,17,Andrew Luck pass complete short left to Reggie Wayne for 6 yards (tackle by Craig Robertson),0.140,0.230
4,5:11,3,1,IND 29,13,17,Delone Carter up the middle for no gain (tackle by Jabaal Sheard),0.230,-1.440
4,4:28,4,1,IND 29,13,17,"Pat McAfee punts 49 yards, returned by Josh Cribbs for 4 yards (tackle by Mario Harvey). Penalty on Moise Fokou: Offensive Holding, 10 yards (no play)",-1.440,-2.140
4,4:16,4,11,IND 19,13,17,"Pat McAfee punts 52 yards, returned by Josh Cribbs for 2 yards (tackle by LaVon Brazill)",-2.140,-1.000
4,4:08,1,10,CLE 31,13,17,Brandon Weeden pass complete short left to Josh Cooper for 14 yards (tackle by Jerraud Powers),1.000,1.930
4,3:33,1,10,CLE 45,13,17,Brandon Weeden pass complete short right to Travis Benjamin for 12 yards (tackle by Cassius Vaughn),1.930,2.720
4,2:52,1,10,IND 43,13,17,Brandon Weeden pass incomplete deep left intended for Josh Gordon,2.720,2.180
4,2:46,2,10,IND 43,13,17,Montario Hardesty up the middle for 4 yards (tackle by Ricardo Mathews and Jerrell Freeman),2.180,2.010
4,2:03,3,6,IND 39,13,17,Brandon Weeden pass incomplete deep right intended for Greg Little,2.010,0.660
4,1:57,4,6,IND 39,13,17,Brandon Weeden pass incomplete short middle intended for Josh Cooper (defended by Jerraud Powers),0.660,-1.530
4,1:54,1,10,IND 39,13,17,Vick Ballard left end for -3 yards (tackle by John Hughes),1.530,0.000
4,1:50,,,,13,17,Timeout #2 by Cleveland Browns,0.000,0.580
4,1:50,2,13,IND 36,13,17,Vick Ballard left end for 26 yards (tackle by Usama Young),0.580,3.050
4,1:42,1,10,CLE 38,13,17,Vick Ballard left tackle for 4 yards (tackle by T.J. Ward),3.050,0.000
4,1:38,,,,13,17,Timeout #3 by Cleveland Browns,0.000,3.050
4,1:38,2,6,CLE 34,13,17,Vick Ballard left tackle for no gain (tackle by Kaluka Maiava and Sheldon Brown),3.050,0.000
4,0:53,,,,13,17,Timeout #2 by Indianapolis Colts,0.000,2.340
4,0:53,3,6,CLE 34,13,17,Vick Ballard up the middle for -1 yards (tackle by Juqua Parker and Billy Winn),2.340,0.000
4,0:07,,,,13,17,Timeout #3 by Indianapolis Colts,0.000,0.970
4,0:07,4,7,CLE 35,13,17,"Pat McAfee punts 35 yards, touchback",0.970,-0.280
4,0:01,1,10,CLE 20,13,17,"Brandon Weeden pass complete short left to Josh Cribbs for 8 yards, lateral to Greg Little for 8 yards, lateral to Josh Cooper for 4 yards, lateral to Greg Little for -2 yards, lateral to Josh Gordon for 8 yards, lateral to Josh Cribbs for no gain. Brandon Weeden fumbles, recovered by Josh Cribbs at CLE-40",0.280,0.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
