Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2,12:30,1,10,TEN 38,7,3,Edgerrin James right end for 4 yards (tackle by Brad Kassell and Rien Long),3.050,3.050
2,11:42,2,6,TEN 34,7,3,Edgerrin James right end for 5 yards (tackle by Rien Long),3.050,3.010
2,10:56,3,1,TEN 29,7,3,Peyton Manning pass complete to Dallas Clark for 8 yards,3.010,4.170
2,10:22,1,10,TEN 21,7,3,Edgerrin James up the middle for 4 yards (tackle by Peter Sirmon),4.170,4.200
2,9:49,2,6,TEN 17,7,3,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Andre Woolfolk),4.200,3.460
2,9:46,3,6,TEN 17,7,3,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Lamont Thompson),3.460,5.140
2,9:15,1,9,TEN 9,7,3,Edgerrin James right end for 7 yards (tackle by Peter Sirmon and Keith Bulluck),5.140,5.720
2,8:41,2,2,TEN 2,7,3,Edgerrin James right guard for 1 yard (tackle by Rien Long),5.720,5.170
2,8:01,3,1,TEN 1,7,3,Edgerrin James right tackle for -1 yards (tackle by Antwan Odom),5.170,3.250
2,7:21,4,2,TEN 2,10,3,Mike Vanderjagt 20 yard field goal good,3.250,3.000
2,,,,IND 30,10,3,"Dave Rayner kicks off 55 yards, returned by Adam Jones for 12 yards (tackle by Marlin Jackson)",0.000,0.740
2,7:12,1,10,TEN 27,10,3,Chris Brown up the middle for 2 yards (tackle by Bob Sanders),0.740,0.470
2,6:35,2,8,TEN 29,10,3,Chris Brown left end for 3 yards (tackle by Corey Simon),0.470,0.170
2,5:55,3,5,TEN 32,10,3,Steve McNair pass incomplete intended for Erron Kinney,0.170,-1.240
2,5:52,4,5,TEN 32,10,3,"Craig Hentrich punts 44 yards, fair catch by Troy Walters",-1.240,-0.540
2,5:44,1,10,IND 24,10,3,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Andre Woolfolk),0.540,1.210
2,5:24,2,1,IND 33,10,3,Edgerrin James up the middle for 7 yards (tackle by Keith Bulluck),1.210,1.600
2,4:55,1,10,IND 40,10,3,Edgerrin James right guard for no gain (tackle by Kyle Vanden Bosch),1.600,1.050
2,4:21,2,10,IND 40,10,3,Peyton Manning pass complete to Bryan Fletcher for 15 yards (tackle by Brad Kassell),1.050,2.590
2,3:54,1,10,TEN 45,10,3,Edgerrin James left end for 2 yards (tackle by Keith Bulluck),2.590,2.310
2,3:20,2,8,TEN 43,10,3,"Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Peter Sirmon). Penalty on Adam Jones: Taunting, 15 yards",2.310,3.970
2,2:45,1,10,TEN 24,10,3,Peyton Manning pass incomplete intended for Reggie Wayne,3.970,3.430
2,2:40,2,10,TEN 24,10,3,Peyton Manning pass complete to Ran Carthon for 10 yards (tackle by Keith Bulluck),3.430,4.650
2,2:00,1,10,TEN 14,10,3,Peyton Manning for 3 yards (tackle by Antwan Odom),4.650,4.520
2,1:25,2,7,TEN 11,10,3,Peyton Manning pass incomplete intended for Dallas Clark,4.520,3.620
2,1:21,3,7,TEN 11,16,3,"Peyton Manning pass complete to Marvin Harrison for 11 yards, touchdown",3.620,7.000
2,,,,TEN 2,17,3,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,17,3,"Dave Rayner kicks off 64 yards, returned by Adam Jones for 32 yards (tackle by Keith O'Neil). Adam Jones fumbles (forced by Keith O'Neil), recovered by Troy Fleming at TEN-38",0.000,1.470
2,1:05,1,10,TEN 38,17,3,Steve McNair pass complete to Brandon Jones for 20 yards (tackle by Bob Sanders),1.470,2.790
2,0:56,1,10,IND 42,17,3,Steve McNair pass incomplete intended for Brandon Jones,2.790,2.240
2,0:50,2,10,IND 42,17,3,Steve McNair up the middle for 12 yards (tackle by Jason David),2.240,3.580
2,0:41,1,10,IND 30,17,3,Steve McNair pass incomplete intended for Drew Bennett,3.580,3.030
2,0:36,2,10,IND 30,17,3,Steve McNair pass incomplete intended for Drew Bennett is intercepted by Bob Sanders at IND-2,3.030,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:29,1,10,IND 2,17,3,Edgerrin James right tackle for 3 yards (tackle by Jared Clauss),-0.380,-0.560
2,0:22,,,,17,3,Timeout #1 by Tennessee Titans,0.000,-0.560
2,0:22,2,7,IND 5,17,3,Edgerrin James right tackle for 8 yards (tackle by Peter Sirmon),-0.560,-0.320
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,17,3,"Dave Rayner kicks off 68 yards, returned by Adam Jones for 24 yards (tackle by Kelvin Hayden)",0.000,0.670
3,14:51,1,10,TEN 26,17,3,Steve McNair pass complete to Drew Bennett for 13 yards (tackle by Mike Doss and Cato June),0.670,1.530
3,14:12,1,10,TEN 39,17,3,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by Cato June),1.530,2.070
3,13:35,2,2,TEN 47,17,3,Chris Brown up the middle for -1 yards (tackle by Corey Simon and Gary Brackett),2.070,1.220
3,12:57,3,3,TEN 46,17,3,Steve McNair sacked by Robert Mathis for -6 yards,1.220,-0.720
3,12:33,4,9,TEN 40,17,3,"Craig Hentrich punts 30 yards, fair catch by Troy Walters",-0.720,-1.000
3,12:25,1,10,IND 31,17,3,Edgerrin James up the middle for 10 yards (tackle by Lamont Thompson and Peter Sirmon),1.000,1.660
3,11:46,1,10,IND 41,17,3,Edgerrin James right end for 9 yards (tackle by Keith Bulluck and Lamont Thompson),1.660,2.340
3,10:58,2,1,TEN 50,17,3,Ran Carthon up the middle for 3 yards (tackle by Keith Bulluck),2.340,2.460
3,10:25,1,10,TEN 47,17,3,Peyton Manning pass complete to Marvin Harrison for 16 yards,2.460,3.510
3,9:42,1,10,TEN 31,17,3,Peyton Manning pass complete to Marvin Harrison for 17 yards (tackle by Peter Sirmon),3.510,4.650
3,9:04,1,10,TEN 14,17,3,Edgerrin James up the middle for no gain (tackle by Randy Starks),4.650,4.000
3,8:32,2,10,TEN 14,17,3,Peyton Manning pass complete to Dallas Clark for 6 yards (tackle by Peter Sirmon and Brad Kassell),4.000,4.280
3,8:00,3,4,TEN 8,23,3,"Peyton Manning pass complete to Edgerrin James for 8 yards, touchdown",4.280,7.000
3,,,,TEN 2,24,3,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,24,3,"Dave Rayner kicks off 65 yards, returned by Andrae Thurman for 25 yards (tackle by Kelvin Hayden)",0.000,0.940
3,7:49,1,10,TEN 30,24,3,Steve McNair pass complete to Bo Scaife for 9 yards (tackle by David Thornton and Cato June),0.940,1.610
3,7:11,2,1,TEN 39,24,3,Steve McNair pass complete to Bo Scaife for 8 yards (tackle by David Thornton),1.610,2.060
3,6:27,1,10,TEN 47,24,3,Steve McNair pass incomplete intended for Drew Bennett,2.060,1.520
3,6:20,2,10,TEN 47,24,3,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Gary Brackett),1.520,1.620
3,5:41,3,4,IND 47,24,3,Steve McNair pass complete to Chris Brown for 5 yards (tackle by Cato June),1.620,2.790
3,4:53,,,,24,3,Timeout #1 by Tennessee Titans,0.000,2.790
3,4:53,1,10,IND 42,24,3,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by Nick Harper),2.790,3.190
3,4:20,2,3,IND 35,24,3,Chris Brown up the middle for -1 yards (tackle by Bob Sanders and Cato June),3.190,2.340
3,3:33,3,4,IND 36,24,3,Steve McNair up the middle for 12 yards (tackle by Marlin Jackson),2.340,3.970
3,2:48,1,10,IND 24,24,3,Steve McNair pass complete to Bo Scaife for 5 yards (tackle by Marlin Jackson),3.970,4.120
3,2:05,2,5,IND 19,24,3,Steve McNair pass complete to Ben Troupe for 3 yards (tackle by Corey Simon and Josh Thomas),4.120,3.950
3,1:16,,,,24,3,Timeout #2 by Tennessee Titans,0.000,3.950
3,1:16,3,2,IND 16,24,3,Brandon Jones left end for 1 yard (tackle by Bob Sanders),3.950,2.590
3,0:38,4,1,IND 15,24,3,"Penalty on Benji Olson: False Start, 5 yards (no play)",2.590,2.150
3,0:27,4,6,IND 20,24,3,Rob Bironas 38 yard field goal no good,2.150,-0.810
3,0:22,1,10,IND 28,24,3,Edgerrin James up the middle for -1 yards (tackle by Kyle Vanden Bosch),0.810,0.130
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,IND 27,24,3,Peyton Manning pass incomplete intended for Marvin Harrison,0.130,-0.560
4,14:56,3,11,IND 27,24,3,Peyton Manning pass complete to Reggie Wayne for 23 yards,-0.560,2.260
4,14:45,1,10,TEN 50,24,3,Edgerrin James right end for 2 yards (tackle by Brad Kassell and Kyle Vanden Bosch),2.260,1.980
4,14:12,2,8,TEN 48,24,3,Peyton Manning pass incomplete intended for Dallas Clark,1.980,1.290
4,14:07,3,8,TEN 48,24,3,Peyton Manning pass complete to Dallas Clark for 24 yards,1.290,3.970
4,13:21,1,10,TEN 24,24,3,Peyton Manning pass incomplete intended for Marvin Harrison,3.970,3.430
4,13:16,2,10,TEN 24,30,3,"Peyton Manning pass complete to Marvin Harrison for 24 yards, touchdown",3.430,7.000
4,,,,TEN 2,31,3,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,31,3,"Dave Rayner kicks off 63 yards, returned by Andrae Thurman for 17 yards (tackle by Matt Giordano)",0.000,0.540
4,13:04,1,10,TEN 24,31,3,Steve McNair left end for 8 yards (tackle by Larry Tripplett),0.540,1.080
4,12:20,2,2,TEN 32,31,3,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Cato June and David Thornton),1.080,1.530
4,11:41,1,10,TEN 39,31,3,Steve McNair pass complete to Chris Brown for 12 yards (tackle by Gary Brackett),1.530,2.320
4,11:00,1,10,IND 49,31,3,Steve McNair pass complete to Bo Scaife for 1 yard (tackle by Montae Reagor and David Thornton),2.320,1.920
4,10:16,2,9,IND 48,31,3,Steve McNair sacked by Josh Thomas for -10 yards,1.920,-0.100
4,9:41,3,19,TEN 42,31,3,Steve McNair pass complete to Roydell Williams for 15 yards (tackle by Marlin Jackson),-0.100,0.400
4,9:02,4,4,IND 43,31,3,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Gary Brackett),0.400,3.120
4,8:19,1,10,IND 37,31,3,Steve McNair pass complete to Tyrone Calico for 9 yards (tackle by Cato June),3.120,3.790
4,7:38,2,1,IND 28,31,3,"Penalty on Drew Bennett: False Start, 5 yards (no play)",3.790,3.110
4,7:13,2,6,IND 33,31,3,Steve McNair pass incomplete intended for Ben Troupe,3.110,2.410
4,7:10,3,6,IND 33,31,3,Steve McNair pass incomplete intended for Tyrone Calico,2.410,1.160
4,7:04,4,6,IND 33,31,3,Steve McNair pass complete to Roydell Williams for 18 yards (tackle by Bob Sanders),1.160,4.580
4,6:34,,,,31,3,Timeout #1 by Indianapolis Colts,0.000,4.580
4,6:34,1,10,IND 15,31,3,Steve McNair pass incomplete intended for Drew Bennett,4.580,3.950
4,6:30,2,10,IND 15,31,3,Steve McNair pass complete to Ben Troupe for 7 yards (tackle by Nick Harper),3.950,4.450
4,5:45,3,3,IND 8,31,3,"Chris Brown right tackle for 6 yards (tackle by Gary Brackett). Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",4.450,2.890
4,5:17,3,13,IND 18,31,3,Steve McNair pass complete to Erron Kinney for 12 yards (tackle by Gary Brackett and Mike Doss),2.890,3.020
4,4:36,4,1,IND 6,31,9,"Steve McNair pass complete to Bo Scaife for 6 yards, touchdown",3.020,7.000
4,,,,IND 2,31,10,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,31,10,Rob Bironas kicks off 66 yards,0.000,1.600
4,4:31,1,10,IND 40,31,10,Ran Carthon right end for 7 yards (tackle by Reynaldo Hill),1.600,2.000
4,3:44,2,3,IND 47,31,10,Ran Carthon right tackle for 2 yards (tackle by Randy Starks),2.000,1.550
4,2:57,3,1,IND 49,31,10,Ran Carthon up the middle for -5 yards (tackle by Bo Schobel and Jared Clauss),1.550,-0.460
4,2:20,4,6,IND 44,31,10,"Hunter Smith punts 56 yards, touchback",-0.460,-0.280
4,2:10,1,10,TEN 20,31,10,Jarrett Payton right tackle for 11 yards (tackle by Dwight Freeney),0.280,1.000
4,2:00,1,10,TEN 31,31,10,Jarrett Payton up the middle for 15 yards (tackle by Bob Sanders),1.000,1.990
4,1:24,1,10,TEN 46,31,10,Jarrett Payton up the middle for 9 yards (tackle by Mike Doss and Gary Brackett),1.990,2.670
4,0:48,2,1,IND 45,31,10,Jarrett Payton right tackle for 2 yards (tackle by Mike Doss),2.670,2.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
