#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:18,NWE 10,12,5:58,81,Field Goal
2,1,1:30,NWE 20,3,0:45,-9,Punt
3,1,0:08,NWE 3,11,4:33,91,Field Goal
4,2,9:25,NWE 25,11,5:29,75,Touchdown
5,2,2:10,BUF 27,4,1:35,27,Touchdown
6,3,15:00,NWE 28,13,5:52,70,Field Goal
7,3,8:02,NWE 21,3,2:01,5,Punt
8,3,4:03,NWE 22,3,1:30,6,Punt
9,3,2:33,NWE 24,6,2:38,49,Field Goal
10,4,13:57,BUF 23,3,0:49,2,Interception
11,4,11:34,NWE 30,12,6:54,50,Field Goal
12,4,3:31,,5,3:00,12,Downs
13,4,0:18,BUF 44,1,0:18,-1,End of Game
