Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Patrick Peterson,ARI,0,4,4,100.0%,54,13.5,13.5,0,118.7,4.3,17,37,0,0,0,0.0,0,5,0,0.0%
Jordan Hicks,ARI,0,2,2,100.0%,7,3.5,3.5,0,81.2,-1.0,-2,9,5,1,0,0.0,1,7,0,0.0%
Dre Kirkpatrick,ARI,1,6,2,33.3%,16,8.0,2.7,0,2.8,10.7,16,0,0,0,0,0.0,0,3,0,0.0%
Haason Reddick,ARI,0,1,1,100.0%,7,7.0,7.0,0,95.8,4.0,4,3,5,0,0,0.0,0,4,0,0.0%
Isaiah Simmons,ARI,0,0,0,,,,,,,,,,1,0,0,1.0,1,5,0,0.0%
Angelo Blackson,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
De'Vondre Campbell,ARI,0,0,0,,,,,,,,,,2,0,0,1.0,1,6,0,0.0%
Trevon Coley,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Chris Banjo,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Byron Murphy,ARI,0,3,0,0.0%,,,0.0,,39.6,4.3,,,0,0,0,0.0,0,1,0,0.0%
Kylie Fitts,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%
Markus Golden,ARI,1,0,0,,,,,,,,,,4,0,0,0.0,0,3,0,0.0%
Devon Kennard,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Budda Baker,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,1,20.0%
Johnathan Joseph,ARI,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
J.C. Jackson,NWE,0,6,3,50.0%,13,4.3,2.2,0,56.2,12.2,5,8,0,0,0,0.0,0,2,1,33.3%
Jonathan Jones,NWE,0,5,3,60.0%,11,3.7,2.2,0,64.6,4.8,4,7,1,0,0,0.0,0,3,0,0.0%
Terez Hall,NWE,0,4,3,75.0%,27,9.0,6.8,0,92.7,1.5,13,14,2,0,0,0.0,0,8,1,11.1%
Stephon Gilmore,NWE,0,5,3,60.0%,26,8.7,5.2,0,73.7,6.8,23,3,0,0,0,0.0,0,4,1,20.0%
Ja'Whaun Bentley,NWE,0,5,3,60.0%,15,5.0,3.0,0,64.6,7.8,9,6,4,0,0,0.0,0,14,0,0.0%
Devin McCourty,NWE,0,2,2,100.0%,23,11.5,11.5,0,114.6,12.5,25,-2,3,0,0,0.0,0,3,0,0.0%
Jason McCourty,NWE,0,2,2,100.0%,24,12.0,12.0,0,116.7,9.5,19,5,0,0,0,0.0,0,3,0,0.0%
Adrian Phillips,NWE,1,2,2,100.0%,7,3.5,3.5,0,41.7,1.0,2,5,5,0,0,0.0,0,5,0,0.0%
Chase Winovich,NWE,0,1,1,100.0%,19,19.0,19.0,0,118.7,-4.0,-4,23,0,0,0,1.0,1,5,1,16.7%
Kyle Dugger,NWE,0,2,1,50.0%,5,5.0,2.5,0,56.2,5.5,-1,6,0,0,0,0.0,0,4,0,0.0%
Adam Butler,NWE,0,0,0,,,,,,,,,,0,0,2,1.0,3,5,0,0.0%
Josh Uche,NWE,0,0,0,,,,,,,,,,1,0,1,0.0,1,0,0,
Myles Bryant,NWE,0,0,0,,,,,,,,,,3,0,0,0.0,0,3,0,0.0%
