Quarter,Time,Down,ToGo,Location,ARI,NWE,Detail,EPB,EPA
1,1:06,2,4,ARI 40,10,0,"Cam Newton right end for 7 yards (tackle by Byron Murphy). Penalty on N'Keal Harry: Offensive Holding, 10 yards",2.790,2.380
1,0:50,2,7,ARI 43,10,0,"Cam Newton pass complete short right to Jakobi Meyers for 13 yards (tackle by Patrick Peterson and Isaiah Simmons). Penalty on Isaiah Simmons: Lowering the Head to Initiate Contact, 15 yards",2.380,4.580
1,0:27,1,10,ARI 15,10,0,Cam Newton pass incomplete short left intended for N'Keal Harry (defended by Johnathan Joseph),4.580,3.950
1,0:24,2,10,ARI 15,10,0,Cam Newton pass complete short middle to Jakobi Meyers for 7 yards (tackle by Budda Baker and Patrick Peterson),3.950,4.450
Quarter,Time,Down,ToGo,Location,ARI,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,ARI 8,10,0,Gunner Olszewski left end for 1 yard (tackle by Johnathan Joseph and Kylie Fitts),4.450,3.000
2,14:21,4,2,ARI 7,10,6,"James White right tackle for 7 yards, touchdown",3.000,7.000
2,14:15,,,ARI 15,10,7,Nick Folk kicks extra point good,0.000,0.000
2,14:15,,,NWE 35,10,7,"Jake Bailey kicks off 62 yards, returned by Chase Edmonds for 18 yards (tackle by Joejuan Williams)",0.000,0.340
2,14:11,1,10,ARI 21,10,7,Kenyan Drake left guard for 4 yards (tackle by Adrian Phillips and Terez Hall),0.340,0.340
2,13:30,2,6,ARI 25,10,7,Kyler Murray pass complete short middle to Kenyan Drake for 6 yards (tackle by Terez Hall),0.340,1.000
2,12:53,1,10,ARI 31,10,7,Kenyan Drake left guard for 2 yards (tackle by Lawrence Guy and Ja'Whaun Bentley),1.000,0.730
2,12:16,2,8,ARI 33,10,7,Kyler Murray pass complete short left to Andy Isabella for 8 yards (tackle by Terez Hall),0.730,1.660
2,11:39,1,10,ARI 41,10,7,Christian Kirk right end for no gain (tackle by Ja'Whaun Bentley),1.660,1.120
2,11:02,2,10,ARI 41,10,7,Kyler Murray sacked by Chase Winovich for -1 yards,1.120,0.300
2,10:23,3,11,ARI 40,10,7,Kyler Murray pass incomplete short left intended for Chase Edmonds,0.300,-0.720
2,10:17,4,11,ARI 40,10,7,"Andy Lee punts 46 yards, fair catch by Gunner Olszewski at NE-14",-0.720,0.280
2,10:09,1,10,NWE 14,10,7,Cam Newton up the middle for 8 yards (tackle by Haason Reddick),-0.280,0.420
2,9:25,2,2,NWE 22,10,7,Cam Newton up the middle for 4 yards (tackle by Trevon Coley and De'Vondre Campbell),0.420,0.670
2,8:42,1,10,NWE 26,10,7,Cam Newton pass incomplete deep right intended for Jakobi Meyers,0.670,0.130
2,8:35,2,10,NWE 26,10,7,Damien Harris right end for 3 yards (tackle by Markus Golden),0.130,-0.160
2,7:50,3,7,NWE 29,10,7,Cam Newton sacked by Isaiah Simmons for -9 yards,-0.160,-2.030
2,7:07,4,16,NWE 20,10,7,"Jake Bailey punts 59 yards, returned by Christian Kirk for 7 yards (tackle by Justin Bethel and Cody Davis)",-2.030,-0.810
2,6:57,1,10,ARI 28,10,7,Kenyan Drake left guard for 3 yards (tackle by Ja'Whaun Bentley),0.810,0.670
2,6:24,2,7,ARI 31,10,7,Kyler Murray pass incomplete deep right intended for Christian Kirk,0.670,-0.030
2,6:18,3,7,ARI 31,10,7,Kyler Murray pass complete short middle to Dan Arnold for 17 yards (tackle by Jason McCourty),-0.030,2.130
2,5:32,1,10,ARI 48,10,7,Kyler Murray pass complete short left to Andy Isabella for 4 yards (tackle by Jonathan Jones and Kyle Dugger),2.130,2.120
2,4:55,2,6,NWE 48,10,7,Kyler Murray pass incomplete deep right intended for Christian Kirk,2.120,1.420
2,4:49,3,6,NWE 48,10,7,Kyler Murray pass complete short left to DeAndre Hopkins for 9 yards (tackle by Stephon Gilmore),1.420,2.980
2,4:30,,,,,,Timeout #1 by New England Patriots,,
2,4:30,1,10,NWE 39,10,7,Kenyan Drake up the middle for 3 yards (tackle by Adrian Phillips and Lawrence Guy),2.980,2.850
2,3:46,2,7,NWE 36,10,7,Kyler Murray pass complete short middle to DeAndre Hopkins for 13 yards (tackle by Terez Hall and Ja'Whaun Bentley),2.850,4.040
2,3:00,1,10,NWE 23,10,7,Chase Edmonds left end for 3 yards (tackle by Kyle Dugger),4.040,3.900
2,2:22,2,7,NWE 20,10,7,Kyler Murray pass complete short right to Christian Kirk for 6 yards (tackle by John Simon),3.900,4.280
2,2:00,3,1,NWE 14,10,7,Kenyan Drake up the middle for 4 yards (tackle by Lawrence Guy),4.280,4.910
2,1:19,1,10,NWE 10,10,7,Kenyan Drake up the middle for 2 yards (tackle by Adam Butler and Lawrence Guy),4.910,4.570
2,0:41,2,8,NWE 8,10,7,Kyler Murray pass incomplete short middle intended for Christian Kirk,4.570,3.580
2,0:36,3,8,NWE 8,10,7,Kyler Murray pass complete short left to KeeSean Johnson for 7 yards (tackle by Jason McCourty and Adam Butler),3.580,3.550
2,0:03,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:03,,,,,,Timeout #2 by New England Patriots,,
2,0:03,4,1,NWE 1,10,7,Kenyan Drake up the middle for no gain (tackle by Akeem Spence and Ja'Whaun Bentley),3.550,-0.380
Quarter,Time,Down,ToGo,Location,ARI,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,10,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,10,7,Chase Edmonds left tackle for 9 yards (tackle by Kyle Dugger),0.610,1.280
3,14:41,2,1,ARI 34,10,7,Kyler Murray pass complete short right to Chase Edmonds for -1 yards (tackle by J.C. Jackson),1.280,0.430
3,13:59,3,2,ARI 33,10,7,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Devin McCourty),0.430,1.600
3,13:22,1,10,ARI 40,10,7,Kyler Murray pass incomplete deep right intended for Dan Arnold,1.600,1.050
3,13:16,2,10,ARI 40,10,7,Kenyan Drake right guard for -1 yards (tackle by Adam Butler and Myles Bryant),1.050,0.230
3,12:38,3,11,ARI 39,10,7,Kyler Murray left guard for 9 yards (tackle by Jason McCourty),0.230,-0.190
3,12:00,4,2,ARI 48,10,7,"Andy Lee punts 34 yards, returned by Gunner Olszewski for 58 yards. Penalty on Anfernee Jennings: Illegal Blindside Block, 15 yards",-0.190,-2.980
3,11:43,1,10,ARI 39,10,7,Damien Harris left end for -1 yards (tackle by Budda Baker and Zach Allen),2.980,2.300
3,11:00,2,11,ARI 40,10,7,Cam Newton pass complete short left to Damiere Byrd for 11 yards (tackle by Dre Kirkpatrick),2.300,3.640
3,10:19,1,10,ARI 29,10,7,Cam Newton pass complete short right to Jakobi Meyers for 7 yards (tackle by Haason Reddick),3.640,4.050
3,9:40,2,3,ARI 22,10,7,Damien Harris up the middle for 15 yards (tackle by Patrick Peterson),4.050,5.600
3,9:12,1,7,ARI 7,10,7,Damien Harris right tackle for 3 yards (tackle by Jordan Hicks),5.600,5.340
3,8:35,2,4,ARI 4,10,7,Damien Harris left guard for no gain (tackle by Markus Golden and Budda Baker),5.340,4.490
3,7:55,3,4,ARI 4,10,7,Cam Newton pass incomplete short left intended for Damiere Byrd,4.490,3.030
3,7:50,4,4,ARI 4,10,10,Nick Folk 22 yard field goal good,3.030,3.000
3,7:46,,,NWE 35,10,10,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,7:46,1,10,ARI 25,10,10,Kyler Murray left end for 5 yards (tackle by Terez Hall),0.610,0.740
3,7:16,2,5,ARI 30,10,10,Kenyan Drake right guard for 2 yards (tackle by Ja'Whaun Bentley and Akeem Spence),0.740,0.300
3,6:29,3,3,ARI 32,10,10,Kyler Murray pass short left (defended by Adam Butler) intended for DeAndre Hopkins is intercepted by Adrian Phillips at ARI-31 and returned for no gain,0.300,-3.510
3,6:21,1,10,ARI 31,10,10,Damien Harris left guard for 18 yards (tackle by Dre Kirkpatrick),3.510,4.710
3,5:41,1,10,ARI 13,10,10,Damien Harris up the middle for 6 yards (tackle by Jordan Hicks),4.710,5.150
3,5:22,2,4,ARI 7,10,10,Cam Newton up the middle for 6 yards (tackle by Trevon Coley),5.150,6.970
3,4:59,1,1,ARI 1,10,10,Cam Newton left guard for no gain (tackle by Devon Kennard),6.970,5.910
3,4:16,2,1,ARI 1,10,10,Damien Harris right guard for no gain (tackle by Jordan Hicks),5.910,5.170
3,3:35,,,,,,Timeout #1 by Arizona Cardinals,,
3,3:35,3,1,ARI 1,10,16,"James White left end for 1 yard, touchdown",5.170,7.000
3,3:30,,,ARI 15,10,17,Nick Folk kicks extra point good,0.000,0.000
3,3:30,,,NWE 35,10,17,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,3:30,1,10,ARI 25,10,17,Kyler Murray pass incomplete short right intended for Kenyan Drake,0.610,0.060
3,3:24,2,10,ARI 25,10,17,Kyler Murray pass complete short middle to Chase Edmonds for 3 yards (tackle by Ja'Whaun Bentley),0.060,-0.230
3,2:47,3,7,ARI 28,10,17,Kyler Murray sacked by Adam Butler for -9 yards,-0.230,-2.140
3,2:10,4,16,ARI 19,10,17,"Andy Lee punts 46 yards, returned by Gunner Olszewski for 9 yards (tackle by D.J. Foster and Isaiah Simmons)",-2.140,-1.860
3,1:59,1,10,NWE 44,10,17,James White right end for 4 yards (tackle by Patrick Peterson),1.860,1.860
3,1:21,2,6,NWE 48,10,17,Damien Harris left end for -8 yards (tackle by Markus Golden),1.860,0.100
3,0:38,3,14,NWE 40,10,17,Cam Newton pass incomplete short right intended for Damiere Byrd,0.100,-0.720
3,0:28,4,14,NWE 40,10,17,"Jake Bailey punts 60 yards, touchback.",-0.720,-0.280
3,0:21,1,10,ARI 20,10,17,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Jonathan Jones),0.280,0.410
Quarter,Time,Down,ToGo,Location,ARI,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ARI 25,10,17,Kyler Murray pass complete short left to DeAndre Hopkins for 8 yards (tackle by Stephon Gilmore),0.410,1.140
4,14:26,1,10,ARI 33,10,17,Kenyan Drake left guard for 4 yards (tackle by Deatrich Wise),1.140,1.130
4,14:08,2,6,ARI 37,10,17,Kyler Murray pass complete short middle to Kenyan Drake for 3 yards (tackle by Ja'Whaun Bentley),1.130,0.830
4,13:21,3,3,ARI 40,10,17,Kyler Murray pass incomplete short left intended for DeAndre Hopkins. Penalty on Stephon Gilmore: Defensive Pass Interference (Offsetting) . Penalty on Damiere Byrd: Offensive Pass Interference (Offsetting) (no play),0.830,0.830
4,13:15,3,3,ARI 40,10,17,Kyler Murray right guard for 4 yards (tackle by Myles Bryant),0.830,1.860
4,12:39,1,10,ARI 44,10,17,Kyler Murray left end for 15 yards (tackle by Chase Winovich),1.860,2.850
4,12:08,1,10,NWE 41,10,17,Kenyan Drake left tackle for 4 yards (tackle by Terez Hall),2.850,2.850
4,11:48,2,6,NWE 37,10,17,Kyler Murray pass complete short right to Kenyan Drake for 6 yards (tackle by Ja'Whaun Bentley),2.850,3.510
4,10:58,,,,,,Timeout #2 by Arizona Cardinals,,
4,10:58,1,10,NWE 31,10,17,Kenyan Drake right end for 13 yards (tackle by Adrian Phillips),3.510,4.370
4,10:36,1,10,NWE 18,10,17,Kenyan Drake left guard for 6 yards (tackle by Chase Winovich and Ja'Whaun Bentley),4.370,4.810
4,10:01,2,4,NWE 12,10,17,Kyler Murray pass incomplete short right intended for Dan Arnold,4.810,4.030
4,9:54,3,4,NWE 12,10,17,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,4.030,2.710
4,9:50,4,4,NWE 12,10,17,"Kyler Murray pass incomplete short right intended for Dan Arnold. Penalty on Jason McCourty: Defensive Holding, 5 yards (no play)",2.710,5.600
4,9:43,1,7,NWE 7,10,17,Kenyan Drake left end for 2 yards (tackle by Kyle Dugger),5.600,5.150
4,9:14,2,5,NWE 5,10,17,"Penalty on Dan Arnold: False Start, 5 yards (no play)",5.150,4.190
4,9:14,2,10,NWE 10,10,17,Kyler Murray pass complete short left to Maxx Williams for 6 yards (tackle by Chase Winovich and Ja'Whaun Bentley),4.190,4.490
4,8:41,3,4,NWE 4,10,17,"Kyler Murray pass incomplete short right. Penalty on Stephon Gilmore: Defensive Holding, 2 yards (no play)",4.490,6.740
4,8:33,1,2,NWE 2,10,17,Kenyan Drake up the middle for 1 yard (tackle by Lawrence Guy and Ja'Whaun Bentley),6.740,5.910
4,8:06,2,1,NWE 1,16,17,"Kenyan Drake left guard for 1 yard, touchdown",5.910,7.000
4,8:02,,,NWE 15,17,17,Zane Gonzalez kicks extra point good,0.000,0.000
4,8:02,,,ARI 35,17,17,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,8:02,1,10,NWE 25,17,17,Cam Newton pass complete short middle to Jakobi Meyers for 17 yards (tackle by Chris Banjo),0.610,1.730
4,7:23,1,10,NWE 42,17,17,"Cam Newton pass incomplete short middle intended for Damien Harris. Penalty on Patrick Peterson: Illegal Use of Hands, 5 yards (no play)",1.730,2.060
4,7:18,1,10,NWE 47,17,17,Cam Newton left guard for 1 yard (tackle by Domata Peko),2.060,1.650
4,6:36,2,9,NWE 48,17,17,Cam Newton pass complete short middle to Jakobi Meyers for 8 yards (tackle by Jordan Hicks),1.650,2.020
4,6:01,3,1,ARI 44,17,17,Cam Newton up the middle for 2 yards (tackle by Angelo Blackson and Zach Allen),2.020,2.790
4,5:14,1,10,ARI 42,17,17,"Penalty on Jakobi Meyers: False Start, 5 yards (no play)",2.790,2.460
4,5:14,1,15,ARI 47,17,17,Damien Harris up the middle for no gain (tackle by De'Vondre Campbell),2.460,1.570
4,4:37,2,15,ARI 47,17,17,Cam Newton pass short left intended for Damiere Byrd is intercepted by Dre Kirkpatrick at ARI-40 and returned for 13 yards,1.570,-2.460
4,4:27,1,10,NWE 47,17,17,Kenyan Drake right guard for 5 yards (tackle by John Simon),2.460,2.590
4,3:47,2,5,NWE 42,17,17,Kyler Murray pass complete short left to Andy Isabella for 2 yards (tackle by Jonathan Jones),2.590,2.150
4,3:00,3,3,NWE 40,17,17,Chase Edmonds left tackle for 4 yards (tackle by Myles Bryant),2.150,3.180
4,2:15,1,10,NWE 36,17,17,Chase Edmonds up the middle for 4 yards (tackle by Lawrence Guy and John Simon),3.180,3.180
4,2:11,,,,,,Timeout #2 by New England Patriots,,
4,2:11,2,6,NWE 32,17,17,Kenyan Drake left tackle for 4 yards (tackle by Devin McCourty),3.180,3.010
4,2:00,3,2,NWE 28,17,17,Kenyan Drake left end for 1 yard (tackle by Terez Hall and Ja'Whaun Bentley),3.010,1.820
4,1:52,,,,,,Timeout #3 by New England Patriots,,
4,1:52,4,1,NWE 27,17,17,Zane Gonzalez 45 yard field goal no good,1.820,-1.270
4,1:47,1,10,NWE 35,17,17,Cam Newton pass complete short left to James White for -1 yards (tackle by Zach Allen and Trevon Coley),1.270,0.590
4,1:04,2,11,NWE 34,17,17,Cam Newton sacked by Trevon Coley for -2 yards,0.590,-0.360
4,0:56,,,,,,Timeout #3 by Arizona Cardinals,,
4,0:56,3,13,NWE 32,17,17,"Cam Newton left end for 14 yards (tackle by Isaiah Simmons). Penalty on Isaiah Simmons: Lowering the Head to Initiate Contact, 15 yards",-0.360,2.980
4,0:50,1,10,ARI 39,17,17,Cam Newton pass complete short left to Damiere Byrd for 5 yards (tackle by Dre Kirkpatrick),2.980,3.120
4,0:28,2,5,ARI 34,17,17,James White up the middle for 2 yards (tackle by Jordan Hicks),3.120,2.680
4,0:04,3,3,ARI 32,17,17,Cam Newton spiked the ball,2.680,1.290
4,0:03,4,3,ARI 32,17,20,Nick Folk 50 yard field goal good,1.290,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
