Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
1,9:59,1,10,ARI 8,0,7,Edgerrin James up the middle for 2 yards (tackle by Jason Ferguson),-0.380,-0.630
1,9:24,2,8,ARI 10,0,7,Kurt Warner pass complete short right to Ben Patrick for 7 yards (tackle by Channing Crowder),-0.630,-0.370
1,8:57,3,1,ARI 17,0,7,Tim Hightower left tackle for 3 yards (tackle by Channing Crowder),-0.370,0.280
1,8:17,1,10,ARI 20,0,7,Edgerrin James up the middle for 1 yard (tackle by Akin Ayodele),0.280,-0.130
1,7:42,2,9,ARI 21,0,7,Kurt Warner pass complete deep right to Larry Fitzgerald for 75 yards (tackle by Will Allen),-0.130,6.280
1,7:00,1,4,MIA 4,0,7,Kurt Warner pass complete short left to Ben Patrick for 3 yards (tackle by Akin Ayodele),6.280,5.910
1,6:22,2,1,MIA 1,0,7,"Tim Hightower right tackle for -2 yards (tackle by Channing Crowder). Tim Hightower fumbles (forced by Channing Crowder), recovered by Leonard Pope at MIA-3",5.910,4.720
1,5:43,,,,0,7,Timeout #1 by Miami Dolphins,0.000,4.720
1,5:43,3,3,MIA 3,0,13,"Kurt Warner pass complete short right to Anquan Boldin for 3 yards, touchdown",4.720,7.000
1,,,,MIA 2,0,14,Neil Rackers kicks extra point good,0.000,0.000
1,,,,ARI 30,0,14,"Neil Rackers kicks off 78 yards, touchback",0.000,0.280
1,5:40,1,10,MIA 20,0,14,Ronnie Brown right tackle for 2 yards (tackle by Alan Branch),0.280,0.000
1,4:57,2,8,MIA 22,0,14,"Chad Pennington pass complete short right to Ronnie Brown for 7 yards (tackle by Aaron Francisco). Penalty on Darnell Dockett: Defensive Offside, 5 yards (no play)",0.000,0.680
1,4:23,2,3,MIA 27,0,14,Ricky Williams left end for 8 yards (tackle by Bertrand Berry),0.680,1.270
1,3:42,1,10,MIA 35,0,14,Ronnie Brown up the middle for 3 yards (tackle by Clark Haggans),1.270,1.130
1,2:56,2,7,MIA 38,0,14,Davone Bess left end for 13 yards (tackle by Karlos Dansby),1.130,2.320
1,2:09,1,10,ARI 49,0,14,Ricky Williams right tackle for -1 yards (tackle by Ralph Brown),2.320,1.650
1,1:21,2,11,,0,14,Chad Pennington right tackle for 6 yards (tackle by Karlos Dansby),1.650,1.750
1,0:42,3,5,ARI 44,0,14,Chad Pennington pass incomplete short right intended for Ronnie Brown. Penalty on Ronnie Brown: Offensive Pass Interference (Declined),1.750,0.330
1,0:34,4,5,ARI 44,0,14,"Brandon Fields punts 31 yards, fair catch by Steve Breaston",0.330,0.320
1,0:28,1,10,ARI 13,0,14,Kurt Warner pass complete short left to Tim Hightower for 20 yards (tackle by Yeremiah Bell),-0.320,1.140
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 33,0,14,Tim Hightower right end for -1 yards (tackle by Randy Starks),1.140,0.460
2,14:16,2,11,ARI 32,0,14,Kurt Warner pass complete short right to Larry Fitzgerald for 9 yards (tackle by Will Allen),0.460,0.960
2,13:31,3,2,ARI 41,0,14,Kurt Warner pass complete short right to Ben Patrick for 15 yards (tackle by Renaldo Hill),0.960,2.650
2,12:51,1,10,MIA 44,0,14,Edgerrin James up the middle for 2 yards (tackle by Randy Starks),2.650,2.380
2,12:14,2,8,MIA 42,0,14,Steve Breaston left end for 4 yards (tackle by Renaldo Hill),2.380,2.210
2,11:26,3,4,MIA 38,0,14,Kurt Warner pass complete short left to Larry Fitzgerald for 10 yards (tackle by Andre' Goodman),2.210,3.710
2,10:46,1,10,MIA 28,0,14,"Kurt Warner pass complete short middle to Leonard Pope for 6 yards (tackle by Vonnie Holliday). Penalty on Deuce Lutui: Ineligible Downfield Pass, 5 yards (no play)",3.710,3.380
2,10:15,1,15,MIA 33,0,14,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,3.380,2.490
2,10:10,2,15,MIA 33,0,14,Edgerrin James up the middle for 2 yards (tackle by Vonnie Holliday),2.490,2.080
2,9:35,3,13,MIA 31,0,14,Tim Hightower up the middle for 4 yards (tackle by Randy Starks and Phillip Merling),2.080,1.670
2,8:51,4,9,MIA 27,0,17,Neil Rackers 45 yard field goal good,1.670,3.000
2,,,,ARI 30,,,"Neil Rackers kicks off 75 yards, returned by Davone Bess for 25 yards (tackle by Calais Campbell)",,
2,8:39,1,10,MIA 20,0,17,Chad Pennington pass complete deep right to Greg Camarillo for 18 yards (tackle by Adrian Wilson),0.280,1.470
2,8:07,1,10,MIA 38,0,17,Ricky Williams right end for 8 yards (tackle by Calais Campbell),1.470,2.000
2,7:25,2,2,MIA 46,0,17,Ricky Williams right tackle for 5 yards (tackle by Clark Haggans),2.000,2.320
2,6:45,1,10,ARI 49,0,17,Ricky Williams right end for 2 yards (tackle by Karlos Dansby),2.320,2.050
2,6:19,2,8,ARI 47,0,17,Chad Pennington pass complete short left to David Martin for 9 yards (tackle by Chike Okeafor),2.050,3.050
2,5:39,1,10,ARI 38,0,17,Chad Pennington pass incomplete deep middle intended for Ernest Wilford (defended by Roderick Hood),3.050,2.510
2,5:29,2,10,ARI 38,0,17,Chad Pennington pass incomplete short right intended for Greg Camarillo,2.510,1.820
2,5:24,3,10,ARI 38,0,17,Chad Pennington pass incomplete deep left intended for Derek Hagan (defended by Chike Okeafor),1.820,0.720
2,5:16,4,10,ARI 38,0,17,Brandon Fields punts 36 yards,0.720,0.380
2,5:10,1,10,ARI 2,0,17,Edgerrin James up the middle for 3 yards (tackle by Channing Crowder),-0.380,-0.560
2,4:35,2,7,ARI 5,0,17,Edgerrin James right end for no gain (tackle by Joey Porter),-0.560,-1.070
2,3:49,3,7,ARI 5,0,17,Tim Hightower up the middle for 13 yards (tackle by Phillip Merling and Renaldo Hill),-1.070,0.040
2,3:07,1,10,ARI 18,0,17,Edgerrin James left end for 1 yard (tackle by Akin Ayodele),0.040,-0.320
2,2:40,2,9,ARI 19,0,17,Edgerrin James up the middle for 12 yards (tackle by Yeremiah Bell),-0.320,1.000
2,2:00,1,10,ARI 31,0,17,Kurt Warner pass complete deep right to Steve Breaston for 18 yards (tackle by Will Allen),1.000,2.190
2,1:19,1,10,ARI 49,0,17,Kurt Warner sacked by Randy Starks for -7 yards,2.190,0.700
2,1:16,,,,0,17,Timeout #1 by Arizona Cardinals,0.000,0.700
2,1:16,2,17,ARI 42,0,17,Kurt Warner pass incomplete deep right intended for Larry Fitzgerald,0.700,0.040
2,1:12,3,17,ARI 42,0,17,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Channing Crowder),0.040,-0.060
2,1:02,,,,0,17,Timeout #2 by Miami Dolphins,0.000,-0.060
2,1:02,4,9,,0,17,Dirk Johnson punts 48 yards,-0.060,0.380
2,0:50,1,10,MIA 2,0,17,Ricky Williams up the middle for 3 yards (tackle by Alan Branch),-0.380,-0.560
2,0:42,,,,0,17,Timeout #2 by Arizona Cardinals,0.000,-0.560
2,0:42,2,7,MIA 5,0,17,Ricky Williams left tackle for 2 yards (tackle by Karlos Dansby),-0.560,-0.840
2,0:38,,,,0,17,Timeout #3 by Arizona Cardinals,0.000,-0.840
2,0:38,3,5,MIA 7,0,17,Ronnie Brown left end for 4 yards (tackle by Antrel Rolle),-0.840,-2.490
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,0,17,"Dan Carpenter kicks off 68 yards, returned by Steve Breaston for 27 yards (tackle by Dan Carpenter)",0.000,0.870
3,14:51,1,10,ARI 29,0,17,Edgerrin James left tackle for 8 yards (tackle by Chris Crocker),0.870,1.410
3,14:13,2,2,ARI 37,0,17,Kurt Warner pass complete deep right to Anquan Boldin for 27 yards (tackle by Chris Crocker),1.410,3.180
3,13:43,1,10,MIA 36,0,17,Edgerrin James up the middle for no gain (tackle by Matt Roth and Vonnie Holliday),3.180,2.640
3,13:01,2,10,MIA 36,0,17,Kurt Warner pass complete short left to Anquan Boldin for 7 yards (tackle by Phillip Merling),2.640,2.870
3,12:21,3,3,MIA 29,0,17,Kurt Warner pass incomplete short middle intended for Steve Breaston,2.870,1.580
3,12:14,4,3,MIA 29,0,17,"Neil Rackers 47 yard field goal no good. Penalty on MIA: Defensive 12 On-field, 5 yards (no play)",1.580,3.970
3,12:09,1,10,MIA 24,0,17,Edgerrin James up the middle for 6 yards (tackle by Matt Roth),3.970,4.290
3,11:30,2,4,MIA 18,0,17,"Kurt Warner pass incomplete deep left intended for Larry Fitzgerald. Penalty on Andre' Goodman: Defensive Pass Interference, 17 yards (no play)",4.290,6.970
3,11:24,1,1,MIA 1,0,17,Kurt Warner pass incomplete short left intended for Ben Patrick (defended by Vonnie Holliday),6.970,5.910
3,11:19,2,1,MIA 1,0,17,Tim Hightower left tackle for no gain (tackle by Matt Roth),5.910,5.170
3,10:39,3,1,MIA 1,0,17,"Kurt Warner sacked by Kendall Langford for -5 yards. Penalty on Kendall Langford: Face Mask (15 Yards), 5 yards",5.170,6.970
3,10:34,1,1,MIA 1,0,23,"Tim Hightower left tackle for 1 yard, touchdown",6.970,7.000
3,,,,MIA 2,0,24,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,0,24,"Neil Rackers kicks off 70 yards, returned by Davone Bess for 28 yards (tackle by Tim Castille)",0.000,0.810
3,10:22,1,10,MIA 28,0,24,Chad Pennington pass complete short right to Greg Camarillo for 12 yards (tackle by Roderick Hood),0.810,1.600
3,10:03,1,10,MIA 40,0,24,Chad Pennington sacked by Bryan Robinson for -8 yards,1.600,-0.030
3,9:26,2,18,MIA 32,0,24,Chad Pennington pass complete short right to David Martin for 18 yards (tackle by Gerald Hayes),-0.030,2.260
3,8:36,1,10,,0,24,Chad Pennington pass incomplete short right intended for David Martin,2.260,1.710
3,8:31,2,10,,0,24,Chad Pennington pass complete short middle to David Martin for 5 yards (tackle by Karlos Dansby),1.710,1.690
3,7:49,3,5,ARI 45,0,24,Chad Pennington pass complete short middle to Derek Hagan for 20 yards (tackle by Dominique Rodgers-Cromartie),1.690,3.910
3,7:03,1,10,ARI 25,0,24,Ronnie Brown left tackle for 11 yards (tackle by Calais Campbell),3.910,4.650
3,6:22,1,10,ARI 14,0,24,Ronnie Brown right tackle for no gain (tackle by Calais Campbell),4.650,4.000
3,5:42,2,10,ARI 14,0,24,Chad Pennington pass incomplete short left intended for Ricky Williams,4.000,3.110
3,5:36,3,10,ARI 14,0,24,Chad Pennington pass incomplete short right intended for Greg Camarillo,3.110,2.510
3,5:30,4,10,ARI 14,3,24,Dan Carpenter 32 yard field goal good,2.510,3.000
3,,,,MIA 30,3,24,"Dan Carpenter kicks off 75 yards, touchback",0.000,0.280
3,5:26,1,10,ARI 20,3,24,Edgerrin James up the middle for -1 yards (tackle by Jason Ferguson),0.280,-0.460
3,4:57,2,11,ARI 19,3,24,Kurt Warner pass complete short middle to Anquan Boldin for 16 yards (tackle by Phillip Merling). Penalty on Reggie Torbor: Illegal Contact (Declined),-0.460,1.270
3,4:27,1,10,ARI 35,3,24,Tim Hightower left tackle for 1 yard (tackle by Jason Ferguson),1.270,0.860
3,3:45,2,9,ARI 36,3,24,Edgerrin James left tackle for 2 yards (tackle by Renaldo Hill),0.860,0.430
3,3:03,3,7,ARI 38,3,24,Kurt Warner pass complete short left to Larry Fitzgerald for 31 yards (tackle by Jason Allen),0.430,3.510
3,2:31,1,10,MIA 31,3,24,"Kurt Warner pass complete short left to Larry Fitzgerald for 20 yards (tackle by Michael Lehan). Penalty on Jason Ferguson: Defensive Offside (Declined), Penalty on MIA: Defensive 12 On-field (Declined)",3.510,4.840
3,2:04,1,10,MIA 11,3,24,Edgerrin James left tackle for 3 yards (tackle by Renaldo Hill),4.840,4.700
3,1:34,2,7,MIA 8,3,30,"Kurt Warner pass complete short right to Anquan Boldin for 8 yards, touchdown",4.700,7.000
3,,,,MIA 2,3,31,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,3,31,"Neil Rackers kicks off 42 yards, returned by Nate Jones for no gain",0.000,0.810
3,1:19,1,10,MIA 28,3,31,Chad Pennington pass incomplete deep left intended for Greg Camarillo,0.810,0.260
3,1:13,2,10,MIA 28,3,31,Chad Pennington pass complete short right to Davone Bess for 7 yards (tackle by Roderick Hood),0.260,0.500
3,0:34,3,3,MIA 35,3,31,Chad Pennington pass complete short right to Patrick Cobbs for 5 yards (tackle by Roderick Hood),0.500,1.600
3,0:06,1,10,MIA 40,3,31,Chad Pennington sacked by Bertrand Berry for -7 yards,1.600,0.110
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,MIA 33,3,31,"Penalty on Justin Smiley: False Start, 5 yards (no play)",0.110,-0.570
4,15:00,2,22,MIA 28,3,31,Chad Pennington pass incomplete short left intended for Derek Hagan (defended by Dominique Rodgers-Cromartie),-0.570,-1.220
4,14:55,3,22,MIA 28,3,31,Chad Pennington pass incomplete deep right intended for Greg Camarillo (defended by Aaron Francisco),-1.220,-1.500
4,14:45,4,22,MIA 28,3,31,"Brandon Fields punts 31 yards. Penalty on Clark Haggans: Offensive Holding, 10 yards",-1.500,-1.000
4,14:38,1,10,ARI 31,3,31,Edgerrin James right tackle for 9 yards (tackle by Will Allen and Yeremiah Bell),1.000,1.680
4,13:53,2,1,ARI 40,3,31,Edgerrin James left tackle for 5 yards (tackle by Vonnie Holliday),1.680,1.930
4,12:56,1,10,ARI 45,3,31,Edgerrin James up the middle for no gain (tackle by Vonnie Holliday and Joey Porter),1.930,1.380
4,12:26,2,10,ARI 45,3,31,Kurt Warner pass complete short left to Ben Patrick for 5 yards (tackle by Channing Crowder),1.380,1.360
4,11:41,3,5,,3,31,"Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Andre' Goodman). Penalty on Andre' Goodman: Defensive Holding, 5 yards (no play)",1.360,2.590
4,11:35,1,10,MIA 45,3,31,Edgerrin James left tackle for no gain (tackle by Akin Ayodele),2.590,2.040
4,10:51,2,10,MIA 45,3,31,Kurt Warner pass complete short middle to Edgerrin James for no gain,2.040,1.360
4,10:01,3,10,MIA 45,3,31,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Andre' Goodman),1.360,0.270
4,9:57,4,10,MIA 45,3,31,"Dirk Johnson punts 45 yards, touchback. Penalty on Reggie Torbor: Running Into the Kicker, 5 yards (no play)",0.270,0.590
4,9:48,4,5,MIA 40,3,31,"Dirk Johnson punts 29 yards, fair catch by Davone Bess",0.590,0.370
4,9:42,1,10,MIA 11,3,31,Chad Henne pass incomplete short middle intended for David Martin,-0.370,-0.780
4,9:38,2,10,MIA 11,3,31,Chad Henne pass complete deep right to Derek Hagan for 19 yards (tackle by Aaron Francisco),-0.780,0.940
4,9:09,1,10,MIA 30,3,31,Chad Henne pass complete short right to Davone Bess for 6 yards (tackle by Roderick Hood),0.940,1.200
4,8:44,2,4,MIA 36,3,31,Chad Henne pass complete short right to Ricky Williams for 1 yard (tackle by Adrian Wilson),1.200,0.630
4,8:04,3,3,MIA 37,3,31,Chad Henne pass complete short right to Derek Hagan for 12 yards (tackle by Dominique Rodgers-Cromartie),0.630,2.190
4,7:33,1,10,MIA 49,3,31,Chad Henne pass complete short middle to Ronnie Brown for 6 yards (tackle by Clark Haggans),2.190,2.460
4,7:04,2,4,ARI 45,3,31,Ronnie Brown up the middle for 5 yards (tackle by Bertrand Berry),2.460,2.920
4,6:29,1,10,ARI 40,3,31,Chad Henne pass complete short left to Ted Ginn Jr. for 9 yards (tackle by Chike Okeafor),2.920,3.590
4,6:00,2,1,ARI 31,3,31,"Penalty on Clark Haggans: Defensive Offside, 6 yards (no play)",3.590,3.910
4,5:43,1,10,ARI 25,3,31,Chad Henne pass incomplete short left intended for Davone Bess,3.910,3.360
4,5:38,2,10,ARI 25,3,31,Ricky Williams right end for 5 yards (tackle by Karlos Dansby),3.360,3.340
4,5:03,3,5,ARI 20,3,31,Chad Henne pass incomplete short right intended for Ronnie Brown,3.340,2.170
4,5:01,4,5,ARI 20,3,31,Chad Henne pass complete short left to Greg Camarillo for 14 yards (tackle by Eric Green),2.170,5.830
4,4:55,,,,3,31,Timeout #1 by Arizona Cardinals,0.000,5.830
4,4:55,1,6,ARI 6,3,31,Ronnie Brown left tackle for 1 yard (tackle by Adrian Wilson),5.830,5.150
4,4:19,2,5,ARI 5,3,31,Ronnie Brown up the middle for 2 yards (tackle by Gerald Hayes and Darnell Dockett),5.150,4.720
4,3:37,3,3,ARI 3,3,31,"Chad Henne pass incomplete short right intended for Anthony Fasano. Penalty on Chike Okeafor: Defensive Holding, 2 yards (no play)",4.720,6.970
4,3:31,1,1,ARI 1,3,31,Ronnie Brown left tackle for no gain (tackle by Antrel Rolle),6.970,5.910
4,2:51,2,1,ARI 1,3,31,Chad Henne pass incomplete short right intended for Ronnie Brown,5.910,5.170
4,2:46,3,1,ARI 1,3,31,Chad Henne pass incomplete short left intended for Ernest Wilford,5.170,3.550
4,2:42,4,1,ARI 1,9,31,"Ronnie Brown up the middle for 1 yard, touchdown",3.550,7.000
4,,,,ARI 2,10,31,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,10,31,"Brandon Fields kicks onside 9 yards, recovered by Larry Fitzgerald",0.000,2.980
4,2:36,1,10,MIA 39,10,31,Tim Hightower right tackle for 4 yards (tackle by Charlie Anderson and Kendall Langford),2.980,2.980
4,2:31,,,,10,31,Timeout #1 by Miami Dolphins,0.000,0.000
4,2:31,,,,10,31,Timeout #2 by Arizona Cardinals,0.000,2.980
4,2:31,2,6,MIA 35,10,31,Matt Leinart pass incomplete short left intended for Steve Breaston,2.980,2.280
4,2:16,3,6,MIA 35,10,31,Matt Leinart pass complete short middle to Leonard Pope for 15 yards (tackle by Channing Crowder),2.280,4.240
4,2:00,1,10,MIA 20,10,31,Tim Hightower right tackle for 1 yard (tackle by Channing Crowder),4.240,3.820
4,1:07,2,9,MIA 19,10,31,Matt Leinart kneels for -1 yards,3.820,3.010
4,0:32,3,10,MIA 20,10,31,Matt Leinart kneels for -1 yards,3.010,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
