Quarter,Time,Tm,Detail,CAR,NYG
1.0,8:37,Panthers,Zane Gonzalez 45 yard field goal,3,0
2.0,14:53,Giants,"Safety, Sam Darnold intentional grounding in end zone",3,2
,12:53,Giants,Graham Gano 49 yard field goal,3,5
3.0,0:59,Giants,Dante Pettis 5 yard pass from Daniel Jones (Graham Gano kick),3,12
4.0,12:41,Giants,Graham Gano 53 yard field goal,3,15
,5:54,Giants,Graham Gano 44 yard field goal,3,18
,4:46,Giants,Devontae Booker 19 yard rush (Graham Gano kick),3,25
