Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
2,15:00,1,10,HOU 44,3,7,David Garrard pass complete short right to Marcedes Lewis for 18 yards (tackle by Fred Bennett),2.650,3.840
2,14:19,1,10,HOU 26,3,7,David Garrard pass incomplete deep left intended for Mike Sims-Walker,3.840,3.300
2,14:12,2,10,HOU 26,3,7,Maurice Jones-Drew middle for 3 yards (tackle by Amobi Okoye and Jeff Zgonina),3.300,3.010
2,13:14,3,7,HOU 23,3,7,David Garrard pass complete short left to Mike Thomas for 10 yards (tackle by Glover Quin),3.010,4.710
2,12:33,1,10,HOU 13,3,7,Maurice Jones-Drew right tackle for -2 yards (tackle by Brian Cushing),4.710,3.760
2,11:51,2,12,HOU 15,3,7,David Garrard pass complete short left to Ernest Wilford for 13 yards (tackle by John Busing),3.760,6.740
,,,,,,,"HOU challenged the runner was in bounds ruling, and the original play was overturned.",,
2,11:25,1,2,HOU 2,9,7,"David Garrard right end for 2 yards, touchdown",6.740,7.000
2,,,,HOU 2,10,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,10,7,"Josh Scobee kicks off 75 yards, returned by Jacoby Jones for 31 yards (tackle by Brian Russell)",0.000,0.670
2,11:08,1,10,HOU 26,10,7,"Matt Schaub pass complete short middle to Kevin Walter for 19 yards (tackle by Gerald Alexander). Penalty on Daryl Smith: Roughing the Passer, 15 yards",0.670,2.920
2,10:37,1,10,JAX 40,10,7,Chris Brown right guard for 2 yards (tackle by Terrance Knighton and Quentin Groves),2.920,2.640
2,10:03,2,8,JAX 38,10,7,Chris Brown right end for no gain (tackle by Clint Ingram),2.640,1.950
2,9:23,3,8,JAX 38,10,7,Matt Schaub pass incomplete short right intended for Jacoby Jones,1.950,0.720
2,9:14,4,8,JAX 38,10,7,"Matt Turk punts 38 yards, touchback",0.720,-0.280
2,9:06,1,10,JAX 20,10,7,David Garrard pass incomplete short right intended for Torry Holt,0.280,-0.270
2,8:59,2,10,JAX 20,10,7,Maurice Jones-Drew right tackle for 4 yards (tackle by Zach Diles and Shaun Cody),-0.270,-0.430
2,8:19,3,6,JAX 24,10,7,David Garrard pass incomplete short middle intended for Maurice Jones-Drew (defended by Brian Cushing),-0.430,-1.770
2,8:14,4,6,JAX 24,10,7,"Adam Podlesh punts 38 yards, returned by Jacoby Jones for 13 yards (tackle by Jeremy Cain)",-1.770,-2.320
2,8:02,1,10,JAX 49,10,7,Steve Slaton right tackle for 4 yards (tackle by Gerald Alexander and Quentin Groves),2.320,2.320
2,7:31,2,6,JAX 45,10,7,Matt Schaub pass complete short left to Kevin Walter for 8 yards (tackle by Derek Cox),2.320,3.120
2,6:54,1,10,JAX 37,10,7,Matt Schaub pass complete deep left to Andre Johnson for 25 yards (tackle by Reggie Nelson). Penalty on Clint Ingram: Illegal Use of Hands (Declined),3.120,4.780
2,6:17,1,10,JAX 12,10,7,Steve Slaton left tackle for 3 yards (tackle by Montavious Stanley),4.780,4.640
2,5:38,2,7,JAX 9,10,13,"Matt Schaub pass complete short right to Kevin Walter for 9 yards, touchdown",4.640,7.000
2,,,,JAX 2,10,14,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,10,14,"Kris Brown kicks off 69 yards, returned by Mike Thomas for 23 yards (tackle by Glenn Martinez)",0.000,0.540
2,5:26,1,10,JAX 24,10,14,David Garrard pass incomplete short middle intended for Torry Holt (defended by Brian Cushing),0.540,0.000
2,5:21,2,10,JAX 24,10,14,David Garrard pass complete short left to Greg Jones for -1 yards (tackle by DeMeco Ryans),0.000,-0.820
2,4:40,3,11,JAX 23,10,14,David Garrard pass complete short middle to Torry Holt for 16 yards (tackle by Glover Quin),-0.820,1.530
2,3:56,1,10,JAX 39,16,14,"Maurice Jones-Drew middle for 61 yards, touchdown",1.530,7.000
2,,,,HOU 2,17,14,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,17,14,"Josh Scobee kicks off 72 yards, returned by Jacoby Jones for 36 yards (tackle by Reggie Nelson)",0.000,1.200
2,3:40,1,10,HOU 34,17,14,Matt Schaub pass complete short middle to Steve Slaton for 15 yards (tackle by Rashean Mathis),1.200,2.190
2,3:02,1,10,HOU 49,17,14,Chris Brown middle for 4 yards (tackle by Justin Durant and Derrick Harvey),2.190,2.190
2,2:26,2,6,JAX 47,17,14,Matt Schaub pass complete deep right to Andre Johnson for 22 yards (tackle by Reggie Nelson),2.190,3.910
2,2:00,1,10,JAX 25,17,14,Chris Brown right guard for 5 yards (tackle by John Henderson),3.910,4.040
2,1:23,2,5,JAX 20,17,14,Matt Schaub pass incomplete short middle intended for Andre Johnson (defended by Daryl Smith),4.040,3.340
2,1:17,3,5,JAX 20,17,14,Matt Schaub pass complete short right to Owen Daniels for 4 yards (tackle by Gerald Alexander),3.340,2.530
2,1:07,,,,17,14,Timeout #1 by Jacksonville Jaguars,0.000,2.530
2,1:07,4,1,JAX 16,17,14,Kevin Walter left end for 11 yards (tackle by Daryl Smith and Brian Russell),2.530,6.060
2,0:50,,,,17,14,Timeout #2 by Jacksonville Jaguars,0.000,6.060
2,0:50,1,5,JAX 5,17,14,Chris Brown right guard for 4 yards (tackle by Montavious Stanley),6.060,5.910
2,0:29,,,,17,14,Timeout #1 by Houston Texans,0.000,5.910
2,0:29,2,1,JAX 1,17,14,Chris Brown left guard for -1 yards (tackle by Quentin Groves and John Henderson),5.910,4.950
2,0:29,,,,17,14,Timeout #2 by Houston Texans,0.000,0.000
2,0:23,,,,17,14,Timeout #3 by Jacksonville Jaguars,0.000,4.950
2,0:23,3,2,JAX 2,17,20,"Matt Schaub pass complete short middle to Owen Daniels for 2 yards, touchdown",4.950,7.000
2,,,,JAX 2,17,21,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,17,21,Kris Brown kicks off 48 yards (tackle by Glenn Martinez),0.000,1.470
2,0:13,1,10,JAX 38,17,21,"David Garrard pass incomplete short right intended for Marcedes Lewis. Penalty on Marcedes Lewis: Illegal Touch Pass, 5 yards (no play)",1.470,1.140
2,0:01,1,15,JAX 33,17,21,David Garrard kneels for -1 yards,1.140,0.110
Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,17,21,"Kris Brown kicks off 66 yards, returned by Mike Thomas for 13 yards (tackle by Dominique Barber)",0.000,-0.060
3,14:51,1,10,JAX 17,17,21,David Garrard pass complete short right to Mike Sims-Walker for 6 yards (tackle by Fred Bennett),-0.060,0.350
3,14:17,2,4,JAX 23,17,21,Maurice Jones-Drew right guard for 1 yard (tackle by Antonio Smith),0.350,-0.370
3,13:34,3,3,JAX 24,17,21,David Garrard pass complete short right to Maurice Jones-Drew for 7 yards (tackle by DeMeco Ryans),-0.370,1.000
3,13:02,1,10,JAX 31,17,21,Mike Thomas left end for 22 yards (tackle by John Busing and Fred Bennett),1.000,2.460
3,12:19,1,10,HOU 47,17,21,David Garrard pass incomplete deep left intended for Maurice Jones-Drew,2.460,1.910
3,12:13,2,10,HOU 47,17,21,David Garrard pass incomplete short right intended for Mike Sims-Walker,1.910,1.220
3,12:07,3,10,HOU 47,17,21,David Garrard pass complete deep right to Mike Sims-Walker for 28 yards (tackle by John Busing),1.220,4.310
3,11:32,1,10,HOU 19,17,21,Maurice Jones-Drew middle for 5 yards (tackle by Tim Bulman),4.310,4.530
3,10:43,2,5,HOU 14,17,21,David Garrard pass complete short right to Mike Sims-Walker for 13 yards,4.530,6.970
3,10:13,1,1,HOU 1,23,21,"Maurice Jones-Drew left tackle for 1 yard, touchdown",6.970,7.000
3,,,,HOU 2,23,21,"Josh Scobee kicks extra point good. Penalty on Maurice Williams: False Start, 5 yards (no play)",0.000,0.000
3,,,,HOU 2,24,21,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,24,21,"Josh Scobee kicks off 70 yards, returned by Jacoby Jones for 18 yards (tackle by Scott Starks)",0.000,0.040
3,10:02,1,10,HOU 18,24,21,Matt Schaub pass complete short left to Vonta Leach for 4 yards (tackle by Gerald Alexander),0.040,0.140
3,9:26,2,6,HOU 22,24,21,Matt Schaub pass complete short right to Owen Daniels for 11 yards (tackle by Clint Ingram),0.140,1.140
3,8:47,1,10,HOU 33,24,21,Steve Slaton left guard for 11 yards (tackle by Justin Durant and Derrick Harvey),1.140,1.860
3,8:10,1,10,HOU 44,24,21,Steve Slaton middle for 11 yards (tackle by Justin Durant and Reggie Nelson),1.860,2.590
3,7:29,1,10,JAX 45,24,21,Steve Slaton right guard for 3 yards (tackle by Quentin Groves and Montavious Stanley),2.590,2.450
3,6:53,2,7,JAX 42,24,21,Matt Schaub pass complete short left to Vonta Leach for 3 yards (tackle by Justin Durant),2.450,2.150
3,6:15,3,4,JAX 39,24,21,Matt Schaub pass complete deep left to Steve Slaton for 22 yards (tackle by Justin Durant),2.150,4.440
3,5:31,1,10,JAX 17,24,21,Chris Brown middle for 4 yards,4.440,4.500
3,4:54,2,6,JAX 13,24,21,Matt Schaub pass incomplete short middle intended for David Anderson (defended by Reggie Nelson),4.500,3.680
3,4:48,,,,24,21,Timeout #1 by Houston Texans,0.000,3.680
3,4:48,3,6,JAX 13,24,21,Matt Schaub middle for 5 yards (tackle by Rashean Mathis),3.680,2.990
3,4:05,4,1,JAX 8,24,24,Kris Brown 27 yard field goal good,2.990,3.000
3,,,,HOU 30,24,24,"Kris Brown kicks off 71 yards, returned by Tiquan Underwood for 14 yards (tackle by Glover Quin)",0.000,-0.320
3,3:57,1,10,JAX 13,24,24,Maurice Jones-Drew middle for 11 yards (tackle by DelJuan Robinson and Amobi Okoye),-0.320,0.540
3,3:15,1,10,JAX 24,24,24,David Garrard pass incomplete deep left intended for Torry Holt,0.540,0.000
3,3:08,2,10,JAX 24,24,24,David Garrard pass complete deep left to Torry Holt for 27 yards (tackle by DelJuan Robinson),0.000,2.320
3,2:38,1,10,HOU 49,24,24,David Garrard pass incomplete deep left intended for Mike Sims-Walker,2.320,1.780
3,2:30,2,10,HOU 49,24,24,"Mike Thomas right end for 13 yards (tackle by Brian Cushing). Penalty on Brian Cushing: Unnecessary Roughness, 15 yards",1.780,4.170
3,1:56,1,10,HOU 21,24,24,David Garrard pass complete short right to Maurice Jones-Drew for 8 yards (tackle by Dominique Barber and Glover Quin),4.170,4.950
3,1:07,2,2,HOU 13,24,24,Rashad Jennings right guard for 1 yard (tackle by DeMeco Ryans and Brian Cushing),4.950,4.490
3,0:23,,,,24,24,Timeout #1 by Jacksonville Jaguars,0.000,4.490
3,0:23,3,1,HOU 12,24,24,Maurice Jones-Drew right guard for no gain (tackle by DeMeco Ryans and Zach Diles),4.490,2.780
Quarter,Time,Down,ToGo,Location,JAX,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,HOU 12,24,24,Maurice Jones-Drew left end for 4 yards (tackle by Dominique Barber and Brian Cushing),2.780,5.370
4,14:20,1,8,HOU 8,30,24,"Maurice Jones-Drew middle for 8 yards, touchdown",5.370,7.000
4,,,,HOU 2,31,24,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,31,24,"Josh Scobee kicks off 75 yards, returned by Jacoby Jones for 24 yards (tackle by Gerald Alexander)",0.000,0.150
4,14:09,1,10,HOU 19,31,24,Matt Schaub pass complete short right to Kevin Walter for 11 yards (tackle by Julius Williams),0.150,0.940
4,13:39,1,10,HOU 30,31,24,Matt Schaub sacked by Montavious Stanley for -7 yards,0.940,-0.550
4,13:04,2,17,HOU 23,31,24,Matt Schaub pass complete short right to Jacoby Jones for 5 yards (tackle by Daryl Smith),-0.550,-0.560
4,12:20,3,12,HOU 28,31,24,"Penalty on Duane Brown: False Start, 5 yards (no play)",-0.560,-1.220
4,12:00,3,17,HOU 23,31,24,Matt Schaub pass incomplete short right intended for Owen Daniels (defended by Derrick Harvey),-1.220,-1.830
4,11:56,4,17,HOU 23,31,24,"Matt Turk punts 50 yards, returned by Mike Thomas for no gain",-1.830,-0.740
4,11:43,1,10,JAX 27,31,24,Maurice Jones-Drew right guard for 5 yards (tackle by Zach Diles and DeMeco Ryans),0.740,0.870
4,11:01,2,5,JAX 32,31,24,Maurice Jones-Drew left guard for 7 yards (tackle by Dominique Barber),0.870,1.530
4,10:20,1,10,JAX 39,31,24,Maurice Jones-Drew right guard for no gain (tackle by Fred Bennett and Brian Cushing),1.530,0.990
4,9:40,2,10,JAX 39,31,24,"David Garrard pass incomplete short middle intended for Torry Holt (defended by Zach Diles). Penalty on Eugene Wilson: Unnecessary Roughness, 15 yards (no play)",0.990,2.520
4,9:35,1,10,HOU 46,31,24,"Mike Thomas left end for 1 yard (tackle by Eugene Wilson and Dominique Barber). Penalty on Greg Jones: Offensive Holding, 10 yards",2.520,1.930
4,9:04,1,19,JAX 45,31,24,David Garrard pass complete short middle to Maurice Jones-Drew for 8 yards (tackle by Jeff Zgonina and Brian Cushing),1.930,1.840
4,8:17,2,11,HOU 47,31,24,David Garrard pass incomplete short right intended for Mike Sims-Walker,1.840,1.160
4,8:10,3,11,HOU 47,31,24,David Garrard pass complete short middle to Rashad Jennings for 8 yards (tackle by Connor Barwin and Brian Cushing),1.160,0.660
4,8:10,4,3,HOU 39,31,24,"Penalty on Adam Podlesh: Delay of Game, 5 yards (no play)",0.660,0.330
4,7:11,4,8,HOU 44,31,24,"Adam Podlesh punts 33 yards, fair catch by Jacoby Jones",0.330,0.370
4,7:04,1,10,HOU 11,31,24,Matt Schaub pass complete short left to Steve Slaton for no gain,-0.370,-0.780
4,6:31,2,10,HOU 11,31,24,Matt Schaub pass complete short right to Kevin Walter for 7 yards (tackle by Derek Cox and Julius Williams),-0.780,-0.600
4,5:59,3,3,HOU 18,31,24,Matt Schaub sacked by Clint Ingram for -7 yards,-0.600,-2.490
4,5:38,4,10,HOU 11,31,24,Matt Turk punts 49 yards,-2.490,-1.600
4,5:24,1,10,JAX 40,31,24,Maurice Jones-Drew middle for no gain (tackle by Mario Williams),1.600,1.050
4,4:36,2,10,JAX 40,31,24,"David Garrard pass complete short right to Mike Sims-Walker for 9 yards (tackle by DelJuan Robinson). Mike Sims-Walker fumbles (forced by DelJuan Robinson), recovered by Zach Diles at JAX-49 (tackle by Greg Jones)",1.050,-2.320
,,,,,,,"JAX challenged the fumble ruling, and the play was upheld.",,
4,4:25,1,10,JAX 49,31,24,Matt Schaub pass complete short middle to Kevin Walter for 18 yards (tackle by Derek Cox),2.320,3.510
4,3:52,1,10,JAX 31,31,24,Steve Slaton left guard for 20 yards (tackle by Rashean Mathis),3.510,4.840
4,3:45,1,10,JAX 11,31,24,Matt Schaub pass incomplete short middle intended for Joel Dreessen,4.840,4.140
4,3:39,2,10,JAX 11,31,24,Matt Schaub pass complete short middle to Owen Daniels for 10 yards (tackle by Daryl Smith),4.140,6.970
4,2:54,1,1,JAX 1,31,24,"Matt Schaub pass complete short middle to Joel Dreessen for 1 yard. Penalty on Kevin Walter: Offensive Pass Interfere, 10 yards (no play)",6.970,4.770
4,2:48,1,11,JAX 11,31,24,Matt Schaub pass complete short middle to David Anderson for 9 yards (tackle by Brian Russell),4.770,5.720
4,2:10,2,2,JAX 2,31,24,"Chris Brown right guard for 1 yard (tackle by Daryl Smith). Chris Brown fumbles (forced by Daryl Smith), recovered by Daryl Smith at JAX-0",5.720,-0.280
,,,,,,,"HOU challenged the fumble ruling, and the play was upheld.",,
4,2:00,1,10,JAX 20,31,24,Maurice Jones-Drew middle for no gain (tackle by Zach Diles),0.280,-0.270
4,1:56,,,,31,24,Timeout #3 by Houston Texans,0.000,-0.270
4,1:56,2,10,JAX 20,31,24,Maurice Jones-Drew left end for 5 yards (tackle by Amobi Okoye),-0.270,-0.300
4,1:09,,,,31,24,Timeout #3 by Jacksonville Jaguars,0.000,-0.300
4,1:09,3,5,JAX 25,31,24,"Maurice Jones-Drew right end for -2 yards (tackle by Mario Williams). Penalty on Antonio Smith: Horse Collar, 15 yards",-0.300,1.470
4,1:02,1,10,JAX 38,31,24,David Garrard kneels for -1 yards,1.470,0.790
4,0:20,2,11,JAX 37,31,24,David Garrard kneels for -1 yards,0.790,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
