#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NOR 46,5,2:49,54,Touchdown
2,1,10:43,NOR 47,3,1:09,53,Touchdown
3,1,5:12,NOR 19,3,1:34,7,Punt
4,1,2:48,NOR 12,3,1:37,7,Punt
5,2,14:06,NOR 19,6,3:43,23,Interception
6,2,8:49,NOR 35,10,5:04,65,Touchdown
7,2,2:21,NOR 41,4,1:11,59,Touchdown
8,2,0:27,DET 30,4,0:26,14,Missed FG
9,3,11:47,NOR 16,10,5:36,64,Field Goal
10,3,3:22,NOR 42,1,0:19,58,Touchdown
11,3,1:43,DET 30,1,0:14,-2,Fumble
12,3,1:29,NOR 22,13,8:00,78,Touchdown
13,4,4:48,DET 44,8,4:48,30,End of Game
