Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
1,9:37,2,13,NYG 21,7,0,Eli Manning pass complete to Plaxico Burress for 15 yards,-0.410,1.330
1,9:09,1,10,NYG 36,7,0,Willie Ponder left end for 4 yards (tackle by Colby Bockwoldt),1.330,1.330
1,8:31,2,6,NYG 40,7,0,Eli Manning pass complete to Jeremy Shockey for 17 yards (tackle by Jay Bellamy and Courtney Watson),1.330,2.720
1,7:47,1,10,NOR 43,7,0,Eli Manning pass complete to Jeremy Shockey for 9 yards (tackle by Jason Craft),2.720,3.390
1,7:10,2,1,NOR 34,7,0,"Tiki Barber left end for 28 yards (tackle by Dwight Smith). Penalty on Plaxico Burress: Illegal Block Above the , 10 yards (no play)",3.390,2.040
1,6:37,2,11,NOR 44,7,0,Eli Manning pass incomplete intended for Derrick Ward,2.040,1.360
1,6:22,3,11,NOR 44,7,0,Eli Manning pass complete to Plaxico Burress for 16 yards (tackle by Jason Craft),1.360,3.710
1,5:55,1,10,NOR 28,7,0,Eli Manning pass complete to Plaxico Burress for 17 yards (tackle by Jason Craft and Jay Bellamy),3.710,4.840
1,5:14,1,10,NOR 11,7,0,Eli Manning pass incomplete intended for Amani Toomer,4.840,4.140
1,5:00,2,10,NOR 11,7,0,Tiki Barber right guard for 5 yards (tackle by Brian Young and Colby Bockwoldt),4.140,4.210
1,4:27,3,5,NOR 6,13,0,"Eli Manning pass complete to Tiki Barber for 6 yards, touchdown",4.210,7.000
1,,,,NOR 2,14,0,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYG 30,14,0,"Jay Feely kicks off 54 yards, returned by Willie Whitehead for 12 yards (tackle by Nick Greisen). Penalty on Mel Mitchell: Unnecessary Roughness, 14 yards",0.000,-0.280
1,4:07,1,10,NOR 14,14,0,Aaron Brooks pass complete to Donte' Stallworth for 12 yards (tackle by Will Allen),-0.280,0.670
1,3:35,1,10,NOR 26,14,0,Deuce McAllister right guard for 3 yards (tackle by Brent Alexander),0.670,0.540
1,3:01,2,7,NOR 29,14,0,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Antonio Pierce),0.540,0.230
1,2:16,3,4,NOR 32,14,0,Aaron Brooks pass complete to Joe Horn for 17 yards (tackle by Will Allen),0.230,2.190
1,1:28,1,10,NOR 49,14,0,"Aaron Brooks pass complete to Joe Horn for 15 yards. Penalty on Michael Strahan: Roughing the Passer, 15 yards",2.190,4.170
1,1:06,1,10,NYG 21,14,0,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",4.170,3.840
1,0:43,1,15,NYG 26,14,0,Deuce McAllister left tackle for no gain (tackle by Michael Strahan),3.840,2.950
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,NYG 26,14,0,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Antonio Pierce and Carlos Emmons),2.950,2.940
2,14:25,3,10,NYG 21,14,6,"Aaron Brooks pass complete to Joe Horn for 21 yards, touchdown",2.940,7.000
2,,,,NYG 2,14,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,14,7,"John Carney kicks off 63 yards, returned by Willie Ponder for 14 yards (tackle by Josh Bullocks). Penalty on Terrence Melton: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,NOR 25,14,7,"John Carney kicks off 69 yards, returned by Brandon Jacobs for 25 yards (tackle by T.J. Slaughter)",0.000,1.000
2,13:58,1,10,NYG 31,14,7,"Penalty on Johnathan Sullivan: Encroachment, 5 yards (no play)",1.000,1.730
2,13:58,1,5,NYG 36,14,7,Tiki Barber right end for 4 yards (tackle by Will Smith and Sedrick Hodge),1.730,1.680
2,13:20,2,1,NYG 40,14,7,Tiki Barber right end for 7 yards (tackle by Jay Bellamy and Colby Bockwoldt),1.680,2.060
2,12:36,1,10,NYG 47,14,7,Eli Manning pass complete to Amani Toomer for 6 yards (tackle by Mike McKenzie),2.060,2.330
2,11:54,2,4,NOR 47,14,7,Eli Manning pass incomplete intended for Plaxico Burress,2.330,1.620
2,11:42,3,4,NOR 47,14,7,Eli Manning pass complete to Jeremy Shockey for 3 yards (tackle by Dwight Smith),1.620,0.330
2,11:07,4,1,NOR 44,14,7,Jeff Feagles punts 39 yards,0.330,0.380
2,10:59,1,10,NOR 5,14,7,Deuce McAllister left guard for 2 yards (tackle by Kenderick Allen and Carlos Emmons),-0.380,-0.630
2,10:26,2,8,NOR 7,14,7,"Penalty on Jammal Brown: False Start, 3 yards (no play)",-0.630,-0.850
2,10:13,2,11,NOR 4,14,7,Deuce McAllister up the middle for 3 yards (tackle by Osi Umenyiora and Gibril Wilson),-0.850,-1.190
2,9:30,3,8,NOR 7,14,7,Aaron Brooks pass complete to Devery Henderson for 13 yards (tackle by Curtis DeLoatch),-1.190,0.280
2,9:06,1,10,NOR 20,14,7,Antowain Smith right tackle for 3 yards (tackle by Will Allen),0.280,0.140
2,8:24,2,7,NOR 23,14,7,Antowain Smith up the middle for 8 yards (tackle by Will Allen),0.140,1.000
2,7:48,1,10,NOR 31,14,7,Aaron Brooks sacked by Kendrick Clancy for -6 yards,1.000,-0.350
2,7:07,2,16,NOR 25,14,7,Aaron Brooks pass incomplete intended for Donte' Stallworth,-0.350,-1.020
2,6:57,3,16,NOR 25,14,7,Aaron Brooks pass incomplete intended for Ernie Conwell,-1.020,-1.700
2,6:51,4,16,NOR 25,14,7,"Mitch Berger punts 39 yards, returned by Chad Morton for 7 yards (tackle by Sedrick Hodge)",-1.700,-1.800
2,6:38,1,10,NYG 43,14,7,Eli Manning pass incomplete intended for Tim Carter,1.800,1.250
2,6:30,2,10,NYG 43,14,7,Tiki Barber up the middle for 1 yard (tackle by Ronald McKinnon),1.250,0.690
2,5:55,3,9,NYG 44,14,7,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Fred Thomas),0.690,-0.460
2,5:40,4,9,NYG 44,14,7,"Jeff Feagles punts 46 yards, returned by Michael Lewis for no gain. Penalty on Fred Thomas: Illegal Block Above the , 5 yards",-0.460,0.380
2,5:30,1,10,NOR 5,14,7,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Will Allen),-0.380,0.150
2,4:41,,,,14,7,Timeout #2 by New Orleans Saints,0.000,0.150
2,4:41,1,10,NOR 19,14,7,Deuce McAllister left guard for 5 yards (tackle by Reggie Torbor and Carlos Emmons),0.150,0.340
2,4:08,2,5,NOR 24,14,7,"Deuce McAllister left guard for 6 yards (tackle by Osi Umenyiora). Penalty on LeCharles Bentley: Offensive Holding, 10 yards (no play)",0.340,-1.110
2,3:39,2,15,NOR 14,14,7,"Aaron Brooks pass incomplete intended for Donte' Stallworth is intercepted by Carlos Emmons at NOR-32 and returned for 6 yards. Penalty on Carlos Emmons: Taunting, 15 yards",-1.110,-2.850
2,3:27,1,10,NOR 41,14,7,Tiki Barber left tackle for 4 yards (tackle by Tony Bryant),2.850,2.850
2,2:53,2,6,NOR 37,14,7,Eli Manning pass incomplete intended for Plaxico Burress (defended by Fred Thomas),2.850,2.150
2,2:42,3,6,NOR 37,14,7,"Eli Manning sacked by Will Smith for -8 yards. Penalty on Sedrick Hodge: Illegal Contact, 5 yards (no play)",2.150,3.450
2,2:24,1,10,NOR 32,14,7,Eli Manning pass complete to Jeremy Shockey for 20 yards (tackle by Jay Bellamy),3.450,4.780
2,2:00,1,10,NOR 12,20,7,"Tiki Barber right guard for 12 yards, touchdown",4.780,7.000
2,,,,NOR 2,21,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,21,7,"Jay Feely kicks off 62 yards, returned by Michael Lewis for 25 yards (tackle by James Butler). Penalty on Terrence Melton: Offensive Holding, 10 yards",0.000,-0.220
2,1:47,1,10,NOR 15,21,7,Aaron Brooks pass incomplete intended for Ernie Conwell,-0.220,-0.710
2,1:42,2,10,NOR 15,21,7,Aaron Brooks pass complete to Deuce McAllister for no gain,-0.710,-1.370
2,1:34,,,,21,7,Timeout #1 by New York Giants,0.000,-1.370
2,1:34,3,10,NOR 15,21,7,Aaron Brooks sacked by Osi Umenyiora for -1 yards,-1.370,-2.470
2,1:27,,,,21,7,Timeout #2 by New York Giants,0.000,-2.470
2,1:27,4,11,NOR 14,21,7,"Mitch Berger punts 49 yards, muffed catch by James Butler, recovered by Fred Thomas and returned for no gain",-2.470,3.120
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:15,1,10,NYG 37,21,7,Aaron Brooks sacked by Michael Strahan for -9 yards,3.120,1.360
2,1:06,,,,21,7,Timeout #3 by New Orleans Saints,0.000,1.360
2,1:06,2,19,NYG 46,21,7,Aaron Brooks pass complete to Deuce McAllister for 10 yards (tackle by Gibril Wilson and Curtis DeLoatch),1.360,2.010
2,0:44,3,9,NYG 36,21,7,"Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",2.010,2.680
2,0:41,3,4,NYG 31,21,7,Aaron Brooks pass complete to Deuce McAllister for 22 yards (tackle by Shaun Williams),2.680,5.140
2,0:31,1,9,NYG 9,21,7,Aaron Brooks pass incomplete intended for Ernie Conwell,5.140,4.380
2,0:27,2,9,NYG 9,21,7,"Penalty on William Joseph: Neutral Zone Infraction, 5 yards (no play)",4.380,5.340
2,0:27,2,4,NYG 4,21,7,Aaron Brooks pass complete to Joe Horn for 1 yard (tackle by Antonio Pierce),5.340,4.720
2,0:27,3,3,NYG 3,21,7,Aaron Brooks spiked the ball,4.720,3.040
2,0:09,4,3,NYG 3,21,10,John Carney 21 yard field goal good,3.040,3.000
2,,,,NOR 30,21,10,"John Carney kicks off 41 yards, returned by Kenderick Allen for 2 yards (tackle by T.J. Slaughter)",0.000,1.000
2,0:04,1,10,NYG 31,21,10,Eli Manning kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,21,10,"John Carney kicks off 57 yards, returned by Willie Ponder for 10 yards (tackle by Fred McAfee)",0.000,0.480
3,14:54,1,10,NYG 23,21,10,Tiki Barber right guard for 5 yards (tackle by Mike McKenzie),0.480,0.610
3,14:21,2,5,NYG 28,21,10,Eli Manning pass incomplete intended for Plaxico Burress (defended by Mike McKenzie),0.610,-0.100
3,14:07,3,5,NYG 28,21,10,Eli Manning pass incomplete intended for Plaxico Burress,-0.100,-1.500
3,14:02,4,5,NYG 28,21,10,"Jeff Feagles punts 48 yards, returned by Michael Lewis for 3 yards (tackle by David Tyree)",-1.500,-0.740
3,13:52,1,10,NOR 27,21,10,Deuce McAllister up the middle for -1 yards (tackle by Kendrick Clancy and Michael Strahan),0.740,0.060
3,13:12,2,11,NOR 26,21,10,Aaron Brooks pass complete to Donte' Stallworth for 15 yards (tackle by Will Allen),0.060,1.660
3,12:39,1,10,NOR 41,21,10,Deuce McAllister up the middle for 9 yards (tackle by Reggie Torbor),1.660,2.340
3,11:58,2,1,NOR 50,21,10,Deuce McAllister left guard for 2 yards (tackle by Antonio Pierce),2.340,2.390
3,11:16,1,10,NYG 48,21,10,Aaron Brooks pass complete to Deuce McAllister for 4 yards (tackle by Antonio Pierce),2.390,2.390
3,10:32,2,6,NYG 44,21,10,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by William Joseph at NOR-46 and returned for 5 yards (tackle by Donte' Stallworth)",2.390,-2.850
3,10:24,1,10,NOR 41,21,10,"Eli Manning pass incomplete intended for Amani Toomer (defended by Dwight Smith). Penalty on Charles Grant: Roughing the Passer, 15 yards (no play)",2.850,3.840
3,10:15,1,10,NOR 26,21,10,Tiki Barber right end for -2 yards (tackle by Mike McKenzie),3.840,3.030
3,9:52,2,12,NOR 28,21,10,Brandon Jacobs left end for 2 yards (tackle by Will Smith),3.030,2.610
3,9:07,3,10,NOR 26,21,10,"Eli Manning up the middle for 5 yards (tackle by Jay Bellamy and Fred Thomas). Penalty on Kareem McKenzie: Offensive Holding, 10 yards (no play)",2.610,1.290
3,8:39,3,20,NOR 36,21,10,Eli Manning pass complete to Jeremy Shockey for 15 yards (tackle by Courtney Watson and Dwight Smith),1.290,2.110
3,7:59,4,5,NOR 21,24,10,Jay Feely 39 yard field goal good,2.110,3.000
3,,,,NYG 30,24,10,"Jay Feely kicks off 66 yards, returned by Michael Lewis for 15 yards (tackle by Chase Blackburn)",0.000,0.150
3,7:42,1,10,NOR 19,24,10,Aaron Brooks pass complete to Donte' Stallworth for 33 yards (tackle by Justin Tuck). Penalty on Will Allen: Illegal Contact (Declined),0.150,2.390
3,7:16,1,10,NYG 48,24,10,Antowain Smith right guard for no gain (tackle by Kendrick Clancy),2.390,1.850
3,6:37,2,10,NYG 48,24,10,Aaron Brooks pass complete to Donte' Stallworth for 18 yards (tackle by Gibril Wilson),1.850,3.580
3,5:56,1,10,NYG 30,24,10,Aaron Brooks pass incomplete intended for Joe Horn,3.580,3.030
3,5:44,2,10,NYG 30,24,10,Antowain Smith up the middle for 4 yards (tackle by Michael Strahan and Kenderick Allen),3.030,2.870
3,5:04,3,6,NYG 26,24,10,Aaron Brooks pass incomplete intended for Donte' Stallworth is intercepted by Brent Alexander at NYG-27 and returned for 24 yards,2.870,-2.320
3,4:51,1,10,NOR 49,24,10,Tiki Barber left guard for 1 yard (tackle by Darren Howard),2.320,1.920
3,4:17,,,,24,10,Timeout #1 by New York Giants,0.000,1.920
3,4:17,2,9,NOR 48,24,10,"Eli Manning pass incomplete intended for Plaxico Burress. Penalty on Plaxico Burress: Offensive Pass Interfere, 10 yards (no play)",1.920,0.570
3,4:13,2,19,NYG 42,24,10,Eli Manning pass incomplete intended for Tiki Barber (defended by Tony Bryant),0.570,-0.100
3,4:06,3,19,NYG 42,24,10,"Eli Manning pass complete to Amani Toomer for 13 yards (tackle by Mike McKenzie). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",-0.100,-1.420
3,3:48,3,29,NYG 32,24,10,Tiki Barber up the middle for 2 yards (tackle by Jay Bellamy and Fred Thomas),-1.420,-1.110
3,3:08,4,27,NYG 34,24,10,"Jeff Feagles punts 45 yards, returned by Michael Lewis for 5 yards (tackle by James Butler)",-1.110,-0.670
3,2:53,1,10,NOR 26,24,10,Aaron Brooks pass complete to Donte' Stallworth for 23 yards (tackle by Will Allen and Brent Alexander),0.670,2.190
3,2:17,1,10,NOR 49,24,10,Deuce McAllister left guard for 1 yard (tackle by Antonio Pierce and Will Allen),2.190,1.780
3,1:35,2,9,NOR 50,24,10,Aaron Brooks pass complete to Mike Karney for 5 yards (tackle by Reggie Torbor),1.780,1.750
3,0:53,3,4,NYG 45,24,10,Aaron Brooks right end for 9 yards (tackle by Will Allen),1.750,3.180
3,0:04,1,10,NYG 36,24,10,Aaron Brooks pass complete to Donte' Stallworth for 10 yards (tackle by Will Allen),3.180,3.840
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 26,24,10,Aaron Brooks pass complete to Joe Horn for 19 yards (tackle by Gibril Wilson),3.840,5.600
4,14:25,1,7,NYG 7,24,10,Deuce McAllister up the middle for 1 yard (tackle by Antonio Pierce),5.600,4.950
4,13:40,2,6,NYG 6,24,10,Aaron Brooks pass incomplete intended for Ernie Conwell,4.950,4.040
4,13:33,3,6,NYG 6,24,10,"Penalty on Aaron Brooks: Delay of Game, 5 yards (no play)",4.040,3.120
4,13:33,3,11,NYG 11,24,10,Aaron Brooks pass incomplete intended for Joe Horn (defended by Antonio Pierce),3.120,2.700
4,13:29,4,11,NYG 11,24,10,John Carney 29 yard field goal no good,2.700,-0.280
4,13:24,1,10,NYG 20,24,10,Eli Manning pass complete to Plaxico Burress for 5 yards (tackle by Jason Craft),0.280,0.410
4,12:53,2,5,NYG 25,24,10,Tiki Barber left guard for 7 yards (tackle by Courtney Watson and Jay Bellamy),0.410,1.070
4,12:11,1,10,NYG 32,24,10,Eli Manning pass incomplete intended for Plaxico Burress,1.070,0.530
4,12:00,2,10,NYG 32,24,10,Tiki Barber left guard for 4 yards (tackle by Colby Bockwoldt and Charles Grant),0.530,0.370
4,11:21,3,6,NYG 36,24,10,Eli Manning pass complete to Amani Toomer for 25 yards,0.370,2.980
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
4,11:12,,,,24,10,Timeout #2 by New Orleans Saints,0.000,2.980
4,11:12,1,10,NOR 39,24,10,"Penalty on David Diehl: Unnecessary Roughness (Offsetting), Penalty on Mike McKenzie: Unnecessary Roughness (Offsetting) (no play)",2.980,2.980
4,11:12,1,10,NOR 39,24,10,Tiki Barber left tackle for 5 yards (tackle by Sedrick Hodge),2.980,3.120
4,10:42,2,5,NOR 34,24,10,"Tiki Barber left tackle for 12 yards (tackle by Jay Bellamy). Penalty on Shaun O'Hara: Unnecessary Roughness (Offsetting), Penalty on Johnathan Sullivan: Unnecessary Roughness (Offsetting)",3.120,4.110
4,10:07,1,10,NOR 22,24,10,"Eli Manning pass complete to Plaxico Burress for 22 yards. Penalty on Amani Toomer: Illegal Formation, 6 yards (no play)",4.110,3.710
4,9:55,1,16,NOR 28,24,10,Tiki Barber right end for 3 yards (tackle by Mike McKenzie),3.710,3.160
4,9:32,2,13,NOR 25,24,10,Eli Manning pass complete to Plaxico Burress for 11 yards (tackle by Dwight Smith and Mike McKenzie),3.160,4.150
4,8:46,3,2,NOR 14,24,10,Brandon Jacobs right tackle for 2 yards (tackle by Sedrick Hodge),4.150,4.780
4,8:05,1,10,NOR 12,24,10,Tiki Barber right guard for 2 yards (tackle by Charles Grant and Willie Whitehead),4.780,4.450
4,7:24,2,8,NOR 10,24,10,Tiki Barber left end for -2 yards (tackle by Dwight Smith),4.450,3.120
4,6:48,,,,24,10,Timeout #2 by New York Giants,0.000,3.120
4,6:48,3,10,NOR 12,24,10,Eli Manning pass incomplete intended for David Tyree,3.120,2.630
4,6:41,4,10,NOR 12,27,10,Jay Feely 30 yard field goal good,2.630,3.000
4,,,,NYG 30,27,10,"Jay Feely kicks off 60 yards, returned by Michael Lewis for 20 yards (tackle by James Butler)",0.000,0.940
4,6:31,1,10,NOR 30,27,10,Aaron Brooks sacked by Osi Umenyiora for -9 yards,0.940,-0.820
4,6:03,2,19,NOR 21,27,10,Deuce McAllister up the middle for 9 yards (tackle by Antonio Pierce and Gibril Wilson),-0.820,-0.300
4,5:39,3,10,NOR 30,27,10,Aaron Brooks pass complete to Donte' Stallworth for 21 yards (tackle by Gibril Wilson),-0.300,2.320
4,5:07,1,10,NYG 49,27,10,Aaron Brooks pass complete to Devery Henderson for 13 yards (tackle by Corey Webster),2.320,3.180
4,4:58,1,10,NYG 36,27,10,Aaron Brooks pass incomplete intended for Devery Henderson,3.180,2.640
4,4:51,2,10,NYG 36,27,10,Aaron Brooks pass complete to Joe Horn for 21 yards (tackle by Antonio Pierce and Gibril Wilson),2.640,4.580
4,4:26,1,10,NYG 15,27,10,Deuce McAllister left guard for 3 yards (tackle by Kenderick Allen),4.580,4.450
4,3:53,2,7,NYG 12,27,10,Aaron Brooks pass incomplete intended for Devery Henderson (defended by Corey Webster),4.450,3.580
4,3:46,3,7,NYG 12,27,10,Aaron Brooks pass complete to Joe Horn for 11 yards. Joe Horn fumbles,3.580,-0.280
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
4,3:40,1,10,NYG 20,27,10,Tiki Barber left guard for 5 yards (tackle by Courtney Watson),0.280,0.410
4,2:59,2,5,NYG 25,27,10,Tiki Barber right guard for 2 yards (tackle by Will Smith and Darren Howard),0.410,-0.030
4,2:20,3,3,NYG 27,27,10,"Eli Manning right end for 2 yards. Eli Manning fumbles, ball out of bounds at NYG-30",-0.030,-1.440
4,2:00,4,1,NYG 29,27,10,"Jeff Feagles punts 51 yards, returned by Donte' Stallworth for 27 yards (tackle by James Butler)",-1.440,-2.060
4,1:43,1,10,NOR 47,27,10,Aaron Brooks pass incomplete,2.060,1.520
4,1:37,2,10,NOR 47,27,10,Aaron Brooks pass incomplete intended for Aaron Stecker,1.520,0.830
4,1:32,3,10,NOR 47,27,10,Aaron Brooks pass complete to Devery Henderson for 16 yards (tackle by Corey Webster),0.830,3.120
4,1:25,1,10,NYG 37,27,10,Aaron Brooks right end for 1 yard (tackle by Gibril Wilson),3.120,2.710
4,1:15,2,9,NYG 36,27,10,Aaron Brooks pass complete to Donte' Stallworth for 9 yards (tackle by Will Allen),2.710,3.780
4,0:39,1,10,NYG 27,27,10,Aaron Brooks pass incomplete intended for Zachary Hilton (defended by Brent Alexander),3.780,3.230
4,0:30,2,10,NYG 27,27,10,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Shaun Williams,3.230,-0.280
4,0:21,1,10,NYG 20,27,10,Eli Manning kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
