Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PHI 25,0,0,Miles Sanders up the middle for -1 yards. Miles Sanders fumbles (forced by Trent McDuffie). Miles Sanders fumbles out of bounds,0.610,-0.070
1,14:26,2,11,PHI 24,0,0,Jalen Hurts pass complete short left to DeVonta Smith for 6 yards (tackle by Trent McDuffie and L'Jarius Sneed),-0.070,0.040
1,13:44,3,5,PHI 30,0,0,Jalen Hurts pass complete short left to DeVonta Smith for 12 yards (tackle by Justin Reid),0.040,1.730
1,13:16,1,10,PHI 42,0,0,Jalen Hurts pass incomplete deep left intended for A.J. Brown,1.730,1.190
1,13:10,2,10,PHI 42,0,0,Jalen Hurts scrambles left end for 11 yards (tackle by Justin Reid and L'Jarius Sneed),1.190,2.460
1,12:31,1,10,KAN 47,0,0,Jalen Hurts pass complete short right to Dallas Goedert for 13 yards (tackle by Justin Reid),2.460,3.310
1,12:02,1,10,KAN 34,0,0,Jalen Hurts pass complete short right to DeVonta Smith for 23 yards (tackle by Willie Gay),3.310,4.840
1,11:28,1,10,KAN 11,0,0,Boston Scott up the middle for 9 yards (tackle by Juan Thornhill and Trent McDuffie),4.840,5.850
1,11:01,2,1,KAN 2,0,0,Boston Scott up the middle for -2 yards (tackle by Juan Thornhill),5.850,4.670
1,10:22,3,3,KAN 4,0,0,"Kenneth Gainwell up the middle for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Kenneth Gainwell up the middle for 3 yards (tackle by Jaylen Watson)",4.670,6.970
1,10:13,1,1,KAN 1,0,6,"Jalen Hurts up the middle for 1 yard, touchdown. Penalty on Chris Jones: Defensive Offside, 5 yards (declined)",6.970,7.000
1,10:09,,,KAN 15,0,7,Jake Elliott kicks extra point good,0.000,0.000
1,10:09,,,PHI 35,0,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,10:09,1,10,KAN 25,0,7,Isiah Pacheco up the middle for 3 yards (tackle by Javon Hargrave),0.610,0.470
1,9:33,2,7,KAN 28,0,7,Patrick Mahomes pass complete short middle to Travis Kelce for 20 yards (tackle by T.J. Edwards),0.470,2.130
1,8:56,1,10,KAN 48,0,7,Patrick Mahomes scrambles right end for 8 yards (tackle by Avonte Maddox),2.130,2.660
1,8:21,2,2,PHI 44,0,7,Isiah Pacheco left tackle for 24 yards (tackle by Marcus Epps),2.660,4.240
1,7:44,1,10,PHI 20,0,7,Isiah Pacheco up the middle for 2 yards (tackle by Fletcher Cox),4.240,3.960
1,7:03,2,8,PHI 18,6,7,"Patrick Mahomes pass complete deep right to Travis Kelce for 18 yards, touchdown",3.960,7.000
1,6:57,,,PHI 15,7,7,Harrison Butker kicks extra point good,0.000,0.000
1,6:57,,,KAN 35,7,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,6:57,1,10,PHI 25,7,7,"Jalen Hurts pass complete short right to Kenneth Gainwell for no gain (tackle by Trent McDuffie). Penalty on Zach Pascal: Offensive Pass Interference, 10 yards (accepted) (no play)",0.610,-0.410
1,6:30,1,20,PHI 15,7,7,Kenneth Gainwell right tackle for 1 yard (tackle by Leo Chenal),-0.410,-1.290
1,5:47,2,19,PHI 16,7,7,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by L'Jarius Sneed),-1.290,-1.150
1,5:07,3,14,PHI 21,7,7,Jalen Hurts pass incomplete short left,-1.150,-1.960
1,5:00,4,14,PHI 21,7,7,"Arryn Siposs punts 57 yards, returned by Kadarius Toney for 12 yards (tackle by Jack Stoll)",-1.960,-1.200
1,4:46,1,10,KAN 34,7,7,Patrick Mahomes pass complete short right to Noah Gray for 6 yards (tackle by T.J. Edwards),1.200,1.470
1,4:12,2,4,KAN 40,7,7,"Isiah Pacheco up the middle for 2 yards (tackle by Kyzir White). Penalty on Ndamukong Suh: Illegal Use of Hands / Defense, 5 yards (accepted)",1.470,2.060
1,3:48,1,10,KAN 47,7,7,Patrick Mahomes pass complete short middle to Travis Kelce for 22 yards (tackle by James Bradberry),2.060,3.510
1,3:12,1,10,PHI 31,7,7,Patrick Mahomes pass incomplete short right,3.510,2.970
1,3:06,2,10,PHI 31,7,7,Patrick Mahomes pass complete short right to Jerick McKinnon for 7 yards (tackle by Darius Slay),2.970,3.200
1,2:32,3,3,PHI 24,7,7,Patrick Mahomes pass incomplete short right intended for Jody Fortson (defended by T.J. Edwards),3.200,1.970
1,2:28,4,3,PHI 24,7,7,Harrison Butker 42 yard field goal no good,1.970,-1.070
1,2:24,1,10,PHI 32,7,7,Jalen Hurts left end for 5 yards (tackle by Joshua Williams),1.070,1.200
1,1:55,2,5,PHI 37,7,7,Jalen Hurts left tackle for 1 yard (tackle by Nick Bolton and Willie Gay),1.200,0.630
1,1:08,3,4,PHI 38,7,7,"Penalty on Frank Clark: Defensive Offside, 5 yards (accepted) (no play)",0.630,1.800
1,0:52,1,10,PHI 43,7,7,Jalen Hurts pass complete short middle to Dallas Goedert for 5 yards (tackle by Leo Chenal),1.800,1.930
1,0:10,2,5,PHI 48,7,7,Jalen Hurts pass complete short right to A.J. Brown for 7 yards (tackle by Joshua Williams),1.930,2.590
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 45,7,13,"Jalen Hurts pass complete deep left to A.J. Brown for 45 yards, touchdown",2.590,7.000
2,14:52,,,KAN 15,7,14,Jake Elliott kicks extra point good,0.000,0.000
2,14:52,,,PHI 35,7,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,14:52,1,10,KAN 25,7,14,Isiah Pacheco left tackle for -3 yards (tackle by Javon Hargrave),0.610,-0.340
2,14:12,2,13,KAN 22,7,14,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 5 yards (tackle by Marcus Epps),-0.340,-0.360
2,13:35,3,8,KAN 27,7,14,Patrick Mahomes pass incomplete short middle intended for JuJu Smith-Schuster,-0.360,-1.570
2,13:31,4,8,KAN 27,7,14,"Tommy Townsend punts 48 yards, returned by Britain Covey for 8 yards (tackle by Jack Cochrane and Michael Burton)",-1.570,-1.140
2,13:18,1,10,PHI 33,7,14,Miles Sanders up the middle for -1 yards (tackle by Willie Gay),1.140,0.460
2,12:40,2,11,PHI 32,7,14,Jalen Hurts pass complete short right to Dallas Goedert for 3 yards (tackle by Jaylen Watson),0.460,0.170
2,11:58,3,8,PHI 35,7,14,Jalen Hurts pass complete short left to Zach Pascal for 9 yards,0.170,1.860
2,11:15,1,10,PHI 44,7,14,Kenneth Gainwell right tackle for 9 yards (tackle by Khalen Saunders and Justin Reid),1.860,2.530
2,10:39,2,1,KAN 47,7,14,Kenneth Gainwell up the middle for no gain (tackle by L'Jarius Sneed and Leo Chenal),2.530,1.820
2,10:12,3,1,KAN 47,7,14,"Penalty on Isaac Seumalo: False Start, 4 yards (accepted) (no play)",1.820,1.290
2,9:48,3,5,PHI 49,13,14,"Jalen Hurts up the middle for -5 yards. Jalen Hurts fumbles, recovered by Nick Bolton at PHI-36 and returned for 36 yards, touchdown",1.290,-7.000
2,9:39,,,PHI 15,14,14,Harrison Butker kicks extra point good,0.000,0.000
2,9:39,,,KAN 35,14,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,9:39,1,10,PHI 25,14,14,Jalen Hurts up the middle for 14 yards (tackle by Nick Bolton),0.610,1.530
2,8:54,1,10,PHI 39,14,14,Jalen Hurts pass incomplete deep left intended for A.J. Brown (defended by Juan Thornhill),1.530,0.990
2,8:45,2,10,PHI 39,14,14,Jalen Hurts pass complete short right to Boston Scott for 9 yards (tackle by Willie Gay),0.990,1.490
2,7:56,3,1,PHI 48,14,14,Jalen Hurts up the middle for 3 yards (tackle by Justin Reid),1.490,2.320
2,7:18,1,10,KAN 49,14,14,Jalen Hurts pass complete short right to Kenneth Gainwell for 4 yards (tackle by Jaylen Watson),2.320,2.320
2,6:38,2,6,KAN 45,14,14,Jalen Hurts right end for -1 yards (tackle by Willie Gay),2.320,1.490
2,6:02,3,7,KAN 46,14,14,Kenneth Gainwell up the middle for 2 yards (tackle by Michael Danna),1.490,0.330
2,5:28,4,5,KAN 44,14,14,Jalen Hurts up the middle for 28 yards (tackle by L'Jarius Sneed),0.330,4.510
2,4:44,1,10,KAN 16,14,14,Kenneth Gainwell up the middle for 3 yards (tackle by George Karlaftis),4.510,4.390
2,4:07,2,7,KAN 13,14,14,Jalen Hurts pass complete short right to DeVonta Smith for 4 yards (tackle by Willie Gay),4.390,4.390
2,3:25,3,3,KAN 9,14,14,Boston Scott up the middle for 1 yard (tackle by George Karlaftis and Chris Jones),4.390,2.990
2,2:42,4,2,KAN 8,14,14,"Penalty on Derrick Nnadi: Neutral Zone Infraction, 4 yards (accepted) (no play)",2.990,6.280
2,2:24,1,4,KAN 4,14,20,"Jalen Hurts left tackle for 4 yards, touchdown",6.280,7.000
2,2:20,,,KAN 15,14,21,Jake Elliott kicks extra point good,0.000,0.000
2,2:20,,,PHI 35,14,21,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,2:20,1,10,KAN 25,14,21,Patrick Mahomes pass complete short left to Jerick McKinnon for 5 yards (tackle by T.J. Edwards),0.610,0.740
2,2:01,2,5,KAN 30,14,21,Patrick Mahomes pass complete short right to Justin Watson for 6 yards (tackle by Darius Slay),0.740,1.330
2,1:56,1,10,KAN 36,14,21,Patrick Mahomes pass incomplete deep left intended for Marquez Valdes-Scantling,1.330,0.790
2,1:51,2,10,KAN 36,14,21,"Penalty on Orlando Brown: False Start, 5 yards (accepted) (no play)",0.790,0.120
2,1:51,2,15,KAN 31,14,21,Patrick Mahomes pass incomplete short right intended for JuJu Smith-Schuster,0.120,-0.560
2,1:44,3,15,KAN 31,14,21,"Creed Humphrey aborted snap, recovered by Patrick Mahomes at KC-25 Patrick Mahomes for no gain (tackle by T.J. Edwards)",-0.560,-1.110
2,1:33,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:33,4,12,KAN 34,14,21,"Tommy Townsend punts 50 yards, returned by Britain Covey for 27 yards (tackle by Nazeeh Johnson)",-1.110,-1.800
2,1:22,1,10,PHI 43,14,21,Jalen Hurts pass complete short right to Kenneth Gainwell for 9 yards (tackle by Justin Reid),1.800,2.470
2,1:00,2,1,KAN 48,14,21,"Jalen Hurts pass complete deep right to DeVonta Smith for no gain (tackle by L'Jarius Sneed) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by L'Jarius Sneed)",2.470,1.750
2,0:55,3,1,KAN 48,14,21,Jalen Hurts up the middle for 2 yards (tackle by Chris Jones),1.750,2.520
2,0:35,1,10,KAN 46,14,21,Jalen Hurts pass incomplete short right,2.520,1.980
2,0:28,2,10,KAN 46,14,21,Jalen Hurts pass complete short right to DeVonta Smith for 5 yards (tackle by Nick Bolton),1.980,1.950
2,0:23,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:23,3,5,KAN 41,14,21,Jalen Hurts pass complete short right to A.J. Brown for 22 yards (tackle by Juan Thornhill),1.950,4.310
2,0:15,1,10,KAN 19,14,21,Jalen Hurts pass complete short left to Kenneth Gainwell for 2 yards (tackle by Trent McDuffie),4.310,4.030
2,0:04,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:04,2,8,KAN 17,14,24,Jake Elliott 35 yard field goal good,4.030,3.000
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,14,24,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,14,24,Isiah Pacheco right tackle for 7 yards (tackle by Marcus Epps),0.610,1.010
3,14:29,2,3,KAN 32,14,24,Isiah Pacheco right end for 2 yards (tackle by Haason Reddick),1.010,0.560
3,13:54,3,1,KAN 34,14,24,Jerick McKinnon left tackle for 14 yards (tackle by C.J. Gardner-Johnson),0.560,2.130
3,13:20,1,10,KAN 48,14,24,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Avonte Maddox),2.130,2.850
3,12:42,1,10,PHI 41,14,24,Skyy Moore left end for 4 yards (tackle by James Bradberry),2.850,2.850
3,12:12,2,6,PHI 37,14,24,Patrick Mahomes pass complete short middle to Justin Watson for 12 yards (tackle by Darius Slay),2.850,3.910
3,11:34,1,10,PHI 25,14,24,Jerick McKinnon up the middle for 7 yards (tackle by Milton Williams),3.910,4.370
3,10:57,2,3,PHI 18,14,24,Patrick Mahomes scrambles right end for 14 yards (tackle by Marcus Epps),4.370,6.280
3,10:13,1,4,PHI 4,14,24,Patrick Mahomes pass complete short left to Jerick McKinnon for 3 yards (tackle by Avonte Maddox),6.280,5.910
3,9:33,2,1,PHI 1,20,24,"Isiah Pacheco left tackle for 1 yard, touchdown",5.910,7.000
3,9:30,,,PHI 15,21,24,Harrison Butker kicks extra point good,0.000,0.000
3,9:30,,,KAN 35,21,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,9:30,1,10,PHI 25,21,24,"Jalen Hurts pass complete short right to Miles Sanders for no gain. Miles Sanders fumbles (forced by L'Jarius Sneed), recovered by Nick Bolton at PHI-22, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Jalen Hurts pass incomplete short right intended for Miles Sanders (defended by L'Jarius Sneed)",0.610,0.060
3,9:27,2,10,PHI 25,21,24,Jalen Hurts pass complete short left to A.J. Brown for 4 yards (tackle by Willie Gay and Joshua Williams),0.060,-0.100
3,8:43,3,6,PHI 29,21,24,Jalen Hurts pass complete deep left to Dallas Goedert for 17 yards (tackle by Justin Reid),-0.100,1.990
3,8:14,1,10,PHI 46,21,24,Jalen Hurts pass complete short right to Quez Watkins for 8 yards (tackle by Juan Thornhill and L'Jarius Sneed),1.990,2.530
3,7:50,2,2,KAN 46,21,24,Jalen Hurts pass incomplete short right,2.530,1.820
3,7:44,3,2,KAN 46,21,24,Kenneth Gainwell up the middle for 3 yards (tackle by Chris Jones),1.820,2.720
3,7:03,1,10,KAN 43,21,24,Jalen Hurts scrambles up the middle for 1 yard (tackle by Nick Bolton),2.720,2.310
3,6:19,2,9,KAN 42,21,24,Jalen Hurts pass incomplete deep left intended for Quez Watkins,2.310,1.620
3,6:13,3,9,KAN 42,21,24,"Penalty on PHI: Delay of Game, 5 yards (accepted) (no play)",1.620,0.960
3,6:13,3,14,KAN 47,21,24,"Jalen Hurts pass complete deep right to Dallas Goedert for 17 yards (tackle by Bryan Cook) KAN challenged the pass completion ruling, and the play was upheld.",0.960,3.580
3,5:55,1,10,KAN 30,21,24,Miles Sanders right end for 4 yards (tackle by Nick Bolton),3.580,3.570
3,5:14,2,6,KAN 26,21,24,Miles Sanders up the middle for 5 yards (tackle by Nick Bolton),3.570,3.530
3,4:35,3,1,KAN 21,21,24,Miles Sanders right end for no gain (tackle by Nick Bolton and Leo Chenal),3.530,2.210
3,4:02,4,1,KAN 21,21,24,Jalen Hurts up the middle for 2 yards (tackle by Trent McDuffie),2.210,4.310
3,3:17,1,10,KAN 19,21,24,Jalen Hurts sacked by Khalen Saunders for -1 yards,4.310,3.630
3,2:36,2,11,KAN 20,21,24,Jalen Hurts pass incomplete short middle intended for Dallas Goedert,3.630,2.940
3,2:32,,,,,,Timeout #1 by Philadelphia Eagles,,
3,2:32,3,11,KAN 20,21,24,Jalen Hurts pass complete short right to Kenneth Gainwell for 5 yards (tackle by Nick Bolton),2.940,2.470
3,1:48,4,6,KAN 15,21,27,Jake Elliott 33 yard field goal good,2.470,3.000
3,1:45,,,PHI 35,21,27,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,1:45,1,10,KAN 25,21,27,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by T.J. Edwards),0.610,0.470
3,1:10,2,7,KAN 28,21,27,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 8 yards (tackle by Avonte Maddox),0.470,1.330
3,0:38,1,10,KAN 36,21,27,Isiah Pacheco right tackle for 9 yards (tackle by Avonte Maddox),1.330,2.010
3,0:04,2,1,KAN 45,21,27,Isiah Pacheco up the middle for 11 yards (tackle by Javon Hargrave and C.J. Gardner-Johnson),2.010,2.650
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 44,21,27,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 14 yards (tackle by Avonte Maddox),2.650,3.580
4,14:19,1,10,PHI 30,21,27,"Penalty on Josh Sweat: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.580,4.310
4,14:04,1,5,PHI 25,21,27,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 13 yards (tackle by James Bradberry),4.310,4.780
4,13:29,1,10,PHI 12,21,27,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 3 yards (tackle by James Bradberry),4.780,4.640
4,12:49,2,7,PHI 9,21,27,Jerick McKinnon left end for 4 yards (tackle by Marcus Epps and James Bradberry),4.640,4.610
4,12:08,3,3,PHI 5,27,27,"Patrick Mahomes pass complete short right to Kadarius Toney for 5 yards, touchdown",4.610,7.000
4,12:04,,,PHI 15,28,27,Harrison Butker kicks extra point good,0.000,0.000
4,12:04,,,KAN 35,28,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,12:04,1,10,PHI 25,28,27,Jalen Hurts pass complete short right to Dallas Goedert for 5 yards (tackle by Leo Chenal),0.610,0.740
4,11:22,2,5,PHI 30,28,27,Jalen Hurts pass complete short left to Zach Pascal for 2 yards (tackle by Juan Thornhill),0.740,0.300
4,10:40,3,3,PHI 32,28,27,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,0.300,-1.240
4,10:33,4,3,PHI 32,28,27,"Arryn Siposs punts 38 yards, returned by Kadarius Toney for 65 yards (tackle by Arryn Siposs)",-1.240,-6.060
4,10:11,1,5,PHI 5,28,27,Isiah Pacheco up the middle for 1 yard (tackle by Josh Sweat),6.060,5.340
4,9:31,2,4,PHI 4,28,27,Patrick Mahomes pass incomplete short middle,5.340,4.490
4,9:26,3,4,PHI 4,34,27,"Patrick Mahomes pass complete short left to Skyy Moore for 4 yards, touchdown",4.490,7.000
4,9:22,,,PHI 15,35,27,Harrison Butker kicks extra point good,0.000,0.000
4,9:22,,,KAN 35,35,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,9:22,1,10,PHI 25,35,27,Miles Sanders up the middle for 6 yards (tackle by Frank Clark),0.610,0.870
4,8:39,2,4,PHI 31,35,27,Miles Sanders left end for 3 yards (tackle by Joshua Williams),0.870,0.560
4,8:08,3,1,PHI 34,35,27,Jalen Hurts up the middle for 2 yards (tackle by Willie Gay),0.560,1.330
4,7:25,1,10,PHI 36,35,27,Jalen Hurts sacked by Leo Chenal for -1 yards,1.330,0.660
4,6:46,2,11,PHI 35,35,27,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Nick Bolton),0.660,0.890
4,6:07,3,4,PHI 42,35,27,Jalen Hurts pass complete short right to A.J. Brown for 11 yards (tackle by L'Jarius Sneed),0.890,2.460
4,5:45,1,10,KAN 47,35,27,Jalen Hurts pass complete deep left to DeVonta Smith for 45 yards,2.460,6.740
4,5:20,1,2,KAN 2,35,33,"Jalen Hurts up the middle for 2 yards, touchdown",6.740,7.000
4,5:15,,,KAN 2,35,35,"Two Point Attempt: Jalen Hurts rushes, conversion succeeds.",1.000,1.000
4,5:15,,,PHI 35,35,35,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
