Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
1,9:19,3,3,NOR 41,0,7,Drew Brees pass incomplete short right intended for Marques Colston,0.890,-0.650
1,9:13,4,3,NOR 41,0,7,"Steve Weatherford punts 36 yards, returned by Patrick Crayton for 3 yards (tackle by Terrence Melton)",-0.650,-0.670
1,9:07,1,10,DAL 26,0,7,Tony Romo pass complete deep right to Jason Witten for 18 yards (tackle by Omar Stoutmire),0.670,1.860
1,8:22,1,10,DAL 44,0,7,Julius Jones left tackle for no gain (tackle by Mark Simoneau),1.860,1.320
1,7:37,2,10,DAL 44,0,7,Julius Jones left tackle for 4 yards (tackle by Brian Young),1.320,1.160
1,6:51,3,6,DAL 48,0,7,Tony Romo pass incomplete,1.160,-0.190
1,6:45,4,6,DAL 48,0,7,"Mat McBriar punts 40 yards, fair catch by Michael Lewis",-0.190,0.350
1,6:37,1,10,NOR 12,0,7,Drew Brees pass complete short middle to Mike Karney for 9 yards (tackle by DeMarcus Ware),-0.350,0.420
1,6:08,2,1,NOR 21,0,7,Mike Karney right guard for 8 yards (tackle by Roy Williams),0.420,0.870
1,5:33,1,10,NOR 29,0,7,Drew Brees pass complete short right to Reggie Bush for 11 yards (tackle by Kenyon Coleman),0.870,1.600
1,4:51,1,10,NOR 40,0,7,Deuce McAllister left guard for no gain (tackle by Jason Ferguson),1.600,1.050
1,4:17,2,10,NOR 40,0,7,Drew Brees pass complete short left to Mike Karney for 12 yards (tackle by Terence Newman),1.050,2.390
1,3:49,1,10,DAL 48,0,7,Reggie Bush middle for no gain (tackle by Chris Canty),2.390,1.850
1,3:09,2,10,DAL 48,0,7,Drew Brees pass incomplete short right intended for Reggie Bush (defended by Terence Newman),1.850,1.160
1,3:03,3,10,DAL 48,0,7,Drew Brees pass complete short left to Marques Colston for 9 yards (tackle by Anthony Henry),1.160,0.660
1,2:27,4,1,DAL 39,0,7,Devery Henderson for 3 yards,0.660,3.180
1,1:50,1,10,DAL 36,0,7,"Drew Brees sacked by DeMarcus Ware for -7 yards. Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",3.180,3.910
1,1:25,1,5,DAL 31,0,7,Reggie Bush left end for 10 yards (tackle by Anthony Henry),3.910,4.170
1,0:44,1,10,DAL 21,0,7,Drew Brees pass complete short middle to Mark Campbell for 14 yards (tackle by Keith Davis),4.170,5.600
1,0:06,1,7,DAL 7,0,7,Reggie Bush right end for 2 yards (tackle by Marcus Spears and Bradie James),5.600,5.150
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,DAL 5,0,7,Drew Brees pass incomplete short right intended for Terrance Copper,5.150,4.260
2,14:56,3,5,DAL 5,0,7,"Penalty on DeMarcus Ware: Defensive Delay of Game, 3 yards (no play)",4.260,4.950
2,14:56,,,,0,7,Timeout #1 by New Orleans Saints,0.000,4.950
2,14:56,3,2,DAL 2,6,7,"Mike Karney middle for 2 yards, touchdown",4.950,7.000
2,,,,DAL 2,7,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,7,7,"Billy Cundiff kicks off 67 yards, returned by Miles Austin for 24 yards (tackle by DeJuan Groce)",0.000,0.740
2,14:44,1,10,DAL 27,7,7,Tony Romo pass incomplete deep left intended for Terrell Owens,0.740,0.200
2,14:39,2,10,DAL 27,7,7,Tony Romo pass incomplete deep right intended for Terry Glenn is intercepted by Omar Stoutmire at DAL-49 and returned for 10 yards,0.200,-2.980
2,14:23,1,10,DAL 39,7,7,Drew Brees pass complete short left to Deuce McAllister for 3 yards (tackle by Bradie James),2.980,2.850
2,13:46,2,7,DAL 36,7,7,Drew Brees pass incomplete short left intended for Billy Miller,2.850,2.150
2,13:41,3,7,DAL 36,7,7,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Terence Newman),2.150,3.970
2,12:58,1,10,DAL 24,7,7,Drew Brees pass complete short right to John Owens for 4 yards (tackle by Akin Ayodele),3.970,3.970
2,12:23,2,6,DAL 20,7,7,Deuce McAllister middle for 5 yards (tackle by Bobby Carpenter),3.970,4.170
2,11:39,3,1,DAL 15,7,7,Deuce McAllister right end for 4 yards (tackle by Terence Newman),4.170,4.840
2,11:03,1,10,DAL 11,7,7,Drew Brees pass complete short middle to Terrance Copper for 8 yards (tackle by Roy Williams),4.840,5.660
2,10:24,2,2,DAL 3,13,7,"Drew Brees pass complete short left to Mike Karney for 3 yards, touchdown",5.660,7.000
2,,,,DAL 2,14,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,14,7,Billy Cundiff kicks off 69 yards,0.000,1.600
2,10:19,1,10,DAL 40,14,7,Julius Jones right guard for 10 yards (tackle by Josh Bullocks),1.600,2.260
2,9:42,1,10,NOR 50,14,7,Julius Jones right tackle for 5 yards (tackle by Scott Shanle),2.260,2.390
2,8:58,2,5,NOR 45,14,7,Tony Romo sacked by Will Smith for -10 yards,2.390,0.370
2,8:19,3,15,DAL 45,14,7,Tony Romo pass incomplete deep left intended for Terry Glenn. Penalty on Andre Gurode: Offensive Holding (Declined),0.370,-0.390
2,8:12,4,15,DAL 45,14,7,"Mat McBriar punts 38 yards, fair catch by Michael Lewis. Penalty on Steve Gleason: Running Into the Kicker (Declined)",-0.390,0.060
2,8:04,1,10,NOR 17,14,7,Drew Brees pass incomplete short left intended for Billy Miller (defended by Akin Ayodele),-0.060,-0.580
2,7:59,2,10,NOR 17,14,7,Drew Brees pass complete short middle to Deuce McAllister for 5 yards (tackle by Bradie James),-0.580,-0.620
2,7:25,3,5,NOR 22,14,7,Deuce McAllister middle for 4 yards (tackle by Bradie James),-0.620,-1.630
2,6:48,4,1,NOR 26,14,7,"Steve Weatherford punts 51 yards, returned by Terence Newman for 4 yards (tackle by Terrence Melton)",-1.630,-0.740
2,6:33,1,10,DAL 27,14,7,Julius Jones middle for 10 yards (tackle by Omar Stoutmire),0.740,1.400
2,5:56,1,10,DAL 37,14,7,Tony Romo right end for 1 yard (tackle by Scott Fujita),1.400,0.990
2,5:09,2,9,DAL 38,14,7,Julius Jones right tackle for 3 yards (tackle by Charles Grant),0.990,0.700
2,4:23,3,6,DAL 41,14,7,Tony Romo pass incomplete short right intended for Patrick Crayton (defended by Mike McKenzie),0.700,-0.650
2,4:17,4,6,DAL 41,14,7,"Mat McBriar punts 52 yards, returned by Reggie Bush for -2 yards (tackle by Miles Austin)",-0.650,0.380
2,4:04,1,10,NOR 5,14,7,Deuce McAllister right tackle for 3 yards (tackle by Marcus Spears and Jason Ferguson),-0.380,-0.560
2,3:27,2,7,NOR 8,14,7,Deuce McAllister right guard for 6 yards (tackle by Akin Ayodele),-0.560,-0.370
2,2:46,3,1,NOR 14,14,7,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Keith Davis),-0.370,0.670
2,2:06,1,10,NOR 26,14,7,Drew Brees pass complete short right to Reggie Bush for 12 yards (tackle by Bradie James and Marcus Spears),0.670,1.470
2,1:58,1,10,NOR 38,14,7,Deuce McAllister middle for 5 yards (tackle by Jason Hatcher),1.470,1.600
2,1:23,2,5,NOR 43,14,7,Drew Brees pass complete short middle to Reggie Bush for 25 yards (tackle by Anthony Henry),1.600,3.450
2,1:07,,,,14,7,Timeout #2 by New Orleans Saints,0.000,3.450
2,1:07,1,10,DAL 32,14,7,Drew Brees pass incomplete deep left intended for Devery Henderson,3.450,2.900
2,1:02,,,,14,7,Timeout #3 by New Orleans Saints,0.000,2.900
2,1:02,2,10,DAL 32,14,7,"Drew Brees pass complete short left to Devery Henderson for 13 yards. Penalty on Devery Henderson: Offensive Pass Interfere, 10 yards (no play)",2.900,1.550
2,0:55,2,20,DAL 42,14,7,"Drew Brees pass incomplete intended for Jamal Jones (defended by Roy Williams). Penalty on DAL: Unsportsmanlike Conduct, 15 yards",1.550,3.780
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:50,1,10,DAL 27,20,7,"Drew Brees pass complete deep middle to Jamal Jones for 27 yards, touchdown",3.780,7.000
2,,,,DAL 2,21,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,21,7,"Billy Cundiff kicks off 68 yards, returned by Miles Austin for 37 yards (tackle by John Owens)",0.000,1.530
2,0:36,1,10,DAL 39,21,7,Tony Romo pass complete short middle to Terry Glenn for 7 yards (tackle by Charles Grant),1.530,1.930
2,0:31,,,,21,7,Timeout #1 by Dallas Cowboys,0.000,1.930
2,0:31,2,3,DAL 46,21,7,"Penalty on Marco Rivera: False Start, 5 yards (no play)",1.930,1.260
2,0:31,2,8,DAL 41,21,7,"Tony Romo pass incomplete deep middle intended for Terrell Owens. Penalty on Mike McKenzie: Taunting, 15 yards",1.260,2.650
2,0:26,1,10,NOR 44,21,7,Tony Romo middle for 2 yards (tackle by Brian Young),2.650,2.380
2,0:19,,,,21,7,Timeout #2 by Dallas Cowboys,0.000,2.380
2,0:19,2,8,NOR 42,21,7,Tony Romo pass complete deep middle to Terry Glenn for 17 yards (tackle by Josh Bullocks),2.380,3.910
2,0:11,,,,21,7,Timeout #3 by Dallas Cowboys,0.000,3.910
2,0:11,1,10,NOR 25,21,7,Tony Romo pass incomplete deep right intended for Terry Glenn,3.910,3.360
2,0:05,2,10,NOR 25,21,7,Martin Gramatica 43 yard field goal no good,3.360,-1.140
2,0:01,1,10,NOR 33,21,7,Drew Brees kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,21,7,"Billy Cundiff kicks off 68 yards, returned by Miles Austin for 26 yards (tackle by Danny Clark)",0.000,0.810
3,14:54,1,10,DAL 28,21,7,Julius Jones middle for 3 yards (tackle by Scott Shanle),0.810,0.670
3,14:12,2,7,DAL 31,21,7,Tony Romo pass complete deep left to Terry Glenn for 50 yards (tackle by Scott Shanle),0.670,4.310
3,13:24,1,10,NOR 19,21,7,Julius Jones left guard for 2 yards (tackle by Scott Shanle),4.310,4.030
3,12:47,2,8,NOR 17,21,7,Tony Romo pass complete short right to Terrell Owens for 9 yards,4.030,5.370
3,12:19,1,8,NOR 8,21,7,Julius Jones middle for 2 yards (tackle by Mark Simoneau),5.370,4.950
3,11:39,2,6,NOR 6,21,7,Tony Romo pass incomplete short middle intended for Jason Witten,4.950,4.040
3,11:34,3,6,NOR 6,21,7,Tony Romo pass incomplete short right intended for Patrick Crayton (defended by Mike McKenzie),4.040,2.990
3,11:26,4,6,NOR 6,21,10,Martin Gramatica 24 yard field goal good,2.990,3.000
3,,,,DAL 30,21,10,"Martin Gramatica kicks off 66 yards, returned by Michael Lewis for 22 yards (tackle by Nate Jones)",0.000,0.670
3,11:20,1,10,NOR 26,21,10,Drew Brees pass complete short left to Mike Karney for 9 yards (tackle by Anthony Henry),0.670,1.350
3,10:47,2,1,NOR 35,21,10,Mike Karney middle for 4 yards (tackle by DeMarcus Ware),1.350,1.530
3,10:12,1,10,NOR 39,27,10,"Drew Brees pass complete short left to Reggie Bush for 61 yards, touchdown",1.530,7.000
3,,,,DAL 2,28,10,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,28,10,"Billy Cundiff kicks off 68 yards, returned by Miles Austin for 35 yards (tackle by Michael Lewis)",0.000,1.400
3,9:51,1,10,DAL 37,28,10,Tony Romo pass complete deep middle to Terry Glenn for 27 yards (tackle by Scott Fujita),1.400,3.180
3,9:19,1,10,NOR 36,28,10,Marion Barber right end for -1 yards (tackle by Scott Fujita),3.180,2.500
3,8:37,2,11,NOR 37,28,10,Tony Romo pass complete short right to Jason Witten for 3 yards (tackle by Charles Grant),2.500,2.210
3,7:57,3,8,NOR 34,28,10,Tony Romo pass incomplete short left intended for Jason Witten,2.210,1.060
3,7:53,4,8,NOR 34,28,16,"Tony Romo pass complete deep middle to Terrell Owens for 34 yards, touchdown",1.060,7.000
3,,,,NOR 2,28,17,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,DAL 30,28,17,"Martin Gramatica kicks off 62 yards, returned by Michael Lewis for 29 yards (tackle by Kevin Burnett)",0.000,1.400
3,7:40,1,10,NOR 37,28,17,Deuce McAllister right tackle for 9 yards (tackle by Akin Ayodele),1.400,2.070
3,7:04,2,1,NOR 46,28,17,Deuce McAllister right tackle for 2 yards (tackle by Alshermond Singleton and Bradie James),2.070,2.130
3,6:26,1,10,NOR 48,28,17,Drew Brees pass complete deep left to Devery Henderson for 50 yards (tackle by Roy Williams),2.130,6.740
3,5:54,1,2,DAL 2,28,17,Deuce McAllister left tackle for 1 yard (tackle by Ryan Fowler),6.740,5.910
3,5:24,2,1,DAL 1,28,17,"Deuce McAllister left guard for 1 yard. Penalty on Zach Strief: Illegal Substitution, 5 yards (no play)",5.910,4.950
3,5:21,2,6,DAL 6,34,17,"Drew Brees pass complete short left to Mike Karney for 6 yards, touchdown",4.950,7.000
,,,,,,,"NOR challenged the ruling, and the original play was overturned.",,
3,,,,DAL 2,35,17,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,35,17,Billy Cundiff kicks onside 11 yards (onside kick successful),0.000,1.660
3,5:14,1,10,NOR 41,35,17,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Alshermond Singleton),1.660,1.800
3,4:33,2,5,NOR 46,35,17,Drew Brees pass incomplete short left intended for Reggie Bush,1.800,1.090
3,4:29,3,5,NOR 46,35,17,Drew Brees pass complete short right to Billy Miller for 12 yards (tackle by Pat Watkins),1.090,2.790
3,3:57,1,10,DAL 42,41,17,"Drew Brees pass complete deep left to Devery Henderson for 42 yards, touchdown",2.790,7.000
3,,,,DAL 2,42,17,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,42,17,"Billy Cundiff kicks off 65 yards, returned by Miles Austin for 26 yards (tackle by DeJuan Groce). Miles Austin fumbles (forced by DeJuan Groce), recovered by Abram Elam at DAL-31 and returned for 1 yards",0.000,1.070
3,3:38,1,10,DAL 32,42,17,"Tony Romo pass incomplete deep left intended for Terrell Owens. Penalty on Fred Thomas: Illegal Contact, 5 yards (no play)",1.070,1.400
3,3:29,1,10,DAL 37,42,17,Tony Romo pass incomplete deep left intended for Terrell Owens,1.400,0.860
3,3:23,2,10,DAL 37,42,17,Tony Romo pass complete deep middle to Terry Glenn for 18 yards (tackle by Fred Thomas),0.860,2.590
3,2:44,1,10,NOR 45,42,17,Tony Romo pass complete short left to Julius Jones for 10 yards (tackle by Josh Bullocks),2.590,3.250
3,2:12,1,10,NOR 35,42,17,Tony Romo pass complete deep left to Terry Glenn for 17 yards (tackle by Jason Craft),3.250,4.370
3,1:31,1,10,NOR 18,42,17,Tony Romo pass complete short middle to Jason Witten for 5 yards (tackle by Josh Bullocks and Josh Cooper),4.370,4.610
3,1:05,2,5,NOR 13,42,17,Tony Romo pass incomplete short right intended for Terry Glenn,4.610,3.820
3,1:00,,,,42,17,Timeout #1 by New Orleans Saints,0.000,0.000
3,1:00,,,,42,17,Timeout #1 by Dallas Cowboys,0.000,3.820
3,1:00,3,5,NOR 13,42,17,Tony Romo pass incomplete short left intended for Terry Glenn. Penalty on Andre Gurode: Chop Block (Declined),3.820,2.620
3,0:55,4,5,NOR 13,42,17,"Tony Romo pass incomplete intended for Terry Glenn. Penalty on Brian Young: Defensive Offside, 4 yards (no play)",2.620,2.980
3,0:49,4,1,NOR 9,42,17,"Penalty on Kyle Kosier: False Start, 5 yards (no play)",2.980,2.530
3,0:49,4,6,NOR 14,42,17,Tony Romo pass incomplete deep middle intended for Jason Witten is intercepted by Jason Craft,2.530,-0.280
3,0:43,1,10,NOR 20,42,17,Deuce McAllister middle for 6 yards (tackle by Jay Ratliff),0.280,0.540
Quarter,Time,Down,ToGo,Location,NOR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NOR 26,42,17,Drew Brees pass incomplete intended for Billy Miller,0.540,-0.160
4,14:57,,,,42,17,Timeout #2 by New Orleans Saints,0.000,-0.160
4,14:57,3,4,NOR 26,42,17,Drew Brees pass incomplete short left intended for Reggie Bush,-0.160,-1.630
4,14:54,4,4,NOR 26,42,17,"Steve Weatherford punts 51 yards, returned by Terence Newman for 14 yards (tackle by Steve Weatherford). Penalty on Sam Hurd: Illegal Block Above the , 10 yards",-1.630,-0.740
4,14:40,1,10,DAL 27,42,17,Tony Romo pass incomplete short middle intended for Lousaka Polite,0.740,0.200
4,14:35,2,10,DAL 27,42,17,Tony Romo pass incomplete deep left intended for Terrell Owens,0.200,-0.490
4,14:27,3,10,DAL 27,42,17,Tony Romo pass complete short left to Terrell Owens for 13 yards (tackle by Scott Fujita),-0.490,1.600
4,13:56,1,10,DAL 40,42,17,Marion Barber middle for no gain (tackle by Scott Shanle),1.600,1.050
4,13:24,2,10,DAL 40,42,17,Tony Romo pass complete short left to Terry Glenn for 12 yards (tackle by Jay Bellamy),1.050,2.390
4,12:40,1,10,NOR 48,42,17,Tony Romo sacked by Will Smith for -8 yards,2.390,0.770
4,12:02,2,18,DAL 44,42,17,Tony Romo pass incomplete short middle intended for Terrell Owens,0.770,0.100
4,11:54,3,18,DAL 44,42,17,Tony Romo pass complete short middle to Jason Witten for 7 yards (tackle by Scott Fujita),0.100,0.000
4,11:15,4,11,NOR 49,42,17,"Mat McBriar punts 33 yards, fair catch by Michael Lewis",0.000,0.140
4,11:11,1,10,NOR 16,42,17,Deuce McAllister right guard for 3 yards (tackle by Kenyon Coleman),-0.140,-0.180
4,10:26,2,7,NOR 19,42,17,Deuce McAllister left tackle for 2 yards (tackle by DeMarcus Ware),-0.180,-0.700
4,9:41,3,5,NOR 21,42,17,Deuce McAllister right guard for 6 yards (tackle by Alshermond Singleton),-0.700,0.740
4,8:55,1,10,NOR 27,42,17,"Penalty on John Owens: False Start, 5 yards (no play)",0.740,0.410
4,8:31,1,15,NOR 22,42,17,Deuce McAllister right guard for 3 yards (tackle by Kenyon Coleman and Jay Ratliff),0.410,-0.070
4,7:44,2,12,NOR 25,42,17,Deuce McAllister middle for 5 yards (tackle by Jay Ratliff),-0.070,-0.100
4,6:59,3,7,NOR 30,42,17,Deuce McAllister middle for 35 yards (tackle by Anthony Henry),-0.100,3.250
4,6:07,1,10,DAL 35,42,17,Reggie Bush right end for 5 yards (tackle by Terence Newman),3.250,3.380
4,5:22,2,5,DAL 30,42,17,Reggie Bush middle for 4 yards (tackle by Chris Canty),3.380,3.200
4,4:36,3,1,DAL 26,42,17,Deuce McAllister left tackle for 2 yards (tackle by Bradie James),3.200,3.970
4,3:54,1,10,DAL 24,42,17,Deuce McAllister right tackle for 4 yards (tackle by Alshermond Singleton and Terence Newman),3.970,3.970
4,3:07,2,6,DAL 20,42,17,Reggie Bush for 16 yards,3.970,6.280
4,3:00,1,4,DAL 4,42,17,Drew Brees kneels for -2 yards,6.280,4.950
4,3:00,2,6,DAL 6,42,17,Drew Brees kneels for -1 yards,4.950,3.810
4,2:00,3,7,DAL 7,42,17,Drew Brees kneels for -1 yards,3.810,2.950
4,2:00,4,8,DAL 8,42,17,Drew Brees kneels for -1 yards,2.950,0.380
4,1:13,1,10,DAL 9,42,17,Tony Romo kneels for -1 yards,-0.380,-0.850
4,0:33,2,11,DAL 8,42,17,Tony Romo kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
