#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:56,KAN 27,3,2:05,-3,Punt
2,1,10:34,KAN 29,4,2:01,28,Punt
3,1,4:30,KAN 31,3,1:14,3,Punt
4,2,14:56,KAN 20,4,2:16,18,Punt
5,2,10:35,KAN 31,3,2:05,8,Punt
6,2,5:24,KAN 31,6,3:28,53,Field Goal
7,2,0:27,SDG 47,3,0:27,11,End of Half
8,3,15:00,KAN 34,7,3:34,6,Punt
9,3,9:06,KAN 9,6,2:21,91,Touchdown
10,3,3:41,SDG 44,5,2:02,22,Fumble
11,4,15:00,SDG 35,6,3:00,33,Field Goal
12,4,9:10,KAN 20,12,4:47,71,Downs
13,4,3:49,KAN 36,7,1:37,64,Touchdown
14,4,0:22,KAN 20,1,0:22,9,End of Game
