Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Lawrence Tynes kicks off 64 yards, returned by Darren Sproles for 11 yards (tackle by Boomer Grigsby)",0.000,-0.060
1,14:54,1,10,SDG 17,0,0,Drew Brees pass incomplete intended for Antonio Gates (defended by Kawika Mitchell),-0.060,-0.580
1,14:51,2,10,SDG 17,0,0,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Sammy Knight),-0.580,-0.490
1,14:13,3,4,SDG 23,0,0,Drew Brees pass incomplete intended for Eric Parker (defended by Eric Warfield),-0.490,-1.830
1,14:09,4,4,SDG 23,0,0,"Mike Scifres punts 55 yards, returned by Dante Hall for 5 yards (tackle by Justin Peelle)",-1.830,-0.740
1,13:56,1,10,KAN 27,0,0,Priest Holmes left tackle for 2 yards (tackle by Jamal Williams and Stephen Cooper),0.740,0.470
1,13:21,2,8,KAN 29,0,0,Trent Green sacked by Stephen Cooper and Luis Castillo for -5 yards,0.470,-0.890
1,12:45,3,13,KAN 24,0,0,Trent Green pass complete to Priest Holmes for no gain,-0.890,-1.770
1,12:02,4,13,KAN 24,0,0,"Dustin Colquitt punts 38 yards, returned by Darren Sproles for 23 yards (tackle by Boomer Grigsby). Penalty on William Bartee: Player Out of Bounds on , 5 yards",-1.770,-3.310
1,11:51,1,10,KAN 34,0,0,LaDainian Tomlinson up the middle for 3 yards (tackle by Derrick Johnson),3.310,3.180
1,11:20,2,7,KAN 31,0,0,Darren Sproles left end for 3 yards (tackle by Jared Allen and Lional Dalton),3.180,2.870
1,10:43,3,4,KAN 28,0,0,Drew Brees pass incomplete intended for Antonio Gates (defended by Jared Allen),2.870,1.650
1,10:39,4,4,KAN 28,0,0,Drew Brees pass incomplete intended for Antonio Gates (defended by Sammy Knight),1.650,-0.870
1,10:34,1,10,KAN 29,0,0,"Priest Holmes left end for 12 yards (tackle by Stephen Cooper). Penalty on Sammy Davis: Face Mask (15 Yards), 15 yards",0.870,2.650
1,10:12,1,10,SDG 44,0,0,Priest Holmes left tackle for 1 yard (tackle by Jamal Williams and Donnie Edwards),2.650,2.250
1,9:32,2,9,SDG 43,0,0,Priest Holmes up the middle for no gain (tackle by Donnie Edwards and Luis Castillo),2.250,1.550
1,8:50,3,9,SDG 43,0,0,Trent Green pass incomplete intended for Eddie Kennison,1.550,0.400
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
1,8:45,4,9,SDG 43,0,0,"Dustin Colquitt punts 29 yards. Penalty on Rich Scanlon: Ineligible Downfield Kic, 5 yards",0.400,-0.150
1,8:33,1,10,SDG 19,0,0,Drew Brees pass complete to Lorenzo Neal for 17 yards (tackle by Eric Warfield),0.150,1.330
1,7:53,1,10,SDG 36,0,0,"Penalty on Lional Dalton: Encroachment, 5 yards (no play)",1.330,2.060
1,7:37,1,5,SDG 41,0,0,LaDainian Tomlinson left end for 3 yards (tackle by Kendrell Bell),2.060,1.870
1,7:17,2,2,SDG 44,0,0,Lorenzo Neal up the middle for 2 yards (tackle by Eric Hicks),1.870,1.990
1,6:35,1,10,SDG 46,0,0,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by Sammy Knight),1.990,2.790
1,5:56,1,10,KAN 42,0,0,Drew Brees pass incomplete intended for Reche Caldwell (defended by John Browning),2.790,2.240
1,5:53,2,10,KAN 42,0,0,"Penalty on Jimmy Wilkerson: Defensive Offside, 5 yards (no play)",2.240,2.920
1,5:46,2,5,KAN 37,0,0,Drew Brees pass incomplete intended for Keenan McCardell,2.920,2.210
1,5:42,3,5,KAN 37,0,0,Drew Brees pass complete to Keenan McCardell for 17 yards (tackle by Sammy Knight),2.210,4.240
1,5:14,1,10,KAN 20,0,0,LaDainian Tomlinson right tackle for 1 yard (tackle by Kendrell Bell and Kawika Mitchell),4.240,3.820
1,4:35,2,9,KAN 19,0,6,"Drew Brees pass complete to Antonio Gates for 19 yards, touchdown",3.820,7.000
1,,,,KAN 2,0,7,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,7,"Mike Scifres kicks off 55 yards, returned by Dante Hall for 16 yards (tackle by Kassim Osgood)",0.000,1.000
1,4:26,1,10,KAN 31,0,7,Trent Green pass incomplete intended for Tony Gonzalez,1.000,0.460
1,4:21,2,10,KAN 31,0,7,Larry Johnson up the middle for 3 yards (tackle by Donnie Edwards and Sammy Davis),0.460,0.170
1,3:45,,,,0,7,Timeout #1 by Kansas City Chiefs,0.000,0.170
1,3:45,3,7,KAN 34,0,7,Trent Green pass incomplete intended for Larry Johnson (defended by Marques Harris),0.170,-1.110
1,3:27,4,7,KAN 34,0,7,"Dustin Colquitt punts 53 yards, returned by Darren Sproles for 5 yards (tackle by Kawika Mitchell)",-1.110,-0.040
1,3:16,1,10,SDG 18,0,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.040,-0.490
1,3:09,2,10,SDG 18,0,7,Drew Brees pass complete to Keenan McCardell for 9 yards (tackle by Sammy Knight and Patrick Surtain),-0.490,-0.020
1,2:32,3,1,SDG 27,0,7,Drew Brees up the middle for 1 yard (tackle by Eric Hicks and Jared Allen),-0.020,0.810
1,2:02,1,10,SDG 28,0,7,Drew Brees pass incomplete intended for Reche Caldwell,0.810,0.260
1,1:56,2,10,SDG 28,0,7,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by Sammy Knight),0.260,1.600
1,1:11,,,,0,7,Timeout #1 by San Diego Chargers,0.000,1.600
1,1:11,1,10,SDG 40,0,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.600,1.050
1,1:06,2,10,SDG 40,0,7,Drew Brees pass complete to Keenan McCardell for 30 yards (tackle by Eric Warfield),1.050,3.580
1,0:27,1,10,KAN 30,0,7,LaDainian Tomlinson up the middle for 13 yards (tackle by Kawika Mitchell and Greg Wesley),3.580,4.440
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 17,0,13,"LaDainian Tomlinson pass complete to Eric Parker for 17 yards, touchdown",4.440,7.000
2,,,,KAN 2,0,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,0,14,"Mike Scifres kicks off 70 yards, touchback",0.000,0.280
2,14:56,1,10,KAN 20,0,14,Trent Green pass complete to Priest Holmes for 10 yards (tackle by Jacques Cesaire and Donnie Edwards),0.280,0.940
2,14:14,1,10,KAN 30,0,14,Priest Holmes up the middle for 4 yards (tackle by Jamal Williams and Jacques Cesaire),0.940,0.930
2,13:37,2,6,KAN 34,0,14,Trent Green pass complete to Eddie Kennison for 4 yards (tackle by Sammy Davis),0.930,0.760
2,12:54,3,2,KAN 38,0,14,Trent Green pass incomplete intended for Jason Dunn,0.760,-0.850
2,12:48,4,2,KAN 38,0,14,"Dustin Colquitt punts 42 yards, fair catch by Darren Sproles. Penalty on Matt Wilhelm: Offensive Holding, 10 yards",-0.850,0.380
2,12:40,1,10,SDG 10,0,14,LaDainian Tomlinson right tackle for 4 yards (tackle by Patrick Surtain and Sammy Knight),-0.380,-0.460
2,12:06,2,6,SDG 14,0,14,LaDainian Tomlinson left tackle for no gain (tackle by Eric Hicks),-0.460,-0.950
2,11:28,3,6,SDG 14,0,14,Drew Brees pass complete to Eric Parker for 5 yards (tackle by Patrick Surtain),-0.950,-2.140
2,10:51,4,1,SDG 19,0,14,Mike Scifres punts 50 yards,-2.140,-1.000
2,10:35,1,10,KAN 31,0,14,Priest Holmes up the middle for 6 yards (tackle by Jacques Cesaire),1.000,1.270
2,10:00,2,4,KAN 37,0,14,Priest Holmes left tackle for 2 yards (tackle by Shawne Merriman and Jamal Williams),1.270,0.830
2,9:26,3,2,KAN 39,0,14,Priest Holmes right tackle for no gain (tackle by Jacques Cesaire and DeQuincy Scott),0.830,-0.780
2,8:39,4,2,KAN 39,0,14,"Dustin Colquitt punts 36 yards, returned by Darren Sproles for 1 yard (tackle by Kris Griffin)",-0.780,-0.670
2,8:30,1,10,SDG 26,0,14,Drew Brees pass complete to Antonio Gates for 7 yards (tackle by Benny Sapp and Derrick Johnson),0.670,1.070
