Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA
2,13:05,4,1,TEN 40,3,3,"Brett Kern punts 42 yards, returned by Andre Roberts for 1 yard (tackle by Derek Hagan)",-0.720,-0.150
2,12:52,1,10,WAS 19,3,3,Alfred Morris right tackle for 5 yards (tackle by Wesley Woodyard),0.150,0.340
2,12:18,2,5,WAS 24,3,3,Kirk Cousins pass complete short right to Roy Helu for -3 yards (tackle by Derrick Morgan),0.340,-0.810
2,11:40,3,8,WAS 21,3,3,Kirk Cousins pass complete deep right to DeSean Jackson for 37 yards (tackle by Jason McCourty),-0.810,2.790
2,11:13,1,10,TEN 42,3,3,"Penalty on Kirk Cousins: Delay of Game, 5 yards (no play)",2.790,2.460
2,10:51,1,15,TEN 47,3,3,Kirk Cousins pass complete deep right to Jordan Reed for 22 yards (tackle by Avery Williamson),2.460,3.910
2,10:18,1,10,TEN 25,3,3,Alfred Morris up the middle for 1 yard (tackle by Wesley Woodyard and Al Woods),3.910,3.500
2,9:40,2,9,TEN 24,3,3,Kirk Cousins pass complete short left to Andre Roberts for 8 yards (tackle by Shaun Phillips),3.500,4.060
2,9:12,3,1,TEN 16,3,3,"Kirk Cousins pass incomplete short right intended for Logan Paulsen. Penalty on Michael Griffin: Illegal Use of Hands, 5 yards (no play)",4.060,4.840
2,9:07,1,10,TEN 11,3,3,Alfred Morris left end for -3 yards (tackle by Kamerion Wimbley and Wesley Woodyard),4.840,3.690
2,8:30,2,13,TEN 14,3,3,Kirk Cousins pass incomplete short right intended for DeSean Jackson,3.690,3.030
2,8:24,3,13,TEN 14,3,3,Kirk Cousins pass complete short middle to Roy Helu for 1 yard (tackle by Jurrell Casey),3.030,2.570
2,7:39,4,12,TEN 13,3,6,Kai Forbath 31 yard field goal good,2.570,3.000
2,7:39,,,WAS 35,3,6,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
2,7:34,1,10,TEN 20,3,6,Charlie Whitehurst up the middle for 4 yards (tackle by Keenan Robinson and Jarvis Jenkins),0.280,0.270
2,6:56,2,6,TEN 24,3,6,Charlie Whitehurst pass incomplete deep left intended for Kendall Wright,0.270,-0.430
2,6:53,3,6,TEN 24,3,6,Charlie Whitehurst pass complete short middle to Leon Washington for 1 yard (tackle by Keenan Robinson),-0.430,-1.700
2,6:17,4,5,TEN 25,3,6,"Brett Kern punts 35 yards, fair catch by Andre Roberts. Penalty on Trent Murphy: Defensive Offside, 5 yards (no play)",-1.700,0.940
2,6:09,1,10,TEN 30,3,6,Bishop Sankey left tackle for 2 yards (tackle by Ryan Kerrigan and Keenan Robinson),0.940,0.660
2,5:27,2,8,TEN 32,3,6,Charlie Whitehurst pass complete short right to Derek Hagan for 7 yards (tackle by Bashaud Breeland),0.660,0.890
2,4:57,3,1,TEN 39,3,6,Jackie Battle right tackle for 2 yards (tackle by Keenan Robinson),0.890,1.660
2,4:19,1,10,TEN 41,3,6,"Charlie Whitehurst pass incomplete. Penalty on Chris Spencer: Offensive Holding, 10 yards (no play)",1.660,1.000
2,4:11,1,20,TEN 31,3,6,Charlie Whitehurst sacked by Frank Kearse for 0 yards,1.000,-0.230
2,3:33,2,20,TEN 31,3,6,Charlie Whitehurst pass incomplete deep right intended for Delanie Walker is intercepted by Bashaud Breeland at WAS-42,-0.230,-1.730
2,3:25,1,10,WAS 42,3,6,Kirk Cousins pass incomplete short middle intended for Andre Roberts is intercepted by Wesley Woodyard at 50 and returned for 13 yards,1.730,-3.120
2,3:13,1,10,WAS 37,3,6,Bishop Sankey left end for 11 yards (tackle by Keenan Robinson),3.120,3.840
2,2:38,1,10,WAS 26,3,6,Bishop Sankey left end for 9 yards (tackle by Ryan Clark),3.840,4.640
2,2:00,2,1,WAS 17,3,6,Bishop Sankey left end for 3 yards (tackle by David Amerson),4.640,4.650
2,1:17,1,10,WAS 14,3,6,Charlie Whitehurst pass incomplete short left intended for Chase Coffman (defended by E.J. Biggers),4.650,4.000
2,1:11,2,10,WAS 14,9,6,"Charlie Whitehurst pass complete short middle to Kendall Wright for 14 yards, touchdown",4.000,7.000
2,1:11,,,WAS 2,10,6,Ryan Succop kicks extra point good,0.000,0.000
2,1:11,,,TEN 35,10,6,"Ryan Succop kicks off 64 yards, returned by Andre Roberts for 22 yards (tackle by Derek Hagan). Penalty on Marqueston Huff: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,1:11,,,TEN 30,10,6,"Ryan Succop kicks off 65 yards, returned by Andre Roberts for 20 yards (tackle by Michael Griffin)",0.000,-0.610
2,0:52,1,10,WAS 25,10,6,Kirk Cousins pass complete short left to Pierre Garcon for 5 yards (tackle by Blidi Wreh-Wilson and Michael Griffin),0.610,0.740
2,0:29,2,5,WAS 30,10,6,Kirk Cousins pass complete short right to DeSean Jackson for 9 yards (tackle by Marqueston Huff),0.740,1.530
2,0:25,1,10,WAS 39,10,6,"Kirk Cousins pass incomplete short middle intended for Andre Roberts. Penalty on Tyler Polumbus: Offensive Holding, 10 yards (no play)",1.530,0.870
2,0:20,1,20,WAS 29,10,6,Roy Helu up the middle for 15 yards (tackle by George Wilson and Daimion Stafford),0.870,1.660
2,0:12,2,5,WAS 44,10,6,Kirk Cousins pass incomplete deep left intended for Andre Roberts,1.660,0.960
2,0:07,3,5,WAS 44,10,6,"Kirk Cousins pass incomplete deep right intended for DeSean Jackson. Penalty on Kirk Cousins: Intentional Grounding, 15 yards",0.960,-0.460
Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,6,"Kai Forbath kicks off 47 yards, returned by Karl Klug for 12 yards (tackle by William Compton)",0.000,-0.940
3,14:56,1,10,TEN 30,10,6,Bishop Sankey left tackle for 1 yard (tackle by Brian Orakpo and Ryan Kerrigan),0.940,0.530
3,14:11,2,9,TEN 31,10,6,Bishop Sankey left end for 3 yards (tackle by Keenan Robinson),0.530,0.230
3,13:28,3,6,TEN 34,10,6,Charlie Whitehurst pass incomplete short right intended for Kendall Wright,0.230,-1.110
3,13:28,4,6,TEN 34,10,6,"Brett Kern punts 37 yards, fair catch by Andre Roberts",-1.110,-0.870
3,13:15,1,10,WAS 29,10,6,Alfred Morris left tackle for 1 yard (tackle by Sammie Lee Hill and Wesley Woodyard),0.870,0.460
3,12:40,2,9,WAS 30,10,12,"Colt McCoy pass complete short left to Pierre Garcon for 70 yards, touchdown",0.460,7.000
3,12:40,,,TEN 2,10,13,Kai Forbath kicks extra point good,0.000,0.000
3,12:40,,,WAS 35,10,13,"Kai Forbath kicks off 63 yards, returned by Leon Washington for 29 yards (tackle by Trent Robinson)",0.000,-1.000
3,12:18,1,10,TEN 31,10,13,Bishop Sankey up the middle for no gain (tackle by William Compton),1.000,0.460
3,11:36,2,10,TEN 31,10,13,Charlie Whitehurst pass incomplete short left intended for Delanie Walker,0.460,-0.230
3,11:28,3,10,TEN 31,10,13,Charlie Whitehurst pass complete short middle to Kendall Wright for 16 yards (tackle by Keenan Robinson),-0.230,2.060
3,10:53,1,10,TEN 47,10,13,Bishop Sankey left tackle for 5 yards (tackle by Trent Murphy),2.060,2.190
3,10:16,2,5,WAS 48,10,13,Bishop Sankey left guard for 3 yards (tackle by Chris Baker),2.190,1.880
3,9:33,3,2,WAS 45,10,13,"Charlie Whitehurst sacked by Ryan Kerrigan for -7 yards. Penalty on Bashaud Breeland: Illegal Contact, 5 yards (no play)",1.880,2.920
3,9:01,1,10,WAS 40,10,13,"Penalty on Michael Oher: False Start, 5 yards (no play)",2.920,2.590
3,8:34,1,15,WAS 45,10,13,Charlie Whitehurst pass incomplete short left intended for Bishop Sankey,2.590,1.700
3,8:29,2,15,WAS 45,10,13,"Bishop Sankey left tackle for 16 yards (tackle by William Compton). Penalty on Andy Levitre: Offensive Holding, 10 yards (no play)",1.700,0.350
3,8:06,2,25,TEN 45,10,13,Charlie Whitehurst pass complete short middle to Delanie Walker for 12 yards (tackle by Keenan Robinson),0.350,1.290
3,7:09,3,13,WAS 43,10,13,Charlie Whitehurst right end for 6 yards (tackle by Adam Hayward and William Compton),1.290,0.790
3,6:16,4,7,WAS 37,10,13,Brett Kern punts 29 yards,0.790,0.380
3,6:06,1,10,WAS 8,10,13,Alfred Morris left tackle for 11 yards (tackle by George Wilson and Michael Griffin),-0.380,0.150
3,5:30,1,10,WAS 19,10,13,Colt McCoy pass complete short right to Niles Paul for 8 yards (tackle by Derrick Morgan),0.150,0.750
3,5:04,2,2,WAS 27,10,13,Alfred Morris left end for 2 yards (tackle by Avery Williamson and Mike Martin),0.750,0.870
3,4:36,1,10,WAS 29,10,13,Alfred Morris left tackle for 1 yard (tackle by Jurrell Casey),0.870,0.460
3,3:59,2,9,WAS 30,10,13,Colt McCoy pass complete short right to Pierre Garcon for 3 yards (tackle by Blidi Wreh-Wilson),0.460,0.170
3,3:59,3,6,WAS 33,10,13,"Penalty on Jurrell Casey: Neutral Zone Infraction, 5 yards (no play)",0.170,0.830
3,3:15,3,1,WAS 38,10,13,Darrel Young left end for 14 yards (tackle by Blidi Wreh-Wilson),0.830,2.390
3,2:36,1,10,TEN 48,10,13,Alfred Morris left end for -1 yards (tackle by Karl Klug),2.390,1.710
3,1:56,2,11,TEN 49,10,13,Colt McCoy pass complete short left to Roy Helu for -7 yards (tackle by Karl Klug),1.710,0.100
3,1:11,3,18,WAS 44,10,13,Colt McCoy pass complete short left to Pierre Garcon for 6 yards (tackle by Michael Griffin and Marqueston Huff),0.100,-0.060
3,0:32,4,12,,10,13,"Tress Way punts 28 yards, muffed catch by Dexter McCluster, recovered by Niles Paul and returned for no gain",-0.060,3.970
3,0:22,1,10,TEN 24,10,13,Colt McCoy pass complete short right to Darrel Young for 10 yards (tackle by Michael Griffin),3.970,4.650
Quarter,Time,Down,ToGo,Location,TEN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 14,10,13,Alfred Morris up the middle for 1 yard (tackle by Wesley Woodyard),4.650,4.160
4,14:23,2,9,TEN 13,10,13,Colt McCoy up the middle for 4 yards (tackle by Avery Williamson),4.160,4.160
4,13:37,2,9,TEN 13,10,13,Timeout #1 by Washington Redskins,4.160,4.050
4,13:37,3,5,TEN 9,10,13,Colt McCoy pass incomplete short right intended for Jordan Reed (defended by Blidi Wreh-Wilson),4.050,2.880
4,13:32,4,5,TEN 9,10,16,Kai Forbath 27 yard field goal good,2.880,3.000
4,13:32,,,WAS 35,10,16,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
4,13:27,1,10,TEN 20,10,16,Charlie Whitehurst pass complete short left to Nate Washington for 9 yards (tackle by David Amerson),0.280,0.950
4,12:48,2,1,TEN 29,10,16,Bishop Sankey up the middle for 2 yards (tackle by Trent Murphy and Ryan Clark),0.950,1.000
4,12:07,1,10,TEN 31,10,16,"Charlie Whitehurst sacked by Chris Baker for -5 yards. Penalty on Keenan Robinson: Illegal Contact, 5 yards (no play)",1.000,1.330
4,11:37,1,10,TEN 36,10,16,Bishop Sankey right end for -2 yards (tackle by Bashaud Breeland),1.330,0.520
4,10:53,2,12,TEN 34,10,16,Charlie Whitehurst pass complete short left to Dexter McCluster for 6 yards (tackle by William Compton),0.520,0.630
4,10:07,3,6,TEN 40,10,16,Charlie Whitehurst pass complete short right to Delanie Walker for 5 yards (tackle by Bashaud Breeland),0.630,-0.390
4,9:11,4,1,TEN 45,10,16,Jackie Battle right tackle for 1 yard (tackle by Ryan Kerrigan and Keenan Robinson),-0.390,1.990
4,8:27,1,10,TEN 46,10,16,Charlie Whitehurst pass complete short middle to Kendall Wright for 16 yards (tackle by William Compton),1.990,3.050
4,7:49,1,10,WAS 38,16,16,"Charlie Whitehurst pass complete deep right to Derek Hagan for 38 yards, touchdown",3.050,7.000
4,7:49,,,WAS 2,17,16,Ryan Succop kicks extra point good,0.000,0.000
4,7:49,,,TEN 35,17,16,"Ryan Succop kicks off 70 yards, returned by Andre Roberts for 26 yards (tackle by Kamerion Wimbley)",0.000,-0.340
4,7:35,1,10,WAS 21,17,16,Alfred Morris left guard for 2 yards (tackle by Derrick Morgan),0.340,0.070
4,6:57,2,8,WAS 23,17,16,Colt McCoy sacked by Sammie Lee Hill for -1 yards,0.070,-0.760
4,6:16,3,9,WAS 22,17,16,Colt McCoy sacked by Michael Griffin for -7 yards,-0.760,-2.440
4,5:45,4,16,WAS 15,17,16,Tress Way punts 52 yards,-2.440,-1.140
4,5:32,1,10,TEN 33,17,16,"Bishop Sankey left guard for 2 yards (tackle by Ryan Clark). Penalty on Brian Schwenke: Illegal Use of Hands, 10 yards (no play)",1.140,0.480
4,4:57,1,20,TEN 23,17,16,Bishop Sankey left end for 2 yards (tackle by Stephen Bowen),0.480,-0.490
4,4:51,2,18,TEN 25,17,16,Bishop Sankey left end for 3 yards (tackle by Jarvis Jenkins),-0.490,-0.760
4,4:09,3,15,TEN 28,17,16,Leon Washington up the middle for 8 yards (tackle by Jason Hatcher and Keenan Robinson),-0.760,-0.980
4,3:23,4,7,TEN 36,17,16,"Brett Kern punts 44 yards, fair catch by Andre Roberts",-0.980,-0.280
4,3:14,1,10,WAS 20,17,16,Colt McCoy pass complete short left to Jordan Reed for 7 yards (tackle by Blidi Wreh-Wilson),0.280,0.680
4,2:44,2,3,WAS 27,17,16,Roy Helu up the middle for 12 yards (tackle by Michael Griffin),0.680,1.530
4,2:15,1,10,WAS 39,17,16,Roy Helu left end for 2 yards (tackle by Michael Griffin and Mike Martin),1.530,1.260
4,2:00,2,8,WAS 41,17,16,Colt McCoy pass complete short right to Jordan Reed for 9 yards (tackle by Michael Griffin),1.260,2.260
4,1:25,1,10,,17,16,Colt McCoy pass complete short left to Pierre Garcon for 3 yards (tackle by Blidi Wreh-Wilson),2.260,2.260
4,1:14,1,10,,17,16,Timeout #2 by Washington Redskins,2.260,2.120
4,1:14,2,7,TEN 47,17,16,"Colt McCoy pass complete deep right to DeSean Jackson for 36 yards. Penalty on Tom Compton: Illegal Use of Hands (Offsetting), Penalty on Shaun Phillips: Illegal Use of Hands (Offsetting) (no play)",2.120,2.120
4,1:07,2,7,TEN 47,17,16,Colt McCoy pass complete short right to Andre Roberts for 10 yards (tackle by Jason McCourty),2.120,3.120
4,1:02,1,10,TEN 37,17,16,Colt McCoy pass complete short right to Jordan Reed for 9 yards (tackle by George Wilson),3.120,3.120
4,0:48,1,10,TEN 37,17,16,Timeout #1 by Tennessee Titans,3.120,3.790
4,0:48,2,1,TEN 28,17,16,Roy Helu right guard for -1 yards (tackle by Derrick Morgan),3.790,2.940
4,0:43,3,2,TEN 29,17,16,"Colt McCoy pass incomplete deep right intended for DeSean Jackson. Penalty on Jason McCourty: Defensive Pass Interference, 22 yards (no play)",2.940,5.600
4,0:38,1,7,TEN 7,17,16,"Alfred Morris left end for -5 yards (tackle by Sammie Lee Hill). Penalty on Michael Griffin: Defensive Offside, 4 yards (no play)",5.600,6.510
4,0:33,1,3,TEN 3,17,16,Colt McCoy kneels for -1 yards,6.510,6.510
4,0:03,1,3,TEN 3,17,16,Timeout #3 by Washington Redskins,6.510,6.510
4,0:03,1,3,TEN 3,17,16,Timeout #2 by Tennessee Titans,6.510,5.340
4,0:03,2,4,TEN 4,17,19,Kai Forbath 22 yard field goal good,5.340,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
