Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
1,4:24,2,10,NYG 16,0,7,Eli Manning pass incomplete deep middle intended for Ramses Barden (defended by Brodney Pool),-0.660,-1.320
1,4:19,3,10,NYG 16,0,7,Eli Manning pass complete short left to Brandon Jacobs for 13 yards (tackle by Donald Strickland),-1.320,0.870
1,3:36,1,10,NYG 29,0,7,Eli Manning pass incomplete short right intended for Hakeem Nicks,0.870,0.330
1,3:32,2,10,NYG 29,0,7,Ahmad Bradshaw right guard for 4 yards (tackle by Antonio Cromartie and David Harris),0.330,0.170
1,2:50,3,6,NYG 33,0,7,Eli Manning pass incomplete deep right intended for Hakeem Nicks,0.170,-1.180
1,2:45,4,6,NYG 33,0,7,Steve Weatherford punts 47 yards,-1.180,-0.280
1,2:36,1,10,NYJ 20,0,7,LaDainian Tomlinson up the middle for 1 yard (tackle by Linval Joseph and Jason Pierre-Paul),0.280,-0.130
1,2:36,2,9,NYJ 21,0,7,LaDainian Tomlinson up the middle for 5 yards (tackle by Justin Tuck),-0.130,-0.160
1,1:19,3,4,NYJ 26,0,7,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 3 yards (tackle by Jacquian Williams),-0.160,-1.440
1,0:42,4,1,NYJ 29,0,7,"T.J. Conley punts 49 yards, returned by Will Blackmon for 7 yards (tackle by Brodney Pool). Penalty on Nick Bellore: Offensive Holding, 10 yards (no play)",-1.440,-2.140
1,0:29,4,11,NYJ 19,0,7,"T.J. Conley punts 51 yards, returned by Will Blackmon for 11 yards (tackle by Eric Smith). Penalty on Nick Bellore: Offensive Holding (Offsetting), Penalty on NYG: Illegal Block Above the Waist (Offsetting) (no play)",-2.140,-2.140
1,0:29,4,11,NYJ 19,0,7,"T.J. Conley punts 39 yards, returned by Antrel Rolle for 3 yards (tackle by Nick Bellore)",-2.140,-1.930
1,0:11,1,10,NYG 45,0,7,Eli Manning pass complete short left to DJ Ware for 5 yards (tackle by Bart Scott),1.930,2.060
Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,,0,7,Eli Manning pass complete short left to Hakeem Nicks for 20 yards (tackle by Darrelle Revis),2.060,3.580
2,14:23,1,10,NYJ 30,0,7,Ahmad Bradshaw right tackle for -1 yards (tackle by Calvin Pace),3.580,2.900
2,13:39,2,11,NYJ 31,0,7,Eli Manning pass incomplete deep right intended for Ramses Barden (defended by Antonio Cromartie),2.900,2.210
2,13:34,3,11,NYJ 31,0,7,Eli Manning pass complete short middle to Victor Cruz for 29 yards (tackle by David Harris),2.210,6.740
2,12:49,1,2,NYJ 2,0,7,Eli Manning pass incomplete short middle intended for Travis Beckum,6.740,5.720
2,12:44,2,2,NYJ 2,0,7,Brandon Jacobs right tackle for no gain (tackle by Sione Pouha and Bart Scott),5.720,4.950
2,11:59,3,2,NYJ 2,0,7,Eli Manning pass incomplete short middle intended for Hakeem Nicks (defended by Darrelle Revis),4.950,3.250
2,11:56,4,2,NYJ 2,3,7,Lawrence Tynes 21 yard field goal good,3.250,3.000
2,,,,NYG 35,3,7,"Lawrence Tynes kicks off 70 yards, returned by Antonio Cromartie for 18 yards (tackle by Chase Blackburn)",0.000,-0.320
2,11:47,1,10,NYJ 13,3,7,Mark Sanchez pass incomplete deep left intended for Joe McKnight,-0.320,-0.770
2,11:42,2,10,NYJ 13,3,7,Mark Sanchez pass complete short middle to Dustin Keller for 5 yards (tackle by Chase Blackburn),-0.770,-0.830
2,11:02,3,5,NYJ 18,3,7,Mark Sanchez pass complete short right to Jeremy Kerley for 6 yards (tackle by Antrel Rolle),-0.830,0.540
2,10:20,1,10,NYJ 24,3,7,Mark Sanchez pass complete short right to Plaxico Burress for 15 yards (tackle by Aaron Ross),0.540,1.530
2,9:42,1,10,NYJ 39,3,7,Shonn Greene right guard for 4 yards (tackle by Michael Boley),1.530,1.530
2,9:07,2,6,NYJ 43,3,7,Mark Sanchez pass complete short middle to Shonn Greene for 6 yards (tackle by Michael Boley),1.530,2.190
2,8:26,1,10,NYJ 49,3,7,Mark Sanchez right end for 1 yard (tackle by Justin Tuck),2.190,1.780
2,7:37,2,9,,3,7,Shonn Greene up the middle for 5 yards (tackle by Linval Joseph),1.780,1.750
2,6:55,3,4,NYG 45,3,7,Mark Sanchez pass complete short right to LaDainian Tomlinson for 3 yards (tackle by Jacquian Williams),1.750,0.460
2,6:26,4,1,NYG 42,3,7,"T.J. Conley punts 42 yards, touchback",0.460,-0.280
2,6:15,1,10,NYG 20,3,7,Brandon Jacobs left tackle for 1 yard (tackle by Mike DeVito and Muhammad Wilkerson),0.280,-0.130
2,5:38,2,9,NYG 21,3,7,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Kyle Wilson),-0.130,-0.820
2,5:33,3,9,NYG 21,3,7,Eli Manning pass complete short right to Ramses Barden for 4 yards (tackle by Antonio Cromartie),-0.820,-1.700
2,4:57,4,5,NYG 25,3,7,"Steve Weatherford punts 53 yards, returned by Jeremy Kerley for 28 yards (tackle by Zak DeOssie)",-1.700,-2.260
2,4:43,1,10,,3,7,LaDainian Tomlinson right tackle for 6 yards (tackle by Deon Grant),2.260,2.520
2,4:08,2,4,NYG 44,3,7,Santonio Holmes left end for -1 yards (tackle by Chase Blackburn),2.520,1.690
2,4:08,3,5,NYG 45,3,7,"Penalty on Matt Slauson: False Start, 5 yards (no play)",1.690,1.030
2,3:02,,,,3,7,Timeout #1 by New York Jets,0.000,1.030
2,3:02,3,10,,3,7,Mark Sanchez pass incomplete deep middle intended for Dustin Keller (defended by Deon Grant),1.030,-0.060
2,2:56,4,10,,3,7,T.J. Conley punts 49 yards,-0.060,0.380
2,2:37,1,10,NYG 1,3,7,Eli Manning pass incomplete short left intended for Ramses Barden (defended by Darrelle Revis),-0.380,-0.780
2,2:33,2,10,NYG 1,3,7,Eli Manning pass incomplete short right intended for Ramses Barden,-0.780,-1.420
2,2:27,3,10,NYG 1,9,7,"Eli Manning pass complete short right to Victor Cruz for 99 yards, touchdown",-1.420,7.000
2,,,,NYJ 2,10,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 35,10,7,"Lawrence Tynes kicks off 72 yards, returned by Antonio Cromartie for 20 yards (tackle by Will Blackmon)",0.000,-0.320
2,2:06,1,10,NYJ 13,10,7,Mark Sanchez pass complete short right to Shonn Greene for 6 yards (tackle by Chase Blackburn),-0.320,0.030
2,2:00,2,4,NYJ 19,10,7,Mark Sanchez pass complete short left to Dustin Keller for 7 yards (tackle by Antrel Rolle),0.030,0.670
2,1:40,1,10,NYJ 26,10,7,Mark Sanchez pass complete short right to Jeremy Kerley for 5 yards (tackle by Antrel Rolle),0.670,0.810
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:20,2,5,NYJ 31,10,7,Mark Sanchez pass complete short right to Santonio Holmes for 15 yards (tackle by Corey Webster),0.810,1.990
2,1:11,1,10,NYJ 46,10,7,Mark Sanchez pass complete short left to Jeremy Kerley for 9 yards,1.990,2.670
2,1:03,2,1,NYG 45,10,7,LaDainian Tomlinson right guard for 11 yards (tackle by Kenny Phillips),2.670,3.310
2,0:47,1,10,NYG 34,10,7,Mark Sanchez pass incomplete short right intended for Dustin Keller,3.310,2.770
2,0:41,2,10,NYG 34,10,7,Mark Sanchez pass incomplete short left intended for Joe McKnight (defended by Jacquian Williams),2.770,2.080
2,0:38,,,,10,7,Timeout #2 by New York Jets,0.000,2.080
2,0:38,3,10,NYG 34,10,7,Mark Sanchez pass complete short left to Dustin Keller for 15 yards (tackle by Michael Boley),2.080,4.310
2,0:33,1,10,NYG 19,10,7,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,4.310,3.750
2,0:29,2,10,NYG 19,10,7,Mark Sanchez pass incomplete short left intended for Plaxico Burress,3.750,3.030
2,0:23,3,10,NYG 19,10,7,Mark Sanchez sacked by Jason Pierre-Paul for -7 yards,3.030,1.740
2,0:02,,,,10,7,Timeout #3 by New York Jets,0.000,0.000
2,0:02,,,,10,7,Timeout #1 by New York Giants,0.000,1.740
2,0:02,4,17,NYG 26,10,7,Nick Folk 44 yard field goal no good,1.740,1.140
Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,10,7,"Lawrence Tynes kicks off 68 yards, returned by Joe McKnight for 25 yards (tackle by Spencer Paysinger)",0.000,0.410
3,14:55,1,10,NYJ 22,10,7,Mark Sanchez pass incomplete deep right intended for Dustin Keller (defended by Deon Grant),0.410,-0.130
3,14:50,2,10,NYJ 22,10,7,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson,-0.130,-0.820
3,14:44,3,10,NYJ 22,10,7,Mark Sanchez pass incomplete short right intended for Plaxico Burress (defended by Dave Tollefson),-0.820,-1.900
3,14:37,4,10,NYJ 22,10,7,"T.J. Conley punts 48 yards, returned by Antrel Rolle for 1 yard (tackle by Nick Bellore)",-1.900,-1.000
3,14:25,1,10,NYG 31,10,7,Ahmad Bradshaw right tackle for 5 yards (tackle by Sione Pouha),1.000,1.140
3,13:44,2,5,NYG 36,10,7,Ahmad Bradshaw left end for -3 yards (tackle by Calvin Pace),1.140,0.040
3,13:00,3,8,NYG 33,10,7,Eli Manning pass incomplete short left intended for DJ Ware (defended by Marcus Dixon),0.040,-1.180
3,12:56,4,8,NYG 33,10,7,"Steve Weatherford punts 58 yards, returned by Jeremy Kerley for 14 yards (tackle by Spencer Paysinger)",-1.180,-0.480
3,12:45,1,10,NYJ 23,10,7,Shonn Greene left guard for 5 yards (tackle by Antrel Rolle),0.480,0.610
3,12:11,2,5,NYJ 28,10,7,Shonn Greene right guard for 8 yards (tackle by Jason Pierre-Paul),0.610,1.330
3,11:35,1,10,NYJ 36,10,7,Shonn Greene left guard for 4 yards (tackle by Chase Blackburn),1.330,1.330
3,10:58,2,6,NYJ 40,10,7,Mark Sanchez sacked by Justin Tuck for -6 yards,1.330,-0.160
3,10:18,3,12,NYJ 34,10,7,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,-0.160,-1.110
3,10:13,4,12,NYJ 34,10,7,"T.J. Conley punts 42 yards, returned by Will Blackmon for 3 yards (tackle by Bart Scott)",-1.110,-0.740
3,10:02,1,10,NYG 27,10,7,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Darrelle Revis),0.740,0.200
3,9:54,2,10,NYG 27,10,7,Brandon Jacobs up the middle for 9 yards (tackle by Eric Smith),0.200,0.700
3,9:17,3,1,NYG 36,10,7,Eli Manning pass incomplete deep left intended for Hakeem Nicks,0.700,-0.980
3,9:12,4,1,NYG 36,10,7,"Steve Weatherford punts 36 yards, fair catch by Jeremy Kerley",-0.980,-0.810
3,9:05,1,10,NYJ 28,10,7,Shonn Greene up the middle for 7 yards (tackle by Mathias Kiwanuka),0.810,1.210
3,8:26,2,3,NYJ 35,10,7,LaDainian Tomlinson right guard for 6 yards (tackle by Linval Joseph),1.210,1.660
3,8:26,1,10,NYJ 41,10,7,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",1.660,1.330
3,7:24,1,15,NYJ 36,10,7,Mark Sanchez pass complete short right to Dustin Keller for 7 yards (tackle by Corey Webster),1.330,1.390
3,6:47,2,8,NYJ 43,10,7,"Mark Sanchez pass incomplete deep left intended for Santonio Holmes. Penalty on NYJ: Offensive Holding, 10 yards (no play)",1.390,0.040
3,6:42,2,18,NYJ 33,10,7,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Rocky Bernard),0.040,-0.630
3,6:38,3,18,NYJ 33,10,7,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 9 yards (tackle by Jacquian Williams),-0.630,-0.590
3,6:04,4,9,NYJ 42,10,7,"T.J. Conley punts 36 yards, fair catch by Will Blackmon",-0.590,-0.410
3,5:57,1,10,NYG 22,10,7,"Eli Manning pass complete short middle to Ahmad Bradshaw for 8 yards (tackle by Eric Smith). Penalty on Jamaal Westerman: Roughing the Passer, 15 yards",0.410,1.930
3,5:28,1,10,NYG 45,10,7,Ahmad Bradshaw right guard for 6 yards (tackle by Calvin Pace and Mike DeVito),1.930,2.190
3,4:42,,,,10,7,Timeout #1 by New York Giants,0.000,2.190
3,4:42,2,4,NYJ 49,10,7,Ahmad Bradshaw up the middle for no gain (tackle by Jamaal Westerman),2.190,1.490
3,4:08,3,4,NYJ 49,10,7,Eli Manning pass incomplete short right intended for Jerrel Jernigan (defended by Darrelle Revis),1.490,0.000
3,4:03,4,4,NYJ 49,10,7,"Steve Weatherford punts 30 yards, fair catch by Jeremy Kerley",0.000,-0.150
3,3:56,1,10,NYJ 19,10,7,Shonn Greene left end for 13 yards (tackle by Corey Webster),0.150,1.070
3,3:24,1,10,NYJ 32,10,7,Mark Sanchez pass incomplete short right intended for Santonio Holmes (defended by Corey Webster),1.070,0.530
3,3:18,2,10,NYJ 32,10,7,Mark Sanchez pass complete short middle to Dustin Keller for 6 yards (tackle by Antrel Rolle),0.530,0.630
3,2:40,3,4,NYJ 38,10,7,"Penalty on Brandon Moore: False Start, 5 yards (no play)",0.630,-0.030
3,2:17,3,9,NYJ 33,10,7,Mark Sanchez pass incomplete short right intended for Santonio Holmes,-0.030,-1.180
3,2:09,4,9,NYJ 33,10,7,T.J. Conley punts 48 yards,-1.180,-0.150
3,1:59,1,10,NYG 19,10,7,DJ Ware right tackle for 3 yards (tackle by Sione Pouha),0.150,0.070
3,1:19,2,7,NYG 22,10,7,Eli Manning pass complete deep right to Victor Cruz for 36 yards (tackle by Brodney Pool),0.070,2.790
3,0:50,1,10,NYJ 42,10,7,Brandon Jacobs left end for 28 yards (tackle by Antonio Cromartie),2.790,4.650
3,0:19,1,10,NYJ 14,16,7,"Ahmad Bradshaw left guard for 14 yards, touchdown",4.650,7.000
3,,,,NYJ 2,17,7,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 35,17,7,"Lawrence Tynes kicks off 65 yards, touchback",0.000,0.280
3,0:13,1,10,NYJ 20,17,7,Mark Sanchez pass incomplete short right intended for Shonn Greene,0.280,-0.270
3,0:08,2,10,NYJ 20,17,7,Shonn Greene left guard for 1 yard (tackle by Jason Pierre-Paul),-0.270,-0.820
Quarter,Time,Down,ToGo,Location,NYG,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,NYJ 21,17,7,Mark Sanchez pass incomplete deep middle intended for Jeremy Kerley is intercepted by Kenny Phillips at NYJ-45 and returned for 31 yards (tackle by Nick Mangold),-0.820,-4.650
4,14:46,1,10,NYJ 14,17,7,Ahmad Bradshaw right end for -1 yards (tackle by Jamaal Westerman),4.650,3.850
4,14:05,2,11,NYJ 15,17,7,Eli Manning sacked by Muhammad Wilkerson for -3 yards,3.850,2.840
4,13:27,3,14,NYJ 18,17,7,Eli Manning pass incomplete deep middle intended for Victor Cruz,2.840,2.250
4,13:22,4,14,NYJ 18,20,7,Lawrence Tynes 36 yard field goal good,2.250,3.000
4,,,,NYG 35,20,7,"Lawrence Tynes kicks off 58 yards, returned by Joe McKnight for 33 yards (tackle by Lawrence Tynes). Penalty on NYJ: Illegal Block Above the Waist, 10 yards",0.000,0.670
4,13:11,1,10,NYJ 26,20,7,Shonn Greene left tackle for -1 yards (tackle by Mathias Kiwanuka),0.670,-0.010
4,12:36,2,11,NYJ 25,20,7,Mark Sanchez pass incomplete deep middle intended for Dustin Keller (defended by Kenny Phillips),-0.010,-0.690
4,12:32,3,11,NYJ 25,20,7,Mark Sanchez pass complete short right to Dustin Keller for 13 yards (tackle by Deon Grant),-0.690,1.470
4,12:04,,,,20,7,Timeout #2 by New York Giants,0.000,1.470
4,12:04,1,10,NYJ 38,20,7,Mark Sanchez pass incomplete short middle intended for Jeremy Kerley (defended by Justin Tuck),1.470,0.920
4,12:00,2,10,NYJ 38,20,7,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,0.920,0.230
4,11:57,3,10,NYJ 38,20,7,Mark Sanchez pass complete short middle to Dustin Keller for 9 yards (tackle by Deon Grant),0.230,-0.260
4,11:18,4,1,NYJ 47,20,7,"Mark Sanchez pass incomplete deep right intended for Dustin Keller. Penalty on Deon Grant: Defensive Pass Interference, 27 yards (no play)",-0.260,3.840
4,11:12,1,10,NYG 26,20,7,Shonn Greene right guard for 3 yards (tackle by Linval Joseph),3.840,3.700
4,10:45,2,7,NYG 23,20,7,"Mark Sanchez pass complete short left to Plaxico Burress for 23 yards. Penalty on Plaxico Burress: Offensive Pass Interference, 10 yards (no play)",3.700,2.350
4,10:41,2,17,NYG 33,20,7,Mark Sanchez pass incomplete,2.350,1.690
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
4,10:38,3,17,NYG 33,20,7,Mark Sanchez pass complete short middle to Santonio Holmes for 15 yards (tackle by Corey Webster),1.690,2.370
4,9:58,4,2,NYG 18,20,7,Mark Sanchez pass complete short middle to Jeremy Kerley for 10 yards (tackle by Antrel Rolle),2.370,5.370
4,9:36,1,8,NYG 8,20,7,Mark Sanchez pass incomplete short right intended for Dustin Keller,5.370,4.570
4,9:35,2,8,NYG 8,20,7,Mark Sanchez pass complete short left to Santonio Holmes for 7 yards (tackle by Corey Webster),4.570,5.170
4,9:35,3,1,NYG 1,20,7,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Jacquian Williams at NYG-0",5.170,-0.280
4,8:53,1,10,NYG 20,20,7,Eli Manning pass incomplete short right intended for Hakeem Nicks is intercepted by David Harris at NYG-31 and returned for 20 yards (tackle by Hakeem Nicks),0.280,-4.840
4,8:43,1,10,NYG 11,20,7,"Mark Sanchez pass incomplete short right intended for Dustin Keller. Penalty on Brandon Moore: Offensive Holding, 10 yards (no play)",4.840,4.170
4,8:36,1,20,NYG 21,20,7,Mark Sanchez pass incomplete (defended by Linval Joseph),4.170,2.940
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
4,8:31,2,20,NYG 21,20,7,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 8 yards (tackle by Deon Grant),2.940,3.080
4,7:53,3,12,NYG 13,20,7,"Mark Sanchez left end for 11 yards (tackle by Aaron Ross). Penalty on Antrel Rolle: Defensive Holding, 1 yards",3.080,6.970
4,7:24,1,1,NYG 1,20,13,"Mark Sanchez right end for 1 yard, touchdown",6.970,7.000
4,,,,NYG 2,20,14,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,20,14,"Nick Folk kicks off 67 yards, returned by Jerrel Jernigan for 15 yards (tackle by Tracy Wilson)",0.000,-0.320
4,7:13,1,10,NYG 13,20,14,Brandon Jacobs up the middle for 4 yards (tackle by Bart Scott),-0.320,-0.300
4,6:38,2,6,NYG 17,20,14,Brandon Jacobs right end for -2 yards (tackle by Muhammad Wilkerson),-0.300,-1.180
4,5:53,3,8,NYG 15,20,14,"Eli Manning pass incomplete short left intended for Victor Cruz. Penalty on Eli Manning: Intentional Grounding, 7 yards",-1.180,-2.490
4,5:48,4,15,NYG 8,20,14,"Steve Weatherford punts 52 yards, returned by Jeremy Kerley for 10 yards (tackle by Zak DeOssie)",-2.490,-2.260
4,5:39,1,10,,20,14,Mark Sanchez pass incomplete short left intended for LaDainian Tomlinson,2.260,1.710
4,5:34,2,10,,20,14,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Justin Tuck),1.710,1.030
4,5:30,3,10,,20,14,Mark Sanchez sacked by Dave Tollefson for -4 yards,1.030,-0.320
4,5:03,4,14,NYJ 46,20,14,T.J. Conley punts 36 yards,-0.320,-0.040
4,4:55,1,10,NYG 18,20,14,Ahmad Bradshaw right tackle for 3 yards (tackle by Bart Scott),0.040,0.010
4,4:17,2,7,NYG 21,20,14,Ahmad Bradshaw right end for 4 yards (tackle by Muhammad Wilkerson),0.010,-0.270
4,3:34,3,3,NYG 25,20,14,"DJ Ware for 17 yards. Penalty on Aaron Maybin: Unnecessary Roughness, 15 yards",-0.270,2.720
4,3:18,1,10,NYJ 43,20,14,Ahmad Bradshaw right end for 3 yards (tackle by Mike DeVito),2.720,2.580
4,2:43,2,7,NYJ 40,20,14,Ahmad Bradshaw up the middle for 1 yard (tackle by Sione Pouha),2.580,2.010
4,2:37,,,,20,14,Timeout #1 by New York Jets,0.000,2.010
4,2:37,3,6,NYJ 39,20,14,DJ Ware right tackle for no gain (tackle by Muhammad Wilkerson and David Harris),2.010,0.660
4,2:31,,,,20,14,Timeout #2 by New York Jets,0.000,0.660
4,2:31,4,6,NYJ 39,20,14,"Steve Weatherford punts 31 yards, fair catch by Jeremy Kerley",0.660,0.380
4,2:24,1,10,NYJ 8,22,14,"Mark Sanchez sacked by Chris L. Canty for -8 yards, safety",-0.380,-2.000
4,,,,NYJ 20,22,14,Nick Folk kicks onside no gain,0.000,4.310
4,2:10,1,10,NYJ 19,28,14,"Ahmad Bradshaw right tackle for 19 yards, touchdown",4.310,7.000
4,,,,NYJ 2,29,14,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 35,29,14,"Lawrence Tynes kicks off 47 yards, returned by John Conner for 18 yards (tackle by Greg Jones)",0.000,1.330
4,1:58,1,10,NYJ 36,29,14,Mark Sanchez pass complete short left to Jeremy Kerley for 6 yards (tackle by Antrel Rolle),1.330,1.600
4,1:37,2,4,NYJ 42,29,14,Mark Sanchez pass incomplete short right intended for Santonio Holmes,1.600,0.890
4,1:35,3,4,NYJ 42,29,14,Mark Sanchez pass complete short right to Dustin Keller for 15 yards (tackle by Jacquian Williams),0.890,2.720
4,1:35,1,10,NYG 43,29,14,Mark Sanchez sacked by Jason Pierre-Paul for -7 yards,2.720,1.230
4,1:01,2,17,,29,14,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 8 yards (tackle by Tyler Sash),1.230,1.620
4,0:51,3,9,NYG 42,29,14,Mark Sanchez pass incomplete deep right intended for Jeremy Kerley is intercepted by Corey Webster at NYG-10 and returned for 16 yards,1.620,-0.670
4,0:40,1,10,NYG 26,29,14,Eli Manning kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
