Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jacoby Jones,HOU,0,0,,0,0,2,30,15.0,0,23
Andre' Davis,HOU,3,78,26.0,0,28,0,0,,0,0
Vonta Leach,HOU,1,9,9.0,0,9,0,0,,0,0
Cecil Sapp,HOU,1,7,7.0,0,7,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Johnnie Lee Higgins,OAK,0,0,,0,0,2,80,40.0,1,80
Justin Miller,OAK,4,92,23.0,0,29,0,0,,0,0
Luke Lawton,OAK,1,14,14.0,0,14,0,0,,0,0
