Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PHI 25,0,0,Miles Sanders right tackle for 7 yards (tackle by Donovan Wilson),0.610,1.010
1,14:24,2,3,PHI 32,0,0,Gardner Minshew pass complete short left to A.J. Brown for 9 yards (tackle by Trevon Diggs),1.010,1.660
1,13:59,1,10,PHI 41,0,0,Gardner Minshew pass complete deep right to A.J. Brown for 48 yards (tackle by Jayron Kearse),1.660,4.840
1,13:21,1,10,DAL 11,0,0,Miles Sanders right tackle for 1 yard (tackle by Osa Odighizuwa and Carlos Watkins),4.840,4.320
1,12:41,2,9,DAL 10,0,0,Miles Sanders left guard for no gain (tackle by Donovan Wilson and Anthony Barr),4.320,3.300
1,12:00,3,9,DAL 10,0,0,Gardner Minshew scrambles right end for 3 yards (tackle by Micah Parsons and Nahshon Wright),3.300,2.980
1,11:18,4,6,DAL 7,3,0,Jake Elliott 25 yard field goal good,2.980,3.000
1,11:16,,,PHI 35,3,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,11:16,1,10,DAL 25,3,0,Ezekiel Elliott up the middle for 1 yard (tackle by Reed Blankenship and Linval Joseph),0.610,0.200
1,10:45,2,9,DAL 26,3,0,Ezekiel Elliott up the middle for 4 yards (tackle by Fletcher Cox),0.200,0.040
1,10:21,3,5,DAL 30,3,0,Dak Prescott pass complete short left to Ezekiel Elliott for 6 yards (tackle by Reed Blankenship),0.040,1.330
1,10:06,1,10,DAL 36,3,0,Dak Prescott pass complete short right to Tony Pollard for 11 yards (tackle by T.J. Edwards),1.330,2.060
1,9:28,1,10,DAL 47,9,0,"Dak Prescott pass short left intended for Dalton Schultz is intercepted by Josh Sweat at DAL-42 and returned for 42 yards, touchdown",2.060,-7.000
1,9:18,,,DAL 15,10,0,Jake Elliott kicks extra point good,0.000,0.000
1,9:18,,,PHI 35,10,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,9:18,1,10,DAL 25,10,0,Ezekiel Elliott up the middle for no gain (tackle by Milton Williams),0.610,0.060
1,8:45,2,10,DAL 25,10,0,Dak Prescott pass complete short right to CeeDee Lamb for 5 yards (tackle by Avonte Maddox),0.060,0.040
1,8:21,3,5,DAL 30,10,0,Dak Prescott scrambles right end for 13 yards (tackle by Marcus Epps),0.040,1.800
1,7:47,1,10,DAL 43,10,0,Tony Pollard up the middle for -1 yards (tackle by Avonte Maddox),1.800,1.120
1,7:11,2,11,DAL 42,10,0,Dak Prescott pass complete short left to Dalton Schultz for 6 yards (tackle by T.J. Edwards),1.120,1.220
