Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
1,8:31,1,10,KAN 28,0,3,Alex Smith pass complete short left to De'Anthony Thomas for 9 yards (tackle by William Gay),0.810,1.480
1,8:06,2,1,KAN 37,0,3,Alex Smith pass complete short right to Albert Wilson for 9 yards (tackle by Sean Spence),1.480,1.990
1,7:24,1,10,KAN 46,0,3,Alex Smith sacked by James Harrison and Cameron Heyward for -6 yards,1.990,0.640
1,6:39,2,16,KAN 40,0,3,Alex Smith pass incomplete short right intended for Travis Kelce,0.640,-0.030
1,6:31,3,16,KAN 40,0,3,Alex Smith pass complete deep right to Albert Wilson for 19 yards (tackle by Antwon Blake). Penalty on Lawrence Timmons: Illegal Use of Hands (Declined),-0.030,2.850
1,6:16,1,10,PIT 41,0,3,Alex Smith pass complete short left to Jamaal Charles for 6 yards (tackle by William Gay),2.850,3.120
1,5:36,2,4,PIT 35,0,3,Alex Smith pass complete short left to Albert Wilson for 7 yards (tackle by William Gay),3.120,3.710
1,5:01,1,10,PIT 28,0,3,Knile Davis right guard for 1 yard (tackle by Sean Spence),3.710,3.300
1,4:22,2,9,PIT 27,0,3,Alex Smith pass complete short left to De'Anthony Thomas for 19 yards (tackle by Vince Williams and Will Allen),3.300,5.370
1,3:41,1,8,PIT 8,0,3,Jamaal Charles up the middle for -2 yards (tackle by Lawrence Timmons),5.370,4.190
1,2:59,2,10,PIT 10,0,3,Alex Smith pass incomplete short middle intended for Travis Kelce,4.190,3.130
1,2:54,3,10,PIT 10,0,3,Alex Smith sacked by Cameron Heyward for -7 yards,3.130,2.310
1,2:09,4,17,PIT 17,3,3,Cairo Santos 35 yard field goal good,2.310,3.000
1,2:09,,,KAN 35,3,3,"Cairo Santos kicks off 69 yards, returned by Markus Wheaton for 29 yards (tackle by Frank Zombo)",0.000,-0.610
1,2:00,1,10,PIT 25,3,3,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant (defended by Sean Smith),0.610,0.060
1,1:54,2,10,PIT 25,3,3,Le'Veon Bell right tackle for 1 yard (tackle by Justin Houston),0.060,-0.490
1,1:15,3,9,PIT 26,3,3,"Penalty on Maurkice Pouncey: False Start, 5 yards (no play)",-0.490,-1.150
1,0:54,3,14,PIT 21,3,3,Ben Roethlisberger pass incomplete short middle intended for Markus Wheaton,-1.150,-1.960
1,0:48,4,14,PIT 21,3,3,"Brad Wing punts 34 yards, returned by De'Anthony Thomas for 4 yards (tackle by Vince Williams)",-1.960,-2.190
1,0:35,1,10,KAN 49,3,3,Alex Smith pass complete deep right to Albert Wilson for 19 yards (tackle by Michael Mitchell),2.190,3.450
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 32,3,3,"Alex Smith pass complete short right to Jamaal Charles for no gain. Penalty on Will Allen: Roughing the Passer (Offsetting), Penalty on Travis Kelce: Unnecessary Roughness (Offsetting) (no play)",3.450,3.450
2,14:42,1,10,PIT 32,3,3,Jamaal Charles left end for 1 yard (tackle by Sean Spence),3.450,3.040
2,14:02,2,9,PIT 31,3,3,Knile Davis up the middle for 1 yard (tackle by Stephon Tuitt),3.040,2.480
2,13:19,3,8,PIT 30,3,3,Alex Smith pass complete short right to Dwayne Bowe for 13 yards (tackle by Antwon Blake),2.480,4.440
2,12:45,1,10,PIT 17,3,3,Alex Smith pass incomplete short left intended for Frankie Hammond,4.440,4.440
2,12:39,1,10,PIT 17,3,3,Timeout #1 by Kansas City Chiefs,4.440,3.850
2,12:39,2,10,PIT 17,3,3,Alex Smith pass complete short right to Dwayne Bowe for 4 yards (tackle by Brice McCain and Antwon Blake),3.850,3.680
2,12:00,3,6,PIT 13,3,3,Alex Smith pass complete short left to De'Anthony Thomas for 1 yard (tackle by Lawrence Timmons and James Harrison),3.680,2.680
2,11:16,4,5,PIT 12,3,3,Dustin Colquitt pass complete short middle to Travis Kelce for 6 yards (tackle by William Gay),2.680,2.680
2,10:31,4,5,PIT 12,3,3,Timeout #2 by Kansas City Chiefs,2.680,5.830
2,10:31,1,6,PIT 6,3,3,Jamaal Charles right guard for 2 yards (tackle by James Harrison),5.830,5.340
2,9:55,2,4,PIT 4,3,3,Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Antwon Blake),5.340,4.490
2,9:52,3,4,PIT 4,3,3,Alex Smith sacked by Jason Worilds for -3 yards,4.490,2.970
2,9:29,4,7,PIT 7,6,3,Cairo Santos 25 yard field goal good,2.970,3.000
2,9:29,,,KAN 35,6,3,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,9:25,1,10,PIT 20,6,3,Ben Roethlisberger pass complete short right to Antonio Brown for 17 yards (tackle by Joe Mays),0.280,1.400
2,9:01,1,10,PIT 37,6,3,Ben Roethlisberger pass complete short middle to Heath Miller for 15 yards (tackle by Ron Parker),1.400,2.390
2,8:26,1,10,KAN 48,6,3,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell (defended by Allen Bailey),2.390,1.850
2,8:20,2,10,KAN 48,6,3,Le'Veon Bell up the middle for 3 yards (tackle by Justin Houston),1.850,1.550
2,7:39,3,7,KAN 45,6,3,Ben Roethlisberger pass complete short right to Markus Wheaton for 13 yards (tackle by Jamell Fleming),1.550,3.450
2,7:07,1,10,KAN 32,6,3,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by Joe Mays and Tamba Hali),3.450,4.120
2,6:39,2,1,KAN 23,6,3,Le'Veon Bell right guard for 3 yards (tackle by Dontari Poe and Tamba Hali),4.120,4.240
2,5:54,1,10,KAN 20,6,3,Ben Roethlisberger pass complete short middle to Heath Miller for 14 yards (tackle by Ron Parker),4.240,5.830
2,5:12,1,6,KAN 6,6,3,Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards (tackle by Husain Abdullah),5.830,5.910
2,4:29,2,1,KAN 1,6,3,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,5.910,5.170
2,4:25,3,1,KAN 1,6,3,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant (defended by Ron Parker). Penalty on Ron Parker: Defensive Holding (no play),5.170,6.970
2,4:22,1,1,KAN 1,6,9,"Le'Veon Bell right tackle for 1 yard, touchdown",6.970,7.000
2,4:22,,,KAN 2,6,10,Shaun Suisham kicks extra point good,0.000,0.000
2,4:22,,,PIT 35,6,10,"Shaun Suisham kicks off 69 yards, returned by De'Anthony Thomas for 20 yards (tackle by Terence Garvin)",0.000,0.140
2,4:11,1,10,KAN 16,6,10,Jamaal Charles up the middle for 7 yards (tackle by Lawrence Timmons),-0.140,0.420
2,3:38,2,3,KAN 23,6,10,Alex Smith pass complete short right to Dwayne Bowe for 12 yards (tackle by Antwon Blake),0.420,1.270
2,3:07,1,10,KAN 35,6,10,Alex Smith pass incomplete short right intended for Dwayne Bowe,1.270,0.720
2,3:00,2,10,KAN 35,6,10,Alex Smith pass complete short left to Albert Wilson for 33 yards,0.720,3.450
2,2:34,1,10,PIT 32,6,10,Alex Smith pass complete short middle to Dwayne Bowe for 11 yards (tackle by Ryan Shazier),3.450,4.170
2,2:00,1,10,PIT 21,6,10,De'Anthony Thomas left tackle for -6 yards (tackle by James Harrison),4.170,2.820
2,1:18,2,16,PIT 27,6,10,Alex Smith pass complete short right to De'Anthony Thomas for 12 yards (tackle by Will Allen),2.820,3.810
2,0:33,3,4,PIT 15,6,10,Alex Smith pass complete short right to De'Anthony Thomas for 3 yards (tackle by Michael Mitchell),3.810,2.780
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,0:27,4,1,PIT 12,6,10,Jamaal Charles up the middle for no gain (tackle by Lawrence Timmons and James Harrison),2.780,0.350
2,0:20,1,10,PIT 12,6,10,Ben Roethlisberger kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,6,10,"Shaun Suisham kicks off 70 yards, returned by Knile Davis for 29 yards (tackle by Darrius Heyward-Bey)",0.000,-0.540
3,14:55,1,10,KAN 24,6,10,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by Lawrence Timmons),0.540,1.210
3,14:25,2,1,KAN 33,6,10,Jamaal Charles right tackle for 2 yards (tackle by Lawrence Timmons and Vince Williams),1.210,1.270
3,13:42,1,10,KAN 35,6,10,Alex Smith pass incomplete deep middle intended for Albert Wilson,1.270,0.720
3,13:36,2,10,KAN 35,6,10,Jamaal Charles up the middle for 6 yards (tackle by James Harrison and Vince Williams),0.720,0.830
3,12:56,3,4,KAN 41,6,10,Alex Smith sacked by James Harrison for -2 yards,0.830,-0.780
3,12:11,4,6,KAN 39,6,10,"Dustin Colquitt punts 48 yards, fair catch by Antonio Brown",-0.780,0.320
3,12:04,1,10,PIT 13,6,10,Le'Veon Bell right tackle for 6 yards (tackle by Josh Mauga),-0.320,0.030
3,11:22,2,4,PIT 19,6,10,Ben Roethlisberger sacked by Justin Houston for -6 yards,0.030,-1.420
3,10:37,3,10,PIT 13,6,10,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Jamell Fleming),-1.420,-1.900
3,9:50,4,1,PIT 22,6,10,"Brad Wing punts 56 yards, returned by De'Anthony Thomas for 5 yards (tackle by Vince Williams)",-1.900,-0.740
3,9:37,1,10,KAN 27,6,10,Alex Smith pass complete short right to Dwayne Bowe for 8 yards (tackle by Antwon Blake),0.740,1.280
3,9:12,2,2,KAN 35,6,10,Alex Smith pass complete short left to Jason Avant for 15 yards (tackle by William Gay),1.280,2.260
3,8:42,1,10,KAN 50,6,10,Alex Smith pass complete short right to Jason Avant for 6 yards (tackle by Brice McCain),2.260,2.520
3,8:06,2,4,PIT 44,6,10,Alex Smith pass incomplete short left intended for Albert Wilson,2.520,1.820
3,8:02,3,4,PIT 44,6,10,Alex Smith pass complete short left to Travis Kelce for 13 yards (tackle by Lawrence Timmons),1.820,3.510
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
3,7:14,1,10,PIT 31,6,10,Alex Smith up the middle for 3 yards (tackle by Jason Worilds),3.510,3.370
3,6:37,2,7,PIT 28,6,10,"Alex Smith pass complete short right to Jamaal Charles for 3 yards (tackle by Stephon Tuitt). Jamaal Charles fumbles (forced by Stephon Tuitt), recovered by Vince Williams at PIT-25 (tackle by Ryan Harris)",3.370,-0.610
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,6:26,1,10,PIT 25,6,10,Ben Roethlisberger pass complete short right to Markus Wheaton for 14 yards (tackle by Jamell Fleming),0.610,1.530
3,5:43,1,10,PIT 39,6,10,Le'Veon Bell up the middle for 1 yard (tackle by Husain Abdullah and Tamba Hali),1.530,1.120
3,5:01,2,9,PIT 40,6,10,Ben Roethlisberger pass complete short right to Heath Miller for 17 yards (tackle by Kurt Coleman),1.120,2.720
3,4:19,1,10,KAN 43,6,10,Ben Roethlisberger pass complete deep middle to Antonio Brown for 19 yards (tackle by Ron Parker). Penalty on Chris Owens: Illegal Contact (Declined),2.720,3.970
3,3:48,1,10,KAN 24,6,10,Le'Veon Bell left guard for 6 yards (tackle by Kevin Vickerson),3.970,4.290
3,3:05,2,4,KAN 18,6,10,Le'Veon Bell right tackle for 4 yards (tackle by Sean Smith and Tamba Hali),4.290,4.290
3,2:18,2,4,KAN 18,6,10,Timeout #2 by Pittsburgh Steelers,4.290,4.650
3,2:18,1,10,KAN 14,6,10,"Penalty on Jaye Howard: Encroachment, 5 yards (no play)",4.650,5.800
3,2:18,1,5,KAN 9,6,10,Le'Veon Bell up the middle for 4 yards (tackle by Josh Mauga),5.800,5.670
3,1:33,2,1,KAN 5,6,10,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Sean Smith),5.670,4.960
3,1:28,3,1,KAN 5,6,10,Le'Veon Bell up the middle for 2 yards (tackle by Joe Mays and Vance Walker),4.960,6.510
3,0:39,1,3,KAN 3,6,16,"Ben Roethlisberger pass complete short middle to Antonio Brown for 3 yards, touchdown",6.510,7.000
3,0:39,,,KAN 2,6,17,Shaun Suisham kicks extra point good,0.000,0.000
3,0:39,,,PIT 35,6,17,"Shaun Suisham kicks off 73 yards, returned by De'Anthony Thomas for 25 yards (tackle by Will Allen)",0.000,0.060
3,0:30,1,10,KAN 17,6,17,Jamaal Charles left tackle for 3 yards (tackle by Lawrence Timmons and Will Allen),-0.060,-0.060
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,KAN 20,6,17,Alex Smith pass incomplete deep left intended for Jason Avant,-0.060,-0.870
4,14:54,3,7,KAN 20,6,17,Alex Smith pass complete short left to Knile Davis for 9 yards (tackle by Will Allen),-0.870,0.870
4,14:13,1,10,KAN 29,6,17,Alex Smith sacked by Jason Worilds for -7 yards,0.870,-0.620
4,13:27,2,17,KAN 22,6,17,Alex Smith pass complete short right to Anthony Fasano for 1 yard (tackle by Antwon Blake),-0.620,-1.150
4,12:39,3,16,KAN 23,6,17,"Alex Smith pass complete short left to Travis Kelce for 2 yards (tackle by Lawrence Timmons). Penalty on William Gay: Taunting, 15 yards",-1.150,1.600
4,12:24,1,10,KAN 40,6,17,"Alex Smith left end for 11 yards (tackle by William Gay). Penalty on Sean Spence: Defensive Holding, 5 yards",1.600,2.650
4,11:59,1,10,PIT 44,6,17,Alex Smith pass complete short left to Jamaal Charles for 16 yards (tackle by Will Allen),2.650,3.710
4,11:13,1,10,PIT 28,6,17,Alex Smith pass incomplete deep middle intended for Anthony Fasano,3.710,3.170
4,11:08,2,10,PIT 28,6,17,Alex Smith pass complete short left to De'Anthony Thomas for 3 yards (tackle by Cameron Heyward),3.170,2.870
4,10:29,3,7,PIT 25,6,17,Alex Smith pass incomplete short right intended for De'Anthony Thomas,2.870,1.800
4,10:23,4,7,PIT 25,9,17,Cairo Santos 43 yard field goal good,1.800,3.000
4,10:23,,,KAN 35,9,17,"Cairo Santos kicks off 66 yards, returned by Markus Wheaton for 26 yards (tackle by Kurt Coleman)",0.000,-0.610
4,10:13,1,10,PIT 25,9,17,Le'Veon Bell right guard for 3 yards (tackle by Vance Walker),0.610,0.470
4,9:36,2,7,PIT 28,9,17,Le'Veon Bell right guard for 3 yards (tackle by Dontari Poe and Chris Owens),0.470,0.170
4,8:54,3,4,PIT 31,9,17,Ben Roethlisberger pass complete short left to Antonio Brown for 14 yards (tackle by Chris Owens),0.170,1.930
4,8:11,1,10,PIT 45,9,17,Martavis Bryant right end for no gain (tackle by Josh Mauga),1.930,1.380
4,7:24,2,10,PIT 45,9,17,Le'Veon Bell right guard for 7 yards (tackle by Tamba Hali),1.380,1.620
4,6:44,3,3,KAN 48,9,17,"Ben Roethlisberger pass incomplete deep right intended for Antonio Brown. Penalty on Tamba Hali: Defensive Offside (Declined), Penalty on Jamell Fleming: Defensive Pass Interference, 24 yards (no play)",1.620,3.970
4,6:39,1,10,KAN 24,9,17,Le'Veon Bell up the middle for 3 yards (tackle by Dontari Poe and Jaye Howard),3.970,3.840
4,5:57,2,7,KAN 21,9,17,Le'Veon Bell right guard for no gain (tackle by Justin Houston),3.840,3.140
4,5:13,3,7,KAN 21,9,17,Ben Roethlisberger pass complete short middle to Heath Miller for 10 yards (tackle by Kurt Coleman),3.140,4.840
4,4:28,1,10,KAN 11,9,17,Le'Veon Bell left guard for 3 yards (tackle by Kevin Vickerson),4.840,4.840
4,4:21,1,10,KAN 11,9,17,Timeout #1 by Kansas City Chiefs,4.840,4.700
4,4:21,2,7,KAN 8,9,17,Ben Roethlisberger pass incomplete short left intended for Michael Palmer,4.700,3.760
4,4:15,3,7,KAN 8,9,17,Ben Roethlisberger pass complete short middle to Heath Miller for 3 yards (tackle by Ron Parker),3.760,3.760
4,4:09,3,7,KAN 8,9,17,Timeout #2 by Kansas City Chiefs,3.760,3.010
4,4:09,4,4,KAN 5,9,20,"Shaun Suisham 23 yard field goal good. Penalty on Ramon Foster: Unnecessary Roughness, 15 yards",3.010,3.000
4,4:09,,,PIT 20,9,20,"Shaun Suisham kicks off 43 yards, returned by Anthony Sherman for 13 yards (tackle by Ross Ventrone)",0.000,-2.260
4,4:00,1,10,,9,20,Alex Smith pass incomplete short middle intended for Jamaal Charles,2.260,1.710
4,3:48,2,10,,9,20,Alex Smith pass complete short middle to Jason Avant for 8 yards (tackle by Lawrence Timmons),1.710,2.080
4,3:24,3,2,PIT 42,9,20,Alex Smith pass complete short middle to Jason Avant for 8 yards (tackle by Lawrence Timmons),2.080,3.310
4,3:03,1,10,PIT 34,9,20,Alex Smith pass complete short right to Jamaal Charles for 12 yards (tackle by Ryan Shazier),3.310,4.110
4,2:40,1,10,PIT 22,9,20,Alex Smith pass incomplete short middle intended for Jason Avant,4.110,3.560
4,2:35,2,10,PIT 22,9,20,Alex Smith pass incomplete short left intended for Travis Kelce,3.560,2.870
4,2:30,3,10,PIT 22,9,20,Alex Smith pass complete short right to Travis Kelce for 10 yards (tackle by Antwon Blake and Lawrence Timmons),2.870,4.780
4,2:04,1,10,PIT 12,9,20,Alex Smith sacked by Stephon Tuitt for -4 yards,4.780,3.530
4,1:56,2,14,PIT 16,9,20,Alex Smith pass incomplete short right intended for Jamaal Charles,3.530,2.930
4,1:53,3,14,PIT 16,9,20,Alex Smith pass complete short middle to Jamaal Charles for 11 yards (tackle by Brice McCain and Lawrence Timmons),2.930,2.930
4,1:40,3,14,PIT 16,9,20,Timeout #3 by Kansas City Chiefs,2.930,3.020
4,1:40,4,3,PIT 5,12,20,Cairo Santos 23 yard field goal good,3.020,3.000
4,1:37,4,3,PIT 5,12,20,Timeout #3 by Pittsburgh Steelers,3.020,0.000
4,1:40,,,KAN 35,12,20,"Cairo Santos kicks onside 11 yards, recovered by Will Johnson",0.000,-2.520
4,1:36,1,10,KAN 46,12,20,Ben Roethlisberger kneels for -1 yards,2.520,1.840
4,0:57,2,11,KAN 47,12,20,Ben Roethlisberger kneels for -1 yards,1.840,1.030
4,0:32,3,12,KAN 48,12,20,Ben Roethlisberger kneels for -1 yards,1.030,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
