Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
2,5:37,1,10,SFO 43,0,14,C.J. Beathard pass incomplete short left intended for Matt Breida,1.800,1.250
2,5:32,2,10,SFO 43,0,14,C.J. Beathard pass incomplete short right intended for Aldrick Robinson (defended by D.J. Swearinger),1.250,0.560
2,5:28,3,10,SFO 43,0,14,C.J. Beathard pass incomplete short left intended for George Kittle,0.560,-0.520
2,5:23,4,10,SFO 43,0,14,"Bradley Pinion punts 42 yards, fair catch by Jamison Crowder",-0.520,0.220
2,5:15,1,10,WAS 15,0,14,Chris Thompson middle for 11 yards (tackle by Earl Mitchell),-0.220,0.670
2,4:36,1,10,WAS 26,0,14,Kirk Cousins pass complete short middle to Mack Brown for 11 yards (tackle by Solomon Thomas),0.670,1.400
2,3:56,1,10,WAS 37,0,14,"Mack Brown left guard for 3 yards (tackle by DeForest Buckner and Earl Mitchell). Penalty on Brandon Scherff: Unnecessary Roughness, 15 yards",1.400,-0.760
2,3:46,2,22,WAS 25,0,14,Kirk Cousins pass complete short left to Chris Thompson for 49 yards (tackle by Dontae Johnson),-0.760,3.840
2,2:53,1,10,SFO 26,0,14,Kirk Cousins sacked by Solomon Thomas for -5 yards,3.840,2.620
2,2:15,2,15,SFO 31,0,14,Chris Thompson left guard for 1 yard (tackle by Ray-Ray Armstrong),2.620,2.080
2,2:00,3,14,SFO 30,0,14,Kirk Cousins pass incomplete short left intended for Jamison Crowder,2.080,1.410
2,1:56,4,14,SFO 30,0,17,Dustin Hopkins 48 yard field goal good,1.410,3.000
2,1:51,,,WAS 35,0,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
2,1:51,1,10,SFO 25,0,17,C.J. Beathard pass incomplete short left intended for Trent Taylor,0.610,0.060
2,1:46,2,10,SFO 25,0,17,C.J. Beathard pass complete deep middle to Marquise Goodwin for 19 yards (tackle by Zach Brown),0.060,1.860
2,1:27,1,10,SFO 44,0,17,C.J. Beathard pass complete deep middle to George Kittle for 31 yards (tackle by Montae Nicholson),1.860,3.910
2,1:05,1,10,WAS 25,0,17,C.J. Beathard pass complete short left to Carlos Hyde for 12 yards (tackle by Quinton Dunbar and Zach Brown),3.910,0.000
2,0:57,,,,,,Timeout #1 by San Francisco 49ers,0.000,-4.710
2,0:57,1,10,WAS 13,0,17,C.J. Beathard pass incomplete short left intended for George Kittle,4.710,4.050
2,0:54,2,10,WAS 13,0,17,C.J. Beathard pass incomplete short left intended for Matt Breida,4.050,3.120
2,0:48,3,10,WAS 13,0,17,"C.J. Beathard pass complete short middle to Pierre Garcon for 8 yards (tackle by Zach Brown). Penalty on D.J. Swearinger: Unsportsmanlike Conduct, 3 yards",3.120,0.000
2,0:39,,,,,,Timeout #2 by Washington Redskins,0.000,-6.740
2,0:39,1,2,WAS 2,0,17,"Penalty on C.J. Beathard: Delay of Game, 5 yards (no play)",6.740,5.600
2,0:39,1,7,WAS 7,0,17,C.J. Beathard pass incomplete short left intended for George Kittle,5.600,4.760
2,0:34,2,7,WAS 7,0,17,C.J. Beathard pass incomplete short middle intended for Marquise Goodwin,4.760,3.810
2,0:29,3,7,WAS 7,0,17,C.J. Beathard pass complete short left to George Kittle for 6 yards (tackle by Zach Brown),3.810,0.000
2,0:03,,,,,,Timeout #2 by San Francisco 49ers,0.000,-3.550
2,0:03,4,1,WAS 1,6,17,"Carlos Hyde left tackle for 1 yard, touchdown",3.550,7.000
2,0:00,,,WAS 15,7,17,Robbie Gould kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,7,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,SFO 25,7,17,Carlos Hyde right end for 5 yards (tackle by Fabian Moreau),0.610,0.740
3,14:26,2,5,SFO 30,7,17,Carlos Hyde left end for -3 yards (tackle by Preston Smith),0.740,-0.360
3,13:49,3,8,SFO 27,7,17,C.J. Beathard pass complete short middle to Carlos Hyde for 12 yards (tackle by Mason Foster),-0.360,1.530
3,13:24,1,10,SFO 39,7,17,C.J. Beathard pass complete short middle to Carlos Hyde for 9 yards (tackle by Bashaud Breeland),1.530,2.200
3,12:59,2,1,SFO 48,7,17,Matt Breida right end for no gain (tackle by D.J. Swearinger and Matthew Ioannidis),2.200,1.490
3,12:21,3,1,SFO 48,7,17,Matt Breida left guard for 1 yard (tackle by D.J. Swearinger),1.490,2.190
3,11:53,1,10,SFO 49,7,17,C.J. Beathard pass complete short right to Matt Breida for 11 yards (tackle by Bashaud Breeland),2.190,2.920
3,11:41,1,10,WAS 40,7,17,Matt Breida right end for 10 yards (tackle by Bashaud Breeland),2.920,3.580
3,11:17,1,10,WAS 30,7,17,C.J. Beathard sacked by Ryan Kerrigan for -11 yards,3.580,0.000
3,10:30,,,,,,Timeout #1 by San Francisco 49ers,0.000,-1.550
3,10:30,2,21,WAS 41,7,17,C.J. Beathard pass complete short middle to Carlos Hyde for 8 yards (tackle by Kendall Fuller and Fabian Moreau),1.550,1.950
3,9:51,3,13,WAS 33,7,17,C.J. Beathard pass incomplete short right intended for Trent Taylor (defended by Kendall Fuller),1.950,1.150
3,9:45,4,13,WAS 33,10,17,Robbie Gould 52 yard field goal good,1.150,3.000
3,9:41,,,SFO 35,10,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,9:41,1,10,WAS 25,10,17,Samaje Perine left tackle for 1 yard (tackle by DeForest Buckner and Eli Harold),0.610,0.200
3,9:07,2,9,WAS 26,10,17,Kirk Cousins pass incomplete short middle intended for Jamison Crowder,0.200,-0.490
3,9:03,3,9,WAS 26,10,17,"Kirk Cousins pass complete short right to Ryan Grant for 8 yards (tackle by Rashard Robinson). Penalty on Eric Reid: Illegal Use of Hands, 5 yards (no play)",-0.490,1.000
3,8:32,1,10,WAS 31,10,17,Chris Thompson middle for 4 yards (tackle by Jaquiski Tartt),1.000,1.000
3,7:57,2,6,WAS 35,10,17,Kirk Cousins pass incomplete,1.000,0.300
3,7:48,3,6,WAS 35,10,17,Kirk Cousins pass complete short right to Jamison Crowder for 3 yards (tackle by K'Waun Williams),0.300,-0.850
,,,,,,,"SFO challenged the runner was not down by contact ruling, and the original play was overturned.",,
3,7:29,4,3,WAS 38,10,17,"Tress Way punts 51 yards, returned by Trent Taylor for 39 yards (tackle by Mason Foster)",-0.850,-2.260
3,7:12,1,10,,10,17,Carlos Hyde right guard for 5 yards (tackle by Bashaud Breeland),2.260,2.390
3,6:38,2,5,WAS 45,10,17,Carlos Hyde left guard for 4 yards (tackle by Stacy McGee),2.390,2.210
3,5:54,3,1,WAS 41,10,17,Raheem Mostert left end for 16 yards (tackle by Montae Nicholson),2.210,3.910
3,5:23,1,10,WAS 25,10,17,Carlos Hyde left tackle for 1 yard (tackle by Stacy McGee),3.910,3.500
3,4:47,2,9,WAS 24,10,17,C.J. Beathard pass complete short left to George Kittle for 4 yards (tackle by Quinton Dunbar),3.500,3.340
3,4:08,3,5,WAS 20,10,17,C.J. Beathard sacked by Matthew Ioannidis for -8 yards,3.340,1.590
3,3:27,4,13,WAS 28,10,17,Robbie Gould 47 yard field goal no good,1.590,-1.400
3,3:22,1,10,WAS 37,10,17,"Kirk Cousins pass complete short middle to Vernon Davis for 6 yards (tackle by Ray-Ray Armstrong). Vernon Davis fumbles (forced by Ray-Ray Armstrong), recovered by Jimmie Ward at WAS-44 and returned for 43 yards (tackle by Kirk Cousins)",1.400,-6.970
3,3:06,1,1,WAS 1,16,17,"Carlos Hyde right end for 1 yard, touchdown",6.970,7.000
3,3:01,,,WAS 15,17,17,Robbie Gould kicks extra point good,0.000,0.000
3,3:01,,,SFO 35,17,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,3:01,1,10,WAS 25,17,17,Chris Thompson middle for no gain (tackle by Jaquiski Tartt and Solomon Thomas),0.610,0.060
3,2:23,2,10,WAS 25,17,17,Kirk Cousins right guard for 18 yards (tackle by Jimmie Ward),0.060,1.800
3,1:41,1,10,WAS 43,17,17,Chris Thompson right end for -1 yards (tackle by DeForest Buckner and Eli Harold),1.800,1.120
3,1:13,2,11,WAS 42,17,17,Kirk Cousins pass incomplete short middle intended for Chris Thompson,1.120,0.430
3,1:08,3,11,WAS 42,17,17,Kirk Cousins pass complete deep middle to Ryan Grant for 18 yards (tackle by Jimmie Ward),0.430,2.920
3,0:24,1,10,SFO 40,17,17,Kirk Cousins pass incomplete short left intended for Josh Doctson,2.920,2.370
3,0:20,2,10,SFO 40,17,17,Chris Thompson right end for -2 yards (tackle by Brock Coyle),2.370,1.420
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,SFO 42,17,17,Kirk Cousins pass complete short left to Chris Thompson for 13 yards (tackle by K'Waun Williams),1.420,3.640
4,14:26,1,10,SFO 29,17,17,Chris Thompson left end for -1 yards (tackle by Xavier Cooper),3.640,2.970
4,13:57,2,11,SFO 30,17,17,Kirk Cousins pass complete short left to Ryan Grant for 15 yards (tackle by K'Waun Williams),2.970,4.580
4,13:17,1,10,SFO 15,17,17,Chris Thompson middle for 3 yards (tackle by Earl Mitchell and Xavier Cooper),4.580,4.450
4,12:52,2,7,SFO 12,17,17,Kirk Cousins pass complete short left to Vernon Davis for 8 yards (tackle by Dontae Johnson),4.450,6.280
4,12:07,1,4,SFO 4,17,17,Kirk Cousins right tackle for 2 yards (tackle by Jimmie Ward and Eli Harold),6.280,5.720
4,11:24,2,2,SFO 2,17,17,Niles Paul right tackle for -1 yards (tackle by Solomon Thomas and Eli Harold),5.720,4.720
4,10:42,3,3,SFO 3,17,17,Kirk Cousins pass incomplete short middle intended for Josh Doctson (defended by Dontae Johnson),4.720,3.040
4,10:37,4,3,SFO 3,17,20,Dustin Hopkins 21 yard field goal good,3.040,3.000
4,10:34,,,WAS 35,17,20,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
4,10:34,1,10,SFO 25,17,20,Carlos Hyde middle for -1 yards (tackle by Zach Brown and D.J. Swearinger),0.610,-0.070
4,9:58,2,11,SFO 24,17,20,C.J. Beathard pass complete short right to Pierre Garcon for 11 yards (tackle by Fabian Moreau),-0.070,1.270
4,9:26,1,10,SFO 35,17,20,C.J. Beathard pass incomplete deep left intended for Marquise Goodwin (defended by Quinton Dunbar),1.270,0.720
4,9:20,2,10,SFO 35,17,20,Carlos Hyde left end for 6 yards (tackle by Quinton Dunbar and Stacy McGee),0.720,0.830
4,8:40,3,4,SFO 41,17,20,C.J. Beathard pass incomplete deep left intended for Aldrick Robinson,0.830,-0.650
4,8:34,4,4,SFO 41,17,20,"Bradley Pinion punts 49 yards, returned by Jamison Crowder for 6 yards (tackle by Mark Nzeocha)",-0.650,0.140
4,8:22,1,10,WAS 16,17,20,Kirk Cousins pass complete short right to Jordan Reed for 4 yards (tackle by Eli Harold),-0.140,0.010
4,7:47,2,6,WAS 20,17,20,Kirk Cousins pass complete short right to Samaje Perine for 5 yards (tackle by Earl Mitchell),0.010,-0.200
4,7:04,3,1,WAS 25,17,20,Samaje Perine right guard for 2 yards (tackle by DeForest Buckner),-0.200,0.740
4,6:16,1,10,WAS 27,17,20,Kirk Cousins pass complete deep right to Vernon Davis for 51 yards (tackle by Jaquiski Tartt),0.740,4.110
4,5:44,1,10,SFO 22,17,20,Kirk Cousins pass incomplete deep left intended for Terrelle Pryor,4.110,3.560
4,5:38,2,10,SFO 22,17,20,Chris Thompson left end for 5 yards (tackle by D.J. Jones),3.560,3.560
4,4:52,3,5,SFO 17,17,20,Kirk Cousins pass complete short right to Ryan Grant for 6 yards (tackle by K'Waun Williams),3.560,4.840
4,4:07,1,10,SFO 11,17,20,Chris Thompson right guard for -1 yards (tackle by Earl Mitchell),4.840,3.980
4,3:38,2,11,SFO 12,17,20,"Kirk Cousins pass incomplete short middle intended for Ryan Grant (defended by K'Waun Williams). Penalty on K'Waun Williams: Defensive Holding, 5 yards (no play)",3.980,5.600
4,3:34,1,7,SFO 7,17,26,"Kirk Cousins right end for 7 yards, touchdown",5.600,7.000
4,3:28,,,SFO 15,17,26,Dustin Hopkins kicks extra point no good,0.000,-1.000
4,3:28,,,WAS 35,17,26,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
4,3:28,1,10,SFO 25,17,26,C.J. Beathard pass incomplete short middle intended for Pierre Garcon (defended by Fabian Moreau),0.610,0.060
4,3:24,2,10,SFO 25,17,26,C.J. Beathard pass complete short left to Pierre Garcon for 2 yards (tackle by Zach Brown),0.060,-0.360
4,2:55,3,8,SFO 27,17,26,C.J. Beathard pass complete short middle to Trent Taylor for 10 yards (tackle by D.J. Swearinger and Mason Foster),-0.360,1.400
4,2:32,1,10,SFO 37,17,26,C.J. Beathard pass complete short left to Matt Breida for 4 yards (tackle by Quinton Dunbar),1.400,1.400
4,2:14,2,6,SFO 41,17,26,C.J. Beathard left end for 14 yards (tackle by Montae Nicholson),1.400,2.590
4,2:08,1,10,WAS 45,23,26,"C.J. Beathard pass complete deep right to Aldrick Robinson for 45 yards, touchdown",2.590,7.000
4,1:58,,,WAS 15,24,26,Robbie Gould kicks extra point good,0.000,0.000
4,1:58,,,SFO 35,24,26,"Robbie Gould kicks onside 11 yards, recovered by Fabian Moreau",0.000,-2.520
4,1:57,1,10,SFO 46,24,26,Samaje Perine right end for 1 yard (tackle by Solomon Thomas),2.520,0.000
4,1:53,,,,,,Timeout #2 by San Francisco 49ers,0.000,-2.110
4,1:53,2,9,SFO 45,24,26,Samaje Perine left end for 3 yards (tackle by Solomon Thomas and Jaquiski Tartt),2.110,0.000
4,1:47,,,,,,Timeout #3 by San Francisco 49ers,0.000,-1.820
4,1:47,3,6,SFO 42,24,26,Samaje Perine left guard for 2 yards (tackle by Xavier Cooper and Eli Harold),1.820,0.590
4,1:00,4,4,SFO 40,24,26,"Penalty on WAS: Delay of Game, 5 yards (no play)",0.590,0.270
4,1:00,4,9,SFO 45,24,26,"Tress Way punts 45 yards, touchback",0.270,-0.280
4,0:52,1,10,SFO 20,24,26,C.J. Beathard pass complete deep left to Pierre Garcon for 22 yards (tackle by Montae Nicholson),0.280,1.730
4,0:47,1,10,SFO 42,24,26,C.J. Beathard pass complete short left to Carlos Hyde for 6 yards (tackle by Quinton Dunbar),1.730,2.000
4,0:41,2,4,SFO 48,24,26,C.J. Beathard pass incomplete deep right intended for Trent Taylor,2.000,1.290
4,0:36,3,4,SFO 48,24,26,C.J. Beathard pass complete short left to Pierre Garcon for 12 yards,1.290,2.920
4,0:28,1,10,WAS 40,24,26,C.J. Beathard pass incomplete short left intended for Pierre Garcon (defended by Quinton Dunbar),2.920,0.000
4,0:23,,,,,,Timeout #1 by Washington Redskins,0.000,-2.370
4,0:23,2,10,WAS 40,24,26,"C.J. Beathard pass incomplete short left intended for Pierre Garcon (defended by Quinton Dunbar). Penalty on Pierre Garcon: Offensive Pass Interference, 10 yards (no play)",2.370,0.000
4,0:19,,,,,,Timeout #2 by Washington Redskins,0.000,-1.020
4,0:19,2,20,,24,26,C.J. Beathard pass incomplete short left intended for Carlos Hyde,1.020,0.370
4,0:14,3,20,,24,26,C.J. Beathard pass incomplete deep left intended for Pierre Garcon,0.370,0.000
4,0:09,,,,,,Timeout #3 by Washington Redskins,0.000,0.060
4,0:09,4,20,,24,26,C.J. Beathard pass incomplete deep right intended for George Kittle is intercepted by Kendall Fuller at WAS-32 and returned for 3 yards,-0.060,-1.270
4,0:03,1,10,WAS 35,24,26,Kirk Cousins kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
