Quarter,Time,Down,ToGo,Location,DAL,PIT,Detail,EPB,EPA
1,10:34,1,10,DAL 47,0,0,Tashard Choice up the middle for 3 yards (tackle by LaMarr Woodley and Casey Hampton),2.060,1.920
1,9:52,2,7,DAL 50,0,0,Tashard Choice left guard for 1 yard (tackle by James Farrior),1.920,1.360
1,9:10,3,6,PIT 49,0,0,Tony Romo pass complete short left to Jason Witten for 7 yards (tackle by William Gay),1.360,2.790
1,8:30,1,10,PIT 42,0,0,Tashard Choice right tackle for 2 yards (tackle by LaMarr Woodley),2.790,2.510
1,7:52,2,8,PIT 40,0,0,--,2.510,2.610
1,7:18,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,2.610
1,7:18,3,2,PIT 34,0,0,Terrell Owens right guard for 1 yard (tackle by James Farrior and LaMarr Woodley),2.610,1.210
1,6:43,4,1,PIT 33,0,0,Deon Anderson up the middle for no gain (tackle by James Harrison and Troy Polamalu),1.210,-1.140
1,6:37,1,10,PIT 33,0,0,"Mewelde Moore up the middle for 3 yards (tackle by Jay Ratliff and Chris L. Canty). Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",1.140,1.870
1,6:12,1,5,PIT 38,0,0,Ben Roethlisberger pass complete short left to Mewelde Moore for 12 yards (tackle by Anthony Spencer),1.870,2.260
1,5:22,1,10,PIT 50,0,0,Ben Roethlisberger pass complete short left to Mewelde Moore for 11 yards (tackle by Bradie James),2.260,2.980
1,4:49,1,10,DAL 39,0,0,Mewelde Moore up the middle for 4 yards (tackle by Zach Thomas and Anthony Spencer),2.980,2.980
1,4:13,2,6,DAL 35,0,0,Mewelde Moore left tackle for -1 yards (tackle by Marcus R. Spears),2.980,2.150
1,3:30,3,7,DAL 36,0,0,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Alan Ball). Penalty on Willie Colon: Illegal Formation (Declined),2.150,0.880
1,3:25,4,7,DAL 36,0,0,"Mitch Berger punts 31 yards, muffed catch by Pacman Jones, recovered by Pacman Jones and returned for no gain",0.880,0.380
1,3:17,1,10,DAL 5,0,0,Tashard Choice right guard for 2 yards (tackle by James Harrison),-0.380,-0.630
1,2:32,,,,0,0,Timeout #2 by Dallas Cowboys,0.000,-0.630
1,2:32,2,8,DAL 7,0,0,Tony Romo pass complete short middle to Tony Curtis for 3 yards (tackle by James Farrior),-0.630,-0.840
1,1:45,3,5,DAL 10,0,0,Tony Romo pass incomplete short middle intended for Terrell Owens,-0.840,-2.490
1,1:36,4,5,DAL 10,0,0,"Sam Paulescu punts 44 yards, fair catch by Santonio Holmes",-2.490,-1.990
1,1:31,1,10,PIT 46,0,0,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,1.990,1.450
1,1:27,2,10,PIT 46,0,0,"Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by Bradie James). Heath Miller fumbles (forced by Bradie James), recovered by Ken Hamlin at DAL-46 (tackle by Heath Miller)",1.450,-1.990
1,1:17,1,10,DAL 46,0,0,Tony Romo pass complete short middle to Tashard Choice for 12 yards (tackle by James Harrison),1.990,2.790
1,0:38,1,10,PIT 42,0,0,Tashard Choice left guard for 1 yard (tackle by James Farrior),2.790,2.380
Quarter,Time,Down,ToGo,Location,DAL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,PIT 41,0,0,Tony Romo pass complete short right to Tashard Choice for 7 yards (tackle by Casey Hampton),2.380,2.610
2,14:13,3,2,PIT 34,0,0,Tony Romo pass incomplete deep left intended for Terrell Owens (defended by Larry Foote),2.610,1.100
2,14:09,4,2,PIT 34,0,0,Tony Romo pass incomplete deep middle intended for Terrell Owens,1.100,-1.200
2,14:04,1,10,PIT 34,0,0,Willie Parker right end for 2 yards (tackle by Jay Ratliff and Marcus R. Spears),1.200,0.930
2,13:25,2,8,PIT 36,0,0,Ben Roethlisberger pass incomplete short left intended for Nate Washington (defended by Jay Ratliff),0.930,0.230
2,13:20,3,8,PIT 36,0,0,Ben Roethlisberger pass incomplete deep left intended for Nate Washington,0.230,-0.980
2,13:14,4,8,PIT 36,0,0,Mitch Berger punts 30 yards,-0.980,-1.200
2,13:03,1,10,DAL 34,0,0,Tashard Choice left end for 11 yards (tackle by Troy Polamalu),1.200,1.930
2,12:21,1,10,DAL 45,0,0,Tashard Choice up the middle for 2 yards (tackle by James Farrior and Casey Hampton),1.930,1.650
2,11:40,2,8,DAL 47,0,0,Tony Romo pass incomplete short right intended for Jason Witten,1.650,0.960
2,11:33,3,8,DAL 47,0,0,"Tony Romo sacked by James Harrison for -5 yards. Tony Romo fumbles (forced by James Harrison), recovered by Travis Kirschke at DAL-45 (tackle by Flozell Adams)",0.960,-2.590
,,,,,,,"DAL challenged the fumble ruling, and the play was upheld.",,
2,11:22,1,10,DAL 45,0,0,Mewelde Moore left guard for 7 yards (tackle by Keith Davis),2.590,2.990
2,10:51,2,3,DAL 38,0,0,Ben Roethlisberger pass complete short left to Hines Ward for 2 yards (tackle by Zach Thomas),2.990,2.540
2,10:14,3,1,DAL 36,0,0,"Ben Roethlisberger up the middle for 2 yards. Ben Roethlisberger fumbles, recovered by Bradie James at DAL-34 (tackle by Justin Hartwig)",2.540,-1.200
2,10:05,1,10,DAL 34,0,0,Tony Romo pass complete short right to Martellus Bennett for 6 yards (tackle by Larry Foote),1.200,1.470
2,9:23,2,4,DAL 40,0,0,Tony Romo pass incomplete deep right,1.470,0.760
2,9:16,3,4,DAL 40,0,0,Tashard Choice up the middle for 3 yards (tackle by James Farrior and Aaron Smith),0.760,-0.520
2,8:32,4,1,DAL 43,0,0,Sam Paulescu punts 51 yards,-0.520,0.380
2,8:21,1,10,PIT 6,0,0,Willie Parker right guard for no gain (tackle by DeMarcus Ware and Anthony Spencer),-0.380,-0.780
2,7:49,2,10,PIT 6,0,0,Willie Parker left guard for 4 yards (tackle by Bradie James),-0.780,-0.950
2,7:05,3,6,PIT 10,0,0,"Penalty on Hines Ward: False Start, 5 yards (no play)",-0.950,-1.540
2,6:41,3,11,PIT 5,0,0,Ben Roethlisberger pass incomplete deep right intended for Nate Washington (defended by Terence Newman),-1.540,-2.490
2,6:33,4,11,PIT 5,0,0,"Mitch Berger punts 28 yards, muffed catch by Tra Battle, recovered by Lawrence Timmons and returned for no gain",-2.490,1.660
2,6:24,1,10,PIT 41,0,0,Ben Roethlisberger pass incomplete deep right intended for Nate Washington (defended by Anthony Henry),1.660,1.120
2,6:15,2,10,PIT 41,0,0,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,1.120,0.430
2,6:12,3,10,PIT 41,0,0,Ben Roethlisberger pass complete short left to Mewelde Moore for 7 yards (tackle by Kevin Burnett),0.430,-0.190
2,5:37,4,3,PIT 48,0,0,Mitch Berger punts 44 yards,-0.190,0.380
2,5:30,1,10,DAL 8,0,0,Tony Romo pass incomplete short right intended for Terrell Owens is intercepted by Ike Taylor at DAL-22,-0.380,-4.110
2,5:25,1,10,DAL 22,0,0,Willie Parker up the middle for 2 yards (tackle by Zach Thomas),4.110,3.830
2,4:46,2,8,DAL 20,0,0,Willie Parker up the middle for 6 yards (tackle by Zach Thomas and Bradie James),3.830,4.150
2,4:03,3,2,DAL 14,0,0,"Ben Roethlisberger pass incomplete short left intended for Limas Sweed (defended by Anthony Spencer). Penalty on DAL: Defensive 12 On-field, 4 yards (no play)",4.150,4.910
2,3:59,1,10,DAL 10,0,0,Willie Parker left end for -1 yards (tackle by Terence Newman and DeMarcus Ware),4.910,4.020
2,3:13,2,11,DAL 11,0,0,"Penalty on Tank Johnson: Neutral Zone Infraction, 5 yards (no play)",4.020,4.950
2,2:51,2,6,DAL 6,0,0,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,4.950,4.040
2,2:46,3,6,DAL 6,0,0,Ben Roethlisberger pass incomplete short left intended for Mewelde Moore (defended by Chris L. Canty),4.040,2.990
2,2:44,4,6,DAL 6,0,3,Jeff Reed 24 yard field goal good,2.990,3.000
2,,,,PIT 30,0,3,"Jeff Reed kicks off 58 yards, returned by Pacman Jones for 13 yards (tackle by Keyaron Fox)",0.000,0.610
2,2:36,1,10,DAL 25,0,3,Tashard Choice left guard for 10 yards (tackle by Deshea Townsend and Ryan Clark),0.610,1.270
2,2:11,1,10,DAL 35,0,3,Tony Romo pass complete short left to Jason Witten for 9 yards (tackle by James Harrison),1.270,1.940
2,2:00,2,1,DAL 44,0,3,Tashard Choice up the middle for 2 yards (tackle by Travis Kirschke and Aaron Smith),1.940,1.990
2,1:35,1,10,DAL 46,0,3,Tony Romo pass complete deep middle to Jason Witten for 22 yards (tackle by Troy Polamalu),1.990,3.450
2,1:09,1,10,PIT 32,0,3,Tony Romo pass complete short left to Tashard Choice for 4 yards (tackle by Bryant McFadden),3.450,3.440
2,0:44,2,6,PIT 28,0,3,Tony Romo pass incomplete short right intended for Jason Witten,3.440,2.740
2,0:41,3,6,PIT 28,0,3,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",2.740,2.080
2,0:30,3,11,PIT 33,0,3,Tony Romo pass complete short right to Jason Witten for 7 yards (tackle by Lawrence Timmons),2.080,1.810
2,0:05,4,4,PIT 26,3,3,Nick Folk 44 yard field goal good,1.810,3.000
Quarter,Time,Down,ToGo,Location,DAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,3,3,"Nick Folk kicks off 61 yards, returned by Gary Russell for 31 yards (tackle by Orlando Scandrick)",0.000,1.600
3,14:52,1,10,PIT 40,3,3,Willie Parker right tackle for 5 yards (tackle by Bradie James),1.600,1.730
3,14:18,2,5,PIT 45,3,3,Ben Roethlisberger pass incomplete short left intended for Willie Parker,1.730,1.030
3,14:12,3,5,PIT 45,3,3,Ben Roethlisberger sacked by Orlando Scandrick for -9 yards,1.030,-0.980
3,14:02,4,14,PIT 36,3,3,"Mitch Berger punts 34 yards, returned by Pacman Jones for 3 yards (tackle by Ryan Clark)",-0.980,-1.140
3,13:54,1,10,DAL 33,3,3,Tashard Choice left guard for 1 yard (tackle by Aaron Smith and Travis Kirschke),1.140,0.730
3,13:19,2,9,DAL 34,3,3,Tony Romo left guard for 6 yards (tackle by Travis Kirschke),0.730,0.830
3,12:35,3,3,DAL 40,3,3,Tashard Choice right guard for 22 yards (tackle by Troy Polamalu),0.830,3.050
3,11:51,1,10,PIT 38,3,3,Tony Romo pass complete short middle to Martellus Bennett for 13 yards (tackle by Deshea Townsend),3.050,3.910
3,11:11,1,10,PIT 25,3,3,Tony Romo pass incomplete deep middle (defended by William Gay),3.910,3.360
3,11:05,2,10,PIT 25,3,3,Tashard Choice left tackle for 12 yards (tackle by James Farrior and LaMarr Woodley),3.360,4.710
3,10:28,1,10,PIT 13,3,3,Tashard Choice up the middle for 1 yard (tackle by Ryan Clark),4.710,4.220
3,9:49,2,9,PIT 12,9,3,"Tony Romo pass complete short middle to Terrell Owens for 12 yards, touchdown",4.220,7.000
3,,,,PIT 2,10,3,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,10,3,"Nick Folk kicks off 60 yards, returned by Gary Russell for 16 yards (tackle by Keith Davis)",0.000,0.670
3,9:31,1,10,PIT 26,10,3,Ben Roethlisberger pass complete short left to Mewelde Moore for 6 yards (tackle by Ken Hamlin),0.670,0.940
3,8:55,2,4,PIT 32,10,3,Mewelde Moore up the middle for 4 yards (tackle by Ken Hamlin),0.940,1.330
3,8:09,1,10,PIT 36,10,3,Ben Roethlisberger sacked by DeMarcus Ware for -7 yards,1.330,-0.160
3,7:44,2,17,PIT 29,10,3,Ben Roethlisberger pass complete short left to Heath Miller for 6 yards (tackle by Pacman Jones),-0.160,-0.030
3,7:02,3,11,PIT 35,10,3,Ben Roethlisberger left guard for 7 yards (tackle by DeMarcus Ware),-0.030,-0.590
3,6:29,4,4,PIT 42,10,3,Mitch Berger punts 30 yards,-0.590,-0.810
3,6:20,1,10,DAL 28,10,3,Tony Romo pass complete short left to Terrell Owens for 11 yards (tackle by James Harrison),0.810,1.530
3,5:58,1,10,DAL 39,10,3,Tashard Choice left end for 1 yard (tackle by Troy Polamalu),1.530,1.120
3,5:19,2,9,DAL 40,10,3,Tony Romo pass complete short right to Tashard Choice for 50 yards (tackle by Ryan Clark),1.120,4.910
3,4:54,1,10,PIT 10,10,3,Tony Romo pass incomplete short left,4.910,4.190
3,4:44,2,10,PIT 10,10,3,Tashard Choice right tackle for 3 yards (tackle by Ryan Clark),4.190,3.810
3,3:59,3,7,PIT 7,10,3,Tony Romo sacked by James Farrior for -8 yards,3.810,2.440
3,3:36,4,15,PIT 15,13,3,Nick Folk 33 yard field goal good,2.440,3.000
3,,,,DAL 30,13,3,"Nick Folk kicks off 63 yards, returned by Gary Russell for 19 yards (tackle by Keith Davis)",0.000,0.670
3,3:26,1,10,PIT 26,13,3,Ben Roethlisberger sacked by Kevin Burnett for -6 yards,0.670,-0.680
3,2:52,2,16,PIT 20,13,3,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Kevin Burnett),-0.680,-1.350
3,2:47,3,16,PIT 20,13,3,Ben Roethlisberger pass complete deep right to Santonio Holmes for 47 yards (tackle by Terence Newman),-1.350,3.380
3,2:00,1,10,DAL 33,13,3,Ben Roethlisberger pass complete short right to Nate Washington for 7 yards (tackle by Anthony Henry),3.380,3.780
3,1:16,2,3,DAL 26,13,3,Mewelde Moore left guard for 8 yards (tackle by Jason Hatcher),3.780,4.370
3,0:35,1,10,DAL 18,13,3,Ben Roethlisberger sacked by Jason Hatcher for -8 yards,4.370,2.750
,,,,,,,"DAL challenged the pass completion ruling, and the original play was overturned.",,
3,0:20,2,18,DAL 26,13,3,Ben Roethlisberger pass complete short left to Santonio Holmes for 12 yards,2.750,3.630
Quarter,Time,Down,ToGo,Location,DAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DAL 14,13,3,"Ben Roethlisberger pass incomplete short left intended for Santonio Holmes. Penalty on Greg Ellis: Defensive Offside, 5 yards (no play)",3.630,4.740
4,14:55,3,1,DAL 9,13,3,Gary Russell up the middle for 4 yards (tackle by Zach Thomas and Bradie James),4.740,6.060
4,14:21,1,5,DAL 5,13,3,Willie Parker up the middle for 2 yards (tackle by Anthony Spencer and Bradie James),6.060,5.530
4,13:45,2,3,DAL 3,13,3,Willie Parker up the middle for 2 yards (tackle by Marcus R. Spears),5.530,5.170
4,13:06,3,1,DAL 1,13,3,Ben Roethlisberger pass complete short right to Carey Davis for no gain,5.170,3.550
4,12:26,4,1,DAL 1,13,3,Gary Russell left guard for -2 yards (tackle by Bradie James and Keith Davis),3.550,0.380
4,12:20,1,10,DAL 3,13,3,Tashard Choice right guard for 2 yards (tackle by Aaron Smith and Ryan Clark),-0.380,-0.630
4,11:41,2,8,DAL 5,13,3,Tony Romo pass complete short left to Terrell Owens for 9 yards (tackle by James Harrison),-0.630,-0.280
4,10:58,1,10,DAL 14,13,3,Tashard Choice up the middle for no gain (tackle by Troy Polamalu and James Farrior),-0.280,-0.750
4,10:16,2,10,DAL 14,13,3,Tony Romo pass complete short right to Tashard Choice for 5 yards (tackle by Bryant McFadden),-0.750,-0.800
4,9:28,3,5,DAL 19,13,3,Tashard Choice right guard for -1 yards (tackle by Troy Polamalu),-0.800,-2.240
4,8:57,4,6,DAL 18,13,3,"Sam Paulescu punts 42 yards, returned by Santonio Holmes for 35 yards (tackle by Kevin Burnett)",-2.240,-3.910
4,8:42,1,10,DAL 25,13,3,Ben Roethlisberger pass complete short middle to Matt Spaeth for 6 yards (tackle by Bradie James),3.910,4.200
4,8:24,2,4,DAL 19,13,3,Willie Parker right guard for 2 yards (tackle by Stephen Bowen and Ken Hamlin),4.200,3.850
4,7:44,3,2,DAL 17,13,3,Ben Roethlisberger sacked by Jay Ratliff for -6 yards,3.850,1.930
4,7:20,4,8,DAL 23,13,6,Jeff Reed 41 yard field goal good,1.930,3.000
4,,,,PIT 30,13,6,Jeff Reed kicks off 65 yards,0.000,1.600
4,7:15,1,10,DAL 40,13,6,Tashard Choice right tackle for 1 yard (tackle by LaMarr Woodley),1.600,1.190
4,6:35,2,9,DAL 41,13,6,Tony Romo sacked by Travis Kirschke for -6 yards,1.190,-0.300
4,6:01,3,15,DAL 35,13,6,Tony Romo pass complete short left to Jason Witten for 9 yards (tackle by Deshea Townsend),-0.300,-0.460
4,5:17,4,6,DAL 44,13,6,Sam Paulescu punts 23 yards,-0.460,-1.140
4,5:10,1,10,PIT 33,13,6,Ben Roethlisberger pass complete short left to Nate Washington for 14 yards (tackle by Anthony Henry),1.140,2.060
4,4:45,1,10,PIT 47,13,6,Ben Roethlisberger pass complete short middle to Nate Washington for 21 yards (tackle by Ken Hamlin),2.060,3.450
4,3:59,1,10,DAL 32,13,6,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward,3.450,2.900
4,3:53,2,10,DAL 32,13,6,Ben Roethlisberger pass incomplete short left intended for Mewelde Moore,2.900,2.210
4,3:49,3,10,DAL 32,13,6,Ben Roethlisberger right tackle for 9 yards (tackle by Bradie James and Greg Ellis),2.210,2.080
4,3:27,4,1,DAL 23,13,6,Ben Roethlisberger up the middle for 1 yard (tackle by Jay Ratliff and Marcus R. Spears),2.080,4.110
4,2:52,1,10,DAL 22,13,6,Ben Roethlisberger pass complete deep middle to Nate Washington for 16 yards (tackle by Ken Hamlin),4.110,5.830
4,2:10,1,6,DAL 6,13,12,"Ben Roethlisberger pass complete short left to Heath Miller for 6 yards, touchdown",5.830,7.000
4,,,,DAL 2,13,13,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,13,13,"Jeff Reed kicks off 70 yards, returned by Pacman Jones for 15 yards (tackle by Keyaron Fox)",0.000,-0.220
4,1:58,1,10,DAL 15,13,13,Tashard Choice up the middle for 2 yards (tackle by James Farrior and Travis Kirschke),-0.220,-0.440
4,1:51,,,,13,13,Timeout #1 by Pittsburgh Steelers,0.000,-0.440
4,1:51,2,8,DAL 17,13,19,"Tony Romo pass incomplete short middle intended for Jason Witten is intercepted by Deshea Townsend at DAL-25 and returned for 25 yards, touchdown",-0.440,-7.000
4,,,,DAL 2,13,20,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,13,20,"Jeff Reed kicks off 72 yards, returned by Isaiah Stanback for 20 yards (tackle by William Gay)",0.000,0.040
4,1:35,1,10,DAL 18,13,20,--,0.040,0.810
4,1:10,1,10,DAL 28,13,20,Tony Romo pass incomplete short right intended for Tashard Choice,0.810,0.260
4,1:07,2,10,DAL 28,13,20,Tony Romo pass incomplete short middle intended for Tashard Choice,0.260,-0.430
4,1:00,3,10,DAL 28,13,20,Tony Romo pass incomplete deep left intended for Terrell Owens,-0.430,-1.500
4,0:55,,,,13,20,Timeout #1 by Dallas Cowboys,0.000,-1.500
4,0:55,4,10,DAL 28,13,20,Tony Romo pass incomplete deep right intended for Jason Witten,-1.500,-3.710
4,0:51,1,10,DAL 28,13,20,Gary Russell right end for 2 yards (tackle by Zach Thomas and Jason Hatcher),3.710,3.440
4,0:47,,,,13,20,Timeout #2 by Dallas Cowboys,0.000,3.440
4,0:47,2,8,DAL 26,13,20,Gary Russell right guard for 2 yards (tackle by Zach Thomas and Tank Johnson),3.440,3.010
4,0:41,,,,13,20,Timeout #3 by Dallas Cowboys,0.000,3.010
4,0:41,3,6,DAL 24,13,20,Ben Roethlisberger kneels for -2 yards,3.010,1.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
