#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:57,DAL 46,7,2:04,19,Missed FG
2,1,6:37,PIT 33,5,3:20,31,Punt
3,1,1:31,PIT 46,2,0:14,8,Fumble
4,2,14:04,PIT 34,3,1:01,2,Punt
5,2,11:22,DAL 45,3,1:17,11,Fumble
6,2,8:21,PIT 6,3,1:57,-1,Punt
7,2,6:24,PIT 41,3,0:54,7,Punt
8,2,5:25,DAL 22,6,2:45,16,Field Goal
9,3,15:00,PIT 40,3,1:06,-4,Punt
10,3,9:36,PIT 26,5,3:16,16,Punt
11,3,3:32,PIT 26,12,6:12,71,Downs
12,4,8:42,DAL 25,4,1:27,2,Field Goal
13,4,5:10,PIT 33,8,3:06,67,Touchdown
14,4,0:51,DAL 28,3,0:51,2,End of Game
