Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
3,11:40,1,10,TAM 17,6,0,Cameron Artis-Payne right tackle for 3 yards (tackle by Brent Grimes and Lavonte David),4.440,4.320
3,11:06,2,7,TAM 14,6,0,"Fozzy Whittaker middle for 7 yards (tackle by Jude Adjei-Barimah). Penalty on Trai Turner: Offensive Holding, 10 yards, Penalty on Devin Funchess: Offensive Holding (Declined) (no play)",4.320,2.950
3,10:38,2,17,TAM 24,6,0,Derek Anderson pass complete short right to Greg Olsen for 21 yards (tackle by Kwon Alexander),2.950,6.510
3,10:03,1,3,TAM 3,6,0,Derek Anderson pass incomplete short right intended for Kelvin Benjamin,6.510,5.530
3,9:56,2,3,TAM 3,6,0,Mike Tolbert right tackle for 2 yards (tackle by Brent Grimes),5.530,5.170
3,9:22,3,1,TAM 1,6,0,Derek Anderson pass incomplete short left intended for Greg Olsen,5.170,3.550
3,9:12,4,1,TAM 1,6,6,"Cameron Artis-Payne middle for 1 yard, touchdown",3.550,7.000
3,9:12,,,TAM 1,6,7,Graham Gano kicks extra point good,0.000,0.000
3,9:12,,,CAR 35,6,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,9:12,1,10,TAM 25,6,7,Jacquizz Rodgers middle for -1 yards (tackle by Michael Griffin and Star Lotulelei),0.610,-0.070
3,8:31,2,11,TAM 24,6,7,Jameis Winston left tackle for 4 yards (tackle by Luke Kuechly),-0.070,-0.230
3,8:06,3,7,TAM 28,6,7,Jameis Winston pass incomplete short right intended for Cameron Brate,-0.230,-1.500
,,,,,,,"CAR challenged the pass completion ruling, and the original play was overturned.",,
3,7:59,4,7,TAM 28,6,7,"Bryan Anger punts 46 yards, returned by Ted Ginn for 6 yards (tackle by Keith Tandy)",-1.500,-1.070
3,7:48,1,10,CAR 32,6,7,Fozzy Whittaker left end for 8 yards (tackle by Jude Adjei-Barimah),1.070,1.610
3,7:11,2,2,CAR 40,6,7,Derek Anderson pass incomplete short right intended for Corey Brown,1.610,0.890
3,7:05,3,2,CAR 40,6,7,Derek Anderson pass incomplete short middle intended for Kelvin Benjamin,0.890,-0.720
3,7:01,4,2,CAR 40,6,7,"Andy Lee punts 39 yards, returned by Adam Humphries for 5 yards (tackle by David Mayo). Penalty on Howard Jones: Roughing the Kicker, 15 yards (no play)",-0.720,2.590
3,6:53,1,10,TAM 45,6,7,Derek Anderson pass complete deep right to Greg Olsen for 33 yards (tackle by Daryl Smith),2.590,4.780
3,6:11,1,10,TAM 12,6,13,"Cameron Artis-Payne left tackle for 12 yards, touchdown",4.780,7.000
3,6:11,,,TAM 12,6,14,Graham Gano kicks extra point good,0.000,0.000
3,6:11,,,CAR 35,6,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,6:03,1,10,TAM 25,6,14,Jameis Winston pass incomplete deep left intended for Mike Evans,0.610,0.060
3,5:57,2,10,TAM 25,6,14,Jacquizz Rodgers left guard for 11 yards (tackle by Kony Ealy and Daryl Worley),0.060,1.330
3,5:18,1,10,TAM 36,6,14,Jameis Winston pass complete deep left to Cameron Brate for 38 yards (tackle by Luke Kuechly),1.330,3.840
3,4:34,1,10,CAR 26,12,14,"Jameis Winston pass complete deep left to Mike Evans for 26 yards, touchdown",3.840,7.000
3,4:34,1,,CAR 26,14,14,"Two Point Attempt: Jameis Winston pass complete to Adam Humphries, conversion succeeds",3.840,1.000
3,4:34,,,TAM 35,14,14,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,4:27,1,10,CAR 25,14,14,Derek Anderson pass incomplete short right intended for Kelvin Benjamin (defended by Brent Grimes),0.610,0.060
3,4:23,2,10,CAR 25,14,14,Cameron Artis-Payne left guard for 4 yards (tackle by Lavonte David and Kwon Alexander),0.060,-0.100
3,3:41,3,6,CAR 29,14,14,Derek Anderson pass incomplete short left intended for Greg Olsen (defended by Bradley McDougald),-0.100,-1.440
3,3:35,4,6,CAR 29,14,14,"Andy Lee punts 52 yards, returned by Adam Humphries for 12 yards (tackle by Jared Norris)",-1.440,-1.000
3,3:22,1,10,TAM 31,14,14,Jacquizz Rodgers middle for 3 yards (tackle by Kony Ealy),1.000,0.870
3,2:49,2,7,TAM 34,14,14,Jacquizz Rodgers middle for -4 yards (tackle by Shaq Thompson),0.870,-0.360
3,2:11,3,11,TAM 30,14,14,Jameis Winston pass incomplete short left intended for Jacquizz Rodgers,-0.360,-1.370
3,2:05,4,11,TAM 30,14,14,"Bryan Anger punts 41 yards, fair catch by Ted Ginn",-1.370,-0.870
3,1:57,1,10,CAR 29,14,14,Cameron Artis-Payne left end for 8 yards (tackle by Kwon Alexander),0.870,1.410
3,1:20,2,2,CAR 37,14,14,Cameron Artis-Payne right guard for 13 yards (tackle by DaVonte Lambert and Vernon Hargreaves),1.410,2.260
3,0:36,1,10,,14,14,Cameron Artis-Payne middle for 2 yards (tackle by DaVonte Lambert and William Gholston),2.260,1.980
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TAM 48,14,14,Cameron Artis-Payne left guard for 4 yards (tackle by Noah Spence),1.980,1.820
4,14:23,3,4,TAM 44,14,14,"Derek Anderson right guard for 4 yards (tackle by DaVonte Lambert). Derek Anderson fumbles (forced by DaVonte Lambert), recovered by William Gholston at TAM-40 (tackle by Trai Turner)",1.820,-1.600
4,14:12,1,10,TAM 40,14,14,Jameis Winston pass incomplete deep left intended for Mike Evans,1.600,1.050
4,14:06,2,10,TAM 40,14,14,Jameis Winston pass incomplete deep right intended for Adam Humphries,1.050,0.370
4,14:00,3,10,TAM 40,14,14,Jameis Winston sacked by Tre Boston for -9 yards,0.370,-1.310
4,13:22,4,19,TAM 31,14,14,"Bryan Anger punts 51 yards, out of bounds",-1.310,-0.040
4,13:09,1,10,CAR 18,14,14,Derek Anderson pass complete deep left to Greg Olsen for 20 yards (tackle by Daryl Smith),0.040,1.470
4,12:36,1,10,CAR 38,14,14,Cameron Artis-Payne left end for 14 yards (tackle by Chris Conte),1.470,2.390
4,11:57,1,10,TAM 48,14,14,"Penalty on Trai Turner: False Start, 5 yards (no play)",2.390,2.060
4,11:29,1,15,CAR 47,14,14,Fozzy Whittaker middle for 12 yards (tackle by Chris Conte and Kwon Alexander),2.060,2.790
4,10:47,2,3,TAM 41,14,14,Derek Anderson pass complete short right to Kelvin Benjamin for 13 yards (tackle by Brent Grimes and Lavonte David),2.790,3.710
4,10:04,1,10,TAM 28,14,14,Derek Anderson pass complete short right to Greg Olsen for 11 yards (tackle by Bradley McDougald),3.710,4.440
4,9:28,1,10,TAM 17,14,14,Fozzy Whittaker right tackle for 16 yards (tackle by Brent Grimes),4.440,6.970
4,8:45,1,1,TAM 1,14,14,Derek Anderson pass incomplete short right intended for Greg Olsen is intercepted by Brent Grimes at TAM--5,6.970,6.970
4,8:39,1,1,TAM 1,14,14,Timeout #1 by Tampa Bay Buccaneers,6.970,-0.280
4,8:39,1,10,TAM 20,14,14,Jacquizz Rodgers right guard for no gain (tackle by Kony Ealy),0.280,-0.270
4,8:02,2,10,TAM 20,14,14,Jameis Winston pass complete short right to Mike Evans for 12 yards (tackle by Robert McClain),-0.270,1.070
4,7:28,1,10,TAM 32,14,14,Jacquizz Rodgers left tackle for 2 yards (tackle by Paul Soliai),1.070,0.800
4,6:49,2,8,TAM 34,14,14,Jameis Winston pass complete deep right to Mike Evans for 16 yards (tackle by Luke Kuechly),0.800,2.260
4,6:11,1,10,,14,14,Jameis Winston pass complete short middle to Jacquizz Rodgers for 4 yards (tackle by Shaq Thompson and Paul Soliai),2.260,2.250
4,5:31,2,6,CAR 46,14,14,"Jacquizz Rodgers right tackle for 3 yards (tackle by Shaq Thompson). Penalty on A.J. Klein: Unnecessary Roughness, 15 yards",2.250,3.710
4,5:04,1,10,CAR 28,14,14,Jacquizz Rodgers left tackle for 1 yard (tackle by Michael Griffin and Daryl Worley),3.710,3.300
4,4:27,2,9,CAR 27,14,14,Jameis Winston pass incomplete deep left intended for Mike Evans,3.300,2.610
4,4:21,3,9,CAR 27,14,14,Jacquizz Rodgers right tackle for -1 yards (tackle by Luke Kuechly and Robert McClain),2.610,1.590
4,3:38,4,10,CAR 28,14,14,Roberto Aguayo 46 yard field goal no good,1.590,-1.330
4,3:33,1,10,CAR 36,14,14,Cameron Artis-Payne right guard for 5 yards (tackle by Bradley McDougald and William Gholston),1.330,1.470
4,3:04,2,5,CAR 41,14,14,Cameron Artis-Payne left guard for 3 yards (tackle by William Gholston),1.470,1.160
4,2:23,3,2,CAR 44,14,14,Cameron Artis-Payne left tackle for -1 yards (tackle by Akeem Spence and Daryl Smith),1.160,-0.520
4,2:00,4,3,CAR 43,14,14,Andy Lee punts 43 yards,-0.520,0.280
4,1:49,1,10,TAM 14,14,14,Jacquizz Rodgers right guard for no gain (tackle by Kony Ealy),-0.280,-0.280
4,1:46,1,10,TAM 14,14,14,Timeout #1 by Carolina Panthers,-0.280,-0.750
4,1:46,2,10,TAM 14,14,14,Jacquizz Rodgers right end for 3 yards (tackle by Luke Kuechly),-0.750,-0.750
4,1:42,2,10,TAM 14,14,14,Timeout #2 by Tampa Bay Buccaneers,-0.750,-1.040
4,1:42,3,7,TAM 17,14,14,Jameis Winston pass complete short right to Mike Evans for 11 yards (tackle by Robert McClain and Thomas Davis),-1.040,0.810
4,1:19,1,10,TAM 28,14,14,Jameis Winston pass incomplete short right intended for Cameron Brate,0.810,0.260
4,1:15,2,10,TAM 28,14,14,Jacquizz Rodgers middle for 6 yards (tackle by Lavar Edwards),0.260,0.260
4,1:09,2,10,TAM 28,14,14,Timeout #2 by Carolina Panthers,0.260,0.370
4,1:09,3,4,TAM 34,14,14,Jameis Winston pass complete short right to Jacquizz Rodgers for 8 yards (tackle by Luke Kuechly and Zack Sanchez),0.370,1.730
4,0:49,1,10,TAM 42,14,14,Jameis Winston pass complete short right to Vincent Jackson for 14 yards,1.730,2.650
4,0:46,1,10,CAR 44,14,14,Jameis Winston pass complete short right to Vincent Jackson for 5 yards (tackle by Zack Sanchez),2.650,2.780
4,0:41,2,5,CAR 39,14,14,Jacquizz Rodgers left guard for 7 yards (tackle by Robert McClain and Thomas Davis),2.780,3.450
4,0:23,1,10,CAR 32,14,14,"Jacquizz Rodgers middle for no gain (tackle by Kony Ealy). Penalty on Kony Ealy: Face Mask (15 Yards), 15 yards (no play)",3.450,4.440
4,0:17,1,10,CAR 17,14,14,Jameis Winston right tackle for -3 yards,4.440,4.440
4,0:03,1,10,CAR 17,14,14,Timeout #3 by Tampa Bay Buccaneers,4.440,4.440
4,0:03,1,10,CAR 17,14,14,Timeout #3 by Carolina Panthers,4.440,3.490
4,0:03,2,13,CAR 20,17,14,Roberto Aguayo 38 yard field goal good,3.490,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
