Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,14,77,1,4,45,3.2,32,2.3,1,14.0
C.J. Anderson,CAR,2,-1,0,,-3,-1.5,2,1.0,0,
Alex Armah,CAR,2,3,0,,1,0.5,2,1.0,0,
Cam Newton,CAR,2,10,0,1,7,3.5,3,1.5,0,
D.J. Moore,CAR,1,5,0,0,3,3.0,2,2.0,0,
Curtis Samuel,CAR,1,1,0,0,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,PIT,13,65,1,6,46,3.5,19,1.5,0,
Stevan Ridley,PIT,8,26,0,1,-1,-0.1,27,3.4,1,8.0
Jaylen Samuels,PIT,5,7,0,0,2,0.4,5,1.0,1,5.0
Ben Roethlisberger,PIT,3,27,0,2,20,6.7,7,2.3,0,
JuJu Smith-Schuster,PIT,1,13,0,1,13,13.0,0,0.0,0,
