Quarter,Time,Down,ToGo,Location,CAR,PIT,Detail,EPB,EPA
1,9:06,4,9,CAR 26,7,14,"Michael Palardy punts 45 yards, returned by Ryan Switzer for 10 yards (tackle by Colin Jones)",-1.630,-1.530
1,8:56,1,10,PIT 39,7,14,Ben Roethlisberger pass complete short right to Antonio Brown for 8 yards (tackle by Donte Jackson),1.530,2.070
1,8:22,2,2,PIT 47,7,14,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Eric Reid),2.070,2.460
1,7:49,1,10,CAR 47,7,14,JuJu Smith-Schuster left end for 13 yards (tackle by Luke Kuechly),2.460,3.310
1,7:11,1,10,CAR 34,7,14,James Conner right tackle for 3 yards (tackle by Kawann Short and Dontari Poe),3.310,3.180
1,6:32,2,7,CAR 31,7,14,James Conner up the middle for 9 yards (tackle by Eric Reid),3.180,4.110
1,5:50,1,10,CAR 22,7,14,"Ben Roethlisberger aborted snap, recovered by Ben Roethlisberger at CAR-29 Ben Roethlisberger pass complete short left to James Conner for 8 yards (tackle by Luke Kuechly and Captain Munnerlyn)",4.110,4.850
1,5:12,2,2,CAR 14,7,14,James Conner up the middle for 12 yards (tackle by Eric Reid),4.850,6.740
1,4:39,1,2,CAR 2,7,20,"James Conner up the middle for 2 yards, touchdown",6.740,7.000
1,4:35,,,CAR 15,7,21,Chris Boswell kicks extra point good,0.000,0.000
1,4:35,,,PIT 35,7,21,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
1,4:35,1,10,CAR 25,7,21,Cam Newton sacked by Vince Williams for -8 yards,0.610,-1.150
1,3:51,2,18,CAR 17,7,21,Christian McCaffrey left guard for 13 yards (tackle by Sean Davis),-1.150,0.040
1,3:13,3,5,CAR 30,7,21,Cam Newton pass complete short right to Devin Funchess for 15 yards (tackle by Jonathan Bostic and Coty Sensabaugh),0.040,1.930
1,2:29,1,10,CAR 45,7,21,Christian McCaffrey right end for 3 yards (tackle by Joe Haden),1.930,1.790
1,1:47,2,7,CAR 48,7,21,Cam Newton pass complete short middle to Greg Olsen for 13 yards (tackle by Coty Sensabaugh),1.790,2.980
1,1:08,1,10,PIT 39,7,21,Cam Newton sacked by Cameron Heyward for -5 yards,2.980,1.770
1,0:24,2,15,PIT 44,7,21,Christian McCaffrey up the middle for 3 yards (tackle by Javon Hargrave and Vince Williams),1.770,1.490
Quarter,Time,Down,ToGo,Location,CAR,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,PIT 41,7,21,Cam Newton pass incomplete deep middle intended for Devin Funchess,1.490,0.530
2,14:56,4,12,PIT 41,7,21,Penalty on CAR: Delay of Game (Declined),0.530,0.530
2,14:56,4,12,PIT 41,7,21,Michael Palardy punts 33 yards downed by Curtis Samuel,0.530,0.380
2,14:47,1,10,PIT 8,7,21,James Conner right guard for 15 yards (tackle by James Bradberry),-0.380,0.480
2,14:08,1,10,PIT 23,7,21,Ben Roethlisberger pass complete short left to Roosevelt Nix for 11 yards (tackle by Thomas Davis and Eric Reid),0.480,1.200
2,13:27,1,10,PIT 34,7,21,Stevan Ridley up the middle for 2 yards (tackle by Mike Adams and Dontari Poe),1.200,0.930
2,12:42,2,8,PIT 36,7,21,Ben Roethlisberger pass complete short right to Roosevelt Nix for 6 yards (tackle by Luke Kuechly),0.930,1.030
2,11:59,3,2,PIT 42,7,21,Ben Roethlisberger pass complete deep middle to Antonio Brown for 33 yards (tackle by Mike Adams),1.030,3.910
2,11:18,1,10,CAR 25,7,21,Ben Roethlisberger sacked by Julius Peppers for -6 yards,3.910,2.550
2,10:35,2,16,CAR 31,7,21,Ben Roethlisberger pass complete short left to Antonio Brown for -1 yards (tackle by Donte Jackson),2.550,1.750
2,9:55,3,17,CAR 32,7,21,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster (defended by Julius Peppers),1.750,1.240
2,9:51,4,17,CAR 32,7,24,Chris Boswell 50 yard field goal good,1.240,3.000
2,9:46,,,PIT 35,7,24,"Chris Boswell kicks off 61 yards, returned by Curtis Samuel for no gain (tackle by Matthew Thomas and Darrius Heyward-Bey)",0.000,0.740
2,9:41,1,10,CAR 27,7,24,D.J. Moore right end for 5 yards (tackle by Jonathan Bostic and Joe Haden),0.740,0.870
2,9:11,2,5,CAR 32,7,24,Cam Newton pass complete short middle to D.J. Moore for 8 yards (tackle by Vince Williams),0.870,1.600
2,8:46,1,10,CAR 40,7,24,Cam Newton pass complete short middle to Christian McCaffrey for 7 yards (tackle by Jonathan Bostic and Morgan Burnett),1.600,2.000
2,8:19,2,3,CAR 47,7,24,Cam Newton pass complete short left to D.J. Moore for -1 yards (tackle by Mike Hilton and Jonathan Bostic),2.000,1.160
2,7:35,3,4,CAR 46,7,24,Cam Newton pass complete short middle to Jarius Wright for 6 yards (tackle by Sean Davis),1.160,2.390
2,6:53,1,10,PIT 48,7,24,Curtis Samuel up the middle for 1 yard (tackle by Leterrius Walton),2.390,1.980
2,6:10,2,9,PIT 47,7,24,Cam Newton pass complete short middle to Curtis Samuel for 11 yards (tackle by Coty Sensabaugh and Sean Davis),1.980,3.180
2,5:42,1,10,PIT 36,7,24,Cam Newton pass complete short left to D.J. Moore for 11 yards (tackle by Jonathan Bostic),3.180,3.910
2,5:10,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,5:10,1,10,PIT 25,13,24,"Cam Newton pass complete short left to Christian McCaffrey for 25 yards, touchdown",3.910,7.000
2,5:04,,,PIT 15,14,24,Graham Gano kicks extra point good,0.000,0.000
2,5:04,,,CAR 35,14,24,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,5:04,1,10,PIT 25,14,24,Jaylen Samuels up the middle for 5 yards (tackle by Mike Adams and Julius Peppers),0.610,0.740
2,4:30,2,5,PIT 30,14,24,Jaylen Samuels up the middle for -1 yards (tackle by Kawann Short and Mike Adams),0.740,-0.100
2,3:50,3,6,PIT 29,14,24,Ben Roethlisberger pass complete short middle to Ryan Switzer for 18 yards (tackle by Mike Adams and Eric Reid),-0.100,2.060
2,3:16,1,10,PIT 47,14,30,"Ben Roethlisberger pass complete deep right to Antonio Brown for 53 yards, touchdown",2.060,7.000
2,3:08,,,CAR 15,14,31,Chris Boswell kicks extra point good,0.000,0.000
2,3:08,,,PIT 35,14,31,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,3:08,1,10,CAR 25,14,31,Cam Newton pass complete short right to D.J. Moore for 2 yards (tackle by Joe Haden),0.610,0.330
2,2:28,2,8,CAR 27,14,31,Cam Newton pass complete short middle to Greg Olsen for 14 yards (tackle by Terrell Edmunds),0.330,1.660
2,2:01,1,10,CAR 41,14,31,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Coty Sensabaugh),1.660,2.070
2,1:55,2,3,CAR 48,14,31,Cam Newton pass complete short middle to Greg Olsen for 6 yards (tackle by Jonathan Bostic),2.070,2.520
2,1:29,1,10,PIT 46,14,31,"Cam Newton sacked by T.J. Watt for -12 yards. Cam Newton fumbles (forced by T.J. Watt), recovered by Christian McCaffrey at CAR-42 (tackle by Stephon Tuitt)",2.520,0.360
2,1:22,,,,,,Timeout #2 by Carolina Panthers,,
2,1:22,2,22,CAR 42,14,31,Cam Newton pass complete short left to Christian McCaffrey for 6 yards (tackle by Jonathan Bostic),0.360,0.500
2,1:13,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:13,3,16,CAR 48,14,31,"Penalty on Greg Van Roten: False Start, 5 yards (no play)",0.500,-0.160
2,1:13,3,21,CAR 43,14,31,Cam Newton pass incomplete deep left intended for Greg Olsen,-0.160,-0.520
2,1:09,4,21,CAR 43,14,31,"Michael Palardy punts 46 yards, fair catch by Ryan Switzer at PIT-11",-0.520,0.370
2,1:02,1,10,PIT 11,14,31,Ben Roethlisberger pass complete short left to Jaylen Samuels for 14 yards (tackle by Eric Reid),-0.370,0.610
2,0:31,1,10,PIT 25,14,31,Ben Roethlisberger pass complete short left to Jaylen Samuels for 2 yards (tackle by Donte Jackson),0.610,0.330
2,0:20,2,8,PIT 27,14,31,Ben Roethlisberger up the middle for 10 yards (tackle by Dontari Poe),0.330,1.400
2,0:03,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:03,1,10,PIT 37,14,31,Ben Roethlisberger kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,CAR,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,14,31,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PIT 25,14,31,James Conner right guard for -1 yards (tackle by Captain Munnerlyn),0.610,-0.070
3,14:24,2,11,PIT 24,14,31,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 6 yards (tackle by James Bradberry),-0.070,0.040
3,13:44,3,5,PIT 30,14,31,Ben Roethlisberger pass complete short left to Ryan Switzer for 13 yards (tackle by Eric Reid),0.040,1.800
3,13:03,1,10,PIT 43,14,31,James Conner right guard for 13 yards (tackle by Eric Reid and Mike Adams),1.800,2.650
3,12:20,1,10,CAR 44,14,31,Ben Roethlisberger pass complete short right to Darrius Heyward-Bey for 9 yards (tackle by James Bradberry),2.650,3.330
3,11:47,2,1,CAR 35,14,31,James Conner left guard for 5 yards (tackle by Luke Kuechly and James Bradberry),3.330,3.580
3,11:09,1,10,CAR 30,14,31,James Conner up the middle for 1 yard (tackle by Efe Obada),3.580,3.170
3,10:30,2,9,CAR 29,14,31,Ben Roethlisberger pass complete short left to Vance McDonald for 7 yards (tackle by Thomas Davis),3.170,3.400
3,9:47,3,2,CAR 22,14,31,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 9 yards (tackle by James Bradberry),3.400,4.710
3,9:09,1,10,CAR 13,14,31,James Conner up the middle for 1 yard (tackle by Kawann Short and Julius Peppers),4.710,4.220
3,8:27,2,9,CAR 12,14,31,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster (defended by Captain Munnerlyn),4.220,3.280
3,8:23,3,9,CAR 12,14,37,"Ben Roethlisberger pass complete short middle to Vance McDonald for 12 yards, touchdown. Penalty on Vernon Butler: Unnecessary Roughness, 15 yards",3.280,7.000
3,8:18,,,CAR 15,14,38,Chris Boswell kicks extra point good,0.000,0.000
3,8:18,,,PIT 50,14,38,"Chris Boswell kicks off 51 yards, returned by Curtis Samuel for no gain (tackle by Mike Hilton)",0.000,0.940
3,8:11,1,10,CAR 30,14,38,Christian McCaffrey left guard for 5 yards (tackle by Terrell Edmunds),0.940,1.070
3,7:38,2,5,CAR 35,14,38,Cam Newton sacked by Bud Dupree for -11 yards,1.070,-1.090
3,6:53,3,16,CAR 24,14,38,Cam Newton pass complete short right to Curtis Samuel for 4 yards (tackle by Morgan Burnett),-1.090,-1.500
3,6:14,4,12,CAR 28,14,38,"Michael Palardy punts 37 yards, fair catch by Ryan Switzer at PIT-35",-1.500,-1.270
3,6:06,1,10,PIT 35,14,38,James Conner right guard for 1 yard (tackle by Vernon Butler),1.270,0.860
3,5:38,2,9,PIT 36,14,38,James Conner left tackle for 1 yard (tackle by Luke Kuechly and Thomas Davis),0.860,0.300
3,4:52,3,8,PIT 37,14,38,Ben Roethlisberger pass complete short right to Vance McDonald for 19 yards (tackle by Eric Reid),0.300,2.650
3,4:10,1,10,CAR 44,14,38,Stevan Ridley right tackle for 4 yards (tackle by James Bradberry),2.650,2.650
3,3:28,2,6,CAR 40,14,38,Ben Roethlisberger pass incomplete short middle intended for Stevan Ridley,2.650,1.950
3,3:24,3,6,CAR 40,14,38,Ben Roethlisberger pass complete short middle to Vance McDonald for 6 yards (tackle by Luke Kuechly and Shaq Thompson),1.950,3.310
3,2:42,1,10,CAR 34,14,38,Stevan Ridley right tackle for 2 yards (tackle by Shaq Thompson),3.310,3.040
3,2:04,2,8,CAR 32,14,38,Stevan Ridley left guard for no gain (tackle by Shaq Thompson and Thomas Davis),3.040,2.350
3,1:23,3,8,CAR 32,14,38,"Ben Roethlisberger right guard for 18 yards. Penalty on Eric Reid: Disqualification, 7 yards",2.350,5.600
3,1:03,1,7,CAR 7,14,38,Jaylen Samuels right tackle for -1 yards (tackle by Luke Kuechly),5.600,4.570
3,0:24,2,8,CAR 8,14,44,"Ben Roethlisberger pass complete short right to Jesse James for 8 yards, touchdown",4.570,7.000
3,0:18,,,CAR 15,14,45,Chris Boswell kicks extra point good,0.000,0.000
3,0:18,,,PIT 35,14,45,"Chris Boswell kicks off 60 yards, returned by Curtis Samuel for no gain (tackle by Roosevelt Nix). Curtis Samuel fumbles (forced by Roosevelt Nix), recovered by Anthony Chickillo at CAR-9 (tackle by Curtis Samuel)",0.000,-5.140
3,0:10,1,9,CAR 9,14,45,James Conner right tackle for 3 yards (tackle by Thomas Davis and Luke Kuechly),5.140,4.950
Quarter,Time,Down,ToGo,Location,CAR,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CAR 6,14,51,"Ben Roethlisberger pass complete short right to Jaylen Samuels for 6 yards, touchdown",4.950,7.000
4,14:55,,,CAR 15,14,52,Chris Boswell kicks extra point good,0.000,0.000
4,14:55,,,PIT 35,14,52,"Chris Boswell kicks off 63 yards, returned by Curtis Samuel for no gain (tackle by Jordan Dangerfield)",0.000,0.670
4,14:49,1,10,CAR 26,14,52,Christian McCaffrey up the middle for 5 yards (tackle by Vince Williams),0.670,0.810
4,14:10,2,5,CAR 31,14,52,Cam Newton pass complete short middle to Devin Funchess for 4 yards (tackle by Morgan Burnett),0.810,0.630
4,13:36,3,1,CAR 35,14,52,Cam Newton up the middle for 2 yards (tackle by Javon Hargrave),0.630,1.400
4,13:03,1,10,CAR 37,14,52,Cam Newton pass complete short right to Christian McCaffrey for 3 yards (tackle by Jonathan Bostic),1.400,1.260
4,12:32,2,7,CAR 40,14,52,Cam Newton sacked by Cameron Heyward for -10 yards,1.260,-0.760
4,11:46,3,17,CAR 30,14,52,Cam Newton pass complete short left to Curtis Samuel for -2 yards (tackle by Bud Dupree),-0.760,-1.500
4,11:09,4,19,CAR 28,14,52,"Michael Palardy punts 44 yards, fair catch by Ryan Switzer at PIT-28",-1.500,-0.810
4,11:01,1,10,PIT 28,14,52,Joshua Dobbs pass complete short left to Antonio Brown for -3 yards (tackle by Donte Jackson),0.810,-0.140
4,10:19,2,13,PIT 25,14,52,Jaylen Samuels left tackle for 5 yards (tackle by Thomas Davis),-0.140,-0.160
4,9:38,3,8,PIT 30,14,52,Joshua Dobbs pass incomplete short middle intended for Jaylen Samuels,-0.160,-1.370
4,9:34,4,8,PIT 30,14,52,Jordan Berry punts 28 yards downed by L.J. Fort,-1.370,-1.730
4,9:26,1,10,CAR 42,14,52,Christian McCaffrey up the middle for 5 yards (tackle by Javon Hargrave and Terrell Edmunds),1.730,1.860
4,8:48,2,5,CAR 47,14,52,Christian McCaffrey up the middle for 1 yard (tackle by Morgan Burnett and Tyler Matakevich),1.860,1.290
4,8:10,3,4,CAR 48,14,52,Cam Newton pass complete short left to Jarius Wright for 9 yards (tackle by Morgan Burnett),1.290,2.720
4,7:36,1,10,PIT 43,14,52,Cam Newton pass complete short right to Curtis Samuel for 5 yards (tackle by Artie Burns),2.720,2.850
4,6:56,2,5,PIT 38,14,52,Cam Newton pass complete short middle to Devin Funchess for 13 yards (tackle by Tyler Matakevich),2.850,3.910
4,6:21,1,10,PIT 25,14,52,"Cam Newton pass incomplete deep right intended for D.J. Moore. Penalty on Artie Burns: Defensive Pass Interference, 24 yards (no play)",3.910,6.970
4,6:14,1,1,PIT 1,14,52,Alex Armah right guard for no gain (tackle by Jordan Dangerfield),6.970,5.910
4,5:39,2,1,PIT 1,20,52,"Christian McCaffrey up the middle for 1 yard, touchdown",5.910,7.000
4,5:35,,,PIT 15,21,52,Graham Gano kicks extra point good,0.000,0.000
4,5:35,,,CAR 35,21,52,"Graham Gano kicks off 61 yards, returned by Ryan Switzer for no gain (tackle by Curtis Samuel)",0.000,-0.280
4,5:32,1,10,PIT 14,21,52,Stevan Ridley up the middle for 5 yards (tackle by Wes Horton and Jermaine Carter),-0.280,-0.040
4,4:56,2,5,PIT 19,21,52,Stevan Ridley right tackle for 9 yards (tackle by Rashaan Gaulden),-0.040,0.810
4,4:15,1,10,PIT 28,21,52,Stevan Ridley up the middle for 3 yards (tackle by Colin Jones),0.810,0.670
4,3:29,2,7,PIT 31,21,52,Stevan Ridley up the middle for 1 yard (tackle by Efe Obada and Jermaine Carter),0.670,0.100
4,2:46,3,6,PIT 32,21,52,Jaylen Samuels right tackle for -1 yards (tackle by Rashaan Gaulden and Vernon Butler),0.100,-1.310
4,2:03,4,7,PIT 31,21,52,"Penalty on Shaq Thompson: Neutral Zone Infraction, 5 yards (no play)",-1.310,-0.980
4,2:03,4,2,PIT 36,21,52,Jordan Berry punts 52 yards downed by Darrius Heyward-Bey,-0.980,0.350
4,1:51,1,10,CAR 12,21,52,Alex Armah up the middle for 3 yards (tackle by Tyson Alualu and Anthony Chickillo),-0.350,-0.500
4,1:17,2,7,CAR 15,21,52,C.J. Anderson right guard for 3 yards (tackle by Javon Hargrave),-0.500,-0.720
4,0:35,3,4,CAR 18,21,52,C.J. Anderson up the middle for -4 yards (tackle by L.J. Fort),-0.720,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
