#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:45,ARI 45,6,2:05,24,Missed FG
2,1,4:25,ARI 28,2,0:47,9,Interception
3,1,3:30,ARI 39,3,2:00,-12,Punt
4,2,14:50,ARI 20,3,1:33,7,Punt
5,2,8:41,OAK 32,6,2:41,21,Field Goal
6,2,2:12,ARI 20,3,0:35,3,Punt
7,2,0:27,ARI 16,4,0:27,18,End of Half
8,3,15:00,ARI 22,3,1:23,14,Interception
9,3,11:46,ARI 20,3,1:01,7,Punt
10,3,6:50,ARI 20,3,1:04,-20,Safety
11,3,5:31,OAK 44,5,2:28,17,Field Goal
12,4,14:05,ARI 5,9,3:58,76,Field Goal
13,4,8:34,ARI 20,8,2:46,33,Downs
14,4,0:11,ARI 11,1,0:11,9,End of Game
