Quarter,Time,Down,ToGo,Location,ARI,OAK,Detail,EPB,EPA
1,,,,OAK 30,0,14,"Sebastian Janikowski kicks off 38 yards, returned by Fred Wakefield for 9 yards. Fred Wakefield fumbles, recovered by A.J. Schable at ARI-39",0.000,1.530
1,3:23,1,10,ARI 39,0,14,Edgerrin James for 3 yards (tackle by Kirk Morrison),1.530,1.390
1,2:47,2,7,ARI 42,0,14,Matt Leinart sacked by Derrick Burgess for -10 yards,1.390,-0.630
1,2:11,3,17,ARI 32,0,14,"Penalty on Matt Leinart: Delay of Game, 5 yards (no play)",-0.630,-1.290
1,1:50,3,22,ARI 27,0,14,Matt Leinart pass incomplete short left intended for Anquan Boldin,-1.290,-1.570
1,1:44,4,22,ARI 27,0,14,"Scott Player punts 44 yards, returned by Chris Carr for 35 yards (tackle by Scott Player)",-1.570,-3.180
1,1:30,1,10,ARI 36,0,14,Andrew Walter pass incomplete deep right intended for Randy Moss,3.180,2.640
1,1:23,2,10,ARI 36,0,14,Zack Crockett left end for 16 yards (tackle by Robert Griffith),2.640,4.240
1,0:57,1,10,ARI 20,0,14,Justin Fargas right tackle for no gain (tackle by Adrian Wilson),4.240,3.690
1,0:20,2,10,ARI 20,0,14,Andrew Walter pass complete short left to Zack Crockett for 7 yards (tackle by Gerald Hayes),3.690,4.100
Quarter,Time,Down,ToGo,Location,ARI,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,ARI 13,0,14,Andrew Walter pass incomplete short right intended for Randy Moss (defended by Bertrand Berry),4.100,2.670
2,14:52,4,3,ARI 13,0,17,Sebastian Janikowski 31 yard field goal good,2.670,3.000
2,,,,OAK 30,0,17,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,14:50,1,10,ARI 20,0,17,Edgerrin James middle for 5 yards (tackle by Thomas Howard),0.280,0.410
2,14:17,2,5,ARI 25,0,17,Edgerrin James left end for 2 yards (tackle by Derrick Burgess),0.410,-0.030
2,13:34,3,3,ARI 27,0,17,Matt Leinart pass incomplete short middle intended for Bryant Johnson,-0.030,-1.570
2,13:27,4,3,ARI 27,0,17,"Scott Player punts 47 yards, returned by Chris Carr for no gain. Penalty on Derrick Gibson: Illegal Block Above the , 10 yards",-1.570,0.140
2,13:17,1,10,OAK 16,0,17,Justin Fargas right end for 4 yards (tackle by Adrian Wilson),-0.140,0.010
2,12:39,2,6,OAK 20,0,17,Andrew Walter sacked by Gabe Watson for -5 yards,0.010,-1.470
2,11:59,3,11,OAK 15,0,17,Andrew Walter pass complete short middle to Randy Moss for 14 yards (tackle by Darryl Blackstock),-1.470,0.870
2,11:15,1,10,OAK 29,0,17,Justin Fargas right end for 1 yard (tackle by Antrel Rolle),0.870,0.460
2,10:33,2,9,OAK 30,0,17,Andrew Walter pass incomplete short middle intended for Johnnie Morant (defended by Eric Green),0.460,-0.230
2,10:29,3,9,OAK 30,0,17,Andrew Walter pass complete short left to Randy Moss for 10 yards (tackle by David Macklin),-0.230,1.600
2,9:43,1,10,OAK 40,0,17,"Penalty on Robert Gallery: False Start, 5 yards (no play)",1.600,1.270
2,9:32,1,15,OAK 35,0,17,Zack Crockett left tackle for 1 yard (tackle by Jonathan Lewis),1.270,0.510
2,8:53,2,14,OAK 36,0,17,Andrew Walter pass incomplete short middle intended for Courtney Anderson (defended by Eric Green),0.510,-0.160
2,8:48,3,14,OAK 36,0,17,"Andrew Walter sacked by Bertrand Berry for -7 yards. Andrew Walter fumbles (forced by Bertrand Berry), recovered by Darryl Blackstock at OAK-32 (tackle by Langston Walker)",-0.160,-3.450
2,8:41,1,10,OAK 32,0,17,Edgerrin James right guard for 2 yards (tackle by Kirk Morrison),3.450,3.170
2,8:00,2,8,OAK 30,0,17,Matt Leinart pass complete short left to Bryant Johnson for 14 yards (tackle by Nnamdi Asomugha and Thomas Howard),3.170,4.510
2,7:26,1,10,OAK 16,0,17,Edgerrin James left end for 1 yard (tackle by Thomas Howard),4.510,4.050
2,6:47,2,9,OAK 15,0,17,Matt Leinart pass incomplete short left intended for Anquan Boldin,4.050,3.220
2,6:43,3,9,OAK 15,0,17,Anquan Boldin right end for 4 yards (tackle by Michael Huff and Chris Carr),3.220,2.750
2,6:04,4,5,OAK 11,3,17,Neil Rackers 29 yard field goal good,2.750,3.000
2,,,,ARI 30,3,17,"Neil Rackers kicks off 63 yards, returned by Chris Carr for 23 yards (tackle by Obafemi Ayanbadejo)",0.000,0.940
2,5:55,1,10,OAK 30,3,17,Justin Fargas left guard for 2 yards (tackle by Gerald Hayes),0.940,0.660
2,5:25,2,8,OAK 32,3,17,Justin Fargas middle for no gain (tackle by Darnell Dockett),0.660,-0.030
2,4:45,3,8,OAK 32,3,17,"Andrew Walter sacked by Adrian Wilson for -4 yards. Penalty on Adrian Wilson: Defensive Offside, 5 yards (no play)",-0.030,0.630
2,4:31,3,3,OAK 37,3,17,Andrew Walter pass complete short right to Courtney Anderson for 9 yards (tackle by Eric Green),0.630,1.990
2,3:52,1,10,OAK 46,3,17,Justin Fargas left end for 3 yards (tackle by Adrian Wilson and Chris Cooper),1.990,1.860
2,3:12,2,7,OAK 49,3,17,Justin Fargas right end for 3 yards (tackle by Chike Okeafor),1.860,1.550
2,2:24,3,4,ARI 48,3,17,Andrew Walter pass incomplete short middle intended for Randy Moss,1.550,0.070
2,2:18,4,4,ARI 48,3,17,Shane Lechler punts 28 yards,0.070,-0.280
2,2:12,1,10,ARI 20,3,17,Edgerrin James middle for 3 yards (tackle by Kirk Morrison),0.280,0.140
2,2:00,2,7,ARI 23,3,17,Matt Leinart pass incomplete short middle intended for Anquan Boldin (defended by Nnamdi Asomugha),0.140,-0.560
2,1:55,3,7,ARI 23,3,17,Matt Leinart pass incomplete short left intended for Bryant Johnson (defended by Nnamdi Asomugha),-0.560,-1.830
2,1:47,4,7,ARI 23,3,17,Scott Player punts 40 yards (tackle by Obafemi Ayanbadejo),-1.830,-1.930
2,1:37,1,10,OAK 45,3,17,ReShard Lee middle for 6 yards (tackle by Chris Cooper and Gerald Hayes),1.930,2.190
2,1:12,2,4,ARI 49,3,17,Andrew Walter pass incomplete short middle intended for Randy Moss (defended by Darryl Blackstock),2.190,1.490
2,1:08,3,4,ARI 49,3,17,Andrew Walter pass complete deep middle to Alvis Whitted for 18 yards (tackle by Aaron Francisco),1.490,3.510
2,1:01,,,,3,17,Timeout #1 by Oakland Raiders,0.000,3.510
2,1:01,1,10,ARI 31,3,17,Andrew Walter pass complete short right to Ronald Curry for 7 yards (tackle by Orlando Huff and Antrel Rolle),3.510,3.910
2,0:39,2,3,ARI 24,3,17,Andrew Walter pass incomplete intended for Randy Moss is intercepted by Adrian Wilson at ARI-4 and returned for 12 yards,3.910,0.140
2,0:27,1,10,ARI 16,3,17,Matt Leinart pass incomplete intended for Anquan Boldin,-0.140,-0.660
2,0:26,2,10,ARI 16,3,17,Matt Leinart pass complete short right to Bryant Johnson for 15 yards (tackle by Fabian Washington),-0.660,1.000
2,0:13,,,,3,17,Timeout #1 by Arizona Cardinals,0.000,1.000
2,0:13,1,10,ARI 31,3,17,Matt Leinart pass incomplete short left intended for Anquan Boldin,1.000,0.460
2,0:08,2,10,ARI 31,3,17,Obafemi Ayanbadejo middle for 3 yards (tackle by Derrick Burgess),0.460,0.170
Quarter,Time,Down,ToGo,Location,ARI,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,3,17,"Sebastian Janikowski kicks off 69 yards, returned by J.J. Arrington for 21 yards (tackle by Isaiah Ekejiuba)",0.000,0.410
3,14:54,1,10,ARI 22,3,17,Edgerrin James left end for -1 yards (tackle by Tyler Brayton),0.410,-0.270
3,14:18,2,11,ARI 21,3,17,Matt Leinart pass complete short middle to Anquan Boldin for 15 yards (tackle by Thomas Howard),-0.270,1.330
3,13:41,1,10,ARI 36,3,17,"Matt Leinart pass incomplete short left intended for Anquan Boldin is intercepted by Tyrone Poole at ARI-44. Penalty on Thomas Howard: Unsportsmanlike Conduct, 15 yards",1.330,-1.660
3,13:37,1,10,OAK 41,3,17,Andrew Walter pass complete short right to ReShard Lee for 9 yards (tackle by Calvin Pace),1.660,2.340
3,13:21,2,1,,3,17,"Andrew Walter pass complete short middle to Zack Crockett for 3 yards (tackle by Bertrand Berry). Penalty on Barry Sims: Illegal Touch Pass, 5 yards (no play)",2.340,1.660
3,13:07,2,6,OAK 45,3,17,Andrew Walter pass complete short right to Zack Crockett for 5 yards (tackle by David Macklin),1.660,1.620
3,12:36,3,1,,3,17,Zack Crockett middle for no gain (tackle by Bertrand Berry),1.620,-0.060
3,11:54,4,1,,3,17,"Shane Lechler punts 50 yards, touchback",-0.060,-0.280
3,11:46,1,10,ARI 20,3,17,Matt Leinart pass incomplete short middle intended for Adam Bergen (defended by Thomas Howard),0.280,-0.270
3,11:42,2,10,ARI 20,3,17,Matt Leinart pass incomplete short right intended for Bryant Johnson,-0.270,-0.960
3,11:37,3,10,ARI 20,3,17,Matt Leinart pass complete short left to Obafemi Ayanbadejo for 7 yards (tackle by Lance Johnstone),-0.960,-1.570
3,10:55,4,3,ARI 27,3,17,"Scott Player punts 43 yards, returned by Chris Carr for no gain",-1.570,-0.940
3,10:45,1,10,OAK 30,3,17,Andrew Walter pass complete short right to Randy Moss for 14 yards (tackle by Antrel Rolle),0.940,1.860
3,10:21,1,10,OAK 44,3,17,Andrew Walter pass incomplete short left intended for Ronald Curry (defended by Eric Green),1.860,1.320
3,10:17,2,10,OAK 44,3,17,Andrew Walter pass complete short right to Courtney Anderson for 35 yards (tackle by Gerald Hayes),1.320,4.170
3,9:46,1,10,ARI 21,3,17,"Justin Fargas for no gain. Justin Fargas fumbles, recovered by Justin Fargas at ARI-28",4.170,2.680
3,9:01,,,,3,17,Timeout #1 by Oakland Raiders,0.000,2.680
3,9:01,2,17,ARI 28,3,17,Andrew Walter pass incomplete deep left intended for Alvis Whitted (defended by Eric Green),2.680,2.020
3,8:51,3,17,ARI 28,3,17,Andrew Walter pass complete deep middle to Randy Moss for 19 yards (tackle by Antrel Rolle),2.020,5.140
3,8:13,1,9,ARI 9,3,17,Justin Fargas middle for no gain (tackle by Gerald Hayes),5.140,4.380
3,7:36,2,9,ARI 9,3,17,Andrew Walter sacked by Bertrand Berry for -8 yards,4.380,2.740
3,7:00,3,17,ARI 17,3,17,Andrew Walter pass incomplete short left intended for Ronald Curry,2.740,2.310
3,6:54,4,17,ARI 17,3,20,Sebastian Janikowski 35 yard field goal good,2.310,3.000
3,,,,OAK 30,3,20,"Sebastian Janikowski kicks off 77 yards, touchback",0.000,0.280
3,6:50,1,10,ARI 20,3,20,Matt Leinart sacked by Derrick Burgess for -10 yards,0.280,-1.510
3,6:20,2,20,ARI 10,3,20,Matt Leinart sacked by Tyrone Poole for -9 yards,-1.510,-3.640
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
3,5:50,3,29,ARI 1,3,22,"Marcel Shipp for -1 yards, safety",-3.640,-2.000
3,,,,ARI 20,3,22,"Scott Player kicks off 47 yards, returned by Chris Carr for 15 yards (tackle by Hanik Milligan)",0.000,2.130
3,5:38,1,10,OAK 48,3,22,"Andrew Walter sacked by Bertrand Berry for -4 yards. Andrew Walter fumbles (forced by Bertrand Berry), recovered by Chike Okeafor at OAK-44 (tackle by Langston Walker)",2.130,-2.650
3,5:31,1,10,OAK 44,3,22,Matt Leinart pass complete to Anquan Boldin for 21 yards,2.650,4.040
3,4:56,1,10,OAK 23,3,22,"Edgerrin James left guard for no gain. Penalty on Reggie Wells: Offensive Holding, 10 yards (no play)",4.040,3.380
3,4:39,1,20,OAK 33,3,22,Matt Leinart middle for 2 yards (tackle by Tommy Kelly),3.380,2.420
3,3:57,2,18,OAK 31,3,22,Matt Leinart pass complete short middle to Edgerrin James for 4 yards (tackle by Kirk Morrison),2.420,2.280
3,3:17,3,14,OAK 27,3,22,Matt Leinart pass incomplete short left intended for Anquan Boldin,2.280,1.670
3,3:08,4,14,OAK 27,6,22,Neil Rackers 45 yard field goal good,1.670,3.000
3,,,,ARI 30,6,22,"Scott Player kicks off 60 yards, returned by Chris Carr for 20 yards (tackle by Calvin Pace)",0.000,0.000
3,,,,,6,22,--,0.000,0.940
3,2:58,1,10,OAK 30,6,22,Marques Tuiasosopo pass incomplete short right intended for Randal Williams,0.940,0.390
3,2:52,2,10,OAK 30,6,22,Justin Fargas right end for no gain (tackle by Chike Okeafor),0.390,-0.300
3,2:11,3,10,OAK 30,6,22,Marques Tuiasosopo middle for 11 yards (tackle by Gerald Hayes),-0.300,1.660
3,1:28,1,10,OAK 41,6,22,Justin Fargas right end for 1 yard (tackle by Chike Okeafor and Calvin Pace),1.660,1.260
3,0:45,2,9,OAK 42,6,22,Marques Tuiasosopo pass complete short left to Zack Crockett for 8 yards (tackle by Eric Green and Gerald Hayes),1.260,1.620
Quarter,Time,Down,ToGo,Location,ARI,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,,6,22,Marques Tuiasosopo middle for 1 yard (tackle by Gabe Watson),1.620,2.320
4,14:17,1,10,ARI 49,6,22,Ronald Curry pass incomplete deep right intended for Randy Moss is intercepted by Robert Griffith at ARI-5,2.320,0.380
4,14:05,1,10,ARI 5,6,22,Edgerrin James right guard for 1 yard (tackle by Derrick Burgess),-0.380,-0.710
4,13:27,2,9,ARI 6,6,22,Matt Leinart pass complete short right to Anquan Boldin for 14 yards (tackle by Michael Huff),-0.710,0.280
4,12:50,1,10,ARI 20,6,22,Edgerrin James middle for no gain (tackle by Lance Johnstone),0.280,-0.270
4,12:09,2,10,ARI 20,6,22,Matt Leinart pass incomplete short middle intended for Anquan Boldin (defended by Stuart Schweigert),-0.270,-0.960
4,12:02,3,10,ARI 20,6,22,Matt Leinart pass complete short middle to Bryant Johnson for 58 yards (tackle by Nnamdi Asomugha and Michael Huff),-0.960,4.110
4,11:13,1,10,OAK 22,6,22,Edgerrin James left tackle for no gain (tackle by Anttaj Hawthorne),4.110,3.560
4,10:37,2,10,OAK 22,6,22,Matt Leinart pass incomplete short right intended for Troy Walters,3.560,2.870
4,10:29,3,10,OAK 22,6,22,Matt Leinart right end for 3 yards (tackle by Kirk Morrison). Penalty on Oliver Ross: Offensive Holding (Declined),2.870,2.180
4,10:13,4,7,OAK 19,9,22,Neil Rackers 38 yard field goal good,2.180,3.000
4,,,,ARI 30,9,22,"Neil Rackers kicks off 67 yards, returned by Chris Carr for 33 yards (tackle by J.J. Arrington)",0.000,1.330
4,9:59,1,10,OAK 36,9,22,Justin Fargas right end for 5 yards (tackle by Orlando Huff),1.330,1.470
4,9:29,2,5,OAK 41,9,22,Justin Fargas middle for 2 yards (tackle by Gerald Hayes),1.470,1.030
4,8:45,3,3,OAK 43,9,22,Marques Tuiasosopo pass incomplete short right intended for Randy Moss (defended by Antrel Rolle),1.030,-0.520
4,8:40,4,3,OAK 43,9,22,"Shane Lechler punts 57 yards, touchback",-0.520,-0.280
4,8:34,1,10,ARI 20,9,22,Edgerrin James right tackle for 9 yards (tackle by Stuart Schweigert and Chris Carr),0.280,0.950
4,7:56,2,1,ARI 29,9,22,A.J. Schable middle for 5 yards (tackle by Tyler Brayton),0.950,1.200
4,7:16,1,10,ARI 34,9,22,Matt Leinart pass incomplete short left intended for Edgerrin James (defended by Kirk Morrison),1.200,0.660
4,7:10,2,10,ARI 34,9,22,Matt Leinart pass complete short right to Troy Walters for 13 yards (tackle by Stuart Schweigert),0.660,2.060
4,6:24,1,10,ARI 47,9,22,"Matt Leinart for no gain. Matt Leinart fumbles, recovered by Matt Leinart at ARI-44",2.060,1.110
4,6:04,2,13,ARI 44,9,22,Matt Leinart pass incomplete deep left intended for Anquan Boldin,1.110,0.430
4,5:59,3,13,ARI 44,9,22,Matt Leinart pass complete short middle to Anquan Boldin for 9 yards (tackle by Tyrone Poole),0.430,0.130
4,5:51,,,,9,22,Timeout #1 by Arizona Cardinals,0.000,0.130
4,5:51,4,4,OAK 47,9,22,Matt Leinart pass incomplete short middle intended for Carlyle Holiday (defended by Chris Carr),0.130,-2.060
4,5:48,1,10,OAK 47,9,22,Justin Fargas left guard for 3 yards (tackle by Gerald Hayes),2.060,1.920
4,5:07,,,,9,22,Timeout #2 by Arizona Cardinals,0.000,1.920
4,5:07,2,7,,9,22,Justin Fargas left tackle for 3 yards (tackle by Orlando Huff),1.920,1.620
4,4:25,3,4,ARI 47,9,22,Marques Tuiasosopo pass complete short right to Randy Moss for 8 yards (tackle by Antrel Rolle),1.620,2.980
4,3:36,1,10,ARI 39,9,22,Justin Fargas right end for 1 yard (tackle by Calvin Pace),2.980,2.580
4,2:53,2,9,ARI 38,9,22,"Marques Tuiasosopo right end for 8 yards (tackle by Calvin Pace). Marques Tuiasosopo fumbles (forced by Calvin Pace), ball out of bounds at ARI-30",2.580,2.940
4,2:30,3,1,ARI 30,9,22,Zack Crockett right tackle for 11 yards (tackle by Calvin Pace and Bertrand Berry),2.940,4.310
4,2:00,1,10,ARI 19,9,22,"Justin Fargas right end for 4 yards (tackle by Antrel Rolle). Penalty on Langston Walker: Offensive Holding, 10 yards (no play)",4.310,3.640
4,1:56,1,20,ARI 29,9,22,Justin Fargas right end for 3 yards (tackle by Chris Cooper),3.640,2.820
4,1:48,,,,9,22,Timeout #3 by Arizona Cardinals,0.000,2.820
4,1:48,2,17,ARI 26,9,22,Justin Fargas left end for 5 yards (tackle by Chris Cooper),2.820,2.810
4,1:02,3,12,ARI 21,9,22,Justin Fargas right tackle for 1 yard (tackle by Gerald Hayes and Calvin Pace),2.810,2.120
4,0:17,,,,9,22,Timeout #3 by Oakland Raiders,0.000,2.120
4,0:17,4,11,ARI 20,9,22,Justin Fargas left end for 9 yards (tackle by Eric Green),2.120,0.370
4,0:11,1,10,ARI 11,9,22,Matt Leinart pass complete short left to J.J. Arrington for 9 yards (tackle by Lance Johnstone),-0.370,0.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
