Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
1,8:46,1,10,KAN 14,0,0,Patrick Mahomes pass incomplete deep right intended for Justin Watson (defended by Andre Cisco),-0.280,-0.750
1,8:41,2,10,KAN 14,0,0,Patrick Mahomes pass complete short left to Skyy Moore for 7 yards (tackle by Rayshawn Jenkins),-0.750,-0.560
1,8:06,3,3,KAN 21,0,0,Patrick Mahomes pass complete short right to Kadarius Toney for 13 yards (tackle by Tre Herndon),-0.560,1.200
1,7:37,1,10,KAN 34,0,0,Patrick Mahomes pass complete short left to Kadarius Toney for 17 yards (tackle by Devin Lloyd),1.200,2.320
1,7:03,1,10,JAX 49,0,0,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Rayshawn Jenkins),2.320,1.780
1,6:58,2,10,JAX 49,0,0,Patrick Mahomes pass complete short right to Kadarius Toney for 11 yards (tackle by Darious Williams),1.780,3.050
1,6:17,1,10,JAX 38,0,0,Patrick Mahomes pass incomplete short middle intended for Marquez Valdes-Scantling (defended by Devin Lloyd),3.050,2.510
1,6:13,2,10,JAX 38,0,0,Patrick Mahomes pass complete short left to Isiah Pacheco for no gain (tackle by Tre Herndon and Devin Lloyd),2.510,1.820
1,5:33,3,10,JAX 38,0,0,"Patrick Mahomes pass complete deep middle to Travis Kelce for no gain. Penalty on Donovan Smith: Offensive Holding, 10 yards (accepted) (no play)",1.820,0.500
1,5:06,3,20,JAX 48,0,0,Patrick Mahomes pass complete short right to Jerick McKinnon for 11 yards (tackle by Devin Lloyd and Foyesade Oluokun),0.500,0.790
1,4:24,4,9,JAX 37,0,0,Tommy Townsend punts 35 yards downed by Jaylen Watson,0.790,0.380
1,4:16,1,10,JAX 2,0,0,Travis Etienne up the middle for 2 yards (tackle by Justin Reid and Derrick Nnadi),-0.380,-0.630
1,3:37,2,8,JAX 4,0,0,Trevor Lawrence pass complete short right to D'Ernest Johnson for 9 yards (tackle by L'Jarius Sneed),-0.630,-0.320
1,2:55,1,10,JAX 13,0,0,Travis Etienne right guard for 1 yard (tackle by Drue Tranquill),-0.320,-0.680
1,2:12,2,9,JAX 14,0,0,Trevor Lawrence pass incomplete short right intended for Evan Engram,-0.680,-1.300
1,2:08,3,9,JAX 14,0,0,"Trevor Lawrence pass incomplete deep left intended for Calvin Ridley. Penalty on L'Jarius Sneed: Defensive Pass Interference, 11 yards (accepted) (no play)",-1.300,0.610
1,2:01,1,10,JAX 25,0,0,Travis Etienne right end for no gain (tackle by Drue Tranquill),0.610,0.060
1,1:13,2,10,JAX 25,0,0,Trevor Lawrence pass complete short right to Evan Engram for 8 yards (tackle by Justin Reid),0.060,0.430
1,0:34,3,2,JAX 33,0,0,Trevor Lawrence pass complete short left to Christian Kirk for 1 yard (tackle by Jaylen Watson),0.430,-1.110
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,JAX 34,0,0,"Logan Cooke punts 50 yards, recovered by Tim Jones at KC-17",-1.110,4.440
2,14:51,1,10,KAN 17,0,0,Travis Etienne left guard for 3 yards (tackle by Leo Chenal),4.440,4.320
2,14:14,2,7,KAN 14,0,0,"Penalty on Travis Etienne: False Start, 5 yards (accepted) (no play)",4.320,3.600
2,13:52,2,12,KAN 19,0,0,Trevor Lawrence scrambles up the middle for 5 yards (tackle by Willie Gay),3.600,3.500
2,13:10,3,7,KAN 14,0,0,Trevor Lawrence pass incomplete short right intended for Zay Jones (defended by Trent McDuffie),3.500,2.510
2,13:03,4,7,KAN 14,0,3,Brandon McManus 32 yard field goal good,2.510,3.000
2,12:59,,,JAX 35,0,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,12:59,1,10,KAN 25,0,3,Patrick Mahomes pass incomplete deep left intended for Skyy Moore,0.610,0.060
2,12:53,2,10,KAN 25,0,3,Patrick Mahomes scrambles up the middle for 11 yards (tackle by Rayshawn Jenkins),0.060,1.330
2,12:18,1,10,KAN 36,0,3,Patrick Mahomes pass complete short left to Rashee Rice for 5 yards,1.330,1.470
2,11:48,2,5,KAN 41,0,3,Jerick McKinnon left end for -2 yards (tackle by Travon Walker),1.470,0.500
2,11:08,3,7,KAN 39,0,3,"Patrick Mahomes pass complete short right to Justin Watson for 13 yards. Justin Watson fumbles (forced by Darious Williams), recovered by Foyesade Oluokun at JAC-48",0.500,-2.130
2,10:57,1,10,JAX 48,0,3,"Penalty on Travis Kelce: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",2.130,3.120
2,10:57,1,10,KAN 37,0,3,"Trevor Lawrence aborted snap, recovered by Trevor Lawrence at KC-42 and returned for -5 yards Replay Assistant challenged the backward pass ruling, and the original play was overturned. (tackle by Jamal Agnew) Trevor Lawrence aborted snap, recovered by L'Jarius Sneed at KC-42 (tackle by Jamal Agnew)",3.120,-1.800
2,10:54,1,10,KAN 43,0,3,"Creed Humphrey aborted snap, recovered by Patrick Mahomes at KC-40 (tackle by Devin Lloyd)",1.800,1.390
2,10:14,2,9,KAN 44,0,3,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",1.390,0.710
2,9:51,2,14,KAN 39,0,3,Patrick Mahomes pass deep middle intended for Justin Watson is intercepted by Andre Cisco at JAC-12 and returned for no gain (tackle by Justin Watson),0.710,0.350
2,9:41,1,10,JAX 12,0,3,Travis Etienne up the middle for 5 yards (tackle by Leo Chenal and George Karlaftis),-0.350,-0.230
2,9:07,2,5,JAX 17,0,3,Travis Etienne up the middle for 4 yards (tackle by Willie Gay and Nick Bolton),-0.230,-0.370
2,8:37,3,1,JAX 21,0,3,"Penalty on Derrick Nnadi: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.370,0.670
2,8:13,1,10,JAX 26,0,3,Travis Etienne up the middle for 5 yards (tackle by George Karlaftis and Matt Dickerson),0.670,0.810
2,7:39,2,5,JAX 31,0,3,Trevor Lawrence pass incomplete short right intended for Christian Kirk,0.810,0.100
2,7:34,3,5,JAX 31,0,3,Trevor Lawrence pass complete short middle to Jamal Agnew for 5 yards (tackle by Drue Tranquill),0.100,1.330
2,7:04,1,10,JAX 36,0,3,D'Ernest Johnson right end for 8 yards (tackle by Justin Reid),1.330,1.870
2,6:39,2,2,JAX 44,0,3,Trevor Lawrence pass complete short left to Evan Engram for 6 yards (tackle by Nick Bolton),1.870,2.260
2,5:53,1,10,JAX 50,0,3,Trevor Lawrence pass incomplete short left intended for Christian Kirk,2.260,1.710
2,5:50,2,10,JAX 50,0,3,Christian Kirk pass complete short right to Travis Etienne for -1 yards (tackle by Leo Chenal),1.710,0.890
2,5:02,3,11,JAX 49,0,3,Trevor Lawrence scrambles left end for 6 yards (tackle by Felix Anudike-Uzomah),0.890,0.270
2,4:10,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,4:10,4,4,KAN 45,0,3,Trevor Lawrence sacked by Chris Jones for -5 yards,0.270,-2.260
2,4:04,1,10,KAN 50,0,3,Patrick Mahomes sacked by K'Lavon Chaisson for -7 yards,2.260,0.770
2,3:09,2,17,KAN 43,0,3,"Patrick Mahomes pass complete to Travis Kelce for no gain. Penalty on Jawaan Taylor: Illegal Formation, 5 yards (accepted) (no play)",0.770,0.090
2,2:55,2,22,KAN 38,0,3,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 8 yards (tackle by Darious Williams),0.090,0.500
2,2:25,3,14,KAN 46,0,3,Patrick Mahomes pass complete short right to Noah Gray for 12 yards (tackle by Devin Lloyd and Angelo Blackson),0.500,0.460
2,2:00,4,2,JAX 42,0,3,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 10 yards (tackle by Devin Lloyd and Tyson Campbell),0.460,3.450
2,1:33,1,10,JAX 32,0,3,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Foyesade Oluokun and Devin Lloyd),3.450,3.850
2,0:58,2,3,JAX 25,0,3,Patrick Mahomes pass complete short middle to Noah Gray for 16 yards (tackle by Andre Cisco and Tyson Campbell),3.850,5.140
2,0:30,1,9,JAX 9,6,3,"Patrick Mahomes pass complete short right to Skyy Moore for 9 yards, touchdown. Penalty on Tyson Campbell: Illegal Use of Hands / Defense, 5 yards (declined)",5.140,7.000
2,0:27,,,JAX 15,7,3,Harrison Butker kicks extra point good,0.000,0.000
2,0:27,,,KAN 35,7,3,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,0:27,1,10,JAX 25,7,3,Trevor Lawrence pass complete short right to Christian Kirk for 11 yards (tackle by Mike Edwards and L'Jarius Sneed),0.610,1.330
2,0:20,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:20,1,10,JAX 36,7,3,"Trevor Lawrence pass complete deep left to Calvin Ridley for 26 yards (tackle by L'Jarius Sneed). Penalty on L'Jarius Sneed: Defensive Pass Interference, 15 yards (declined)",1.330,3.050
2,0:13,1,10,KAN 38,7,3,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Mike Edwards),3.050,3.050
2,0:09,2,6,KAN 34,7,3,Trevor Lawrence pass complete short middle to Travis Etienne for 3 yards (tackle by Nick Bolton),3.050,2.740
2,0:03,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:03,3,3,KAN 31,7,6,Brandon McManus 49 yard field goal good,2.740,3.000
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,7,6,"Brandon McManus kicks off 60 yards, returned by Richie James for 14 yards (tackle by Shaquille Quarterman)",0.000,0.150
3,14:55,1,10,KAN 19,7,6,Isiah Pacheco right end for 31 yards (tackle by Rayshawn Jenkins),0.150,2.260
3,14:22,1,10,KAN 50,7,6,Clyde Edwards-Helaire left end for no gain (tackle by Travon Walker and Darious Williams),2.260,1.710
3,13:40,2,10,KAN 50,7,6,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Rayshawn Jenkins),1.710,1.030
3,13:35,3,10,KAN 50,7,6,Patrick Mahomes pass complete deep left to Justin Watson for 34 yards (tackle by Tre Herndon),1.030,4.510
3,12:53,1,10,JAX 16,7,6,Isiah Pacheco right end for 1 yard (tackle by Foyesade Oluokun and Rayshawn Jenkins),4.510,4.050
3,12:16,2,9,JAX 15,7,6,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Devin Lloyd),4.050,4.390
3,11:36,3,3,JAX 9,13,6,"Patrick Mahomes pass complete short right to Travis Kelce for 9 yards, touchdown",4.390,7.000
3,11:30,,,JAX 15,14,6,Harrison Butker kicks extra point good,0.000,0.000
3,11:30,,,KAN 35,14,6,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,11:30,1,10,JAX 25,14,6,Travis Etienne up the middle for 9 yards (tackle by Justin Reid and Trent McDuffie),0.610,1.280
3,10:55,2,1,JAX 34,14,6,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by L'Jarius Sneed),1.280,1.470
3,10:12,1,10,JAX 38,14,6,Trevor Lawrence sacked by George Karlaftis for -7 yards,1.470,-0.020
3,9:24,2,17,JAX 31,14,6,Trevor Lawrence pass complete short middle to Christian Kirk for 7 yards (tackle by Nick Bolton),-0.020,0.230
3,8:42,3,10,JAX 38,14,6,Trevor Lawrence pass incomplete short middle intended for Christian Kirk,0.230,-0.850
3,8:37,4,10,JAX 38,14,6,"Logan Cooke punts 57 yards, returned by Richie James for 4 yards (tackle by Daniel Thomas)",-0.850,0.380
3,8:25,1,10,KAN 9,14,6,Patrick Mahomes pass complete short right to Travis Kelce for 4 yards (tackle by Josh Allen),-0.380,-0.480
3,7:44,2,6,KAN 13,14,6,Patrick Mahomes pass complete short left to Noah Gray for 10 yards (tackle by Rayshawn Jenkins and Tyson Campbell),-0.480,0.480
3,7:11,1,10,KAN 23,14,6,"Isiah Pacheco up the middle for 3 yards (tackle by Rayshawn Jenkins). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted)",0.480,-0.250
3,6:51,1,17,KAN 16,14,6,Patrick Mahomes pass incomplete short left intended for Isiah Pacheco,-0.250,-1.150
3,6:46,2,17,KAN 16,14,6,"Patrick Mahomes scrambles right end for no gain (tackle by Tre Herndon). Penalty on Jawaan Taylor: Offensive Holding, 8 yards (accepted) (no play)",-1.150,-1.880
3,6:18,2,25,KAN 8,14,6,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 7 yards (tackle by Foyesade Oluokun),-1.880,-2.150
3,5:38,3,18,KAN 15,14,6,Patrick Mahomes pass complete short left to Jerick McKinnon for 7 yards (tackle by Foyesade Oluokun),-2.150,-1.900
3,4:57,4,11,KAN 22,14,6,"Tommy Townsend punts 50 yards, returned by Jamal Agnew for 7 yards (tackle by Cam Jones)",-1.900,-1.270
3,4:45,1,10,JAX 35,14,6,Travis Etienne right end for 1 yard (tackle by Nick Bolton),1.270,0.860
3,4:01,2,9,JAX 36,14,6,Trevor Lawrence pass incomplete short left intended for Zay Jones,0.860,0.170
3,3:56,3,9,JAX 36,14,6,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",0.170,-0.490
3,3:56,3,14,JAX 31,14,6,Trevor Lawrence pass incomplete short right intended for Travis Etienne (defended by Chris Jones),-0.490,-1.310
3,3:53,4,14,JAX 31,14,6,Logan Cooke punts 46 yards out of bounds,-1.310,-0.480
3,3:45,1,10,KAN 23,14,6,"Patrick Mahomes pass complete short right to Kadarius Toney for -11 yards. Kadarius Toney fumbles (forced by Tre Herndon), recovered by Kadarius Toney at KC-16 (tackle by Darious Williams and Tre Herndon)",0.480,-1.580
3,2:57,2,21,KAN 12,14,6,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Tre Herndon),-1.580,-2.710
3,2:54,3,21,KAN 12,14,6,Patrick Mahomes pass complete short middle to Kadarius Toney for 5 yards (tackle by Rayshawn Jenkins),-2.710,-2.320
3,2:11,4,16,KAN 17,14,6,"Tommy Townsend punts 58 yards, returned by Jamal Agnew for -2 yards (tackle by Jack Cochrane)",-2.320,-0.480
3,1:59,1,10,JAX 23,14,6,Trevor Lawrence pass complete deep middle to Christian Kirk for 45 yards (tackle by Bryan Cook),0.480,3.450
3,1:28,1,10,KAN 32,14,6,Trevor Lawrence pass complete short right to Evan Engram for 9 yards (tackle by Trent McDuffie and Bryan Cook),3.450,4.120
3,0:49,2,1,KAN 23,14,6,Trevor Lawrence pass complete short left to Christian Kirk for 7 yards (tackle by Justin Reid),4.120,4.510
3,0:20,1,10,KAN 16,14,6,Travis Etienne up the middle for 5 yards (tackle by Joshua Williams),4.510,4.760
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 11,14,6,Trevor Lawrence pass incomplete short middle intended for Zay Jones,4.760,3.940
4,14:53,3,5,KAN 11,14,6,"Trevor Lawrence pass incomplete short left intended for Evan Engram. Penalty on Justin Reid: Defensive Pass Interference, 10 yards (accepted) (no play)",3.940,6.970
4,14:48,1,1,KAN 1,14,6,Trevor Lawrence left end for -3 yards (tackle by L'Jarius Sneed and Nick Bolton),6.970,5.340
4,14:00,2,4,KAN 4,14,6,Trevor Lawrence pass incomplete short middle intended for Calvin Ridley,5.340,4.490
4,13:52,3,4,KAN 4,14,6,Trevor Lawrence pass incomplete short middle intended for Zay Jones,4.490,3.030
4,13:48,4,4,KAN 4,14,9,Brandon McManus 22 yard field goal good,3.030,3.000
4,13:43,,,JAX 35,14,9,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,13:43,1,10,KAN 25,14,9,Patrick Mahomes pass complete short left to Justin Watson for 15 yards (tackle by Tyson Campbell),0.610,1.600
4,13:08,1,10,KAN 40,14,9,Isiah Pacheco up the middle for 11 yards (tackle by Devin Lloyd and Foyesade Oluokun),1.600,2.320
4,12:23,1,10,JAX 49,14,9,Patrick Mahomes scrambles left end for 10 yards (tackle by Foyesade Oluokun),2.320,2.980
4,11:46,1,10,JAX 39,14,9,Kadarius Toney left end for 3 yards (tackle by Foyesade Oluokun),2.980,2.850
4,11:10,2,7,JAX 36,14,9,Patrick Mahomes pass incomplete short right intended for Richie James (defended by Darious Williams),2.850,2.150
4,11:06,3,7,JAX 36,14,9,Patrick Mahomes pass complete short left to Jerick McKinnon for 6 yards (tackle by Tyson Campbell and Foyesade Oluokun),2.150,1.520
4,10:24,4,1,JAX 30,14,9,Isiah Pacheco up the middle for 2 yards (tackle by Rayshawn Jenkins),1.520,3.710
4,9:49,1,10,JAX 28,14,9,Isiah Pacheco up the middle for 3 yards (tackle by Adam Gotsis and Devin Lloyd),3.710,3.570
4,9:13,2,7,JAX 25,14,9,Patrick Mahomes pass complete short right to Rashee Rice for 15 yards (tackle by Tre Herndon),3.570,4.910
4,8:30,1,10,JAX 10,14,9,Patrick Mahomes pass incomplete short right intended for Travis Kelce,4.910,4.190
4,8:25,2,10,JAX 10,14,9,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",4.190,3.460
4,8:25,2,15,JAX 15,14,9,"Penalty on Joe Thuney: False Start, 5 yards (accepted) (no play)",3.460,3.000
4,8:25,2,20,JAX 20,14,9,Patrick Mahomes pass incomplete short right,3.000,2.340
4,8:22,3,20,JAX 20,14,9,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Devin Lloyd),2.340,2.120
4,8:15,4,20,JAX 20,17,9,Harrison Butker 38 yard field goal good,2.120,3.000
4,8:10,,,KAN 35,17,9,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,8:10,1,10,JAX 25,17,9,Trevor Lawrence pass incomplete deep right intended for Zay Jones,0.610,0.060
4,8:03,2,10,JAX 25,17,9,Trevor Lawrence pass complete short left to Christian Kirk for 11 yards (tackle by Trent McDuffie and Nick Bolton),0.060,1.330
4,7:25,1,10,JAX 36,17,9,Trevor Lawrence pass complete short middle to Christian Kirk for 11 yards (tackle by Jaylen Watson),1.330,2.060
4,7:01,1,10,JAX 47,17,9,Trevor Lawrence scrambles left end for 18 yards (tackle by Drue Tranquill),2.060,3.250
4,6:19,1,10,KAN 35,17,9,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Justin Reid),3.250,3.240
4,5:48,2,6,KAN 31,17,9,Trevor Lawrence pass incomplete deep left intended for Evan Engram,3.240,2.540
4,5:42,3,6,KAN 31,17,9,Trevor Lawrence pass complete short left to Evan Engram for 6 yards (tackle by Mike Edwards),2.540,3.910
4,5:06,1,10,KAN 25,17,9,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by L'Jarius Sneed),3.910,4.650
4,4:58,1,10,KAN 14,17,9,Trevor Lawrence pass incomplete short left,4.650,4.000
4,4:51,2,10,KAN 14,17,9,Trevor Lawrence pass incomplete short middle intended for Calvin Ridley,4.000,3.110
4,4:47,3,10,KAN 14,17,9,"Trevor Lawrence pass incomplete intended for Tank Bigsby KAN challenged the backward pass ruling, and the original play was overturned. Trevor Lawrence sacked by and Felix Anudike-Uzomah for -2 yards and Chris Jones for -2 yards. Trevor Lawrence fumbles (forced by Felix Anudike-Uzomah). Trevor Lawrence fumbles out of bounds",3.110,2.380
4,4:23,4,12,KAN 16,17,9,"Trevor Lawrence pass incomplete deep left intended for Calvin Ridley (defended by L'Jarius Sneed) Replay Assistant challenged the pass completion ruling, and the play was upheld.",2.380,0.140
4,4:18,1,10,KAN 16,17,9,Isiah Pacheco up the middle for no gain (tackle by Andrew Wingard),-0.140,-0.660
4,3:41,2,10,KAN 16,17,9,Patrick Mahomes scrambles left end for 14 yards (tackle by Adam Gotsis),-0.660,0.940
4,2:53,1,10,KAN 30,17,9,Isiah Pacheco right end for 4 yards (tackle by Tyson Campbell and Tyler Lacy),0.940,0.930
4,2:50,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,2:50,2,6,KAN 34,17,9,Isiah Pacheco right end for no gain (tackle by Angelo Blackson),0.930,0.230
4,2:03,3,6,KAN 34,17,9,"Patrick Mahomes pass complete deep right to Skyy Moore for 54 yards (tackle by Tyson Campbell and Tre Herndon). Penalty on Travis Kelce: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Rayshawn Jenkins: Unnecessary Roughness / Defense, 15 yards (offset)",0.230,4.780
4,1:50,1,10,JAX 12,17,9,Isiah Pacheco up the middle for 6 yards (tackle by Roy Robertson-Harris and Devin Lloyd),4.780,5.210
4,1:45,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,1:45,2,4,JAX 6,17,9,Isiah Pacheco up the middle for 5 yards (tackle by Tyson Campbell and K'Lavon Chaisson),5.210,6.970
4,1:38,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,1:38,1,1,JAX 1,17,9,Patrick Mahomes kneels for -3 yards,6.970,5.340
4,0:54,2,4,JAX 4,17,9,Patrick Mahomes kneels for -2 yards,5.340,4.040
4,0:17,3,6,JAX 6,17,9,Patrick Mahomes kneels for -1 yards,4.040,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
