#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:57,CLE 26,3,1:23,-13,Punt
2,1,9:11,CLE 36,5,3:02,23,Interception
3,1,4:47,BUF 39,3,1:32,-11,Punt
4,1,3:15,BUF 18,4,1:30,18,Touchdown
5,1,0:55,BUF 27,4,0:55,0,Missed FG
6,2,13:16,CLE 21,4,2:24,2,Fumble
7,2,9:39,CLE 28,3,1:32,-18,Punt
8,2,2:57,CLE 18,1,0:14,1,Fumble
9,3,15:00,CLE 44,5,3:04,15,Punt
10,3,4:05,CLE 32,3,1:24,-5,Interception
11,3,0:56,CLE 3,3,1:02,3,Fumble
12,4,14:49,CLE 32,3,1:31,-22,Punt
13,4,10:53,CLE 23,3,1:31,4,Punt
14,4,2:01,CLE 26,3,2:01,15,End of Game
