Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
1,0:32,2,3,ARI 27,0,10,Emmitt Smith right guard for 2 yards (tackle by Lawyer Milloy and Sam Adams),0.680,0.230
Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,ARI 29,0,10,Emmitt Smith right guard for no gain (tackle by Takeo Spikes and London Fletcher),0.230,-1.440
2,14:25,4,1,ARI 29,0,10,", returned by Nate Clements for 5 yards (tackle by Karlos Dansby). Scott Player fumbles, recovered by Scott Player at ARI-15. Penalty on Nathan Hodel: Ineligible Downfield Kick (Declined)",-1.440,-1.200
2,14:15,1,10,BUF 34,0,10,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, ball out of bounds at BUF-5",1.200,-2.900
2,14:07,2,39,BUF 5,0,10,Willis McGahee right guard for 7 yards (tackle by James Darling),-2.900,-3.990
2,13:29,3,32,BUF 12,0,10,Willis McGahee up the middle for 9 yards (tackle by Russell Davis),-3.990,-1.960
2,12:56,4,23,BUF 21,0,10,Brian Moorman punts 37 yards,-1.960,-1.730
2,12:47,1,10,ARI 42,0,10,Josh McCown pass incomplete intended for Bryant Johnson (defended by Lawyer Milloy),1.730,1.190
2,12:40,2,10,ARI 42,0,10,Josh McCown pass incomplete intended for Freddie Jones,1.190,0.500
2,12:34,3,10,ARI 42,0,10,"Josh McCown pass complete to Anquan Boldin for 13 yards (tackle by Terrence McGee). Penalty on Sam Adams: Roughing the Passer, 15 yards",0.500,3.580
2,12:10,1,10,BUF 30,0,10,Troy Hambrick up the middle for 8 yards (tackle by London Fletcher and Nate Clements),3.580,4.110
2,11:29,2,2,BUF 22,0,10,"Troy Hambrick right guard for -1 yards (tackle by Takeo Spikes and Aaron Schobel). Penalty on Alex Stepanovich: Offensive Holding, 10 yards (no play)",4.110,2.760
2,11:05,2,12,BUF 32,0,10,Troy Hambrick for 8 yards,2.760,3.140
2,10:35,3,4,BUF 24,0,10,"Troy Hambrick right tackle for -3 yards (tackle by Lawyer Milloy). Troy Hambrick fumbles (forced by Lawyer Milloy), recovered by Ryan Denney at BUF-27. Penalty on Aaron Schobel: Defensive Offside, 5 yards (no play)",3.140,4.310
2,10:17,1,10,BUF 19,0,10,Josh McCown pass complete to Emmitt Smith for 5 yards (tackle by Jeff Posey),4.310,4.530
2,9:43,2,5,BUF 14,0,10,Troy Hambrick up the middle for no gain (tackle by Pat Williams and London Fletcher),4.530,3.760
2,9:06,3,5,BUF 14,0,10,Troy Hambrick up the middle for 10 yards (tackle by Lawyer Milloy),3.760,6.280
2,8:30,1,4,BUF 4,6,10,"Obafemi Ayanbadejo right guard for 4 yards, touchdown",6.280,7.000
2,,,,BUF 2,7,10,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,7,16,"Neil Rackers kicks off 57 yards, returned by Terrence McGee for 87 yards, touchdown",0.000,7.000
2,,,,ARI 2,7,17,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,7,17,"Rian Lindell kicks off 37 yards, muffed catch by Gerald Hayes, ball out of bounds at ARI-33. Penalty on Pierson Prioleau: Offside on Free Kick, 5 yards",0.000,1.470
2,8:09,1,10,ARI 38,7,17,Emmitt Smith left end for 3 yards (tackle by London Fletcher),1.470,1.330
2,7:32,2,7,ARI 41,7,17,Josh McCown pass complete to Bryant Johnson for 5 yards (tackle by Nate Clements),1.330,1.290
2,6:57,3,2,ARI 46,7,17,Troy Hambrick left guard for -2 yards (tackle by Sam Adams and Chris Kelsay),1.290,-0.460
2,6:26,4,4,ARI 44,7,17,"Scott Player punts 55 yards. Penalty on Dyshod Carter: Illegal Touch Kick, 5 yards (no play)",-0.460,-0.780
,,,,,,,"ARI challenged the ruling, and the original play was overturned.",,
2,6:14,4,9,ARI 39,7,17,"Scott Player punts 46 yards, fair catch by Nate Clements",-0.780,0.220
2,6:06,1,10,BUF 15,7,17,Willis McGahee up the middle for -3 yards (tackle by James Darling and Karlos Dansby),-0.220,-1.000
2,5:27,2,13,BUF 12,7,17,Drew Bledsoe pass incomplete intended for Mark Campbell (defended by David Macklin),-1.000,-1.770
2,5:22,3,13,BUF 12,7,17,Willis McGahee left guard for 4 yards (tackle by Karlos Dansby),-1.770,-2.390
2,4:45,4,9,BUF 16,7,17,"Brian Moorman punts 40 yards, fair catch by Karl Williams",-2.390,-1.860
2,4:37,1,10,ARI 44,7,17,Josh McCown pass complete to Anquan Boldin for 9 yards (tackle by Nate Clements),1.860,2.530
2,4:06,2,1,BUF 47,7,17,Emmitt Smith left guard for 1 yard (tackle by London Fletcher and Takeo Spikes),2.530,2.520
2,3:30,1,10,BUF 46,7,17,Emmitt Smith left guard for 2 yards (tackle by Aaron Schobel),2.520,2.250
2,2:57,2,8,BUF 44,7,17,Josh McCown pass complete to Bryant Johnson for 5 yards (tackle by Nate Clements),2.250,2.210
2,2:17,,,,7,17,Timeout #1 by Buffalo Bills,0.000,2.210
2,2:17,3,3,BUF 39,7,17,Josh McCown pass incomplete intended for Anquan Boldin,2.210,0.660
2,2:13,4,3,BUF 39,7,17,Scott Player punts 35 yards,0.660,0.380
2,2:03,1,10,BUF 4,7,17,Willis McGahee up the middle for 4 yards (tackle by Adrian Wilson and Peppi Zellner),-0.380,-0.490
2,1:58,2,6,BUF 8,7,17,Willis McGahee right guard for 2 yards (tackle by Adrian Wilson),-0.490,-0.720
2,1:52,,,,7,17,Timeout #1 by Arizona Cardinals,0.000,-0.720
2,1:52,3,4,BUF 10,7,17,Willis McGahee up the middle for -3 yards (tackle by Darnell Dockett),-0.720,-2.490
2,1:47,,,,7,17,Timeout #2 by Arizona Cardinals,0.000,-2.490
2,1:47,4,7,BUF 7,7,17,"Brian Moorman punts 40 yards, fair catch by Karl Williams",-2.490,-2.460
2,1:39,1,10,BUF 47,7,17,Emmitt Smith up the middle for 9 yards (tackle by London Fletcher),2.460,3.130
2,1:22,2,1,BUF 38,7,17,Josh McCown left guard for 3 yards (tackle by London Fletcher and Lawyer Milloy),3.130,3.250
2,0:59,1,10,BUF 35,7,17,Josh McCown sacked by Nate Clements and London Fletcher for 0 yards,3.250,2.700
2,0:52,2,10,BUF 35,7,17,"Penalty on Leonard Davis: False Start, 5 yards (no play)",2.700,2.030
2,0:52,2,15,BUF 40,7,17,"Josh McCown sacked by Jeff Posey for -9 yards. Josh McCown fumbles (forced by Jeff Posey), recovered by Freddie Jones at ARI-46. Penalty on Terrence McGee: Illegal Contact, 5 yards (no play)",2.030,3.250
2,0:40,1,10,BUF 35,7,17,Josh McCown sacked by Coy Wire for -7 yards,3.250,1.760
2,0:08,2,17,BUF 42,7,17,"Penalty on Leonard Davis: False Start, 5 yards (no play)",1.760,1.080
2,0:06,,,,7,17,Timeout #3 by Arizona Cardinals,0.000,0.000
2,0:06,,,,7,17,Timeout #2 by Buffalo Bills,0.000,1.080
2,0:06,2,22,BUF 47,7,17,Neil Rackers 64 yard field goal no good,1.080,2.520
Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,17,"Neil Rackers kicks off 72 yards, returned by Terrence McGee for 17 yards (tackle by Quentin Harris). Penalty on Angelo Crowell: Offensive Holding (Offsetting), Penalty on Renaldo Hill: Unnecessary Roughness (Offsetting)",0.000,-0.220
3,14:53,1,10,BUF 15,7,17,Willis McGahee right end for 9 yards (tackle by James Darling),-0.220,0.620
3,14:24,2,1,BUF 24,7,17,"Willis McGahee left tackle for 6 yards (tackle by Peppi Zellner). Penalty on Lawrence Smith: Offensive Holding, 10 yards (no play)",0.620,-0.820
3,13:57,2,11,BUF 14,7,17,Drew Bledsoe pass incomplete intended for Mark Campbell,-0.820,-1.510
3,13:53,3,11,BUF 14,7,17,Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Jonas Jennings: Illegal Use of Hands (Declined),-1.510,-2.470
3,13:47,4,11,BUF 14,7,17,"Brian Moorman punts 41 yards, returned by Karl Williams for 8 yards (tackle by Jon Dorenbos)",-2.470,-2.460
3,13:36,1,10,BUF 47,7,17,Josh McCown pass incomplete intended for Bryant Johnson,2.460,1.910
3,13:32,2,10,BUF 47,7,17,Emmitt Smith left guard for 1 yard (tackle by Izell Reese and Aaron Schobel),1.910,1.350
3,12:52,3,9,BUF 46,7,17,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Lawyer Milloy),1.350,0.200
3,12:45,4,9,BUF 46,7,17,Scott Player punts 32 yards,0.200,0.280
3,12:34,1,10,BUF 14,7,17,Willis McGahee left tackle for 3 yards (tackle by Darnell Dockett and James Darling),-0.280,-0.370
3,11:47,,,,7,17,Timeout #1 by Buffalo Bills,0.000,-0.370
3,11:47,2,7,BUF 17,7,17,Willis McGahee left tackle for 2 yards (tackle by David Macklin and Ronald McKinnon),-0.370,-0.800
3,11:09,3,5,BUF 19,7,17,Drew Bledsoe pass complete to Tim Euhus for 9 yards (tackle by James Darling),-0.800,0.810
3,10:27,1,10,BUF 28,7,17,Willis McGahee right guard for 1 yard (tackle by Adrian Wilson and Bertrand Berry),0.810,0.400
3,9:52,2,9,BUF 29,7,17,Drew Bledsoe pass incomplete intended for Willis McGahee,0.400,-0.300
3,9:45,3,9,BUF 29,7,17,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.300,-1.440
3,9:41,4,9,BUF 29,7,17,"Brian Moorman punts 38 yards, fair catch by Karl Williams",-1.440,-1.140
3,9:33,1,10,ARI 33,7,17,Josh McCown pass incomplete intended for Larry Fitzgerald,1.140,0.590
3,9:29,2,10,ARI 33,7,17,Emmitt Smith left end for no gain (tackle by Ryan Denney),0.590,-0.100
3,8:45,3,10,ARI 33,7,17,Josh McCown pass complete to Anquan Boldin for 21 yards (tackle by Nate Clements),-0.100,2.520
3,8:07,1,10,BUF 46,7,17,Troy Hambrick right tackle for 2 yards (tackle by London Fletcher and Lawyer Milloy),2.520,2.250
3,7:22,2,8,BUF 44,7,17,Troy Hambrick up the middle for 1 yard (tackle by Ron Edwards and Kevin Thomas),2.250,1.680
3,6:42,3,7,BUF 43,7,17,Emmitt Smith left guard for 3 yards (tackle by Sam Adams),1.680,0.590
3,5:59,4,4,BUF 40,7,17,Josh McCown pass incomplete intended for Anquan Boldin,0.590,-1.660
3,5:54,1,10,BUF 41,7,17,--,1.660,0.310
3,5:15,2,16,BUF 35,7,17,Drew Bledsoe pass complete to Lee Evans for 9 yards (tackle by Renaldo Hill),0.310,0.830
3,4:29,3,7,BUF 44,7,17,"Drew Bledsoe up the middle for 3 yards (tackle by Russell Davis). Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",0.830,1.490
3,4:07,3,2,BUF 49,7,17,Willis McGahee left tackle for -1 yards (tackle by Bertrand Berry),1.490,-0.190
3,3:33,4,3,BUF 48,7,17,"Brian Moorman punts 45 yards, returned by Karl Williams for 8 yards (tackle by Angelo Crowell)",-0.190,0.220
3,3:22,1,10,ARI 15,7,17,Josh McCown pass incomplete intended for Larry Fitzgerald,-0.220,-0.710
3,3:16,2,10,ARI 15,7,17,Emmitt Smith up the middle for -7 yards (tackle by Sam Adams),-0.710,-2.240
3,2:36,3,17,ARI 8,7,17,Emmitt Smith left guard for 1 yard (tackle by Nate Clements and London Fletcher),-2.240,-2.490
3,2:07,4,16,ARI 9,7,17,"Scott Player punts 44 yards, returned by Nate Clements for 34 yards (tackle by Michael Stone)",-2.490,-4.310
3,1:49,1,10,ARI 19,7,17,"Willis McGahee up the middle for 6 yards (tackle by Adrian Wilson). Penalty on Darnell Dockett: Defensive Holding, 5 yards",4.310,5.370
3,1:26,1,8,ARI 8,7,17,Travis Henry up the middle for 2 yards (tackle by Adrian Wilson),5.370,4.950
3,0:44,2,6,ARI 6,7,17,Willis McGahee right guard for -2 yards (tackle by James Darling),4.950,3.580
Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,ARI 8,7,23,"Drew Bledsoe pass complete to Eric Moulds for 8 yards, touchdown",3.580,7.000
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
4,,,,ARI 2,7,24,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,7,24,"Rian Lindell kicks off 71 yards, returned by Larry Croom for 26 yards (tackle by Pierson Prioleau)",0.000,0.610
4,14:50,1,10,ARI 25,7,24,Emmitt Smith left guard for no gain (tackle by Sam Adams and Aaron Schobel),0.610,0.060
4,14:08,2,10,ARI 25,7,24,Josh McCown pass incomplete intended for Anquan Boldin,0.060,-0.620
4,14:01,3,10,ARI 25,7,24,Josh McCown pass incomplete intended for Bryant Johnson (defended by Jabari Greer),-0.620,-1.700
4,13:56,4,10,ARI 25,7,24,"Scott Player punts 37 yards, returned by Nate Clements for 40 yards (tackle by Dyshod Carter). Penalty on Dyshod Carter: Face Mask (15 Yards), 11 yards",-1.700,-4.840
4,13:40,1,10,ARI 11,7,24,Willis McGahee up the middle for 7 yards (tackle by Quentin Harris),4.840,5.470
4,13:04,2,3,ARI 4,7,24,Willis McGahee up the middle for 1 yard (tackle by Ronald McKinnon and Karlos Dansby),5.470,4.890
4,12:20,3,2,ARI 3,7,24,"Willis McGahee left guard for 1 yard. Penalty on Tim Euhus: Offensive Holding, 10 yards",4.890,3.110
4,12:13,,,,7,24,Timeout #2 by Buffalo Bills,0.000,3.110
4,12:13,3,11,ARI 12,7,30,"Drew Bledsoe pass complete to Tim Euhus for 12 yards, touchdown",3.110,7.000
4,,,,ARI 2,7,31,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,7,31,"Rian Lindell kicks off 66 yards, returned by Larry Croom for 2 yards. Larry Croom fumbles, recovered by Larry Croom at ARI-5. Penalty on Raynoch Thompson: Illegal Block Above the Waist, 4 yards",0.000,-0.380
4,11:58,1,10,ARI 5,7,31,Troy Hambrick up the middle for 2 yards (tackle by Aaron Schobel and Lawyer Milloy),-0.380,-0.630
4,11:24,2,8,ARI 7,7,31,"Troy Hambrick right tackle for 3 yards (tackle by Terrence McGee and London Fletcher). Penalty on Freddie Jones: Offensive Holding, 3 yards (no play)",-0.630,-0.850
4,11:09,2,11,ARI 4,7,31,Troy Hambrick up the middle for -1 yards (tackle by Sam Adams and London Fletcher),-0.850,-1.650
4,10:25,3,12,ARI 3,7,31,Josh McCown pass incomplete intended for Anquan Boldin,-1.650,-2.490
4,10:18,4,12,ARI 3,7,31,"Scott Player punts 30 yards, returned by Nate Clements for 3 yards (tackle by Dyshod Carter)",-2.490,-3.580
4,10:08,1,10,ARI 30,7,31,Drew Bledsoe pass incomplete intended for Lee Evans (defended by Renaldo Hill),3.580,3.030
4,10:02,2,10,ARI 30,7,31,Willis McGahee right guard for 3 yards (tackle by Ronald McKinnon and Adrian Wilson),3.030,2.740
4,9:25,3,7,ARI 27,7,31,Willis McGahee right guard for 2 yards (tackle by Adrian Wilson),2.740,1.850
4,8:39,4,5,ARI 25,7,31,Drew Bledsoe pass complete to Eric Moulds for 23 yards,1.850,6.740
4,8:04,1,2,ARI 2,7,31,Willis McGahee right guard for 1 yard (tackle by Ronald McKinnon and Adrian Wilson),6.740,5.910
4,7:37,2,1,ARI 1,7,31,Willis McGahee up the middle for no gain (tackle by LeVar Woods),5.910,5.170
4,7:00,3,1,ARI 1,7,37,"Willis McGahee right guard for 1 yard, touchdown",5.170,7.000
4,,,,ARI 2,7,38,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,7,38,"Rian Lindell kicks off 64 yards, returned by Larry Croom for 22 yards (tackle by Mario Haggan)",0.000,0.810
4,6:50,1,10,ARI 28,7,38,Josh McCown pass complete to Anquan Boldin for 7 yards (tackle by Nate Clements),0.810,1.210
4,6:18,2,3,ARI 35,7,38,Larry Fitzgerald right end for 4 yards (tackle by Takeo Spikes),1.210,1.530
4,6:04,1,10,ARI 39,7,38,Troy Hambrick right guard for 6 yards (tackle by Ryan Denney and Izell Reese),1.530,1.800
4,5:30,2,4,ARI 45,7,38,Josh McCown pass incomplete intended for Bryant Johnson,1.800,1.090
4,5:26,3,4,ARI 45,7,38,Josh McCown pass complete to Freddie Jones for 8 yards (tackle by Jabari Greer),1.090,2.460
4,4:57,1,10,BUF 47,7,38,Troy Hambrick right guard for 20 yards (tackle by Izell Reese). Penalty on Sam Adams: Defensive Offside (Declined),2.460,3.780
4,4:49,1,10,BUF 27,7,38,Troy Hambrick up the middle for -1 yards (tackle by Ron Edwards),3.780,3.100
4,4:14,2,11,BUF 28,7,38,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Jabari Greer),3.100,2.410
4,4:07,3,11,BUF 28,7,38,Josh McCown pass incomplete intended for Anquan Boldin,2.410,1.590
4,4:01,4,11,BUF 28,13,38,"Josh McCown pass complete to Bryant Johnson for 28 yards, touchdown",1.590,7.000
4,,,,BUF 2,14,38,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,14,38,"Neil Rackers kicks off 46 yards, returned by Terrence McGee for 11 yards (tackle by Calvin Pace)",0.000,1.270
4,3:46,1,10,BUF 35,14,38,Joe Burns up the middle for 4 yards (tackle by James Darling),1.270,1.260
4,3:04,2,6,BUF 39,14,38,Joe Burns left guard for no gain (tackle by Ronald McKinnon and Karlos Dansby),1.260,0.560
4,2:17,3,6,BUF 39,14,38,Joe Burns left tackle for 21 yards (tackle by James Darling and Ifeanyi Ohalete),0.560,2.920
4,2:00,1,10,ARI 40,14,38,Joe Burns up the middle for 2 yards (tackle by Darnell Dockett and Calvin Pace),2.920,2.640
4,1:12,2,8,ARI 38,14,38,Shane Matthews kneels for -2 yards,2.640,1.680
4,0:34,3,10,ARI 40,14,38,Shane Matthews kneels for -1 yards,1.680,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
