Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
1,0:48,2,10,NYG 38,0,0,"Brad Johnson pass incomplete intended for Joe Jurevicius. Penalty on Brandon Short: Roughing the Passer, 15 yards (no play)",2.510,4.040
1,0:43,1,10,NYG 23,0,0,Thomas Jones up the middle for 1 yard (tackle by Brandon Short),4.040,3.630
1,0:08,2,9,NYG 22,0,0,Brad Johnson sacked by Michael Strahan for 0 yards,3.630,2.940
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,NYG 22,0,0,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Micheal Barrow),2.940,5.140
2,14:16,1,9,NYG 9,0,0,Michael Pittman right tackle for -3 yards (tackle by Michael Strahan),5.140,3.860
2,13:33,2,12,NYG 12,0,0,Brad Johnson pass complete to Charles Lee for 9 yards (tackle by Ryan Clark),3.860,4.720
2,12:52,3,3,NYG 3,0,0,"Brad Johnson sacked by Keith Washington for -4 yards. Penalty on Keith Hamilton: Face Mask (15 Yards), 4 yards",4.720,6.510
2,12:33,1,3,NYG 3,0,0,"Brad Johnson for no gain. Brad Johnson fumbles, recovered by Brad Johnson at NYG-3",6.510,5.530
2,12:12,2,3,NYG 3,0,0,Thomas Jones up the middle for 2 yards (tackle by Ryan Clark),5.530,5.170
2,11:25,3,1,NYG 1,0,6,"Thomas Jones up the middle for 1 yard, touchdown",5.170,7.000
2,,,,NYG 2,0,7,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,TAM 30,0,7,"Martin Gramatica kicks off 70 yards, touchback",0.000,0.280
2,11:21,1,10,NYG 20,0,7,Tiki Barber right end for 1 yard (tackle by Tim Wansley and Shelton Quarles),0.280,-0.130
2,10:47,2,9,NYG 21,0,7,Kerry Collins pass complete to Tiki Barber for 1 yard (tackle by Tim Wansley),-0.130,-0.690
2,10:09,3,8,NYG 22,0,7,Kerry Collins pass incomplete intended for Ike Hilliard,-0.690,-1.900
2,10:04,4,8,NYG 22,0,7,"Jeff Feagles punts 35 yards, returned by Reggie Barlow for 2 yards (tackle by Darnell Dinkins)",-1.900,-1.930
2,9:53,1,10,TAM 45,0,7,Brad Johnson pass incomplete intended for Joe Jurevicius,1.930,1.380
2,9:49,2,10,TAM 45,0,7,"Brad Johnson pass complete to Keenan McCardell for 15 yards (tackle by Johnnie Harris). Keenan McCardell fumbles (forced by Johnnie Harris), recovered by Will Allen at NYG-40 (tackle by Michael Pittman)",1.380,-1.600
2,9:38,1,10,NYG 40,0,7,Kerry Collins pass complete to Tiki Barber for 13 yards (tackle by Derrick Brooks),1.600,2.460
2,9:03,1,10,TAM 47,0,7,Kerry Collins pass complete to Marcellus Rivers for 8 yards (tackle by Ryan Nece),2.460,2.990
2,8:27,2,2,TAM 39,0,7,Tiki Barber up the middle for 4 yards (tackle by Ryan Nece),2.990,3.250
2,7:57,1,10,TAM 35,0,7,Kerry Collins pass complete to Ike Hilliard for 17 yards (tackle by Tim Wansley),3.250,4.370
2,7:32,1,10,TAM 18,0,7,Kerry Collins pass incomplete intended for Amani Toomer,4.370,3.800
2,7:27,2,10,TAM 18,0,7,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",3.800,3.150
2,7:15,,,,0,7,Timeout #1 by New York Giants,0.000,3.150
2,7:15,2,15,TAM 23,0,7,Kerry Collins pass complete to Amani Toomer for 11 yards (tackle by Tim Wansley),3.150,4.030
2,6:48,3,4,TAM 12,0,7,Kerry Collins pass incomplete intended for Amani Toomer (defended by Dwight Smith),4.030,2.710
2,6:42,4,4,TAM 12,3,7,Matt Bryant 30 yard field goal good,2.710,3.000
2,,,,NYG 30,3,7,"Matt Bryant kicks off 61 yards, returned by Thomas Jones for 18 yards (tackle by Wesly Mallard)",0.000,0.740
2,6:31,1,10,TAM 27,3,7,Thomas Jones left tackle for 7 yards (tackle by Dhani Jones),0.740,1.140
2,5:47,2,3,TAM 34,3,7,Aaron Stecker for 2 yards (tackle by Micheal Barrow),1.140,0.700
2,5:20,3,1,TAM 36,3,7,Michael Pittman left tackle for 8 yards (tackle by Ryan Clark),0.700,1.860
2,4:39,1,10,TAM 44,3,7,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Micheal Barrow),1.860,2.720
2,4:00,1,10,NYG 43,3,7,"Brad Johnson pass incomplete intended for Joe Jurevicius (defended by Frank Walker). Penalty on John Wade: Offensive Holding, 10 yards (no play)",2.720,2.060
2,3:54,1,20,TAM 47,3,7,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Omar Stoutmire),2.060,0.830
2,3:48,2,20,TAM 47,3,13,"Brad Johnson pass complete to Charles Lee for 53 yards, touchdown",0.830,7.000
2,,,,NYG 2,3,14,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,TAM 30,3,14,"Martin Gramatica kicks off 57 yards, lateral to Brian Mitchell for 23 yards (tackle by Jermaine Phillips)",0.000,0.940
2,3:37,1,10,NYG 30,3,14,"Kerry Collins pass incomplete. Penalty on Kerry Collins: Intentional Grounding, 12 yards",0.940,-1.330
2,3:23,2,22,NYG 18,3,14,Dorsey Levens right end for 2 yards (tackle by Shelton Quarles). Penalty on Visanthe Shiancoe: Offensive Holding (Declined),-1.330,-1.620
2,2:55,3,20,NYG 20,3,14,Kerry Collins pass incomplete intended for Amani Toomer,-1.620,-2.030
2,2:47,4,20,NYG 20,3,14,"Jeff Feagles punts 47 yards, fair catch by Reggie Barlow",-2.030,-1.140
2,2:37,1,10,TAM 33,3,14,Aaron Stecker left tackle for no gain (tackle by Michael Strahan and Keith Hamilton),1.140,0.590
2,2:00,2,10,TAM 33,3,14,Brad Johnson pass incomplete intended for Rickey Dudley (defended by Micheal Barrow),0.590,-0.100
2,1:56,3,10,TAM 33,3,14,Brad Johnson pass complete to Charles Lee for 4 yards (tackle by Omar Stoutmire),-0.100,-0.910
2,1:48,,,,3,14,Timeout #2 by New York Giants,0.000,-0.910
2,1:48,4,6,TAM 37,3,14,"Tom Tupa punts 35 yards, returned by Brian Mitchell for 10 yards (tackle by Vinny Ciurciu)",-0.910,-1.470
2,1:39,1,10,NYG 38,3,14,"Kerry Collins sacked by Warren Sapp for -6 yards. Kerry Collins fumbles (forced by Warren Sapp), recovered by Kerry Collins at NYG-32",1.470,0.110
2,1:10,2,16,NYG 32,3,14,Kerry Collins pass complete to Ike Hilliard for 6 yards (tackle by Ronde Barber),0.110,0.230
2,1:02,3,10,NYG 38,3,14,Kerry Collins for 22 yards (tackle by Jermaine Phillips),0.230,2.920
2,0:41,,,,3,14,Timeout #3 by New York Giants,0.000,2.920
2,0:41,1,10,TAM 40,3,14,Kerry Collins pass incomplete intended for Amani Toomer,2.920,2.370
2,0:36,2,10,TAM 40,3,14,Tiki Barber up the middle for 20 yards (tackle by Ronde Barber),2.370,4.240
2,0:18,1,10,TAM 20,3,14,Kerry Collins spiked the ball,4.240,3.690
2,0:17,2,10,TAM 20,3,14,Kerry Collins pass complete to Tiki Barber for 3 yards (tackle by Dwight Smith),3.690,3.360
2,0:11,3,7,TAM 17,3,14,"Kerry Collins sacked by Simeon Rice for -12 yards. Kerry Collins fumbles (forced by Simeon Rice), recovered by Chartric Darby at TAM-29 (tackle by Luke Petitgout)",3.360,0.000
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,3,14,"Matt Bryant kicks off 58 yards, returned by Thomas Jones for 14 yards (tackle by Darnell Dinkins)",,
3,14:55,1,10,TAM 26,3,14,Brad Johnson pass complete to Keenan McCardell for 2 yards (tackle by Micheal Barrow),0.670,0.400
3,14:19,2,8,TAM 28,3,14,Brad Johnson pass complete to Keenan McCardell for 12 yards (tackle by Dhani Jones). Penalty on Michael Strahan: Illegal Use of Hands (Declined),0.400,1.600
3,13:54,1,10,TAM 40,3,14,Brad Johnson pass complete to Keenan McCardell for 8 yards (tackle by Will Allen),1.600,2.130
3,13:19,2,2,TAM 48,3,14,"Michael Pittman up the middle for 1 yard (tackle by Micheal Barrow and Dhani Jones). Penalty on Kenyatta Walker: Offensive Holding, 10 yards (no play)",2.130,0.780
3,13:01,2,12,TAM 38,3,14,"Brad Johnson pass complete to Reggie Barlow for 13 yards (tackle by Johnnie Harris). Reggie Barlow fumbles (forced by Johnnie Harris), recovered by Michael Strahan at NYG-49 (tackle by Reggie Barlow)",0.780,-2.190
3,12:51,1,10,NYG 49,3,14,Kerry Collins pass complete to Marcellus Rivers for 18 yards (tackle by Shelton Quarles),2.190,3.380
3,12:14,1,10,TAM 33,3,14,Kerry Collins pass complete to David Tyree for 4 yards (tackle by John Lynch),3.380,3.380
3,11:34,2,6,TAM 29,3,14,Tiki Barber up the middle for no gain (tackle by John Lynch and Greg Spires),3.380,2.680
3,10:59,3,6,TAM 29,3,14,Kerry Collins pass complete to David Tyree for 11 yards (tackle by Dwight Smith),2.680,4.370
3,10:22,1,10,TAM 18,3,14,Tiki Barber right guard for -1 yards (tackle by Shelton Quarles),4.370,3.670
3,9:44,2,11,TAM 19,3,14,Kerry Collins pass incomplete intended for Ike Hilliard,3.670,2.970
3,9:32,3,11,TAM 19,3,14,Kerry Collins pass complete to Amani Toomer for 7 yards (tackle by Tim Wansley),2.970,2.710
3,9:27,4,4,TAM 12,6,14,Matt Bryant 30 yard field goal good,2.710,3.000
3,,,,NYG 30,6,14,"Matt Bryant kicks off 61 yards, returned by Thomas Jones for 17 yards (tackle by Nick Greisen)",0.000,0.670
3,9:16,1,10,TAM 26,6,14,Michael Pittman up the middle for 5 yards (tackle by Micheal Barrow and Kato Serwanga),0.670,0.810
3,8:32,2,5,TAM 31,6,14,Brad Johnson pass complete to Joe Jurevicius for 22 yards (tackle by Dhani Jones),0.810,2.460
3,7:59,1,10,NYG 47,6,14,Thomas Jones left guard for 3 yards (tackle by Keith Hamilton and Keith Washington),2.460,2.320
3,7:12,,,,6,14,Timeout #1 by Tampa Bay Buccaneers,0.000,2.320
3,7:12,2,7,NYG 44,6,14,Brad Johnson pass complete to Michael Pittman for 23 yards (tackle by Johnnie Harris),2.320,4.170
3,6:28,1,10,NYG 21,6,14,Michael Pittman up the middle for 9 yards (tackle by Ryan Clark),4.170,5.160
3,5:49,2,1,NYG 12,6,14,Michael Pittman left guard for 1 yard (tackle by Keith Washington and Brandon Short),5.160,4.840
3,5:08,1,10,NYG 11,6,14,Thomas Jones up the middle for 1 yard (tackle by Cornelius Griffin),4.840,4.320
3,4:31,2,9,NYG 10,6,14,Brad Johnson pass complete to Keenan McCardell for 7 yards (tackle by Micheal Barrow),4.320,4.890
3,3:57,3,2,NYG 3,6,14,Brad Johnson pass incomplete intended for Keenan McCardell,4.890,3.050
3,3:49,4,2,NYG 3,6,17,Martin Gramatica 21 yard field goal good,3.050,3.000
3,,,,TAM 30,6,17,"Martin Gramatica kicks off 60 yards, returned by Delvin Joyce for 36 yards (tackle by Corey Ivy)",0.000,1.990
3,3:36,1,10,NYG 46,6,17,Kerry Collins pass complete to Tiki Barber for 11 yards (tackle by Ellis Wyms),1.990,2.720
3,2:59,1,10,TAM 43,6,17,Tiki Barber up the middle for 12 yards (tackle by Dwight Smith),2.720,3.510
3,2:21,1,10,TAM 31,6,17,Kerry Collins pass incomplete intended for Ike Hilliard is intercepted by Dwight Smith at TAM-0,3.510,-0.280
3,2:11,1,10,TAM 20,6,17,Michael Pittman up the middle for 8 yards (tackle by Brandon Short and Keith Hamilton),0.280,0.810
3,1:22,2,2,TAM 28,6,17,Michael Pittman up the middle for 1 yard (tackle by Micheal Barrow and Frank Walker),0.810,0.230
3,0:43,3,1,TAM 29,6,17,Michael Pittman up the middle for 1 yard (tackle by Lance LeGree),0.230,0.940
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 30,6,17,Brad Johnson pass complete to Charles Lee for 20 yards (tackle by Frank Walker),0.940,2.260
4,14:37,1,10,TAM 50,6,17,"Brad Johnson pass incomplete intended for Michael Pittman (defended by Osi Umenyiora). Penalty on Kenyatta Walker: Illegal Touch Pass, 5 yards (no play)",2.260,1.930
4,14:32,1,15,TAM 45,6,17,Thomas Jones left tackle for 5 yards (tackle by Omar Stoutmire and Will Allen),1.930,1.710
4,13:37,2,10,TAM 50,6,17,"Penalty on Keenan McCardell: False Start, 5 yards (no play)",1.710,1.040
4,13:24,2,15,TAM 45,6,17,Michael Pittman left end for 2 yards (tackle by Micheal Barrow),1.040,0.630
4,12:54,3,13,TAM 47,12,17,"Brad Johnson pass incomplete intended for Joe Jurevicius is intercepted by Frank Walker at NYG-44 and returned for 56 yards, touchdown",0.630,-7.000
4,,,,TAM 2,13,17,Matt Bryant kicks extra point good,0.000,0.000
4,,,,NYG 30,13,17,"Matt Bryant kicks off 59 yards, returned by Reggie Barlow for 18 yards (tackle by Wesly Mallard)",0.000,0.870
4,12:33,1,10,TAM 29,13,17,Michael Pittman left end for 3 yards (tackle by Cornelius Griffin),0.870,0.730
4,11:56,2,7,TAM 32,13,17,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Will Allen),0.730,0.830
4,11:24,3,1,TAM 38,13,17,"Brad Johnson pass incomplete intended for Rickey Dudley (defended by Omar Stoutmire). Penalty on Frank Ferrara: Roughing the Passer, 15 yards, Penalty on Will Allen: Defensive Holding (Declined) (no play)",0.830,2.460
4,11:17,1,10,NYG 47,13,17,"Thomas Jones right end for 2 yards (tackle by Frank Walker). Penalty on Thomas Jones: Taunting, 15 yards",2.460,0.160
4,10:50,2,23,TAM 40,13,17,"Brad Johnson for no gain. Brad Johnson fumbles, recovered by Brad Johnson at TAM-TB",0.160,-1.290
4,10:35,3,29,TAM 34,13,17,Michael Pittman right tackle for 3 yards (tackle by Michael Strahan and Dhani Jones),-1.290,-0.910
4,9:38,4,26,TAM 37,13,17,"Tom Tupa punts 38 yards, returned by Delvin Joyce for 8 yards (tackle by Corey Ivy)",-0.910,-1.140
4,9:26,1,10,NYG 33,13,17,Kerry Collins pass incomplete intended for Amani Toomer,1.140,0.590
,,,,,,,"TAM challenged the ruling, and the original play was overturned.",,
4,9:07,2,10,NYG 33,13,17,Kerry Collins pass complete to Amani Toomer for 9 yards (tackle by Tim Wansley),0.590,1.090
4,8:44,3,1,NYG 42,13,17,"Tiki Barber up the middle for no gain (tackle by Warren Sapp). Tiki Barber fumbles (forced by Warren Sapp), recovered by Tiki Barber at NYG-42",1.090,-0.590
4,7:53,4,1,NYG 42,13,17,"Jeff Feagles punts 44 yards, fair catch by Reggie Barlow",-0.590,0.280
4,7:44,1,10,TAM 14,13,17,Michael Pittman up the middle for 4 yards (tackle by Micheal Barrow and Cornelius Griffin),-0.280,-0.210
4,7:08,2,6,TAM 18,13,17,Brad Johnson pass complete to Joe Jurevicius for 10 yards (tackle by Frank Walker),-0.210,0.810
4,6:35,1,10,TAM 28,13,17,"Brad Johnson pass complete to Charles Lee for 5 yards (tackle by Brandon Short). Penalty on Brandon Short: Face Mask (5 Yards), 5 yards",0.810,1.470
4,6:09,1,10,TAM 38,13,17,Michael Pittman up the middle for 3 yards (tackle by Keith Hamilton),1.470,1.330
4,5:26,2,7,TAM 41,13,17,Brad Johnson pass complete to Keenan McCardell for 7 yards (tackle by Will Allen),1.330,2.130
4,4:57,1,10,TAM 48,13,17,Michael Pittman up the middle for 2 yards (tackle by Brandon Short),2.130,1.850
4,4:11,2,8,TAM 50,13,17,Brad Johnson pass incomplete intended for Charles Lee,1.850,1.160
4,4:05,3,8,TAM 50,13,17,Brad Johnson pass incomplete intended for Michael Pittman,1.160,-0.060
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
4,3:56,4,8,TAM 50,13,17,Tom Tupa punts 29 yards,-0.060,-0.340
4,3:43,1,10,NYG 21,13,17,"Kerry Collins pass incomplete intended for David Tyree is intercepted by John Lynch at tm_-50 and returned for 18 yards (tackle by David Diehl). John Lynch fumbles (forced by David Diehl), recovered by John Lynch at NYG-32",0.340,-3.450
4,3:30,1,10,NYG 32,13,17,Aaron Stecker left end for 11 yards (tackle by Ryan Clark),3.450,4.170
4,2:41,1,10,NYG 21,13,17,Michael Pittman right end for 7 yards (tackle by Omar Stoutmire),4.170,4.740
4,2:33,,,,13,17,Timeout #1 by New York Giants,0.000,4.740
4,2:33,2,3,NYG 14,13,17,Aaron Stecker right end for 2 yards (tackle by Micheal Barrow),4.740,4.490
4,2:26,,,,13,17,Timeout #2 by New York Giants,0.000,4.490
4,2:26,3,1,NYG 12,13,17,Michael Pittman right tackle for no gain (tackle by Keith Hamilton),4.490,2.780
4,2:19,,,,13,17,Timeout #2 by Tampa Bay Buccaneers,0.000,2.780
4,2:19,4,1,NYG 12,13,17,Michael Pittman up the middle for no gain (tackle by Cornelius Griffin),2.780,0.350
4,2:15,1,10,NYG 12,13,17,Kerry Collins pass incomplete intended for Ike Hilliard,-0.350,-0.780
4,2:09,2,10,NYG 12,13,17,Kerry Collins pass incomplete intended for Ike Hilliard,-0.780,-1.420
4,2:04,3,10,NYG 12,13,17,Kerry Collins sacked by Warren Sapp for -9 yards. Penalty on Wayne Lucier: Chop Block (Declined),-1.420,-2.490
4,1:59,,,,13,17,Timeout #3 by New York Giants,0.000,-2.490
4,1:59,4,19,NYG 3,13,19,"Jeff Feagles for no gain. Jeff Feagles fumbles, safety",-2.490,-2.000
4,,,,NYG 20,13,19,"Matt Bryant kicks onside 9 yards, recovered by Ken Dilger. Penalty on NYG: Offside on Free Kick (Declined)",0.000,3.640
4,1:56,1,10,NYG 29,13,19,Brad Johnson for -1 yards,3.640,2.970
4,1:13,2,11,NYG 30,13,19,Brad Johnson for -2 yards,2.970,2.020
4,0:33,3,13,NYG 32,13,19,Brad Johnson for -1 yards,2.020,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
