Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
1,1:26,2,8,ARI 43,0,3,Eli Manning pass complete short right to Domenik Hixon for 4 yards (tackle by Chike Okeafor),2.310,2.150
1,0:45,3,4,ARI 39,0,3,Eli Manning pass complete short right to Steve Smith for 3 yards (tackle by Aaron Francisco),2.150,0.890
1,0:01,4,1,ARI 36,0,3,Derrick Ward right tackle for 1 yard (tackle by Chike Okeafor),0.890,3.250
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 35,0,3,Derrick Ward left tackle for 12 yards (tackle by Aaron Francisco),3.250,4.040
2,14:25,1,10,ARI 23,0,3,Eli Manning pass complete short left to Derrick Ward for 8 yards (tackle by Eric Green),4.040,4.750
2,13:54,2,2,ARI 15,0,3,Derrick Ward left tackle for -1 yards (tackle by Adrian Wilson),4.750,3.850
2,13:12,3,3,ARI 16,0,3,Eli Manning pass complete short right to Sinorice Moss for 12 yards (tackle by Aaron Francisco),3.850,6.280
2,12:24,1,4,ARI 4,0,3,Eli Manning pass complete short left to Steve Smith for 3 yards (tackle by Karlos Dansby),6.280,5.910
2,11:46,2,1,ARI 1,6,3,"Derrick Ward up the middle for 1 yard, touchdown",5.910,7.000
2,11:46,,,ARI 2,7,3,John Carney kicks extra point good,0.000,0.000
2,11:38,,,NYG 30,7,3,"John Carney kicks off 67 yards, returned by J.J. Arrington for 55 yards (tackle by Kevin Dockery)",0.000,2.790
2,11:28,1,10,NYG 42,7,3,Tim Hightower left tackle for 2 yards (tackle by Danny Clark),2.790,2.510
2,10:50,2,8,NYG 40,7,3,Kurt Warner pass complete short left to Larry Fitzgerald for 14 yards (tackle by Fred Robbins),2.510,3.840
2,10:11,1,10,NYG 26,7,3,Tim Hightower right tackle for 3 yards (tackle by Antonio Pierce),3.840,3.700
2,9:27,2,7,NYG 23,7,3,Kurt Warner pass incomplete short right intended for Jerheme Urban (defended by Kenny Phillips),3.700,3.010
2,9:23,3,7,NYG 23,7,3,Kurt Warner pass complete short left to Steve Breaston for 11 yards (tackle by Aaron Ross),3.010,4.780
2,8:40,1,10,NYG 12,7,3,Kurt Warner pass complete short middle to Anquan Boldin for 8 yards (tackle by Antonio Pierce),4.780,5.600
2,7:55,2,2,NYG 4,7,9,"Tim Hightower left tackle for 4 yards, touchdown",5.600,7.000
2,7:55,,,,7,9,"Two Point Attempt: Dirk Johnson pass incomplete intended for Calais Campbell, conversion fails",1.000,-1.000
2,7:51,,,ARI 30,7,9,"Neil Rackers kicks off 71 yards, returned by Ahmad Bradshaw for 22 yards (tackle by Tim Castille). Penalty on Matt Ware: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,7:51,,,ARI 25,7,9,"Neil Rackers kicks off 75 yards, returned by Domenik Hixon for 83 yards (tackle by Antrel Rolle)",0.000,4.440
2,7:33,1,10,ARI 17,7,9,Ahmad Bradshaw left end for 2 yards (tackle by Adrian Wilson),4.440,4.150
2,7:07,2,8,ARI 15,7,9,Eli Manning pass incomplete short right intended for Kevin Boss (defended by Eric Green),4.150,3.340
2,7:01,3,8,ARI 15,7,9,Eli Manning pass incomplete short right intended for Domenik Hixon (defended by Dominique Rodgers-Cromartie),3.340,2.440
2,6:56,4,8,ARI 15,10,9,"John Carney 33 yard field goal good. Penalty on Shaun O'Hara: Unnecessary Roughness, 15 yards",2.440,3.000
2,6:51,,,NYG 15,10,9,"John Carney kicks off 63 yards, returned by J.J. Arrington for 27 yards (tackle by Chase Blackburn)",0.000,2.190
2,6:46,1,10,ARI 49,10,9,Kurt Warner pass complete deep middle to Jerheme Urban for 32 yards (tackle by Kenny Phillips),2.190,4.310
2,6:13,1,10,NYG 19,10,9,Kurt Warner pass complete short middle to J.J. Arrington for 11 yards (tackle by James Butler),4.310,5.370
2,5:32,1,8,NYG 8,10,9,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Kenny Phillips),5.370,4.570
2,5:26,2,8,NYG 8,10,9,Tim Hightower left tackle for 4 yards (tackle by Danny Clark),4.570,4.490
2,4:39,3,4,NYG 4,10,9,Kurt Warner pass complete short left to Anquan Boldin for 2 yards (tackle by Dave Tollefson),4.490,3.250
2,3:52,4,2,NYG 2,10,12,Neil Rackers 20 yard field goal good,3.250,3.000
2,3:49,,,ARI 30,10,12,"Neil Rackers kicks off 70 yards, returned by Domenik Hixon for 68 yards (tackle by Jerheme Urban)",0.000,3.450
2,3:39,1,10,ARI 32,10,12,Eli Manning pass complete short left to Derrick Ward for 9 yards (tackle by Karlos Dansby),3.450,4.120
2,3:01,2,1,ARI 23,10,12,"Derrick Ward left tackle for no gain (tackle by Antrel Rolle). Penalty on Adrian Wilson: Personal Foul (Offsetting), Penalty on Amani Toomer: Personal Foul (Offsetting)",4.120,3.400
2,2:36,3,1,ARI 23,10,12,Eli Manning pass complete short right to Kevin Boss for 8 yards (tackle by Antrel Rolle),3.400,4.580
2,2:00,1,10,ARI 15,10,12,Eli Manning pass incomplete short right intended for Amani Toomer,4.580,3.950
2,1:56,2,10,ARI 15,10,12,Derrick Ward up the middle for 3 yards (tackle by Adrian Wilson),3.950,3.580
2,1:15,3,7,ARI 12,16,12,"Eli Manning pass complete short right to Amani Toomer for 12 yards, touchdown",3.580,7.000
2,1:15,,,ARI 2,17,12,John Carney kicks extra point good,0.000,0.000
2,1:08,,,NYG 30,17,12,"John Carney kicks off 63 yards, returned by J.J. Arrington for 27 yards (tackle by Terrell Thomas)",0.000,1.200
2,1:03,1,10,ARI 34,17,12,Kurt Warner pass incomplete short left intended for J.J. Arrington,1.200,0.660
2,0:59,2,10,ARI 34,17,12,Kurt Warner pass incomplete short right intended for J.J. Arrington,0.660,-0.030
2,0:55,3,10,ARI 34,17,12,Kurt Warner pass complete short left to Jerheme Urban for 9 yards (tackle by Michael Johnson),-0.030,-0.520
2,0:31,,,,17,12,Timeout #2 by New York Giants,0.000,-0.520
2,0:31,4,1,ARI 43,17,12,"Dirk Johnson punts 48 yards, fair catch by Domenik Hixon",-0.520,0.380
2,0:24,1,10,NYG 9,17,12,Eli Manning kneels for -1 yards,-0.380,-0.850
2,0:21,,,,17,12,Timeout #1 by Arizona Cardinals,0.000,-0.850
2,0:21,2,11,NYG 8,17,12,Derrick Ward up the middle for 1 yard (tackle by Antonio Smith),-0.850,-1.420
2,0:17,,,,17,12,Timeout #2 by Arizona Cardinals,0.000,-1.420
2,0:17,3,10,NYG 9,17,12,Derrick Ward up the middle for 5 yards (tackle by Karlos Dansby and Travis LaBoy),-1.420,-2.470
2,0:12,,,,17,12,Timeout #3 by Arizona Cardinals,0.000,-2.470
2,0:11,4,5,NYG 14,17,12,"Jeff Feagles punts 44 yards, fair catch by Steve Breaston",-2.470,0.000
2,0:05,,,,17,12,Neil Rackers 68 yard field goal no good,0.000,1.800
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,17,12,"John Carney kicks off 65 yards, returned by J.J. Arrington for 19 yards (tackle by R.W. McQuarters)",0.000,0.540
3,14:55,1,10,ARI 24,17,12,Kurt Warner pass complete short right to Steve Breaston for 4 yards (tackle by Kenny Phillips),0.540,0.540
3,14:18,2,6,ARI 28,17,12,Kurt Warner pass incomplete short left intended for Anquan Boldin,0.540,-0.160
3,14:13,3,6,ARI 28,17,12,Kurt Warner pass complete short right to Jerheme Urban for 14 yards (tackle by Kenny Phillips),-0.160,1.730
3,13:31,1,10,ARI 42,17,12,Tim Hightower left tackle for 1 yard (tackle by Chase Blackburn),1.730,1.320
3,12:54,2,9,ARI 43,17,12,Kurt Warner pass incomplete deep right intended for Steve Breaston,1.320,0.630
3,12:47,3,9,ARI 43,17,12,"Kurt Warner sacked by Justin Tuck for -3 yards. Kurt Warner fumbles (forced by Justin Tuck), recovered by Mathias Kiwanuka at ARI-40 (tackle by Lyle Sendlein)",0.630,-2.920
3,12:39,1,10,ARI 40,17,12,Eli Manning pass complete short right to Amani Toomer for 9 yards (tackle by Eric Green),2.920,3.590
3,12:04,2,1,ARI 31,17,12,Derrick Ward right tackle for -1 yards (tackle by Karlos Dansby),3.590,2.740
3,11:25,3,2,ARI 32,17,12,Eli Manning pass complete deep right to Steve Smith for 30 yards (tackle by Eric Green),2.740,6.740
3,10:41,1,2,ARI 2,23,12,"Eli Manning pass complete short left to Madison Hedgecock for 2 yards, touchdown",6.740,7.000
3,10:41,,,ARI 2,24,12,John Carney kicks extra point good,0.000,0.000
3,10:35,,,NYG 30,24,12,"John Carney kicks off 60 yards, returned by J.J. Arrington for 24 yards (tackle by Bryan Kehl)",0.000,1.200
3,10:30,1,10,ARI 34,24,12,Kurt Warner pass complete short right to Larry Fitzgerald for 16 yards (tackle by Corey Webster),1.200,2.260
3,9:55,1,10,,24,12,Kurt Warner pass complete short left to Larry Fitzgerald for 18 yards (tackle by Corey Webster),2.260,3.450
3,9:15,1,10,NYG 32,24,12,Kurt Warner pass incomplete short left intended for Anquan Boldin,3.450,2.900
3,9:10,2,10,NYG 32,24,12,Kurt Warner pass incomplete short middle intended for Larry Fitzgerald (defended by James Butler),2.900,2.210
3,9:05,3,10,NYG 32,24,12,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at NYG-39",2.210,0.660
3,8:31,4,17,NYG 39,24,12,"Dirk Johnson punts 28 yards (tackle by Pago Togafau). Penalty on Reuben Droughns: Illegal Block Above the Waist, 10 yards",0.660,0.140
3,8:20,1,10,NYG 16,24,12,Eli Manning pass complete short left to Sinorice Moss for 8 yards (tackle by Dominique Rodgers-Cromartie),-0.140,0.550
3,7:48,2,2,NYG 24,24,12,Derrick Ward right tackle for 4 yards (tackle by Chike Okeafor and Adrian Wilson),0.550,0.810
3,7:04,1,10,NYG 28,24,12,Eli Manning pass incomplete deep left intended for Steve Smith,0.810,0.260
3,6:57,2,10,NYG 28,24,12,Derrick Ward left tackle for 2 yards (tackle by Karlos Dansby),0.260,-0.160
3,6:14,3,8,NYG 30,24,12,Eli Manning pass complete short right to Kevin Boss for 2 yards (tackle by Aaron Francisco),-0.160,-1.240
3,5:39,4,6,NYG 32,24,12,"Jeff Feagles punts 45 yards, returned by Steve Breaston for -4 yards (tackle by Terrell Thomas). Penalty on Matt Ware: Illegal Block Above the Waist, 9 yards",-1.240,0.380
3,5:29,1,10,ARI 10,24,12,Kurt Warner pass incomplete deep right intended for Anquan Boldin,-0.380,-0.780
3,5:24,2,10,ARI 10,24,12,Tim Hightower up the middle for 5 yards (tackle by Kenny Phillips and Terrell Thomas),-0.780,-0.840
3,4:45,3,5,ARI 15,24,12,"Kurt Warner pass incomplete deep left intended for Larry Fitzgerald. Penalty on Aaron Ross: Defensive Pass Interference, 21 yards (no play)",-0.840,1.330
3,4:40,1,10,ARI 36,24,12,Kurt Warner pass incomplete short right intended for Tim Hightower,1.330,0.790
3,4:35,2,10,ARI 36,24,12,Kurt Warner pass complete short right to Steve Breaston for 12 yards (tackle by Aaron Ross),0.790,2.130
3,4:07,1,10,ARI 48,24,12,Kurt Warner pass complete short right to J.J. Arrington for 11 yards (tackle by Terrell Thomas). Penalty on Michael Johnson: Illegal Contact (Declined),2.130,2.850
3,3:45,1,10,NYG 41,24,12,"Kurt Warner pass complete short left to Jerheme Urban for 5 yards (tackle by James Butler). Penalty on Aaron Ross: Illegal Use of Hands, 5 yards",2.850,3.510
3,3:24,1,10,NYG 31,24,12,Kurt Warner pass incomplete deep left intended for Steve Breaston (defended by Aaron Ross),3.510,2.970
3,3:18,2,10,NYG 31,24,12,Kurt Warner pass complete short right to Anquan Boldin for 11 yards (tackle by Terrell Thomas),2.970,4.240
3,2:52,1,10,NYG 20,24,12,Steve Breaston left end for 4 yards (tackle by Kenny Phillips and Terrell Thomas),4.240,4.280
3,2:10,2,6,NYG 16,24,12,Anquan Boldin right tackle for -1 yards (tackle by Justin Tuck and Chase Blackburn),4.280,3.360
3,1:26,3,7,NYG 17,24,12,Kurt Warner pass complete short right to Anquan Boldin for 15 yards (tackle by Terrell Thomas),3.360,6.740
3,0:57,,,,24,12,Timeout #1 by Arizona Cardinals,0.000,6.740
3,0:57,1,2,NYG 2,24,12,"Kurt Warner pass incomplete short right intended for Larry Fitzgerald. Penalty on Aaron Ross: Defensive Pass Interference, 1 yards (no play)",6.740,6.970
3,0:53,1,1,NYG 1,24,18,"Tim Hightower up the middle for 1 yard, touchdown",6.970,7.000
3,0:53,,,NYG 2,24,19,Neil Rackers kicks extra point good,0.000,0.000
3,0:49,,,ARI 30,24,19,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,0:49,1,10,NYG 20,24,19,Eli Manning pass complete short left to Domenik Hixon for 9 yards (tackle by Antrel Rolle),0.280,0.950
3,0:09,2,1,NYG 29,24,19,Derrick Ward right tackle for no gain (tackle by Gabe Watson and Karlos Dansby),0.950,0.230
Quarter,Time,Down,ToGo,Location,NYG,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NYG 29,24,19,Derrick Ward right end for 6 yards (tackle by Dominique Rodgers-Cromartie),0.230,1.270
4,14:33,1,10,NYG 35,24,19,Eli Manning pass complete deep left to Kevin Boss for 28 yards (tackle by Antrel Rolle),1.270,3.120
4,14:04,1,10,ARI 37,24,19,Eli Manning pass complete short right to Amani Toomer for 5 yards (tackle by Eric Green),3.120,3.250
4,13:26,2,5,ARI 32,24,19,Eli Manning pass incomplete short right intended for Domenik Hixon (defended by Dominique Rodgers-Cromartie),3.250,2.540
4,13:21,3,5,ARI 32,24,19,Eli Manning pass complete short middle to Steve Smith for 9 yards (tackle by Karlos Dansby),2.540,4.040
4,12:45,1,10,ARI 23,24,19,Derrick Ward left end for 8 yards (tackle by Eric Green),4.040,4.750
4,12:03,2,2,ARI 15,24,19,Eli Manning pass complete short middle to Derrick Ward for 5 yards (tackle by Bryan Robinson),4.750,4.910
4,11:20,1,10,ARI 10,30,19,"Eli Manning pass complete short left to Kevin Boss for 10 yards, touchdown",4.910,7.000
4,11:20,,,ARI 2,31,19,John Carney kicks extra point good,0.000,0.000
4,11:15,,,NYG 30,31,19,"John Carney kicks off 65 yards, returned by J.J. Arrington for 18 yards (tackle by DJ Ware)",0.000,0.480
4,11:10,1,10,ARI 23,31,19,Kurt Warner pass complete short left to Anquan Boldin for 3 yards (tackle by James Butler),0.480,0.340
4,10:39,2,7,ARI 26,31,19,Kurt Warner pass incomplete deep middle intended for Steve Breaston is intercepted by Terrell Thomas at ARI-42 and returned for 13 yards (tackle by Steve Breaston),0.340,-3.640
4,10:30,1,10,ARI 29,31,19,Ahmad Bradshaw right tackle for 2 yards (tackle by Antonio Smith),3.640,3.370
4,9:52,2,8,ARI 27,31,19,"Eli Manning pass incomplete deep left intended for Kevin Boss (defended by Eric Green). Penalty on Shaun O'Hara: Offensive Holding, 10 yards (no play)",3.370,2.020
4,9:46,2,18,ARI 37,31,19,Eli Manning pass complete short left to Domenik Hixon for 7 yards (tackle by Adrian Wilson),2.020,2.280
4,9:10,,,,31,19,Timeout #1 by New York Giants,0.000,2.280
4,9:10,3,11,ARI 30,31,19,Eli Manning pass complete short left to Domenik Hixon for 12 yards (tackle by Matt Ware),2.280,4.370
4,8:27,1,10,ARI 18,31,19,Ahmad Bradshaw left end for 3 yards (tackle by Chike Okeafor),4.370,4.250
4,7:45,2,7,ARI 15,31,19,Ahmad Bradshaw right tackle for 2 yards (tackle by Darnell Dockett),4.250,3.820
4,7:04,3,5,ARI 13,31,19,Eli Manning pass complete short left to Amani Toomer for 4 yards (tackle by Dominique Rodgers-Cromartie),3.820,2.980
4,6:22,4,1,ARI 9,34,19,John Carney 27 yard field goal good,2.980,3.000
4,6:17,,,NYG 30,34,19,"John Carney kicks off 62 yards, returned by J.J. Arrington for 40 yards (tackle by Kevin Dockery)",0.000,2.130
4,6:05,1,10,ARI 48,34,19,Kurt Warner pass incomplete short right intended for Anquan Boldin,2.130,1.580
4,5:58,2,10,ARI 48,34,19,Kurt Warner pass complete short left to Anquan Boldin for 15 yards (tackle by James Butler),1.580,3.120
4,5:27,1,10,NYG 37,34,19,Kurt Warner pass complete deep right to Steve Breaston for 32 yards (tackle by Kenny Phillips),3.120,6.060
4,4:51,1,5,NYG 5,34,19,Kurt Warner pass complete short left to Anquan Boldin for no gain,6.060,5.150
4,4:10,2,5,NYG 5,34,19,Kurt Warner pass incomplete short left intended for Anquan Boldin (defended by Corey Webster),5.150,4.260
4,4:07,3,5,NYG 5,34,25,"Kurt Warner pass complete short left to Anquan Boldin for 5 yards, touchdown",4.260,7.000
4,4:07,,,NYG 2,34,26,Neil Rackers kicks extra point good,0.000,0.000
4,4:02,,,ARI 30,34,26,"Neil Rackers kicks onside 16 yards, recovered by Chase Blackburn",0.000,2.520
4,3:52,1,10,ARI 46,34,26,Eli Manning pass complete short left to Domenik Hixon for 8 yards (tackle by Bertrand Berry),2.520,3.060
4,3:23,2,2,ARI 38,34,26,Derrick Ward left tackle for 13 yards (tackle by Antrel Rolle),3.060,3.910
4,2:37,1,10,ARI 25,34,26,"Penalty on Kevin Boss: False Start, 5 yards (no play)",3.910,3.580
4,2:37,1,15,ARI 30,34,26,Eli Manning pass complete short right to Madison Hedgecock for 8 yards (tackle by Karlos Dansby),3.580,3.770
4,2:29,,,,34,26,Timeout #2 by Arizona Cardinals,0.000,3.770
4,2:29,2,7,ARI 22,34,26,Derrick Ward right end for no gain (tackle by Gerald Hayes),3.770,3.070
4,2:24,,,,34,26,Timeout #3 by Arizona Cardinals,0.000,3.070
4,2:24,3,7,ARI 22,34,26,Derrick Ward up the middle for 6 yards (tackle by Darnell Dockett),3.070,2.530
4,2:00,4,1,ARI 16,37,26,John Carney 33 yard field goal good,2.530,3.000
4,1:55,,,NYG 30,37,26,"John Carney kicks off 61 yards, returned by J.J. Arrington for 22 yards (tackle by R.W. McQuarters)",0.000,1.000
4,1:48,1,10,ARI 31,37,26,Kurt Warner pass complete short left to Anquan Boldin for 12 yards (tackle by Corey Webster),1.000,1.800
4,1:20,1,10,ARI 43,37,26,Kurt Warner pass complete short left to Larry Fitzgerald for 8 yards (tackle by Terrell Thomas),1.800,2.330
4,1:03,2,2,NYG 49,37,26,Kurt Warner spiked the ball,2.330,1.620
4,0:59,3,2,NYG 49,37,26,Kurt Warner pass complete short middle to Jerheme Urban for 9 yards (tackle by Antonio Pierce),1.620,2.920
4,0:48,1,10,NYG 40,37,26,Kurt Warner spiked the ball,2.920,2.370
4,0:46,2,10,NYG 40,37,26,Kurt Warner pass complete short right to J.J. Arrington for 4 yards (tackle by Aaron Ross),2.370,2.210
4,0:42,3,6,NYG 36,37,26,Kurt Warner pass complete short left to Steve Breaston for 10 yards (tackle by Kevin Dockery),2.210,3.840
4,0:42,1,10,NYG 26,37,29,Neil Rackers 44 yard field goal good,3.840,3.000
4,0:31,,,ARI 30,37,29,"Neil Rackers kicks onside 12 yards, recovered by Steve Smith",0.000,2.790
4,0:31,1,10,ARI 42,37,29,Eli Manning kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
