Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
1,8:14,2,5,MIN 5,7,6,"Devin Singletary right tackle for 5 yards, touchdown",5.150,7.000
1,8:10,,,MIN 15,7,7,Tyler Bass kicks extra point good,0.000,0.000
1,8:10,,,BUF 35,7,7,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,8:10,1,10,MIN 25,7,7,"Kirk Cousins aborted snap, recovered by Dalvin Cook at MIN-20 (tackle by A.J. Epenesa)",0.610,-0.610
1,7:32,2,15,MIN 20,7,7,Kirk Cousins pass complete short right to Justin Jefferson for 4 yards (tackle by Christian Benford and Tremaine Edmunds),-0.610,-0.760
1,7:07,3,11,MIN 24,7,7,Kirk Cousins pass complete short left to Dalvin Cook for 10 yards (tackle by Jordan Phillips),-0.760,-1.110
1,6:25,4,1,MIN 34,7,7,"Ryan Wright punts 44 yards, returned by Nyheim Hines for 8 yards (tackle by Andrew DePaola and Theo Jackson)",-1.110,-0.940
1,6:13,1,10,BUF 30,7,7,Josh Allen pass complete deep left to Gabriel Davis for 19 yards (tackle by Akayleb Evans),0.940,2.190
1,5:30,1,10,BUF 49,7,7,James Cook left end for -1 yards (tackle by Akayleb Evans),2.190,1.510
1,4:54,2,11,BUF 48,7,7,Devin Singletary left guard for 8 yards (tackle by Eric Kendricks),1.510,1.880
1,4:19,3,3,MIN 44,7,7,Josh Allen pass complete short right to Isaiah McKenzie for 8 yards,1.880,3.180
1,3:42,1,10,MIN 36,7,7,Josh Allen pass complete deep right to Stefon Diggs for 16 yards,3.180,4.240
1,3:13,1,10,MIN 20,7,7,Devin Singletary left tackle for -1 yards (tackle by Jonathan Bullard and James Lynch),4.240,3.560
1,2:38,2,11,MIN 21,7,7,Josh Allen pass incomplete deep middle intended for Gabriel Davis,3.560,2.870
1,2:34,3,11,MIN 21,7,7,Josh Allen scrambles up the middle for 12 yards (tackle by Harrison Smith and Chandon Sullivan),2.870,5.140
1,1:48,1,9,MIN 9,7,7,James Cook right end for 8 yards (tackle by Jordan Hicks),5.140,5.910
1,1:08,2,1,MIN 1,7,13,"Devin Singletary right end for 1 yard, touchdown",5.910,7.000
1,1:04,,,MIN 15,7,14,Tyler Bass kicks extra point good,0.000,0.000
1,1:04,,,BUF 35,7,14,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,1:04,1,10,MIN 25,7,14,Dalvin Cook right tackle for 11 yards (tackle by Damar Hamlin),0.610,1.330
1,0:32,1,10,MIN 36,7,14,Kirk Cousins pass deep middle intended for K.J. Osborn is intercepted by Christian Benford at BUF-38 and returned for 35 yards (tackle by Dalvin Cook),1.330,-3.780
1,0:18,1,10,MIN 27,7,14,Josh Allen pass complete short left to Nyheim Hines for 9 yards (tackle by Jordan Hicks),3.780,4.530
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,MIN 18,7,14,James Cook left guard for no gain (tackle by James Lynch),4.530,3.840
2,14:21,3,1,MIN 18,7,14,Duke Johnson up the middle for 4 yards (tackle by James Lynch),3.840,4.650
2,13:44,1,10,MIN 14,7,14,Devin Singletary up the middle for -1 yards (tackle by James Lynch),4.650,3.850
2,13:10,2,11,MIN 15,7,14,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Za'Darius Smith) (defended by Jordan Hicks),3.850,3.060
2,13:02,3,11,MIN 15,7,14,Josh Allen pass incomplete short left intended for Devin Singletary,3.060,2.440
2,12:57,4,11,MIN 15,7,17,Tyler Bass 34 yard field goal good,2.440,3.000
2,12:53,,,BUF 35,7,17,"Tyler Bass kicks off 59 yards, returned by Kene Nwangwu for 39 yards (tackle by Tyrel Dodson and Tyler Bass)",0.000,1.930
2,12:46,1,10,MIN 45,7,17,Kirk Cousins pass complete short left to T.J. Hockenson for 2 yards (tackle by Christian Benford),1.930,1.650
2,12:07,2,8,MIN 47,7,17,Kirk Cousins scrambles right end for 1 yard (tackle by Taron Johnson),1.650,1.090
2,11:42,3,7,MIN 48,7,17,Kirk Cousins pass complete short middle to Justin Jefferson for 14 yards (tackle by Dane Jackson),1.090,3.050
2,11:03,1,10,BUF 38,7,17,Alexander Mattison right tackle for 9 yards (tackle by Tim Settle and Cameron Lewis),3.050,3.720
2,10:08,2,1,BUF 29,7,17,Alexander Mattison left guard for 7 yards (tackle by Matt Milano and Shaq Lawson),3.720,4.110
2,9:36,1,10,BUF 22,7,17,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by A.J. Epenesa),4.110,3.560
2,9:31,2,10,BUF 22,7,17,Kirk Cousins pass incomplete short right intended for T.J. Hockenson (defended by Tremaine Edmunds),3.560,2.870
2,9:27,3,10,BUF 22,7,17,Kirk Cousins pass complete deep left to K.J. Osborn for 20 yards (tackle by Damar Hamlin),2.870,6.740
2,8:47,1,2,BUF 2,7,17,Alexander Mattison left tackle for -5 yards (tackle by Matt Milano),6.740,4.760
2,8:06,2,7,BUF 7,7,17,"Kirk Cousins pass incomplete short middle intended for T.J. Hockenson. Penalty on T.J. Hockenson: Offensive Pass Interference, 10 yards (accepted) (no play)",4.760,3.240
2,8:01,2,17,BUF 17,7,17,Kirk Cousins pass complete short middle to Alexander Mattison for 8 yards (tackle by Cameron Lewis),3.240,3.360
2,7:22,3,9,BUF 9,7,17,Kirk Cousins pass incomplete short left intended for T.J. Hockenson (defended by Dane Jackson),3.360,2.830
2,7:15,4,9,BUF 9,10,17,Greg Joseph 27 yard field goal good,2.830,3.000
2,7:12,,,MIN 35,10,17,"Greg Joseph kicks off 64 yards, returned by Duke Johnson for 9 yards (tackle by Josh Metellus)",0.000,-0.380
2,7:07,1,10,BUF 10,10,17,Devin Singletary left tackle for 2 yards (tackle by D.J. Wonnum and Khyiris Tonga),-0.380,-0.630
2,6:38,2,8,BUF 12,10,17,Josh Allen pass complete short left to Gabriel Davis for 6 yards (tackle by Akayleb Evans),-0.630,-0.480
2,6:15,3,2,BUF 18,10,17,Josh Allen pass complete short right to Isaiah McKenzie for 6 yards (tackle by Chandon Sullivan),-0.480,0.540
2,5:35,1,10,BUF 24,10,17,Isaiah McKenzie right end for 18 yards (tackle by Harrison Smith),0.540,1.730
2,4:55,1,10,BUF 42,10,17,Josh Allen pass complete short right to Dawson Knox for 15 yards (tackle by Harrison Smith),1.730,2.720
2,4:09,1,10,MIN 43,10,17,Josh Allen scrambles right tackle for 9 yards (tackle by Harrison Smith),2.720,3.390
2,3:30,2,1,MIN 34,10,17,"Devin Singletary left end for 7 yards. Devin Singletary fumbles (forced by Akayleb Evans), recovered by Camryn Bynum at MIN-23 and returned for 40 yards (tackle by Josh Allen) Replay Assistant challenged the fumble ruling, and the play was upheld.",3.390,-3.120
2,3:15,1,10,BUF 37,10,17,Kirk Cousins pass complete short left to Adam Thielen for 5 yards (tackle by Tremaine Edmunds and Matt Milano),3.120,3.250
2,2:34,2,5,BUF 32,10,17,Kirk Cousins pass complete short right to K.J. Osborn for 4 yards (tackle by Taron Johnson),3.250,3.070
2,2:00,3,1,BUF 28,10,17,Kirk Cousins pass incomplete deep left intended for Justin Jefferson (defended by Christian Benford),3.070,1.720
2,1:54,4,1,BUF 28,10,17,Kirk Cousins pass incomplete short left intended for K.J. Osborn (defended by Christian Benford),1.720,-0.870
2,1:50,1,10,BUF 29,10,17,Josh Allen scrambles left guard for 25 yards (tackle by Akayleb Evans),0.870,2.520
2,1:17,1,10,MIN 46,10,17,Josh Allen pass complete short left to Stefon Diggs for 14 yards (tackle by Akayleb Evans),2.520,3.450
2,0:47,1,10,MIN 32,10,17,Josh Allen pass complete short middle to Gabriel Davis for 15 yards (tackle by Patrick Peterson),3.450,4.440
2,0:39,,,,,,Timeout #2 by Buffalo Bills,,
2,0:39,1,10,MIN 17,10,17,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Chandon Sullivan),4.440,4.890
2,0:32,2,4,MIN 11,10,23,"Josh Allen pass complete short left to Gabriel Davis for 11 yards, touchdown",4.890,7.000
2,0:28,,,MIN 15,10,24,Tyler Bass kicks extra point good,0.000,0.000
2,0:28,,,BUF 35,10,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,0:28,1,10,MIN 25,10,24,Kirk Cousins pass incomplete short right intended for K.J. Osborn,0.610,0.060
2,0:23,2,10,MIN 25,10,24,Kirk Cousins pass complete short left to Dalvin Cook for 2 yards (tackle by Tremaine Edmunds),0.060,-0.360
2,0:14,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:14,3,8,MIN 27,10,24,Kirk Cousins pass incomplete deep left intended for Adam Thielen (defended by Tremaine Edmunds),-0.360,-1.570
2,0:08,4,8,MIN 27,10,24,"Ryan Wright punts 46 yards, returned by Nyheim Hines for 4 yards (tackle by D.J. Wonnum)",-1.570,0.740
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,24,"Tyler Bass kicks off 69 yards, returned by Kene Nwangwu for 26 yards (tackle by Cameron Lewis)",0.000,0.410
3,14:55,1,10,MIN 22,10,24,Dalvin Cook right guard for 3 yards (tackle by DaQuan Jones),0.410,0.270
3,14:37,2,7,MIN 25,10,24,Kirk Cousins pass complete deep left to Justin Jefferson for 19 yards (tackle by Christian Benford),0.270,1.860
3,14:03,1,10,MIN 44,10,24,Dalvin Cook right end for 5 yards (tackle by Damar Hamlin),1.860,1.990
3,13:17,2,5,MIN 49,10,24,Kirk Cousins pass incomplete short left intended for Dalvin Cook,1.990,1.290
3,13:14,3,5,MIN 49,10,24,Kirk Cousins pass complete short left to Dalvin Cook for 15 yards (tackle by Tyrel Dodson),1.290,3.180
3,12:31,1,10,BUF 36,10,24,Kirk Cousins pass intended for Justin Jefferson is intercepted by Dane Jackson at BUF-31 and returned for 11 yards (tackle by Justin Jefferson),3.180,-1.730
3,12:22,1,10,BUF 42,10,24,"Devin Singletary for no gain (tackle by Harrison Phillips). Penalty on Spencer Brown: Offensive Holding, 10 yards (accepted) (no play)",1.730,1.070
3,11:51,1,20,BUF 32,10,24,Josh Allen pass complete short middle to Stefon Diggs for 18 yards (tackle by Camryn Bynum and Eric Kendricks),1.070,2.270
3,11:17,2,2,MIN 50,10,24,Devin Singletary up the middle for 1 yard (tackle by Eric Kendricks and Za'Darius Smith),2.270,1.690
3,10:45,3,1,MIN 49,10,24,"Josh Allen sacked by Za'Darius Smith for -13 yards. Penalty on Mitch Morse: Offensive Holding, 10 yards (declined)",1.690,-0.850
3,10:39,4,14,BUF 38,10,24,"Sam Martin punts 41 yards, returned by Jalen Reagor for 2 yards (tackle by Jake Kumerow)",-0.850,-0.480
3,10:18,1,10,MIN 23,10,24,Dalvin Cook right end for -6 yards (tackle by Dane Jackson),0.480,-1.010
3,9:40,2,16,MIN 17,10,24,Kirk Cousins pass complete short right to T.J. Hockenson for 4 yards (tackle by Matt Milano),-1.010,-1.020
3,9:04,3,12,MIN 21,10,24,Kirk Cousins pass complete deep middle to T.J. Hockenson for 16 yards (tackle by Taron Johnson),-1.020,1.400
3,8:30,1,10,MIN 37,10,24,Kirk Cousins pass complete short left to T.J. Hockenson for 6 yards (tackle by Dane Jackson),1.400,1.670
3,7:50,2,4,MIN 43,10,24,Kirk Cousins pass complete short middle to T.J. Hockenson for -1 yards (tackle by Taron Johnson and Tyrel Dodson),1.670,0.830
3,7:04,,,,,,Timeout #1 by Minnesota Vikings,,
3,7:04,3,5,MIN 42,10,24,"Kirk Cousins pass complete short middle to K.J. Osborn for no gain. Penalty on Christian Darrisaw: Offensive Holding, 10 yards (accepted) (no play)",0.830,-0.490
3,6:28,3,15,MIN 32,10,24,Kirk Cousins pass incomplete deep middle intended for K.J. Osborn,-0.490,-1.240
3,6:12,4,15,MIN 32,10,24,"Ryan Wright punts 59 yards, returned by Nyheim Hines for 13 yards (tackle by C.J. Ham and Patrick Jones). Penalty on Brian Asamoah: Ineligible Downfield Kick, 5 yards (accepted)",-1.240,-0.740
3,6:12,1,10,BUF 27,10,24,Devin Singletary left guard for no gain (tackle by Eric Kendricks),0.740,0.200
3,5:37,2,10,BUF 27,10,24,Devin Singletary left guard for 5 yards (tackle by Jordan Hicks and Khyiris Tonga),0.200,0.170
3,5:12,3,5,BUF 32,10,24,"Penalty on Za'Darius Smith: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.170,1.400
3,4:50,1,10,BUF 37,10,24,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Harrison Smith),1.400,2.130
3,4:16,1,10,BUF 48,10,24,Josh Allen pass complete short right to Dawson Knox for 22 yards (tackle by Chandon Sullivan),2.130,3.580
3,3:39,1,10,MIN 30,10,24,James Cook left end for 8 yards (tackle by Camryn Bynum),3.580,4.110
3,3:03,2,2,MIN 22,10,24,Josh Allen pass incomplete short right intended for Khalil Shakir (defended by Chandon Sullivan),4.110,3.400
3,2:54,3,2,MIN 22,10,24,Duke Johnson right guard for no gain (tackle by Harrison Phillips and Jonathan Bullard),3.400,2.120
3,2:11,4,2,MIN 22,10,24,"Penalty on Reid Ferguson: False Start, 5 yards (accepted) (no play)",2.120,1.670
3,1:56,4,7,MIN 27,10,27,Tyler Bass 45 yard field goal good,1.670,3.000
3,1:51,,,BUF 35,10,27,"Tyler Bass kicks off 67 yards, returned by Kene Nwangwu for 21 yards (tackle by Terrel Bernard)",0.000,0.150
3,1:46,1,10,MIN 19,16,27,"Dalvin Cook left tackle for 81 yards, touchdown",0.150,7.000
3,1:34,,,BUF 15,17,27,Greg Joseph kicks extra point good,0.000,0.000
3,1:34,,,MIN 35,17,27,"Greg Joseph kicks off 60 yards, returned by Duke Johnson for 21 yards (tackle by Theo Jackson and Jalen Nailor)",0.000,0.670
3,1:26,1,10,BUF 26,17,27,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Eric Kendricks),0.670,0.810
3,0:57,2,5,BUF 31,17,27,Josh Allen pass incomplete short left intended for Stefon Diggs,0.810,0.100
3,0:53,3,5,BUF 31,17,27,"Josh Allen scrambles up the middle for no gain (tackle by Za'Darius Smith). Penalty on Spencer Brown: Offensive Holding, 10 yards (accepted) (no play)",0.100,-1.220
3,0:28,3,15,BUF 21,17,27,Josh Allen pass complete deep right to Stefon Diggs for 25 yards (tackle by Harrison Smith),-1.220,1.990
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 46,17,27,Devin Singletary left guard for no gain (tackle by James Lynch),1.990,1.450
4,14:24,2,10,BUF 46,17,27,Josh Allen sacked by Danielle Hunter for -6 yards,1.450,-0.030
4,13:40,3,16,BUF 40,17,27,Josh Allen pass complete deep left to Gabriel Davis for 22 yards (tackle by Patrick Peterson),-0.030,3.050
4,12:54,1,10,MIN 38,17,27,Josh Allen pass incomplete short right,3.050,2.510
4,12:50,2,10,MIN 38,17,27,James Cook left tackle for 7 yards (tackle by Khyiris Tonga and Eric Kendricks),2.510,2.740
4,12:13,3,3,MIN 31,17,27,Josh Allen pass complete short right to Stefon Diggs for 16 yards (tackle by Andrew Booth and Camryn Bynum),2.740,4.580
4,11:28,1,10,MIN 15,17,27,Josh Allen pass complete short left to Isaiah McKenzie for 8 yards (tackle by Camryn Bynum),4.580,5.410
4,10:50,2,2,MIN 7,17,27,Josh Allen pass incomplete short middle,5.410,4.680
4,10:46,3,2,MIN 7,17,27,Josh Allen pass incomplete short middle intended for Gabriel Davis,4.680,3.000
4,10:42,4,2,MIN 7,17,27,Josh Allen pass short right intended for Dawson Knox is intercepted by Patrick Peterson in end zone and returned for 39 yards (tackle by Josh Allen),3.000,-1.200
4,10:27,1,10,MIN 34,17,27,Dalvin Cook left end for 1 yard (tackle by Von Miller and DaQuan Jones),1.200,0.790
4,9:51,2,9,MIN 35,17,27,Kirk Cousins pass incomplete short right intended for Justin Jefferson,0.790,0.100
4,9:46,3,9,MIN 35,17,27,Kirk Cousins pass complete short middle to Adam Thielen for 8 yards (tackle by Damar Hamlin),0.100,-0.520
4,9:02,,,,,,Timeout #2 by Minnesota Vikings,,
4,9:02,4,1,MIN 43,17,27,K.J. Osborn right end for 2 yards (tackle by Cameron Lewis),-0.520,1.930
4,8:21,1,10,MIN 45,17,27,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,1.930,1.380
4,8:15,2,10,MIN 45,17,27,Kirk Cousins pass complete short left to K.J. Osborn for 6 yards (tackle by Cameron Lewis),1.380,1.550
4,7:37,3,3,BUF 49,17,27,Dalvin Cook right end for -2 yards (tackle by Ed Oliver),1.550,-0.130
4,6:55,4,5,MIN 49,17,27,Kirk Cousins pass complete short left to T.J. Hockenson for 12 yards (tackle by Damar Hamlin),-0.130,2.980
4,6:17,1,10,BUF 39,17,27,Kirk Cousins pass incomplete short middle intended for Justin Jefferson,2.980,2.440
4,6:10,2,10,BUF 39,17,27,Kirk Cousins pass complete deep right to Adam Thielen for 21 yards (tackle by Cameron Lewis),2.440,4.370
4,5:27,1,10,BUF 18,17,27,Kirk Cousins scrambles up the middle for 15 yards (tackle by Christian Benford),4.370,6.510
4,4:43,1,3,BUF 3,17,27,Kirk Cousins pass incomplete short left intended for Justin Jefferson,6.510,5.530
4,4:38,2,3,BUF 3,23,27,"C.J. Ham left guard for 3 yards, touchdown",5.530,7.000
4,4:34,,,BUF 15,23,27,Greg Joseph kicks extra point no good,0.000,-1.000
4,4:34,,,MIN 35,23,27,"Greg Joseph kicks off 59 yards, returned by Duke Johnson for 22 yards (tackle by Theo Jackson and Troy Dye)",0.000,0.810
4,4:28,1,10,BUF 28,23,27,Josh Allen pass complete short left to Devin Singletary for no gain (tackle by Danielle Hunter),0.810,0.260
4,3:45,2,10,BUF 28,23,27,"Penalty on Stefon Diggs: False Start, 5 yards (accepted) (no play)",0.260,-0.410
4,3:45,2,15,BUF 23,23,27,Josh Allen pass incomplete short left intended for Stefon Diggs,-0.410,-1.090
4,3:40,3,15,BUF 23,23,27,Josh Allen pass incomplete deep left intended for Stefon Diggs (defended by Harrison Smith),-1.090,-1.830
4,3:34,4,15,BUF 23,23,27,"Sam Martin punts 53 yards, fair catch by Jalen Reagor at MIN-24",-1.830,-0.540
4,3:26,1,10,MIN 24,23,27,Kirk Cousins pass complete short right to K.J. Osborn for 5 yards,0.540,0.670
4,3:13,2,5,MIN 29,23,27,Kirk Cousins pass complete short middle to Adam Thielen for 6 yards (tackle by Damar Hamlin),0.670,1.270
4,3:05,1,10,MIN 35,23,27,Kirk Cousins sacked by Boogie Basham for -3 yards,1.270,0.320
4,2:35,2,13,MIN 32,23,27,Kirk Cousins pass incomplete short right intended for T.J. Hockenson,0.320,-0.360
4,2:21,3,13,MIN 32,23,27,Kirk Cousins sacked by Von Miller for -5 yards,-0.360,-1.570
4,2:00,4,18,MIN 27,23,27,Kirk Cousins pass complete deep right to Justin Jefferson for 32 yards (tackle by Cameron Lewis),-1.570,2.850
4,1:34,1,10,BUF 41,23,27,"Kirk Cousins pass complete short left to Adam Thielen for 9 yards (tackle by Christian Benford). Penalty on Christian Benford: Unnecessary Roughness / Defense, 15 yards (accepted)",2.850,4.440
4,1:18,1,10,BUF 17,23,27,Kirk Cousins pass complete short middle to Justin Jefferson for 14 yards (tackle by Cameron Lewis),4.440,6.510
4,1:09,,,,,,Timeout #1 by Buffalo Bills,,
4,1:09,1,3,BUF 3,23,27,Kirk Cousins up the middle for -3 yards (tackle by Jordan Phillips),6.510,4.950
4,1:05,,,,,,Timeout #2 by Buffalo Bills,,
4,1:05,2,6,BUF 6,23,27,Kirk Cousins pass incomplete short right intended for Justin Jefferson,4.950,4.040
4,0:48,3,6,BUF 6,23,27,"Kirk Cousins pass complete short middle to Justin Jefferson for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Kirk Cousins pass complete short middle to Justin Jefferson for 5 yards (tackle by Christian Benford)",4.040,3.550
4,0:57,,,,,,Timeout #3 by Buffalo Bills,,
4,0:57,4,1,BUF 1,23,27,Kirk Cousins pass incomplete short right intended for Dalvin Cook. Penalty on Jordan Phillips: Defensive Offside (accepted) (no play),3.550,3.550
4,0:50,4,1,BUF 1,23,27,"Kirk Cousins up the middle for no gain (tackle by Shaq Lawson) Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",3.550,0.380
4,0:49,1,10,BUF 1,29,27,"Josh Allen aborted snap, recovered by Eric Kendricks in end zone, touchdown Replay Assistant challenged the fumble ruling, and the play was upheld.",-0.380,-7.000
4,0:41,,,BUF 15,30,27,Greg Joseph kicks extra point good,0.000,0.000
4,0:41,,,MIN 35,30,27,"Greg Joseph kicks off 60 yards, returned by Duke Johnson for 15 yards (tackle by C.J. Ham)",0.000,0.280
4,0:36,1,10,BUF 20,30,27,Josh Allen pass complete short right to Dawson Knox for 12 yards (tackle by Chandon Sullivan and Patrick Peterson),0.280,1.070
4,0:29,1,10,BUF 32,30,27,Josh Allen pass complete short right to Dawson Knox for 8 yards (tackle by Patrick Peterson),1.070,1.610
4,0:24,2,2,BUF 40,30,27,Josh Allen pass complete deep left to Gabriel Davis for 20 yards,1.610,2.920
4,0:18,1,10,MIN 40,30,27,Josh Allen pass complete short right to Isaiah McKenzie for 15 yards (tackle by Chandon Sullivan),2.920,3.910
4,0:11,1,10,MIN 25,30,27,"Josh Allen pass incomplete deep left intended for Gabriel Davis. Penalty on Andrew Booth: Defensive Pass Interference, 14 yards (accepted) (no play)",3.910,4.840
4,0:05,1,10,MIN 11,30,30,Tyler Bass 29 yard field goal good,4.840,3.000
4,0:02,,,BUF 35,30,30,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,0:02,1,10,MIN 25,30,30,Kirk Cousins kneels for -1 yards,0.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
,,,,,,,"Vikings won the coin toss, Vikings to receive the overtime kickoff.",,
OT,10:00,,,BUF 35,30,30,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,MIN 25,30,30,Dalvin Cook left end for 10 yards (tackle by Damar Hamlin),0.610,1.270
OT,9:16,1,10,MIN 35,30,30,Dalvin Cook left end for 9 yards (tackle by Damar Hamlin and Matt Milano),1.270,1.940
OT,8:49,2,1,MIN 44,30,30,Kirk Cousins pass complete short left to Justin Jefferson for 13 yards,1.940,2.720
OT,8:18,1,10,BUF 43,30,30,"Penalty on Blake Brandel: False Start, 5 yards (accepted) (no play)",2.720,2.390
OT,8:10,1,15,BUF 48,30,30,"Kirk Cousins sacked by A.J. Epenesa for -5 yards. Kirk Cousins fumbles (forced by A.J. Epenesa), recovered by Dalvin Cook at MIN-45 and returned for 7 yards",2.390,0.560
OT,8:01,2,22,MIN 45,30,30,"Kirk Cousins pass incomplete intended for Justin Jefferson. Penalty on Christian Benford: Defensive Pass Interference, 19 yards (accepted) (no play)",0.560,3.180
OT,7:28,1,10,BUF 36,30,30,Dalvin Cook left tackle for 10 yards (tackle by Cameron Lewis and DaQuan Jones),3.180,3.840
OT,6:43,1,10,BUF 26,30,30,Kirk Cousins pass incomplete deep left intended for K.J. Osborn,3.840,3.300
OT,6:38,2,10,BUF 26,30,30,Dalvin Cook right guard for no gain (tackle by Boogie Basham and Jordan Phillips),3.300,2.610
OT,5:58,,,,,,Timeout #1 by Minnesota Vikings,,
OT,5:58,3,10,BUF 26,30,30,Kirk Cousins pass complete deep right to Justin Jefferson for 24 yards (tackle by Damar Hamlin),2.610,6.740
OT,5:13,1,2,BUF 2,30,30,Dalvin Cook right end for -3 yards (tackle by Matt Milano),6.740,5.150
OT,4:34,2,5,BUF 5,30,30,Kirk Cousins sacked by and Ed Oliver for -10 yards and Shaq Lawson for -10 yards,5.150,2.930
OT,3:51,3,15,BUF 15,30,30,Kirk Cousins pass incomplete short left intended for Adam Thielen,2.930,2.440
OT,3:45,4,15,BUF 15,33,30,Greg Joseph 33 yard field goal good,2.440,3.000
OT,3:42,,,MIN 35,33,30,"Greg Joseph kicks off 64 yards, returned by Duke Johnson for 27 yards (tackle by Duke Shelley)",0.000,0.810
OT,3:35,1,10,BUF 28,33,30,Josh Allen scrambles right guard for 18 yards (tackle by Chandon Sullivan),0.810,1.990
OT,2:57,1,10,BUF 46,33,30,Josh Allen scrambles left end for 20 yards (tackle by Eric Kendricks),1.990,3.310
OT,2:14,1,10,MIN 34,33,30,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by Andrew Booth),3.310,3.720
OT,2:00,2,3,MIN 27,33,30,Josh Allen pass complete short right to Stefon Diggs for 7 yards (tackle by Eric Kendricks),3.720,4.240
