Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Shaq Mason,G,60,100%,0,0%,7,32%
Ted Karras,C,60,100%,0,0%,7,32%
Joe Thuney,G,57,95%,0,0%,7,32%
Nate Solder,T,57,95%,0,0%,7,32%
Tom Brady,QB,57,95%,0,0%,0,0%
Brandin Cooks,WR,56,93%,0,0%,0,0%
LaAdrian Waddle,T,53,88%,0,0%,6,27%
Rob Gronkowski,TE,53,88%,0,0%,1,5%
Danny Amendola,WR,35,58%,0,0%,5,23%
Phillip Dorsett,WR,28,47%,0,0%,0,0%
Dion Lewis,RB,26,43%,0,0%,1,5%
Dwayne Allen,TE,25,42%,0,0%,1,5%
James Develin,FB,21,35%,0,0%,4,18%
Rex Burkhead,RB,19,32%,0,0%,10,45%
James White,RB,17,28%,0,0%,1,5%
Martellus Bennett,TE,17,28%,0,0%,0,0%
Cameron Fleming,T,10,17%,0,0%,7,32%
Jacob Hollister,TE,3,5%,0,0%,11,50%
Cole Croston,G,3,5%,0,0%,1,5%
Brian Hoyer,QB,3,5%,0,0%,0,0%
Devin McCourty,FS,0,0%,74,100%,1,5%
Malcolm Butler,CB,0,0%,72,97%,0,0%
Jonathan Jones,CB,0,0%,70,95%,13,59%
Patrick Chung,SS,0,0%,68,92%,9,41%
Trey Flowers,DE,0,0%,68,92%,0,0%
Kyle Van Noy,LB,0,0%,64,86%,4,18%
Stephon Gilmore,CB,0,0%,58,78%,0,0%
Deatrich Wise Jr.,DE,0,0%,45,61%,3,14%
Adam Butler,DT,0,0%,39,53%,3,14%
Elandon Roberts,LB,0,0%,39,53%,0,0%
Duron Harmon,FS,0,0%,36,49%,0,0%
Marquis Flowers,LB,0,0%,32,43%,3,14%
Lawrence Guy,DE,0,0%,31,42%,7,32%
David Harris,LB,0,0%,28,38%,0,0%
Alan Branch,DT,0,0%,27,36%,7,32%
Ricky Jean-Francois,DT,0,0%,25,34%,0,0%
Johnson Bademosi,CB,0,0%,18,24%,13,59%
Trevor Reilly,LB,0,0%,13,18%,8,36%
Jordan Richards,SS,0,0%,5,7%,13,59%
Cassius Marsh,DE,0,0%,2,3%,6,27%
Nate Ebner,SS,0,0%,0,0%,15,68%
Brandon Bolden,RB,0,0%,0,0%,15,68%
Stephen Gostkowski,K,0,0%,0,0%,14,64%
Brandon King,FS,0,0%,0,0%,14,64%
Joe Cardona,LS,0,0%,0,0%,9,41%
Ryan Allen,P,0,0%,0,0%,9,41%
