Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
1,7:34,2,6,GNB 14,0,0,Ty Montgomery right end for 3 yards (tackle by Ricky Jean-Francois),-0.460,-0.600
1,7:02,3,3,GNB 17,0,0,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by Bashaud Breeland),-0.600,-2.320
1,6:58,4,3,GNB 17,0,0,"Jake Schum punts 46 yards, returned by Jamison Crowder for 8 yards (tackle by Kyler Fackrell)",-2.320,-1.930
1,6:48,1,10,WAS 45,0,0,Kirk Cousins pass complete short left to Pierre Garcon for 8 yards (tackle by Ha Ha Clinton-Dix and Ladarius Gunter),1.930,2.460
1,6:26,2,2,GNB 47,0,0,Kirk Cousins pass complete short right to Ryan Grant for 4 yards (tackle by Quinten Rollins),2.460,2.720
1,5:45,1,10,GNB 43,0,0,Kirk Cousins pass incomplete short middle intended for Vernon Davis (defended by Morgan Burnett),2.720,2.180
1,5:40,2,10,GNB 43,0,0,Kirk Cousins right end for 4 yards (tackle by Quinten Rollins),2.180,2.010
1,5:05,3,6,GNB 39,0,0,Kirk Cousins pass complete short middle to Maurice Harris for 14 yards (tackle by Ladarius Gunter),2.010,3.910
1,4:23,1,10,GNB 25,0,0,Kirk Cousins pass complete short left to Pierre Garcon for 5 yards (tackle by Ladarius Gunter and Micah Hyde),3.910,4.040
1,3:46,2,5,GNB 20,0,0,Robert Kelley middle for 3 yards (tackle by Joe Thomas),4.040,3.850
1,3:03,3,2,GNB 17,0,6,"Kirk Cousins pass complete short middle to DeSean Jackson for 17 yards, touchdown. Penalty on Ladarius Gunter: Illegal Use of Hands (Declined)",3.850,7.000
1,2:56,,,GNB 15,0,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,2:56,,,WAS 35,0,7,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
1,2:56,1,10,GNB 25,0,7,Aaron Rodgers pass complete short right to Richard Rodgers for 5 yards (tackle by Su'a Cravens),0.610,0.740
1,2:32,2,5,GNB 30,0,7,Aaron Rodgers pass incomplete short left intended for Randall Cobb,0.740,0.040
1,2:28,3,5,GNB 30,0,7,Aaron Rodgers pass complete short right to Ty Montgomery for 9 yards (tackle by Donte Whitner),0.040,1.530
1,1:49,1,10,GNB 39,0,7,Aaron Rodgers pass complete short left to Richard Rodgers for 10 yards (tackle by Donte Whitner and Bashaud Breeland),1.530,2.190
1,1:09,1,10,GNB 49,0,7,Aaron Rodgers pass complete short left to Ty Montgomery for 10 yards (tackle by Bashaud Breeland),2.190,2.850
1,0:30,1,10,WAS 41,0,7,James Starks left end for 2 yards (tackle by William Compton and Ricky Jean-Francois),2.850,2.580
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,WAS 39,0,7,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Bashaud Breeland),2.580,2.680
2,14:23,3,2,WAS 33,0,7,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",2.680,2.020
2,14:00,3,7,WAS 38,0,7,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Su'a Cravens),2.020,0.720
2,13:56,4,7,WAS 38,0,7,"Aaron Rodgers pass incomplete short right intended for Randall Cobb. Penalty on Bashaud Breeland: Illegal Use of Hands, 5 yards (no play)",0.720,3.380
2,13:49,1,10,WAS 33,0,7,James Starks right end for 4 yards (tackle by Evander Hood),3.380,3.380
2,13:06,2,6,WAS 29,0,7,Aaron Rodgers pass incomplete short middle intended for James Starks,3.380,2.680
2,13:02,3,6,WAS 29,0,7,Aaron Rodgers pass complete short left to James Starks for 4 yards (tackle by Josh Norman and Donte Whitner),2.680,1.930
2,12:20,4,2,WAS 25,0,7,Aaron Rodgers right end for 7 yards,1.930,4.370
2,11:40,1,10,WAS 18,0,7,Ty Montgomery left guard for 3 yards (tackle by William Compton and Cullen Jenkins),4.370,4.250
2,11:01,2,7,WAS 15,0,7,Aaron Rodgers pass complete short left to Jared Cook for 9 yards (tackle by Bashaud Breeland),4.250,5.830
2,10:22,1,6,WAS 6,0,7,Aaron Rodgers pass incomplete short left intended for Jared Cook,5.830,4.950
2,10:17,2,6,WAS 6,0,7,Aaron Rodgers pass complete short left to Davante Adams for 3 yards (tackle by Bashaud Breeland),4.950,4.720
2,9:39,3,3,WAS 3,0,7,"Aaron Rodgers pass complete short left to Ty Montgomery for 3 yards. Penalty on Don Barclay: Offensive Holding, 10 yards (no play)",4.720,3.060
2,9:34,3,13,WAS 13,6,7,"Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards, touchdown. Penalty on Su'a Cravens: Roughing the Passer, 15 yards",3.060,7.000
2,9:27,,,WAS 15,7,7,Mason Crosby kicks extra point good,0.000,0.000
2,9:27,,,,7,7,"Mason Crosby kicks off 50 yards, touchback",0.000,-0.610
2,9:27,1,10,WAS 25,7,7,Kirk Cousins pass incomplete short left intended for Robert Kelley,0.610,0.060
2,9:21,2,10,WAS 25,7,7,Kirk Cousins pass incomplete short right intended for Chris Thompson,0.060,-0.620
2,9:16,3,10,WAS 25,7,7,"Penalty on Jamison Crowder: False Start, 5 yards (no play)",-0.620,-1.290
2,9:16,3,15,WAS 20,7,7,Kirk Cousins pass incomplete short right intended for Chris Thompson (defended by Julius Peppers),-1.290,-2.030
2,9:10,4,15,WAS 20,7,7,"Tress Way punts 46 yards, returned by Randall Cobb for 10 yards (tackle by Terence Garvin)",-2.030,-1.860
2,8:59,1,10,GNB 44,7,7,James Starks right tackle for 7 yards (tackle by Donte Whitner),1.860,2.260
2,8:20,2,3,WAS 49,7,7,Aaron Rodgers pass incomplete deep middle intended for Jeff Janis,2.260,1.550
2,8:13,3,3,WAS 49,7,7,Aaron Rodgers pass complete short middle to Randall Cobb for 15 yards (tackle by Kendall Fuller),1.550,3.310
2,7:35,1,10,WAS 34,7,7,"Aaron Rodgers pass complete short middle to James Starks for 5 yards (tackle by Josh Norman and Su'a Cravens). Penalty on Josh Norman: Delay of Game, 5 yards",3.310,3.970
2,6:56,1,10,WAS 24,7,7,Aaron Rodgers pass complete short right to Richard Rodgers for 11 yards (tackle by Donte Whitner),3.970,4.710
2,6:17,1,10,WAS 13,7,7,"James Starks middle for 3 yards (tackle by Anthony Lanier and Ryan Kerrigan). Penalty on Don Barclay: Offensive Holding, 10 yards (no play)",4.710,4.040
2,5:47,1,20,WAS 23,7,7,Aaron Rodgers left end for 17 yards (tackle by Bashaud Breeland),4.040,0.000
2,5:02,,,,7,7,Timeout #1 by Green Bay Packers,0.000,-5.340
2,5:02,2,3,WAS 6,7,7,James Starks left end for -2 yards (tackle by William Compton),5.340,4.100
2,4:19,3,5,WAS 8,7,7,Aaron Rodgers sacked by Ryan Kerrigan for -10 yards,4.100,2.250
2,3:41,4,15,WAS 18,10,7,Mason Crosby 36 yard field goal good,2.250,3.000
2,3:37,,,GNB 35,10,7,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,3:37,1,10,WAS 25,10,7,Robert Kelley middle for -3 yards (tackle by Mike Daniels and Kenny Clark),0.610,0.000
2,3:29,,,,10,7,Timeout #2 by Green Bay Packers,0.000,0.340
2,3:29,2,13,WAS 22,10,7,Chris Thompson right tackle for 9 yards (tackle by Ha Ha Clinton-Dix),-0.340,0.170
2,2:57,3,4,WAS 31,10,7,Kirk Cousins pass complete short middle to Jordan Reed for 26 yards (tackle by Kentrell Brice and Morgan Burnett),0.170,2.720
2,2:18,1,10,GNB 43,10,7,Robert Kelley right tackle for 5 yards (tackle by Morgan Burnett),2.720,2.850
2,2:00,2,5,GNB 38,10,7,Kirk Cousins pass complete short middle to Jordan Reed for 5 yards (tackle by Blake Martinez and Joe Thomas),2.850,3.380
2,1:24,1,10,GNB 33,10,7,Kirk Cousins pass complete short right to Jordan Reed for 18 yards (tackle by Quinten Rollins),3.380,4.580
2,0:52,1,10,GNB 15,10,7,Kirk Cousins pass complete short left to Jamison Crowder for 5 yards (tackle by Micah Hyde),4.580,0.000
2,0:45,,,,10,7,Timeout #1 by Washington Redskins,0.000,-4.840
2,0:45,2,5,GNB 10,10,13,"Robert Kelley right guard for 10 yards, touchdown",4.840,7.000
2,0:39,,,GNB 2,10,13,"Two Point Attempt: Chris Thompson right guard, conversion fails",0.000,-1.000
2,0:39,,,WAS 35,10,13,"Dustin Hopkins kicks off 54 yards, returned by Jeff Janis for 7 yards (tackle by Terence Garvin)",0.000,-0.040
2,0:32,1,10,GNB 18,10,13,"Aaron Rodgers sacked by Chris Baker for -10 yards. Aaron Rodgers fumbles, recovered by Aaron Rodgers at GNB-12",0.040,-1.510
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,13,"Mason Crosby kicks off 61 yards, returned by Chris Thompson for 24 yards (tackle by Aaron Ripkowski)",0.000,-0.810
3,14:49,1,10,WAS 28,10,13,Robert Kelley right tackle for 3 yards (tackle by Clay Matthews),0.810,0.670
3,14:13,2,7,WAS 31,10,13,Chris Thompson right end for 1 yard (tackle by Morgan Burnett),0.670,0.100
3,13:41,3,6,WAS 32,10,13,"Kirk Cousins pass incomplete short right intended for DeSean Jackson. Penalty on Mike Daniels: Roughing the Passer, 14 yards (no play)",0.100,1.990
3,13:35,1,10,WAS 46,10,13,Robert Kelley left guard for 2 yards (tackle by Nick Perry),1.990,1.720
3,12:58,2,8,WAS 48,10,13,Robert Kelley middle for 3 yards (tackle by Nick Perry),1.720,1.420
3,12:20,3,5,GNB 49,10,13,Kirk Cousins pass complete deep middle to Jordan Reed for 28 yards (tackle by Kentrell Brice and Ladarius Gunter),1.420,4.170
3,11:36,1,10,GNB 21,10,13,Robert Kelley right tackle for 7 yards (tackle by Kenny Clark),4.170,4.740
3,10:48,2,3,GNB 14,10,13,Robert Kelley middle for -1 yards (tackle by Julius Peppers and Letroy Guion),4.740,3.810
3,10:06,3,4,GNB 15,10,13,Kirk Cousins sacked by Julius Peppers for -4 yards,3.810,2.180
3,9:28,4,8,GNB 19,10,16,Dustin Hopkins 37 yard field goal good,2.180,3.000
3,9:23,,,WAS 35,10,16,Dustin Hopkins kicks off 63 yards,0.000,0.380
3,9:20,1,10,GNB 2,10,16,Aaron Ripkowski middle for 7 yards (tackle by Donte Whitner and Preston Smith),-0.380,-0.270
3,8:41,2,3,GNB 9,10,16,Aaron Rodgers pass incomplete short right intended for Davante Adams,-0.270,-0.600
3,8:36,3,3,GNB 9,10,16,Aaron Rodgers pass complete deep right to Jared Cook for 47 yards (tackle by Will Blackmon),-0.600,2.650
3,7:58,1,10,WAS 44,10,16,Aaron Rodgers pass complete short right to Richard Rodgers for 2 yards (tackle by Donte Whitner),2.650,2.380
3,7:17,2,8,WAS 42,10,16,"Aaron Rodgers pass complete deep left to Randall Cobb for 22 yards (tackle by Kendall Fuller). Penalty on Bashaud Breeland: Delay of Game, 5 yards",2.380,4.580
3,6:32,1,10,WAS 15,10,16,Aaron Rodgers pass incomplete short left intended for Jared Cook,4.580,3.950
3,6:28,2,10,WAS 15,10,16,Aaron Rodgers pass complete short left to Davante Adams for 2 yards (tackle by Su'a Cravens),3.950,3.400
3,6:28,3,8,WAS 13,10,16,"Penalty on Jason Spriggs: False Start, 5 yards (no play)",3.400,2.890
3,5:45,3,13,WAS 18,10,16,Aaron Rodgers pass incomplete short left intended for Geronimo Allison,2.890,2.250
3,5:39,4,13,WAS 18,10,16,Mason Crosby 36 yard field goal no good,2.250,-0.670
3,5:34,1,10,WAS 26,10,16,Robert Kelley left guard for 3 yards (tackle by Morgan Burnett and Mike Daniels),0.670,0.540
3,4:57,2,7,WAS 29,10,16,Kirk Cousins pass complete short left to Jordan Reed for 2 yards (tackle by Micah Hyde),0.540,0.100
3,4:10,3,5,WAS 31,10,16,Kirk Cousins pass complete short left to Chris Thompson for 9 yards (tackle by Joe Thomas),0.100,1.600
3,3:38,1,10,WAS 40,10,16,Kirk Cousins pass complete short middle to DeSean Jackson for 17 yards (tackle by Ladarius Gunter),1.600,2.720
3,2:56,1,10,GNB 43,10,16,Robert Kelley right end for 4 yards (tackle by Mike Daniels and Blake Martinez),2.720,2.720
3,2:13,2,6,GNB 39,10,16,Kirk Cousins pass incomplete short left intended for Robert Kelley,2.720,2.010
3,2:07,3,6,GNB 39,10,16,"Penalty on Kirk Cousins: Delay of Game, 5 yards (no play)",2.010,1.360
3,2:07,3,11,GNB 44,10,22,"Kirk Cousins pass complete deep middle to Jamison Crowder for 44 yards, touchdown",1.360,7.000
3,2:00,,,GNB 2,10,22,"Two Point Attempt: Kirk Cousins right end, conversion fails",0.000,-1.000
3,2:00,,,WAS 35,10,22,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,2:00,1,10,GNB 25,10,22,James Starks right end for 3 yards (tackle by Su'a Cravens and William Compton),0.610,0.470
3,1:33,2,7,GNB 28,10,22,James Starks right tackle for 5 yards (tackle by Trent Murphy and William Compton),0.470,0.430
3,0:52,3,2,GNB 33,10,22,Aaron Rodgers pass complete deep left to Jared Cook for 29 yards (tackle by Duke Ihenacho),0.430,3.050
3,0:14,1,10,WAS 38,10,22,Aaron Rodgers pass incomplete short right intended for Davante Adams,3.050,2.510
3,0:09,2,10,WAS 38,10,22,Ty Montgomery left end for 7 yards (tackle by Will Blackmon),2.510,2.740
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,WAS 31,16,22,"Aaron Rodgers pass complete short right to James Starks for 31 yards, touchdown",2.740,7.000
4,14:51,,,WAS 15,17,22,Mason Crosby kicks extra point good,0.000,0.000
4,14:51,,,GNB 35,17,22,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,14:51,1,10,WAS 25,17,22,Kirk Cousins pass complete short right to Pierre Garcon for 5 yards,0.610,0.740
4,14:36,2,5,WAS 30,17,28,"Kirk Cousins pass complete deep middle to Pierre Garcon for 70 yards, touchdown",0.740,7.000
4,14:25,,,GNB 15,17,29,Dustin Hopkins kicks extra point good,0.000,0.000
4,14:25,,,WAS 35,17,29,"Dustin Hopkins kicks off 58 yards, returned by Ty Montgomery for 11 yards (tackle by Duke Ihenacho)",0.000,-0.040
4,14:18,1,10,GNB 18,17,29,James Starks right guard for -2 yards (tackle by Trent Murphy and Cullen Jenkins),0.040,-0.800
4,13:42,2,12,GNB 16,17,29,Aaron Rodgers pass incomplete short middle intended for Jared Cook,-0.800,-1.500
4,13:35,3,12,GNB 16,17,29,Aaron Rodgers pass complete short middle to Randall Cobb for 47 yards (tackle by Donte Whitner),-1.500,3.120
4,12:51,1,10,WAS 37,17,29,Aaron Rodgers middle for 9 yards (tackle by William Compton),3.120,3.790
4,12:09,2,1,WAS 28,17,29,James Starks left guard for 8 yards (tackle by Donte Whitner),3.790,4.240
4,11:30,1,10,WAS 20,17,29,Aaron Rodgers pass complete short right to James Starks for 6 yards (tackle by William Compton and Chris Baker),4.240,4.640
4,10:46,2,4,WAS 14,17,29,Aaron Rodgers pass complete short left to Jared Cook for 8 yards (tackle by William Compton),4.640,5.830
4,10:08,1,6,WAS 6,23,29,"Aaron Rodgers pass complete short left to Jared Cook for 6 yards, touchdown",5.830,7.000
4,10:04,,,WAS 15,24,29,Mason Crosby kicks extra point good,0.000,0.000
4,10:04,,,GNB 35,24,29,"Mason Crosby kicks off 62 yards, returned by Chris Thompson for 16 yards (tackle by Kyler Fackrell)",0.000,-0.150
4,9:55,1,10,WAS 19,24,29,Robert Kelley left tackle for -4 yards (tackle by Blake Martinez),0.150,-1.000
4,9:18,2,14,WAS 15,24,29,Kirk Cousins pass complete short right to DeSean Jackson for 11 yards,-1.000,-0.160
4,8:46,3,3,WAS 26,24,29,"Kirk Cousins pass incomplete short right intended for Jamison Crowder. Penalty on Blake Martinez: Defensive Pass Interference (Offsetting), Penalty on Ty Nsekhe: Offensive Holding (Offsetting) (no play)",-0.160,-0.160
4,8:35,3,3,WAS 26,24,29,Kirk Cousins pass complete short right to DeSean Jackson for 6 yards,-0.160,1.070
4,8:11,1,10,WAS 32,24,29,Robert Kelley left tackle for 6 yards (tackle by Blake Martinez),1.070,1.340
4,7:26,2,4,WAS 38,24,29,Robert Kelley left tackle for 2 yards (tackle by Mike Daniels),1.340,0.890
4,6:45,3,2,WAS 40,24,29,Robert Kelley middle for 1 yard (tackle by Nick Perry),0.890,-0.650
4,6:12,4,1,WAS 41,24,29,Kirk Cousins right guard for 2 yards (tackle by Letroy Guion),-0.650,1.800
4,5:28,1,10,WAS 43,24,29,Robert Kelley left guard for 3 yards (tackle by Ha Ha Clinton-Dix),1.800,1.660
4,4:51,2,7,WAS 46,24,29,Kirk Cousins pass incomplete short left intended for Pierre Garcon (defended by Ladarius Gunter),1.660,0.960
4,4:44,3,7,WAS 46,24,29,Kirk Cousins pass complete deep middle to Jamison Crowder for 53 yards (tackle by Kentrell Brice),0.960,6.970
4,3:59,1,1,GNB 1,24,35,"Robert Kelley left end for 1 yard, touchdown",6.970,7.000
4,3:54,,,GNB 15,24,35,Dustin Hopkins kicks extra point no good,0.000,-1.000
4,3:54,,,WAS 35,24,35,"Dustin Hopkins kicks off 62 yards, returned by Ty Montgomery for 14 yards (tackle by Deshazor Everett)",0.000,0.060
4,3:47,1,10,GNB 17,24,35,Aaron Rodgers pass incomplete,-0.060,-0.580
4,3:40,2,10,GNB 17,24,35,Aaron Rodgers pass complete short middle to Davante Adams for 37 yards,-0.580,2.520
4,3:29,1,10,WAS 46,24,35,Aaron Rodgers pass complete short left to Ty Montgomery for 8 yards (tackle by Preston Smith and Mason Foster),2.520,3.060
4,3:05,2,2,WAS 38,24,35,"Aaron Rodgers pass complete short right to Jared Cook for 6 yards (tackle by Josh Norman). Jared Cook fumbles (forced by Josh Norman), recovered by William Compton at WAS-28 (tackle by Jared Cook)",3.060,-0.810
4,2:59,1,10,WAS 28,24,35,Robert Kelley right tackle for 2 yards (tackle by Kenny Clark),0.810,0.000
4,2:52,,,,24,35,Timeout #1 by Green Bay Packers,0.000,-0.530
4,2:52,2,8,WAS 30,24,35,Robert Kelley right end for 66 yards (tackle by Ladarius Gunter),0.530,0.000
4,2:30,,,,24,35,Timeout #2 by Green Bay Packers,0.000,-6.280
4,2:30,1,4,GNB 4,24,41,"Robert Kelley right guard for 4 yards, touchdown. Penalty on Datone Jones: Unnecessary Roughness, 15 yards",6.280,7.000
4,2:26,,,GNB 15,24,42,Dustin Hopkins kicks extra point good,0.000,0.000
4,2:26,,,,24,42,"Dustin Hopkins kicks off 50 yards, touchback",0.000,-0.610
4,2:26,1,10,GNB 25,24,42,"Brett Hundley for 4 yards. Brett Hundley fumbles, recovered by Brett Hundley at GNB-20",0.610,-0.070
4,2:00,2,11,GNB 24,24,42,Brett Hundley pass complete short right to Jordy Nelson for 9 yards (tackle by Donte Whitner and Martrell Spaight),-0.070,0.430
4,1:36,3,2,GNB 33,24,42,Brett Hundley pass incomplete short left intended for Jared Cook,0.430,-1.180
4,1:31,4,2,GNB 33,24,42,Brett Hundley pass incomplete short middle intended for Ty Montgomery is intercepted by Martrell Spaight at GNB-41 and returned for 8 yards,-1.180,-3.380
4,1:21,1,10,GNB 33,24,42,Kirk Cousins kneels for -1 yards,3.380,2.700
4,0:41,2,11,GNB 34,24,42,Kirk Cousins kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
