Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2,2:28,4,12,ATL 32,14,10,"Matthew Bosher punts 53 yards, fair catch by Micah Hyde",-1.240,0.220
2,2:20,1,10,GNB 15,14,10,Matt Flynn pass incomplete short middle intended for Jarrett Boykin,-0.220,-0.710
2,2:15,2,10,GNB 15,14,10,Matt Flynn pass complete short right to Andrew Quarless for 7 yards (tackle by Sean Weatherspoon),-0.710,-0.510
2,2:00,3,3,GNB 22,14,10,Matt Flynn pass complete short middle to Jarrett Boykin for 4 yards (tackle by Paul Worrilow),-0.510,0.670
2,1:38,1,10,GNB 26,14,10,Matt Flynn pass complete short left to Brandon Bostick for 19 yards (tackle by William Moore),0.670,1.930
2,1:32,1,10,GNB 45,14,10,Matt Flynn up the middle for 3 yards (tackle by Jonathan Babineaux),1.930,1.790
2,1:06,2,7,GNB 48,14,10,Matt Flynn pass incomplete deep middle intended for Brandon Bostick (defended by Paul Worrilow),1.790,1.090
2,1:02,3,7,GNB 48,14,10,Matt Flynn left end for 17 yards (tackle by Zeke Motta),1.090,3.250
2,0:32,1,10,ATL 35,20,10,"Matt Flynn pass incomplete short middle intended for John Kuhn is intercepted by Sean Weatherspoon at ATL-29 and returned for 71 yards, touchdown",3.250,-7.000
2,0:23,,,GNB 2,21,10,Matt Bryant kicks extra point good,0.000,0.000
2,0:23,,,ATL 35,21,10,"Matthew Bosher kicks off 64 yards, returned by Micah Hyde for 31 yards (tackle by Darius Johnson)",0.000,-1.070
2,0:14,1,10,GNB 32,21,10,Matt Flynn pass incomplete short left intended for Eddie Lacy,1.070,0.530
2,0:11,2,10,GNB 32,21,10,Matt Flynn pass incomplete short right intended for Eddie Lacy,0.530,-0.160
2,0:04,3,10,GNB 32,21,10,Eddie Lacy left end for 1 yard (tackle by Paul Worrilow),-0.160,-1.180
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,21,10,"Matthew Bosher kicks off no gain, returned by John Kuhn for 21 yards (tackle by Stephen Nicholas)",0.000,1.000
3,14:54,1,10,GNB 31,21,10,James Starks up the middle for no gain (tackle by Corey Peters and Robert McClain),1.000,0.460
3,14:54,2,10,GNB 31,21,10,"Penalty on T.J. Lang: False Start, 5 yards (no play)",0.460,-0.220
3,14:00,2,15,GNB 26,21,10,Matt Flynn pass incomplete short left intended for James Jones,-0.220,-0.890
3,13:56,3,15,GNB 26,21,10,Matt Flynn pass complete short right to Myles White for 5 yards (tackle by Sean Weatherspoon),-0.890,-1.310
3,13:24,4,10,GNB 31,21,10,Tim Masthay punts 47 yards,-1.310,-0.410
3,13:12,1,10,ATL 22,21,10,Steven Jackson right tackle for 3 yards (tackle by A.J. Hawk and Tramon Williams),0.410,0.270
3,12:36,2,7,ATL 25,21,10,Matt Ryan pass incomplete short middle intended for Tony Gonzalez (defended by A.J. Hawk),0.270,-0.430
3,12:32,3,7,ATL 25,21,10,Matt Ryan pass incomplete short middle intended for Harry Douglas,-0.430,-1.700
3,12:26,4,7,ATL 25,21,10,"Matthew Bosher punts 48 yards, fair catch by Micah Hyde",-1.700,-0.740
3,12:18,1,10,GNB 27,21,10,James Starks left end for 5 yards (tackle by Desmond Trufant),0.740,0.870
3,11:49,2,5,GNB 32,21,10,Matt Flynn pass complete deep right to Jordy Nelson for 46 yards (tackle by Robert Alford),0.870,4.110
3,10:59,1,10,ATL 22,21,10,James Starks right end for 5 yards (tackle by Jonathan Massaquoi),4.110,4.290
3,10:27,2,5,ATL 17,21,10,Matt Flynn sacked by Jonathan Massaquoi for -7 yards,4.290,2.610
3,9:52,3,12,ATL 24,21,10,Matt Flynn pass complete short middle to Brandon Bostick for 9 yards (tackle by Robert McClain),2.610,2.540
3,9:10,4,3,ATL 15,21,13,Mason Crosby 33 yard field goal good,2.540,3.000
3,9:10,,,GNB 35,21,13,"Mason Crosby kicks off 64 yards, returned by Jacquizz Rodgers for 26 yards (tackle by Davon House)",0.000,-0.740
3,8:57,1,10,ATL 27,21,13,Steven Jackson left guard for 1 yard (tackle by Ryan Pickett),0.740,0.330
3,8:16,2,9,ATL 28,21,13,Matt Ryan pass incomplete short right intended for Roddy White (defended by Johnny Jolly),0.330,-0.360
3,8:13,3,9,ATL 28,21,13,Matt Ryan pass complete short middle to Tony Gonzalez for 7 yards (tackle by Tramon Williams),-0.360,-1.040
3,7:37,4,2,ATL 35,21,13,"Matthew Bosher punts 52 yards, returned by Micah Hyde for 12 yards (tackle by Jacquizz Rodgers)",-1.040,-0.610
3,7:26,1,10,GNB 25,21,13,Matt Flynn sacked by Paul Worrilow for -7 yards,0.610,-0.980
3,6:56,2,17,GNB 18,21,13,Matt Flynn pass complete deep middle to Andrew Quarless for 21 yards (tackle by William Moore),-0.980,1.530
3,6:21,1,10,GNB 39,21,13,Eddie Lacy left tackle for 1 yard (tackle by Peria Jerry),1.530,1.120
3,5:40,2,9,GNB 40,21,13,Matt Flynn pass complete short middle to Jarrett Boykin for 19 yards (tackle by Robert Alford),1.120,2.850
3,5:00,1,10,ATL 41,21,13,Eddie Lacy right end for 6 yards (tackle by Zeke Motta and William Moore),2.850,3.120
3,4:16,2,4,ATL 35,21,13,Eddie Lacy right tackle for 8 yards (tackle by Jonathan Massaquoi),3.120,3.780
3,3:31,1,10,ATL 27,21,13,James Starks up the middle for 1 yard (tackle by Joplo Bartu),3.780,3.370
3,2:56,2,9,ATL 26,21,13,Matt Flynn pass complete short left to Andrew Quarless for 13 yards (tackle by Desmond Trufant),3.370,4.710
3,2:18,1,10,ATL 13,21,13,Eddie Lacy right tackle for 3 yards (tackle by Cliff Matthews),4.710,4.580
3,1:38,2,7,ATL 10,21,13,Matt Flynn pass complete short right to Eddie Lacy for 3 yards (tackle by Corey Peters),4.580,4.330
3,0:53,3,4,ATL 7,21,13,Matt Flynn pass incomplete short right intended for Brandon Bostick,4.330,2.990
3,0:49,4,4,ATL 7,21,16,Mason Crosby 25 yard field goal good,2.990,3.000
3,0:49,,,GNB 35,21,16,"Mason Crosby kicks off 65 yards, returned by Jacquizz Rodgers for 20 yards (tackle by M.D. Jennings)",0.000,-0.280
3,0:38,1,10,ATL 20,21,16,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Sam Shields),0.280,0.680
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,ATL 27,21,16,Jacquizz Rodgers up the middle for 3 yards (tackle by Sean Richardson),0.680,0.940
4,14:18,1,10,ATL 30,21,16,"Penalty on Lamar Holmes: False Start, 5 yards (no play)",0.940,0.610
4,13:58,1,15,ATL 25,21,16,"Matt Ryan sacked by Mike Neal for -4 yards. Matt Ryan fumbles (forced by Mike Neal), recovered by Johnny Jolly at ATL-21 (tackle by Joe Hawley)",0.610,-4.170
4,13:50,1,10,ATL 21,21,16,Matt Flynn pass complete short right to Jordy Nelson for 8 yards (tackle by Robert Alford),4.170,4.950
4,13:17,2,2,ATL 13,21,16,Eddie Lacy left end for 4 yards (tackle by Paul Worrilow),4.950,5.140
4,12:40,1,9,ATL 9,21,16,Eddie Lacy right end for 7 yards (tackle by Sean Weatherspoon),5.140,5.720
4,12:05,2,2,ATL 2,21,22,"Matt Flynn pass complete short right to Andrew Quarless for 2 yards, touchdown",5.720,7.000
4,12:05,,,,21,22,"Two Point Attempt: Matt Flynn pass incomplete intended for James Jones, conversion fails",0.000,-1.000
4,12:05,,,GNB 35,21,22,"Mason Crosby kicks off 57 yards, returned by Jacquizz Rodgers for 23 yards (tackle by Micah Hyde)",0.000,-1.000
4,11:55,1,10,ATL 31,21,22,Jacquizz Rodgers right guard for 1 yard (tackle by Micah Hyde and Nick Perry),1.000,0.600
4,11:16,2,9,ATL 32,21,22,Matt Ryan pass complete short middle to Roddy White for 8 yards (tackle by Micah Hyde),0.600,0.960
4,10:38,3,1,ATL 40,21,22,Steven Jackson up the middle for 2 yards (tackle by Nick Perry and Morgan Burnett),0.960,1.730
4,9:59,1,10,ATL 42,21,22,Matt Ryan pass complete short left to Harry Douglas for 15 yards (tackle by Sam Shields),1.730,2.720
4,9:33,1,10,GNB 43,21,22,Steven Jackson right guard for 4 yards (tackle by Josh Boyd and Micah Hyde),2.720,2.720
4,8:52,2,6,GNB 39,21,22,Matt Ryan pass complete short middle to Harry Douglas for 5 yards (tackle by A.J. Hawk and Brad Jones),2.720,2.680
4,8:13,3,1,GNB 34,21,22,Steven Jackson right tackle for 2 yards (tackle by Ryan Pickett),2.680,3.450
4,7:35,1,10,GNB 32,21,22,Matt Ryan pass incomplete deep left intended for Roddy White,3.450,2.900
4,7:28,2,10,GNB 32,21,22,Jason Snelling up the middle for -2 yards (tackle by Johnny Jolly),2.900,1.950
4,6:52,3,12,GNB 34,21,22,Matt Ryan pass incomplete short middle intended for Harry Douglas,1.950,1.060
4,6:47,4,12,GNB 34,21,22,Matt Bryant 52 yard field goal no good,1.060,-1.730
4,6:42,1,10,GNB 42,21,22,Matt Flynn up the middle for 2 yards (tackle by Joplo Bartu),1.730,1.460
4,6:06,2,8,GNB 44,21,22,James Starks left end for 1 yard (tackle by Osi Umenyiora and Sean Weatherspoon),1.460,0.890
4,5:24,3,7,GNB 45,21,22,Matt Flynn pass complete short left to James Jones for 5 yards (tackle by Desmond Trufant),0.890,-0.060
4,4:47,4,2,,21,22,"Tim Masthay punts 33 yards, out of bounds",-0.060,0.060
4,4:38,1,10,ATL 17,21,22,Matt Ryan pass complete short right to Jacquizz Rodgers for 16 yards (tackle by Morgan Burnett),-0.060,1.140
4,3:56,1,10,ATL 33,21,22,Matt Ryan pass incomplete short left intended for Steven Jackson,1.140,0.590
4,3:51,2,10,ATL 33,21,22,Matt Ryan pass complete short middle to Tony Gonzalez for 16 yards (tackle by Brad Jones). Penalty on Brad Jones: Defensive Holding (Declined),0.590,2.190
4,3:40,1,10,ATL 49,21,22,Steven Jackson up the middle for 4 yards (tackle by Jamari Lattimore),2.190,2.190
4,3:13,2,6,GNB 47,21,22,Matt Ryan pass complete short middle to Steven Jackson for 9 yards (tackle by Johnny Jolly),2.190,3.050
4,2:57,1,10,GNB 38,21,22,Jacquizz Rodgers left tackle for 1 yard (tackle by Clay Matthews),3.050,2.640
4,2:23,2,9,GNB 37,21,22,Matt Ryan pass incomplete short middle intended for Harry Douglas,2.640,2.640
4,2:19,2,9,GNB 37,21,22,Timeout #1 by Atlanta Falcons,2.640,1.950
4,2:19,3,9,GNB 37,21,22,Matt Ryan pass complete short left to Jacquizz Rodgers for 4 yards (tackle by Datone Jones),1.950,1.170
4,2:00,4,5,GNB 33,21,22,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Jarrett Bush),1.170,-1.140
4,1:55,1,10,GNB 33,21,22,Eddie Lacy right end for 1 yard (tackle by Paul Worrilow and Robert Alford),1.140,1.140
4,1:47,1,10,GNB 33,21,22,Timeout #2 by Atlanta Falcons,1.140,0.730
4,1:47,2,9,GNB 34,21,22,Eddie Lacy left end for 1 yard (tackle by Sean Weatherspoon and Corey Peters),0.730,0.730
4,1:42,2,9,GNB 34,21,22,Timeout #3 by Atlanta Falcons,0.730,0.170
4,1:42,3,8,GNB 35,21,22,Eddie Lacy right end for 2 yards (tackle by Osi Umenyiora),0.170,-0.910
4,0:56,4,6,GNB 37,21,22,"Tim Masthay punts 62 yards, returned by Robert McClain for 8 yards (tackle by Andy Mulumba)",-0.910,0.380
4,0:44,1,10,ATL 9,21,22,Matt Ryan pass complete short middle to Jacquizz Rodgers for 13 yards (tackle by Clay Matthews),-0.380,0.410
4,0:26,1,10,ATL 22,21,22,Matt Ryan pass complete deep left to Roddy White for 21 yards (tackle by Morgan Burnett),0.410,1.800
4,0:21,1,10,ATL 43,21,22,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,1.800,1.250
4,0:17,2,10,ATL 43,21,22,Matt Ryan pass incomplete deep left intended for Harry Douglas,1.250,1.250
4,0:11,2,10,ATL 43,21,22,Timeout #1 by Green Bay Packers,1.250,0.560
4,0:11,3,10,ATL 43,21,22,Matt Ryan pass incomplete deep right intended for Harry Douglas is intercepted by Jarrett Bush at GNB-37,0.560,-1.400
4,0:04,1,10,GNB 37,21,22,Matt Flynn kneels for -1 yards,1.400,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
