Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 60 yards, returned by Jacquizz Rodgers for 18 yards (tackle by Victor Aiyewa)",0.000,-0.480
1,14:55,1,10,ATL 23,0,0,Steven Jackson right tackle for 2 yards (tackle by Nick Perry and Johnny Jolly),0.480,0.200
1,14:23,2,8,ATL 25,0,0,Steven Jackson left guard for 3 yards (tackle by A.J. Hawk and Brad Jones),0.200,-0.100
1,13:42,3,5,ATL 28,0,0,Matt Ryan pass complete short middle to Roddy White for 6 yards (tackle by Micah Hyde),-0.100,1.200
1,13:05,1,10,ATL 34,0,0,Steven Jackson right end for 4 yards (tackle by Tramon Williams),1.200,1.200
1,12:27,2,6,ATL 38,0,0,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Tramon Williams),1.200,1.930
1,11:49,1,10,ATL 45,0,0,Jacquizz Rodgers left tackle for 5 yards (tackle by Josh Boyd),1.930,2.060
1,11:11,2,5,,0,0,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Morgan Burnett),2.060,2.720
1,10:34,1,10,GNB 43,0,0,Jacquizz Rodgers up the middle for 2 yards (tackle by Morgan Burnett),2.720,2.450
1,10:00,2,8,GNB 41,0,0,Steven Jackson left tackle for 6 yards (tackle by Brad Jones),2.450,2.540
1,9:22,3,2,GNB 35,0,0,Matt Ryan pass incomplete deep left intended for Darius Johnson,2.540,0.990
1,9:15,4,2,GNB 35,0,0,"Matthew Bosher punts 25 yards, fair catch by Micah Hyde",0.990,0.380
1,9:07,1,10,GNB 10,0,0,Eddie Lacy left guard for 2 yards (tackle by Peria Jerry),-0.380,-0.630
1,8:37,2,8,GNB 12,0,0,Matt Flynn left end for 3 yards (tackle by Paul Worrilow),-0.630,-0.840
1,7:58,3,5,GNB 15,0,0,Matt Flynn pass complete short left to Andrew Quarless for 15 yards (tackle by William Moore),-0.840,0.940
1,7:38,1,10,GNB 30,0,0,Eddie Lacy left guard for 4 yards (tackle by Paul Worrilow and Thomas DeCoud),0.940,0.930
1,7:11,2,6,GNB 34,0,0,Eddie Lacy left end for 11 yards (tackle by Thomas DeCoud and Paul Worrilow),0.930,1.930
1,6:39,1,10,GNB 45,0,0,Eddie Lacy up the middle for 4 yards (tackle by Robert McClain),1.930,1.920
1,6:05,2,6,GNB 49,0,0,Matt Flynn sacked by Jonathan Massaquoi and Paul Worrilow for -3 yards,1.920,0.830
1,5:28,3,9,GNB 46,0,0,"Matt Flynn left end for 4 yards (tackle by Sean Weatherspoon and Jonathan Massaquoi). Penalty on Paul Worrilow: Illegal Contact, 5 yards",0.830,2.590
1,5:04,1,10,ATL 45,0,0,James Starks right end for 2 yards (tackle by Peria Jerry),2.590,2.310
1,4:33,2,8,ATL 43,0,0,Matt Flynn pass complete short right to Ryan Taylor for 7 yards (tackle by Sean Weatherspoon),2.310,2.540
1,3:53,3,1,ATL 36,0,0,James Starks left tackle for 5 yards (tackle by Paul Worrilow),2.540,3.510
1,3:26,1,10,ATL 31,0,0,Eddie Lacy left tackle for 4 yards (tackle by William Moore and Cliff Matthews),3.510,3.510
1,2:57,2,6,ATL 27,0,0,Matt Flynn pass incomplete short middle intended for Andrew Quarless,3.510,2.810
1,2:52,3,6,ATL 27,0,0,Matt Flynn pass complete short right to James Jones for 8 yards (tackle by Robert McClain),2.810,4.310
1,2:52,1,10,ATL 19,0,0,"Penalty on GNB: Offensive 12 On-field, 5 yards (no play)",4.310,3.970
1,2:03,1,15,ATL 24,0,0,Matt Flynn pass complete short middle to Eddie Lacy for 16 yards (tackle by Joplo Bartu),3.970,5.370
1,1:22,1,8,ATL 8,0,0,Eddie Lacy right guard for 1 yard (tackle by Corey Peters),5.370,4.760
1,0:42,2,7,ATL 7,0,0,Matt Flynn pass complete short middle to Eddie Lacy for 6 yards (tackle by Malliciah Goodman and Jonathan Babineaux),4.760,5.170
1,0:01,3,1,ATL 1,0,6,"Eddie Lacy right guard for 1 yard, touchdown",5.170,7.000
1,0:01,,,ATL 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,GNB 35,0,7,"Mason Crosby kicks off no gain, returned by Jacquizz Rodgers for 18 yards (tackle by M.D. Jennings)",0.000,0.410
2,14:54,1,10,ATL 22,0,7,Steven Jackson left end for 22 yards (tackle by Tramon Williams and Morgan Burnett),0.410,1.860
2,14:16,1,10,ATL 44,0,7,Steven Jackson right tackle for 2 yards (tackle by Johnny Jolly and B.J. Raji),1.860,1.590
2,13:40,2,8,ATL 46,0,7,Matt Ryan pass complete short middle to Patrick DiMarco for 7 yards (tackle by Morgan Burnett),1.590,1.820
2,12:58,3,1,GNB 47,0,7,Steven Jackson right end for 4 yards (tackle by Brad Jones),1.820,2.720
2,12:22,1,10,GNB 43,0,7,Matt Ryan pass complete short middle to Roddy White for 8 yards (tackle by Tramon Williams),2.720,3.260
2,11:51,2,2,GNB 35,0,7,Jacquizz Rodgers left guard for -1 yards (tackle by Mike Daniels and Clay Matthews),3.260,2.410
2,11:10,3,3,GNB 36,6,7,"Matt Ryan pass complete short middle to Drew Davis for 36 yards, touchdown",2.410,7.000
2,11:10,,,GNB 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,11:10,,,ATL 35,7,7,"Matthew Bosher kicks off 57 yards, returned by Micah Hyde for 15 yards (tackle by Jonathan Massaquoi)",0.000,-0.480
2,10:55,1,10,GNB 23,7,7,"Matt Flynn sacked by William Moore for -8 yards. Matt Flynn fumbles (forced by William Moore), recovered by Malliciah Goodman at GNB-13 (tackle by T.J. Lang)",0.480,-4.710
2,10:49,1,10,GNB 13,7,7,Steven Jackson up the middle for -1 yards (tackle by A.J. Hawk),4.710,3.900
2,10:11,2,11,GNB 14,7,7,Matt Ryan pass complete short middle to Jason Snelling for 2 yards (tackle by Johnny Jolly and M.D. Jennings),3.900,3.280
2,9:25,3,9,GNB 12,7,7,Matt Ryan pass complete short left to Roddy White for 10 yards (tackle by Sam Shields),3.280,6.740
2,8:48,1,2,GNB 2,13,7,"Matt Ryan pass complete short right to Tony Gonzalez for 2 yards, touchdown",6.740,7.000
2,8:48,,,GNB 2,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,8:48,,,ATL 35,14,7,"Matthew Bosher kicks off 57 yards, returned by Micah Hyde for 30 yards (tackle by Jonathan Massaquoi)",0.000,-1.470
2,8:36,1,10,GNB 38,14,7,Matt Flynn pass complete short left to James Jones for -2 yards (tackle by Desmond Trufant),1.470,0.650
2,8:07,2,12,GNB 36,14,7,Matt Flynn pass complete short left to James Jones for 8 yards (tackle by Desmond Trufant),0.650,1.020
2,7:25,3,4,GNB 44,14,7,Matt Flynn pass complete deep middle to Jordy Nelson for 18 yards (tackle by Zeke Motta),1.020,3.050
2,7:00,1,10,ATL 38,14,7,Eddie Lacy right tackle for no gain (tackle by Robert Alford and Zeke Motta),3.050,2.510
2,6:27,2,10,ATL 38,14,7,Matt Flynn pass complete short left to Jordy Nelson for 13 yards (tackle by Robert McClain),2.510,3.910
2,6:04,1,10,ATL 25,14,7,Matt Flynn pass complete short left to Andrew Quarless for 8 yards (tackle by Zeke Motta),3.910,4.550
2,5:48,2,2,ATL 17,14,7,Eddie Lacy up the middle for 3 yards (tackle by Paul Worrilow),4.550,4.650
2,5:24,1,10,ATL 14,14,7,Eddie Lacy right guard for 1 yard (tackle by Jonathan Babineaux and Paul Worrilow),4.650,4.160
2,4:50,2,9,ATL 13,14,7,Matt Flynn pass complete short right to Ryan Taylor for no gain,4.160,3.260
2,4:15,3,9,ATL 13,14,7,Matt Flynn sacked by Corey Peters for -9 yards,3.260,1.990
2,3:43,4,18,ATL 22,14,10,Mason Crosby 40 yard field goal good,1.990,3.000
2,3:43,,,GNB 35,14,10,"Mason Crosby kicks off 65 yards, returned by Jacquizz Rodgers for 21 yards (tackle by Chris Banjo)",0.000,-0.340
2,3:33,1,10,ATL 21,14,10,Matt Ryan pass incomplete short right intended for Tony Gonzalez,0.340,-0.200
2,3:29,2,10,ATL 21,14,10,Steven Jackson right tackle for 13 yards (tackle by Morgan Burnett),-0.200,1.200
2,2:51,1,10,ATL 34,14,10,Matt Ryan pass incomplete short middle intended for Steven Jackson,1.200,0.660
2,2:46,2,10,ATL 34,14,10,Jacquizz Rodgers up the middle for 3 yards (tackle by Brad Jones),0.660,0.660
2,2:33,2,10,ATL 34,14,10,Timeout #1 by Green Bay Packers,0.660,0.370
2,2:33,3,7,ATL 37,14,10,Matt Ryan pass incomplete,0.370,-0.910
2,2:33,4,7,ATL 37,14,10,"Penalty on ATL: Delay of Game, 5 yards (no play)",-0.910,-1.240
