Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bobby Price,DET,0,8,5,62.5%,149,29.8,18.6,0,106.2,21.6,116,33,0,0,0,0.0,0,5,1,16.7%
Amani Oruwariye,DET,1,5,3,60.0%,37,12.3,7.4,0,43.3,9.6,38,-1,0,0,0,0.0,0,6,0,0.0%
Will Harris,DET,0,5,3,60.0%,99,33.0,19.8,0,104.2,26.6,76,23,0,0,0,0.0,0,5,1,16.7%
AJ Parker,DET,0,2,2,100.0%,14,7.0,7.0,0,95.8,0.0,0,14,1,0,0,0.0,0,2,2,50.0%
Charles Harris,DET,0,1,1,100.0%,7,7.0,7.0,0,95.8,-5.0,-5,12,0,1,0,1.0,2,4,0,0.0%
Dean Marlowe,DET,0,1,1,100.0%,28,28.0,28.0,0,118.7,20.0,20,8,1,1,0,0.0,1,1,1,50.0%
Nick Williams,DET,0,1,1,100.0%,7,7.0,7.0,0,95.8,-5.0,-5,12,0,0,0,0.0,0,3,0,0.0%
Alex Anzalone,DET,0,1,0,0.0%,,,0.0,,39.6,10.0,,,3,0,1,0.0,1,7,0,0.0%
Daryl Worley,DET,0,1,0,0.0%,,,0.0,,39.6,15.0,,,1,1,0,0.0,1,1,0,0.0%
Jalen Reeves-Maybin,DET,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,1,33.3%
Austin Bryant,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
Michael Brockers,DET,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Duke Shelley,CHI,0,10,8,80.0%,94,11.8,9.4,0,105.8,6.8,48,46,0,0,0,0.0,0,5,0,0.0%
Deon Bush,CHI,0,8,5,62.5%,79,15.8,9.9,0,95.3,13.4,49,30,0,0,0,0.0,0,9,1,10.0%
Roquan Smith,CHI,0,5,4,80.0%,31,7.8,6.2,0,92.5,0.0,10,21,1,1,0,1.0,2,10,2,16.7%
Eddie Jackson,CHI,0,5,3,60.0%,51,17.0,10.2,0,94.6,11.0,25,26,0,0,0,0.0,0,2,0,0.0%
Jaylon Johnson,CHI,0,6,3,50.0%,57,19.0,9.5,0,83.3,13.3,30,27,0,0,0,0.0,0,1,0,0.0%
Alec Ogletree,CHI,0,5,3,60.0%,35,11.7,7.0,1,120.8,7.8,13,22,0,0,0,0.0,0,12,0,0.0%
Kindle Vildor,CHI,0,3,2,66.7%,34,17.0,11.3,1,144.4,14.7,27,7,0,0,0,0.0,0,1,1,50.0%
Angelo Blackson,CHI,0,1,1,100.0%,2,2.0,2.0,0,79.2,-6.0,-6,8,0,0,1,0.0,1,5,1,16.7%
Jeremiah Attaochu,CHI,0,1,1,100.0%,2,2.0,2.0,0,79.2,-6.0,-6,8,1,0,0,0.0,0,0,0,
DeAndre Houston-Carson,CHI,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,2,0,0,0.0,0,1,0,0.0%
Trevis Gipson,CHI,0,0,0,,,,,,,,,,0,2,0,1.0,3,4,0,0.0%
Robert Quinn,CHI,0,0,0,,,,,,,,,,0,0,1,1.0,2,5,0,0.0%
Khalil Mack,CHI,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%
Akiem Hicks,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
