Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamaal Williams,DET,14,66,0,4,39,2.8,27,1.9,3,4.7
D'Andre Swift,DET,8,16,0,0,12,1.5,4,0.5,0,
Jared Goff,DET,3,8,0,0,8,2.7,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,23,106,2,7,51,2.2,55,2.4,3,7.7
Damien Williams,CHI,8,55,1,4,44,5.5,11,1.4,1,8.0
Justin Fields,CHI,3,9,0,1,9,3.0,0,0.0,0,
Khalil Herbert,CHI,3,7,0,,4,1.3,3,1.0,0,
Marquise Goodwin,CHI,1,1,0,,0,0.0,1,1.0,0,
Darnell Mooney,CHI,1,10,0,1,7,7.0,3,3.0,1,1.0
