Quarter,Time,Tm,Detail,DET,CHI
1.0,8:49,Bears,David Montgomery 4 yard rush (Cairo Santos kick),0,7
2.0,14:51,Bears,David Montgomery 9 yard rush (Cairo Santos kick),0,14
3.0,10:33,Bears,Damien Williams 4 yard rush (Cairo Santos kick),0,21
,3:19,Lions,Kalif Raymond 4 yard pass from Jared Goff (Ryan Santoso kick),7,21
,0:10,Bears,Cairo Santos 33 yard field goal,7,24
4.0,11:17,Lions,Kalif Raymond 25 yard pass from Jared Goff (Ryan Santoso kick),14,24
