Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,CIN 27,7,13,"Jon Kitna pass incomplete intended for Ron Dugans is intercepted by Adalius Thomas at CIN-25 and returned for 25 yards, touchdown",-0.160,-7.000
2,14:53,,,CIN 27,7,14,Matt Stover kicks extra point good,0.000,0.000
2,14:53,,,BAL 30,7,14,"J.R. Jenkins kicks off 50 yards, returned by Brandon Bennett for 18 yards (tackle by Anthony Mitchell)",0.000,-1.470
2,14:46,1,10,CIN 38,7,14,Brandon Bennett left guard for 2 yards (tackle by Bernardo Harris),1.470,1.190
2,14:05,2,8,CIN 40,7,14,Corey Dillon left tackle for 6 yards (tackle by Ed Reed),1.190,1.290
2,13:31,3,2,CIN 46,7,14,Jon Kitna sacked by Ed Hartwell for -7 yards,1.290,-0.780
2,13:11,4,9,CIN 39,7,14,"Nick Harris punts 54 yards, returned by Lamont Brightful for 7 yards (tackle by Brad St. Louis)",-0.780,0.280
2,12:54,1,10,BAL 14,7,14,Jamal Lewis middle for 31 yards (tackle by Cory Hall),-0.280,1.930
2,12:29,1,10,BAL 45,7,14,Chester Taylor right tackle for 5 yards (tackle by Canute Curtis and Takeo Spikes),1.930,2.060
2,11:51,2,5,,7,14,Jamal Lewis right end for 5 yards (tackle by Bernard Whittington),2.060,2.590
2,11:05,1,10,CIN 45,7,14,Jamal Lewis right guard for 7 yards (tackle by JoJuan Armour),2.590,2.990
2,10:28,2,3,CIN 38,7,14,Jeff Blake pass incomplete intended for Brandon Stokley (defended by Artrell Hawkins),2.990,2.280
2,10:21,3,3,CIN 38,7,14,Jeff Blake sacked by Justin Smith for -16 yards,2.280,-0.320
2,10:11,4,19,BAL 46,7,14,Dave Zastudil punts 35 yards,-0.320,-0.150
2,9:51,1,10,CIN 19,7,14,Jon Kitna pass complete to Chad Johnson for 11 yards (tackle by Gary Baxter),0.150,0.940
2,9:34,1,10,CIN 30,7,14,"Corey Dillon right guard for 6 yards (tackle by Will Demps). Penalty on Chad Johnson: Offensive Holding, 10 yards",0.940,0.670
2,8:58,1,14,CIN 26,7,14,Brandon Bennett right guard for 3 yards (tackle by Cornell Brown),0.670,0.260
2,8:23,2,11,CIN 29,7,14,Jon Kitna pass complete to Chad Johnson for 12 yards (tackle by Alvin Porter),0.260,1.660
2,7:48,1,10,CIN 41,7,14,Corey Dillon right tackle for no gain (tackle by Bernardo Harris),1.660,1.120
2,7:04,2,10,CIN 41,7,14,Jon Kitna pass complete to Chad Johnson for 15 yards (tackle by Alvin Porter),1.120,2.650
2,6:20,1,10,BAL 44,7,14,Corey Dillon right tackle for 5 yards (tackle by Peter Boulware and Will Demps),2.650,2.780
2,5:48,2,5,BAL 39,13,14,"Jon Kitna pass complete to Chad Johnson for 39 yards, touchdown",2.780,7.000
2,5:48,,,BAL 39,14,14,Neil Rackers kicks extra point good,0.000,0.000
2,5:48,,,CIN 30,14,14,"Neil Rackers kicks off 61 yards, returned by Lamont Brightful for 54 yards (tackle by Brandon Bennett)",0.000,3.120
2,5:33,1,10,CIN 37,14,14,Jeff Blake pass complete to Terry Jones for 8 yards (tackle by Canute Curtis),3.120,3.650
2,4:58,2,2,CIN 29,14,14,Jeff Blake pass complete to Travis Taylor for 6 yards (tackle by Artrell Hawkins),3.650,4.040
2,4:17,1,10,CIN 23,14,14,Jamal Lewis middle for 3 yards (tackle by Justin Smith and Cory Hall),4.040,3.900
2,3:39,2,7,CIN 20,14,14,Jamal Lewis left tackle for 5 yards (tackle by Justin Smith),3.900,4.050
2,3:25,3,2,CIN 15,14,14,Jeff Blake pass incomplete intended for Todd Heap,4.050,2.570
2,3:04,4,2,CIN 15,14,17,Matt Stover 33 yard field goal good,2.570,3.000
2,3:04,,,BAL 30,14,17,"J.R. Jenkins kicks off 61 yards, returned by Brandon Bennett for 23 yards (tackle by Bart Scott)",0.000,-1.070
2,2:53,1,10,CIN 32,14,17,Jon Kitna sacked by Anthony Weaver for -8 yards,1.070,-0.550
2,2:24,2,18,CIN 24,14,17,"Jon Kitna pass complete to Corey Dillon for 4 yards (tackle by Will Demps). Penalty on Rich Braham: Personal Foul, 14 yards, Penalty on Levi Jones: Ineligible Downfield Pass (Declined)",-0.550,-2.050
2,2:00,2,28,CIN 14,14,17,Brandon Bennett left guard for 6 yards (tackle by Kelly Gregg),-2.050,-1.750
2,1:53,2,28,CIN 14,,,Timeout #1 by Baltimore Ravens,-2.050,-1.750
2,1:53,3,22,CIN 20,14,17,Corey Dillon left guard for 19 yards (tackle by Ed Reed),-1.750,-0.780
2,1:43,3,22,CIN 20,,,Timeout #2 by Baltimore Ravens,-1.750,-0.780
2,1:43,4,3,CIN 39,14,23,"Nick Harris punts 56 yards, returned by Lamont Brightful for 95 yards, touchdown",-0.780,-7.000
2,1:23,,,CIN 39,14,24,Matt Stover kicks extra point good,0.000,0.000
2,1:23,,,BAL 30,14,24,"J.R. Jenkins kicks off 57 yards, returned by Brandon Bennett for 45 yards (tackle by Alvin Porter)",0.000,-2.790
2,1:15,1,10,BAL 42,14,24,Jon Kitna pass complete to Peter Warrick for 5 yards (tackle by Gary Baxter),2.790,2.920
2,1:00,2,5,BAL 37,14,24,Corey Dillon left tackle for 7 yards (tackle by Robert Tate),2.920,3.580
2,0:50,2,5,BAL 37,,,Timeout #1 by Cincinnati Bengals,2.920,3.580
2,0:50,1,10,BAL 30,14,24,Jon Kitna pass complete to Ron Dugans for 13 yards (tackle by Ed Reed),3.580,4.440
2,0:41,1,10,BAL 30,,,Timeout #2 by Cincinnati Bengals,3.580,3.580
2,0:41,1,10,BAL 30,,,Timeout #3 by Baltimore Ravens,3.580,4.440
2,0:41,1,10,BAL 17,14,24,Jon Kitna pass complete to Lorenzo Neal for 9 yards (tackle by Alvin Porter),4.440,5.480
2,0:22,2,1,BAL 8,14,24,"Corey Dillon right tackle for -1 yards (tackle by Anthony Weaver). Corey Dillon fumbles (forced by Anthony Weaver), recovered by Chad Williams at BAL-9 and returned for 1 yards (tackle by Matt O'Dwyer)",5.480,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:17,1,10,BAL 10,14,24,Jeff Blake kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,14,24,"J.R. Jenkins kicks off 55 yards, returned by Brandon Bennett for 23 yards (tackle by Ed Reed)",0.000,-1.470
3,14:51,1,10,CIN 38,14,24,"Penalty on Mike Goff: False Start, 5 yards (no play)",1.470,1.140
3,14:51,1,15,CIN 33,14,24,Corey Dillon right guard for 3 yards (tackle by Bernardo Harris),1.140,0.650
3,14:19,2,12,CIN 36,14,24,Jon Kitna pass complete to Peter Warrick for 6 yards (tackle by Gary Baxter),0.650,0.760
3,13:41,3,6,CIN 42,14,24,Jon Kitna pass complete to Chad Johnson for 13 yards (tackle by Alvin Porter),0.760,2.590
3,13:20,1,10,BAL 45,14,24,Jon Kitna sacked by Ed Hartwell for -8 yards,2.590,0.960
3,12:51,2,18,CIN 47,14,24,Jon Kitna pass complete to T.J. Houshmandzadeh for 5 yards (tackle by Chad Williams),0.960,0.960
3,12:15,3,13,BAL 48,14,24,Jon Kitna pass complete to Corey Dillon for 19 yards (tackle by Robert Tate),0.960,3.640
3,11:35,1,10,BAL 29,14,24,Jon Kitna pass complete to Brandon Bennett for no gain,3.640,3.100
3,10:54,2,10,BAL 29,14,24,Brandon Bennett right tackle for 5 yards (tackle by Kelly Gregg),3.100,3.070
3,10:07,3,5,BAL 24,14,24,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Ed Reed),3.070,1.920
3,10:01,4,5,BAL 24,17,24,Neil Rackers 43 yard field goal good,1.920,3.000
3,10:01,,,CIN 30,17,24,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,9:57,1,10,BAL 20,17,24,Jamal Lewis left guard for 2 yards (tackle by Takeo Spikes),0.280,0.000
3,9:26,2,8,BAL 22,17,24,Jeff Blake pass incomplete intended for Jamal Lewis,0.000,-0.690
3,9:15,3,8,BAL 22,17,24,"Penalty on Ethan Brooks: False Start, 5 yards (no play)",-0.690,-1.510
3,9:15,3,13,BAL 17,17,24,Jeff Blake pass incomplete intended for Brandon Stokley,-1.510,-2.320
3,9:07,4,13,BAL 17,17,24,"Dave Zastudil punts 45 yards, returned by T.J. Houshmandzadeh for 8 yards (tackle by Shannon Taylor)",-2.320,-1.990
3,8:57,1,10,CIN 46,17,24,Corey Dillon middle for 3 yards (tackle by Anthony Weaver and Ed Hartwell),1.990,1.860
3,8:28,2,7,CIN 49,17,24,Jon Kitna pass complete to Michael Westbrook for 6 yards (tackle by Alvin Porter),1.860,1.950
3,7:50,3,1,BAL 45,17,24,Jon Kitna pass incomplete intended for Lorenzo Neal (defended by Ed Hartwell),1.950,0.270
3,7:40,4,1,BAL 45,17,24,"Nick Harris punts 45 yards, touchback",0.270,-0.280
3,7:29,1,10,BAL 20,17,24,Jeff Blake pass complete to Todd Heap for 29 yards (tackle by Marquand Manuel),0.280,2.190
3,6:53,1,10,BAL 49,17,24,Jeff Blake pass complete to Travis Taylor for 16 yards (tackle by Jeff Burris),2.190,3.250
3,6:27,1,10,CIN 35,17,24,Jeff Blake pass complete to Travis Taylor for 6 yards,3.250,3.510
3,5:58,2,4,CIN 29,17,24,Jamal Lewis middle for 9 yards (tackle by Brian Simmons and Marquand Manuel),3.510,4.240
3,5:41,1,10,CIN 20,17,24,Jamal Lewis middle for 9 yards (tackle by Artrell Hawkins and Glen Steele),4.240,5.260
3,4:53,2,1,CIN 11,17,24,Jamal Lewis right guard for 3 yards (tackle by Cory Hall and Glen Steele),5.260,5.370
3,4:11,1,8,CIN 8,17,24,Jamal Lewis left tackle for 2 yards (tackle by Jeff Burris),5.370,4.950
3,3:53,2,6,CIN 6,17,24,Jamal Lewis left end for 5 yards (tackle by Canute Curtis),4.950,5.170
3,3:00,3,1,CIN 1,17,30,"Jeff Blake pass complete to Travis Taylor for 1 yard, touchdown",5.170,7.000
3,3:00,,,CIN 1,17,31,Matt Stover kicks extra point good,0.000,0.000
3,3:00,,,BAL 30,17,31,"J.R. Jenkins kicks off 46 yards, returned by Nick Luchey for 16 yards (tackle by Cornell Brown)",0.000,-1.600
3,2:43,1,10,CIN 40,17,31,Jon Kitna pass complete to Corey Dillon for 8 yards (tackle by Ed Hartwell),1.600,2.130
3,2:17,2,2,CIN 48,17,31,Corey Dillon right guard for 7 yards (tackle by Alvin Porter and Will Demps),2.130,2.590
3,1:45,1,10,BAL 45,17,31,Corey Dillon middle for 5 yards (tackle by Kelly Gregg and Ma'ake Kemoeatu),2.590,2.720
3,1:01,2,5,BAL 40,17,31,Jon Kitna pass complete to Lorenzo Neal for 4 yards (tackle by Bernardo Harris),2.720,2.540
3,0:18,3,1,BAL 36,17,31,Corey Dillon right tackle for 6 yards (tackle by Ed Hartwell),2.540,3.580
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 30,17,31,Jon Kitna pass complete to Nick Luchey for 12 yards (tackle by Bernardo Harris),3.580,4.370
4,14:32,1,10,BAL 18,17,31,Corey Dillon left tackle for 1 yard (tackle by Adalius Thomas),4.370,3.940
4,13:52,2,9,BAL 17,17,31,Jon Kitna pass incomplete intended for Lorenzo Neal,3.940,3.170
4,13:38,3,9,BAL 17,17,31,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,3.170,2.310
4,13:34,4,9,BAL 17,20,31,Neil Rackers 35 yard field goal good,2.310,3.000
4,13:34,,,CIN 30,20,31,"Neil Rackers kicks off 35 yards, fair catch by Alan Ricard",0.000,1.270
4,13:28,1,10,BAL 35,20,31,Jamal Lewis middle for 6 yards (tackle by JoJuan Armour and Bernard Whittington),1.270,1.530
4,12:55,2,4,BAL 41,20,31,Jeff Blake pass incomplete intended for Alan Ricard (defended by Brian Simmons),1.530,0.830
4,12:40,3,4,BAL 41,20,31,Jeff Blake pass complete to Todd Heap for 19 yards (tackle by Kevin Kaesviharn and Cory Hall),0.830,2.920
4,12:02,1,10,CIN 40,20,31,Jamal Lewis right guard for 20 yards (tackle by Takeo Spikes),2.920,4.240
4,11:21,1,10,CIN 20,20,31,Jeff Blake pass complete to Travis Taylor for 5 yards (tackle by Kevin Kaesviharn),4.240,4.450
4,10:42,2,5,CIN 15,20,31,Chester Taylor left guard for 14 yards (tackle by Cory Hall and Kevin Kaesviharn),4.450,6.970
4,10:03,1,1,CIN 1,20,31,"Jeff Blake for no gain. Jeff Blake fumbles, recovered by Artrell Hawkins at CIN-4 and returned for 3 yards (tackle by Jeff Blake)",6.970,0.380
4,9:52,1,10,CIN 7,20,31,Corey Dillon right guard for 12 yards (tackle by Ed Reed and Will Demps),-0.380,0.150
4,9:17,1,10,CIN 19,20,31,Corey Dillon right tackle for -2 yards (tackle by Cornell Brown),0.150,-0.720
4,8:42,2,12,CIN 17,20,31,Jon Kitna pass complete to Nick Luchey for 4 yards (tackle by Bernardo Harris),-0.720,-0.810
4,7:49,3,8,CIN 21,20,31,Jon Kitna pass incomplete intended for Chad Johnson is intercepted by Ed Reed at CIN-40 and returned for 21 yards,-0.810,-4.310
4,7:33,1,10,CIN 19,20,31,Jeff Blake pass complete to Javin Hunter for 5 yards (tackle by Jeff Burris),4.310,4.530
4,7:00,2,5,CIN 14,20,31,Jamal Lewis middle for 11 yards (tackle by JoJuan Armour and Justin Smith),4.530,6.510
4,6:25,1,3,CIN 3,20,37,"Jamal Lewis middle for 3 yards, touchdown",6.510,7.000
4,6:25,,,CIN 3,20,38,"Matt Stover kicks extra point good. Penalty on Artrell Hawkins: Defensive Offside, 5 yards",0.000,0.000
4,6:25,,,BAL 35,20,38,"J.R. Jenkins kicks off 66 yards, returned by Brandon Bennett for 25 yards (tackle by Bart Scott)",0.000,-0.540
4,6:09,1,10,CIN 24,20,38,Corey Dillon left guard for 6 yards (tackle by Gary Baxter),0.540,0.810
4,5:48,2,4,CIN 30,20,38,Jon Kitna pass incomplete intended for Corey Dillon,0.810,0.100
4,5:42,3,4,CIN 30,20,38,Jon Kitna pass complete to Ron Dugans for 6 yards (tackle by Gary Baxter),0.100,1.330
4,5:20,1,10,CIN 36,20,38,Jon Kitna pass incomplete intended for Chad Johnson,1.330,0.790
4,5:11,2,10,CIN 36,20,38,Jon Kitna pass incomplete intended for Corey Dillon,0.790,0.100
4,5:08,3,10,CIN 36,20,38,Jon Kitna pass complete to T.J. Houshmandzadeh for 14 yards (tackle by Robert Tate),0.100,2.260
4,4:46,1,10,,20,38,Jon Kitna pass complete to Corey Dillon for 13 yards (tackle by Chad Williams),2.260,3.120
4,4:23,1,10,BAL 37,20,38,Jon Kitna pass complete to Chad Johnson for 15 yards (tackle by Alvin Porter and Chad Williams),3.120,4.110
4,3:58,1,10,BAL 22,20,38,Jon Kitna pass complete to Chad Johnson for 5 yards (tackle by Alvin Porter),4.110,4.290
4,3:38,2,5,BAL 17,20,38,Corey Dillon left guard for 4 yards (tackle by Riddick Parker),4.290,4.390
4,3:12,2,5,BAL 17,,,Timeout #1 by Baltimore Ravens,4.290,4.390
4,3:12,3,1,BAL 13,20,38,Brandon Bennett right guard for 2 yards (tackle by Chad Williams and Ed Hartwell),4.390,4.840
4,2:52,1,10,BAL 11,20,38,Jon Kitna pass complete to Matt Schobel for 8 yards (tackle by Ed Hartwell and Chad Williams),4.840,5.660
4,2:39,1,10,BAL 11,,,Timeout #1 by Cincinnati Bengals,4.840,5.660
4,2:39,2,2,BAL 3,20,38,Jon Kitna pass incomplete intended for Chad Johnson,5.660,4.890
4,2:33,3,2,BAL 3,26,38,"Jon Kitna pass complete to Peter Warrick for 3 yards, touchdown",4.890,7.000
4,2:33,,,BAL 3,27,38,Neil Rackers kicks extra point good,0.000,0.000
4,2:33,,,CIN 30,27,38,"Neil Rackers kicks onside 16 yards, recovered by Travis Taylor",0.000,-2.520
4,2:27,1,10,CIN 46,27,38,Chester Taylor right tackle for 2 yards (tackle by Jeff Burris and Glen Steele),2.520,2.250
4,2:21,1,10,CIN 46,,,Timeout #2 by Cincinnati Bengals,2.520,2.250
4,2:21,2,8,CIN 44,27,38,Chester Taylor middle for 2 yards (tackle by Bernard Whittington),2.250,1.820
4,2:00,3,6,CIN 42,27,38,Travis Taylor right end for 5 yards (tackle by Cory Hall),1.820,0.790
4,1:50,3,6,CIN 42,,,Timeout #3 by Cincinnati Bengals,1.820,0.790
4,1:50,4,1,CIN 37,27,38,Chester Taylor left tackle for 2 yards (tackle by Artrell Hawkins),0.790,3.250
4,1:12,1,10,CIN 35,27,38,Jeff Blake kneels for -1 yards,3.250,2.570
4,0:35,2,11,CIN 36,27,38,Jeff Blake kneels for -1 yards,2.570,1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
