Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
2,14:53,4,7,TAM 35,0,0,"Josh Bidwell punts 36 yards, returned by Johnnie Lee Higgins for 31 yards (tackle by Jameel Cook)",-1.040,-2.920
2,14:41,1,10,TAM 40,0,0,Michael Bush up the middle for 8 yards (tackle by Will Allen and Ronde Barber),2.920,3.450
2,14:03,2,2,TAM 32,0,0,Justin Fargas right tackle for 1 yard (tackle by Cato June and Derrick Brooks),3.450,2.870
2,13:24,3,1,TAM 31,0,0,Michael Bush right guard for 2 yards (tackle by Barrett Ruud and Derrick Brooks),2.870,3.640
2,12:42,1,10,TAM 29,0,0,JaMarcus Russell pass complete deep right to Johnnie Lee Higgins for 17 yards (tackle by Sabby Piscitelli),3.640,4.780
2,12:02,1,10,TAM 12,0,0,Michael Bush right guard for 6 yards (tackle by Tanard Jackson and Will Allen),4.780,5.210
2,11:25,2,4,TAM 6,0,0,Michael Bush right tackle for 2 yards (tackle by Chris Hovan),5.210,4.840
2,10:44,3,2,TAM 4,6,0,"Michael Bush right tackle for 4 yards, touchdown",4.840,7.000
2,,,,TAM 2,7,0,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,0,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,10:36,1,10,TAM 20,7,0,Cadillac Williams right guard for 5 yards (tackle by Thomas Howard and Kirk Morrison),0.280,0.410
2,10:02,2,5,TAM 25,7,0,Jeff Garcia pass incomplete deep middle intended for Antonio Bryant,0.410,-0.300
2,9:54,3,5,TAM 25,7,0,Jeff Garcia pass complete deep left to Michael Clayton for 29 yards (tackle by Rashad Baker),-0.300,2.520
2,9:29,1,10,OAK 46,7,0,Warrick Dunn left guard for 4 yards (tackle by Tommy Kelly),2.520,2.520
2,8:55,2,6,OAK 42,7,0,Warrick Dunn up the middle for 12 yards (tackle by Jay Richardson),2.520,3.580
2,8:13,1,10,OAK 30,7,0,"Warrick Dunn right tackle for 7 yards (tackle by Chris Johnson). Penalty on Antonio Bryant: Illegal Motion, 5 yards (no play)",3.580,3.250
2,7:50,1,15,OAK 35,7,0,Jeff Garcia pass complete short middle to Antonio Bryant for 16 yards (tackle by Hiram Eugene),3.250,4.310
2,7:11,1,10,OAK 19,7,0,Warrick Dunn up the middle for 3 yards (tackle by Gibril Wilson),4.310,4.180
2,6:33,2,7,OAK 16,7,0,Jeff Garcia pass incomplete deep right intended for Antonio Bryant,4.180,3.410
2,6:27,3,7,OAK 16,7,0,Jeff Garcia pass complete short left to Ike Hilliard for 7 yards (tackle by Rashad Baker),3.410,5.140
2,5:45,1,9,OAK 9,7,6,"Cadillac Williams left tackle for 9 yards, touchdown",5.140,7.000
2,,,,OAK 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,7,7,"Matt Bryant kicks off 53 yards, returned by Justin Miller for 9 yards (tackle by Donte Nicholson)",0.000,0.670
2,5:26,1,10,OAK 26,7,7,JaMarcus Russell pass complete short left to Johnnie Lee Higgins for 8 yards (tackle by Barrett Ruud),0.670,1.210
2,4:53,2,2,OAK 34,7,7,Michael Bush right guard for 1 yard (tackle by Derrick Brooks),1.210,0.630
2,4:11,3,1,OAK 35,7,7,JaMarcus Russell up the middle for 2 yards (tackle by Barrett Ruud),0.630,1.400
2,3:32,1,10,OAK 37,7,7,JaMarcus Russell pass incomplete deep right intended for Todd Watkins,1.400,0.860
2,3:21,2,10,OAK 37,7,7,Michael Bush left guard for no gain (tackle by Jimmy Wilkerson and Cato June),0.860,0.170
2,2:36,3,10,OAK 37,7,7,JaMarcus Russell pass complete short middle to Johnnie Lee Higgins for 3 yards (tackle by Ronde Barber),0.170,-0.720
2,2:30,,,,7,7,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.720
2,2:30,4,7,OAK 40,7,7,"Shane Lechler punts 60 yards, touchback",-0.720,-0.280
2,2:21,1,10,TAM 20,7,7,Jeff Garcia pass incomplete short left intended for Antonio Bryant,0.280,-0.270
2,2:17,2,10,TAM 20,7,7,Jeff Garcia pass incomplete deep left intended for Antonio Bryant. Penalty on Antonio Bryant: Illegal Touch Pass (Declined),-0.270,-0.960
2,2:10,3,10,TAM 20,7,7,Jeff Garcia left end for 2 yards (tackle by Thomas Howard),-0.960,-1.900
2,2:00,4,8,TAM 22,7,7,"Josh Bidwell punts 50 yards, returned by Johnnie Lee Higgins for 11 yards (tackle by Jimmy Wilkerson)",-1.900,-1.530
2,1:49,1,10,OAK 39,7,7,Michael Bush right end for 6 yards (tackle by Gaines Adams),1.530,1.800
2,1:19,2,4,OAK 45,7,7,Michael Bush right tackle for no gain (tackle by Chris Hovan),1.800,1.090
2,1:13,,,,7,7,Timeout #2 by Oakland Raiders,0.000,1.090
2,1:13,3,4,OAK 45,7,7,JaMarcus Russell pass complete short left to Chaz Schilens for 19 yards (tackle by Aqib Talib),1.090,3.180
2,1:06,1,10,TAM 36,7,7,JaMarcus Russell pass complete deep left to Zach Miller for 28 yards (tackle by Sabby Piscitelli),3.180,5.370
2,0:44,1,8,TAM 8,7,7,JaMarcus Russell spiked the ball,5.370,4.570
2,0:43,2,8,TAM 8,7,7,Michael Bush right tackle for 5 yards (tackle by Cato June),4.570,4.720
2,0:35,,,,7,7,Timeout #3 by Oakland Raiders,0.000,4.720
2,0:35,3,3,TAM 3,13,7,"JaMarcus Russell pass complete short middle to Chaz Schilens for 3 yards, touchdown",4.720,7.000
2,,,,TAM 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,14,7,"Sebastian Janikowski kicks off 72 yards, returned by Clifton Smith for 24 yards (tackle by Jonathan Holland)",0.000,0.410
2,0:24,1,10,TAM 22,14,7,Warrick Dunn up the middle for 1 yard (tackle by Tommy Kelly and Gibril Wilson),0.410,0.000
Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,14,7,"Sebastian Janikowski kicks off 72 yards, returned by Clifton Smith for 30 yards (tackle by Gibril Wilson)",0.000,0.810
3,14:53,1,10,TAM 28,14,7,Warrick Dunn up the middle for 5 yards (tackle by Derrick Burgess and Tommy Kelly),0.810,0.940
3,14:23,2,5,TAM 33,14,7,Jeff Garcia pass complete short middle to B.J. Askew for 4 yards (tackle by Thomas Howard),0.940,0.760
3,13:45,3,1,TAM 37,14,7,B.J. Askew up the middle for no gain (tackle by Gerard Warren),0.760,-0.910
3,13:02,4,1,TAM 37,14,7,"Josh Bidwell punts 42 yards, returned by Johnnie Lee Higgins for 19 yards (tackle by Elbert Mack)",-0.910,-1.600
3,12:49,1,10,OAK 40,14,7,Michael Bush left tackle for 2 yards (tackle by Kevin Carter and Derrick Brooks),1.600,1.320
3,12:17,2,8,OAK 42,14,7,"JaMarcus Russell pass incomplete. Penalty on JaMarcus Russell: Intentional Grounding, 10 yards",1.320,-0.690
3,12:09,3,18,OAK 32,14,7,JaMarcus Russell pass complete short left to Michael Bush for 6 yards (tackle by Ronde Barber),-0.690,-0.850
3,11:30,4,12,OAK 38,14,7,"Shane Lechler punts 48 yards, returned by Clifton Smith for 3 yards (tackle by Jonathan Holland)",-0.850,0.060
3,11:18,1,10,TAM 17,14,7,Jeff Garcia pass complete short left to Cadillac Williams for 25 yards (tackle by Thomas Howard),-0.060,1.730
3,10:33,1,10,TAM 42,14,7,Jeff Garcia pass incomplete short right intended for Antonio Bryant (defended by Hiram Eugene),1.730,1.190
,,,,,,,"OAK challenged the pass completion ruling, and the play was upheld.",,
3,10:21,2,10,TAM 42,14,7,Jeff Garcia pass incomplete short middle intended for Michael Clayton,1.190,0.500
3,10:14,3,10,TAM 42,14,13,"Jeff Garcia pass complete deep left to Michael Clayton for 58 yards, touchdown",0.500,7.000
3,,,,OAK 2,14,14,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,14,14,"Matt Bryant kicks off 70 yards, returned by Justin Miller for 17 yards (tackle by Matt McCoy). Justin Miller fumbles (forced by Matt McCoy), recovered by Isaiah Ekejiuba at OAK-13",0.000,-0.320
3,9:54,1,10,OAK 13,14,14,JaMarcus Russell pass complete short left to Johnnie Lee Higgins for 3 yards (tackle by Ronde Barber),-0.320,-0.440
3,9:18,2,7,OAK 16,14,14,Michael Bush left guard for 2 yards (tackle by Kevin Carter and Cato June),-0.440,-0.830
3,8:38,3,5,OAK 18,14,14,JaMarcus Russell pass complete short left to Zach Miller for 6 yards (tackle by Ronde Barber),-0.830,0.540
3,8:11,1,10,OAK 24,14,14,JaMarcus Russell pass incomplete,0.540,0.000
3,8:04,2,10,OAK 24,14,14,Michael Bush up the middle for 5 yards (tackle by Barrett Ruud and Sabby Piscitelli),0.000,-0.030
3,7:20,3,5,OAK 29,14,14,"Penalty on Zach Miller: False Start, 5 yards (no play)",-0.030,-0.690
3,6:56,3,10,OAK 24,14,14,JaMarcus Russell sacked by Gaines Adams for -3 yards,-0.690,-1.960
3,6:24,4,13,OAK 21,14,14,"Shane Lechler punts 69 yards, returned by Clifton Smith for 15 yards (tackle by Marquis Cooper). Penalty on Will Allen: Illegal Block Above the Waist, 10 yards",-1.960,0.320
3,6:08,1,10,TAM 13,14,14,Cadillac Williams up the middle for 3 yards (tackle by Rashad Baker),-0.320,-0.440
3,5:32,2,7,TAM 16,14,14,Jeff Garcia pass complete short middle to Cadillac Williams for 3 yards (tackle by Jon Alston),-0.440,-0.710
3,4:50,3,4,TAM 19,14,14,Jeff Garcia pass complete short right to Cadillac Williams for 6 yards (tackle by Kirk Morrison),-0.710,0.610
3,4:06,1,10,TAM 25,14,14,Cadillac Williams left tackle for 16 yards (tackle by Stanford Routt and Hiram Eugene),0.610,1.660
3,3:21,1,10,TAM 41,14,14,Warrick Dunn right tackle for 1 yard (tackle by Kirk Morrison and Thomas Howard),1.660,1.260
3,2:47,2,9,TAM 42,14,14,Jeff Garcia pass incomplete deep left intended for Warrick Dunn,1.260,0.560
3,2:37,3,9,TAM 42,14,14,Jeff Garcia pass complete short left to Ike Hilliard for 13 yards,0.560,2.590
3,2:08,1,10,OAK 45,14,14,Warrick Dunn left guard for 2 yards (tackle by Gibril Wilson),2.590,2.310
3,1:34,2,8,OAK 43,14,14,Jeff Garcia pass complete deep left to Antonio Bryant for 31 yards (tackle by Hiram Eugene),2.310,4.780
3,0:59,1,10,OAK 12,14,14,Cadillac Williams up the middle for 2 yards (tackle by Kirk Morrison and Trevor Scott),4.780,4.450
3,0:16,2,8,OAK 10,14,14,Jeff Garcia pass complete short left to Warrick Dunn for -1 yards (tackle by Rashad Baker),4.450,3.290
Quarter,Time,Down,ToGo,Location,OAK,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,OAK 11,14,14,Jeff Garcia pass incomplete short middle intended for Michael Clayton,3.290,2.700
4,14:56,4,9,OAK 11,14,17,Matt Bryant 29 yard field goal good,2.700,3.000
4,,,,TAM 30,14,17,"Matt Bryant kicks off 66 yards, returned by Justin Miller for 27 yards (tackle by Quincy Black)",0.000,1.000
4,14:42,1,10,OAK 31,14,17,JaMarcus Russell pass complete deep middle to Chaz Schilens for 24 yards (tackle by Ronde Barber),1.000,2.590
4,14:05,1,10,TAM 45,14,17,Michael Bush up the middle for 3 yards (tackle by Sabby Piscitelli and Cato June),2.590,2.450
4,13:27,2,7,TAM 42,14,17,Michael Bush right end for 1 yard (tackle by Barrett Ruud and Kevin Carter),2.450,1.880
4,12:45,3,6,TAM 41,14,17,"JaMarcus Russell pass incomplete deep right intended for Johnnie Lee Higgins is intercepted by Phillip Buchanon at TAM-23. Penalty on Gaines Adams: Face Mask (15 Yards), 15 yards (no play)",1.880,3.840
4,12:25,1,10,TAM 26,14,17,JaMarcus Russell pass incomplete deep right intended for Zach Miller is intercepted by Sabby Piscitelli at TAM-5 and returned for 84 yards (tackle by JaMarcus Russell),3.840,-4.840
4,12:13,1,10,OAK 11,14,17,Cadillac Williams right tackle for 3 yards (tackle by Gibril Wilson and Kirk Morrison),4.840,4.700
4,11:35,2,7,OAK 8,14,23,"Cadillac Williams left end for 8 yards, touchdown",4.700,7.000
4,,,,OAK 2,14,24,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,14,24,"Matt Bryant kicks off 45 yards, returned by Greyson Gunheim for 9 yards (tackle by Donte Nicholson)",0.000,1.200
4,11:21,1,10,OAK 34,14,24,Michael Bush right tackle for 2 yards (tackle by Will Allen and Cato June),1.200,0.930
4,10:43,2,8,OAK 36,14,24,JaMarcus Russell pass complete short right to Johnnie Lee Higgins for 9 yards (tackle by Tanard Jackson),0.930,1.930
4,10:10,1,10,OAK 45,14,24,"Michael Bush pass incomplete deep left intended for Todd Watkins (defended by Will Allen). Penalty on Will Allen: Defensive Pass Interference, 43 yards (no play)",1.930,4.780
4,10:00,1,10,TAM 12,20,24,"JaMarcus Russell pass complete short left to Johnnie Lee Higgins for 12 yards, touchdown",4.780,7.000
4,,,,TAM 2,21,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,21,24,"Sebastian Janikowski kicks off 61 yards, returned by Clifton Smith for 24 yards (tackle by Jonathan Holland)",0.000,1.140
4,9:44,1,10,TAM 33,21,24,Cadillac Williams left tackle for 28 yards (tackle by Chris Johnson),1.140,2.980
4,8:57,1,10,OAK 39,21,24,Warrick Dunn right end for 6 yards (tackle by Chris Johnson),2.980,3.250
4,8:13,2,4,OAK 33,21,24,Warrick Dunn up the middle for no gain (tackle by Kirk Morrison),3.250,2.540
4,7:33,3,4,OAK 33,21,24,Jeff Garcia pass incomplete deep right intended for Alex Smith,2.540,1.180
4,7:22,,,,21,24,Timeout #1 by Tampa Bay Buccaneers,0.000,0.000
4,7:22,,,,21,24,Timeout #2 by Oakland Raiders,0.000,1.180
4,7:22,4,4,OAK 33,21,24,Jeff Garcia pass incomplete short left intended for Michael Clayton,1.180,-1.140
4,7:16,1,10,OAK 33,27,24,"Michael Bush right end for 67 yards, touchdown",1.140,7.000
4,,,,TAM 2,28,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,28,24,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,7:03,1,10,TAM 20,28,24,Jeff Garcia pass incomplete deep left intended for Antonio Bryant is intercepted by Rashad Baker at OAK-42,0.280,-1.730
,,,,,,,"TAM challenged the pass completion ruling, and the play was upheld.",,
4,6:55,1,10,OAK 42,28,24,Michael Bush left guard for 3 yards (tackle by Kevin Carter),1.730,1.590
4,6:15,2,7,OAK 45,28,24,Michael Bush right end for 11 yards (tackle by Tanard Jackson),1.590,2.650
4,5:29,1,10,TAM 44,28,24,Michael Bush right tackle for 4 yards (tackle by Stylez G. White),2.650,2.650
4,4:46,2,6,TAM 40,28,24,Michael Bush right guard for 11 yards (tackle by Matt McCoy),2.650,3.640
4,3:58,,,,28,24,Timeout #3 by Oakland Raiders,0.000,3.640
4,3:58,1,10,TAM 29,28,24,Michael Bush up the middle for 1 yard (tackle by Chris Hovan and Barrett Ruud),3.640,3.240
4,3:17,2,9,TAM 28,28,24,Michael Bush right guard for 19 yards (tackle by Barrett Ruud),3.240,5.140
4,2:29,1,9,TAM 9,28,24,Michael Bush left tackle for 3 yards (tackle by Jovan Haye and Chris Hovan),5.140,4.950
4,2:24,,,,28,24,Timeout #3 by Tampa Bay Buccaneers,0.000,4.950
4,2:24,2,6,TAM 6,28,24,Michael Bush right end for 4 yards (tackle by Aqib Talib and Barrett Ruud),4.950,4.950
4,2:00,3,2,TAM 2,28,24,Michael Bush right guard for no gain (tackle by Matt McCoy),4.950,3.250
4,1:13,4,2,TAM 2,28,24,"Penalty on JaMarcus Russell: Delay of Game, 5 yards (no play)",3.250,2.970
4,1:13,4,7,TAM 7,31,24,Sebastian Janikowski 25 yard field goal good,2.970,3.000
4,,,,OAK 30,31,24,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,1:09,1,10,TAM 20,31,24,Jeff Garcia pass incomplete short middle intended for Jerramy Stevens,0.280,-0.270
4,1:03,2,10,TAM 20,31,24,Jeff Garcia pass incomplete deep right intended for Jerramy Stevens (defended by Chris Johnson),-0.270,-0.960
4,0:54,3,10,TAM 20,31,24,Jeff Garcia pass incomplete deep right intended for Antonio Bryant,-0.960,-2.030
4,0:45,4,10,TAM 20,31,24,Jeff Garcia pass complete deep middle to Antonio Bryant for 30 yards (tackle by Chris Johnson),-2.030,2.260
4,0:23,1,10,,31,24,Jeff Garcia spiked the ball,2.260,1.710
4,0:23,2,10,,31,24,Jeff Garcia for 5 yards,1.710,1.690
4,0:16,3,5,OAK 45,31,24,Jeff Garcia sacked by Greyson Gunheim for -2 yards,1.690,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
