Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,SEA 33,3,0,Matt Bryant 51 yard field goal no good,1.210,-1.660
2,14:55,1,10,SEA 41,3,0,Rashaad Penny left tackle for 9 yards (tackle by Deion Jones),1.660,2.340
2,14:18,2,1,SEA 50,3,0,Rashaad Penny left guard for 17 yards (tackle by Damontae Kazee),2.340,3.380
2,13:37,1,10,ATL 33,3,0,Russell Wilson pass complete short left to Tyler Lockett for 14 yards (tackle by Kendall Sheffield),3.380,4.310
2,12:58,1,10,ATL 19,3,0,Chris Carson right guard for 12 yards (tackle by Damontae Kazee),4.310,5.600
2,12:19,1,7,ATL 7,3,0,Chris Carson left tackle for 3 yards (tackle by Tyeler Davison),5.600,5.340
2,11:51,2,4,ATL 4,9,0,"Russell Wilson pass complete short middle to D.K. Metcalf for 4 yards, touchdown",5.340,7.000
2,11:47,,,ATL 15,10,0,Jason Myers kicks extra point good,0.000,0.000
2,11:47,,,SEA 35,10,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,11:47,1,10,ATL 25,10,0,Devonta Freeman right guard for 3 yards (tackle by L.J. Collier),0.610,0.470
2,11:12,2,7,ATL 28,10,0,Matt Schaub pass incomplete deep right intended for Julio Jones,0.470,-0.230
2,11:08,3,7,ATL 28,10,0,Matt Schaub pass complete short left to Julio Jones for 6 yards (tackle by Neiko Thorpe),-0.230,-1.110
2,10:26,4,1,ATL 34,10,0,Matt Schaub pass complete short right to Jaeden Graham for 11 yards (tackle by Bobby Wagner and Mychal Kendricks),-1.110,1.930
2,9:42,1,10,ATL 45,10,0,"Matt Schaub pass complete deep right to Julio Jones for 20 yards (tackle by Shaquill Griffin). Penalty on Julio Jones: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
2,9:09,,,,,,Timeout #1 by Atlanta Falcons,,
2,9:09,1,20,ATL 35,10,0,Matt Schaub pass short middle intended for Julio Jones is intercepted by Mychal Kendricks at ATL-47 and returned for 1 yard,1.270,-2.520
2,9:03,1,10,ATL 46,10,0,David Moore left end for 2 yards (tackle by Foyesade Oluokun),2.520,2.250
2,8:21,2,8,ATL 44,10,0,Chris Carson right tackle for 5 yards (tackle by Grady Jarrett),2.250,2.210
2,7:38,3,3,ATL 39,10,0,Chris Carson right end for 19 yards (tackle by Kendall Sheffield),2.210,4.240
2,7:01,1,10,ATL 20,10,0,Chris Carson right guard for 4 yards (tackle by De'Vondre Campbell),4.240,4.280
2,6:24,2,6,ATL 16,10,0,Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on D.J. Fluker: Offensive Holding (Offsetting) (no play),4.280,4.280
2,6:18,2,6,ATL 16,10,0,Rashaad Penny left end for 12 yards (tackle by Damontae Kazee),4.280,6.280
2,5:36,1,4,ATL 4,10,0,Rashaad Penny right guard for 3 yards (tackle by Ricardo Allen),6.280,5.910
2,4:51,2,1,ATL 1,16,0,"Chris Carson right end for 1 yard, touchdown",5.910,7.000
2,4:46,,,ATL 15,17,0,Jason Myers kicks extra point good,0.000,0.000
2,4:46,,,SEA 35,17,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,4:46,1,10,ATL 25,17,0,Matt Schaub pass complete short left to Julio Jones for 19 yards (tackle by Marquise Blair),0.610,1.860
2,4:13,1,10,ATL 44,17,0,Matt Schaub pass complete short left to Devonta Freeman for 9 yards (tackle by Cody Barton),1.860,2.530
2,3:28,2,1,SEA 47,17,0,Devonta Freeman right end for 12 yards (tackle by Bobby Wagner and Tedric Thompson),2.530,3.250
2,2:46,1,10,SEA 35,17,0,Matt Schaub pass incomplete short right intended for Justin Hardy (defended by Shaquill Griffin),3.250,2.700
2,2:42,2,10,SEA 35,17,0,Matt Schaub pass incomplete short left intended for Calvin Ridley,2.700,2.010
2,2:37,3,10,SEA 35,17,0,Matt Schaub pass incomplete short right intended for Calvin Ridley,2.010,0.970
2,2:33,4,10,SEA 35,17,0,Matt Bryant 53 yard field goal no good,0.970,-1.800
2,2:27,1,10,SEA 43,17,0,Russell Wilson pass complete short right to D.K. Metcalf for 7 yards (tackle by Blidi Wreh-Wilson),1.800,2.200
2,2:00,2,3,SEA 50,17,0,Chris Carson left tackle for 3 yards (tackle by Deion Jones and De'Vondre Campbell),2.200,2.460
2,1:37,1,10,ATL 47,17,0,Russell Wilson pass incomplete short left intended for D.K. Metcalf,2.460,1.910
2,1:33,2,10,ATL 47,17,0,Russell Wilson pass complete deep left to Tyler Lockett for 20 yards (tackle by Kendall Sheffield),1.910,3.780
2,1:26,1,10,ATL 27,17,0,Chris Carson right guard for 5 yards (tackle by Grady Jarrett),3.780,3.910
2,1:21,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:21,2,5,ATL 22,17,0,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,3.910,3.200
2,1:14,3,5,ATL 22,17,0,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",3.200,2.540
2,1:14,3,10,ATL 27,17,0,Russell Wilson pass complete short right to Tyler Lockett for 20 yards (tackle by Kendall Sheffield),2.540,5.600
2,1:07,,,,,,Timeout #3 by Atlanta Falcons,,
2,1:07,1,7,ATL 7,17,0,Chris Carson right tackle for 5 yards (tackle by De'Vondre Campbell and Blidi Wreh-Wilson),5.600,5.720
2,0:33,2,2,ATL 2,23,0,"Russell Wilson pass complete short right to D.K. Metcalf for 2 yards, touchdown",5.720,7.000
2,0:27,,,ATL 15,24,0,Jason Myers kicks extra point good,0.000,0.000
2,0:27,,,SEA 35,24,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,0:27,1,10,ATL 25,24,0,Matt Schaub pass complete short right to Luke Stocker for 18 yards (tackle by Jamar Taylor),0.610,1.800
2,0:19,1,10,ATL 43,24,0,Matt Schaub pass complete short left to Julio Jones for 15 yards (tackle by Jamar Taylor),1.800,2.790
2,0:05,1,10,SEA 42,24,0,Matt Schaub spiked the ball,2.790,2.240
2,0:04,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:04,2,10,SEA 42,24,0,"Matt Schaub sacked by Jadeveon Clowney for -11 yards. Matt Schaub fumbles (forced by Jadeveon Clowney), recovered by Ezekiel Ansah at ATL-47 and returned for 2 yards (tackle by Kaleb McGary)",2.240,0.000
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,24,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,24,0,Matt Schaub pass complete short left to Austin Hooper for 35 yards (tackle by Shaquill Griffin),0.610,2.920
3,14:23,1,10,SEA 40,24,0,"Devonta Freeman right tackle for 1 yard (tackle by Mychal Kendricks). Penalty on Alex Mack: Offensive Holding, 10 yards",2.920,2.320
3,13:56,1,19,SEA 49,24,0,Matt Schaub pass complete short right to Russell Gage for 5 yards (tackle by Mychal Kendricks),2.320,1.830
3,13:25,2,14,SEA 44,24,0,Matt Schaub pass complete short left to Devonta Freeman for 8 yards (tackle by K.J. Wright),1.830,2.210
3,12:45,3,6,SEA 36,24,0,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",2.210,2.870
3,12:22,3,1,SEA 31,24,0,Devonta Freeman left end for -1 yards (tackle by Jadeveon Clowney),2.870,1.300
3,11:39,,,,,,Timeout #1 by Atlanta Falcons,,
3,11:39,4,2,SEA 32,24,0,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",1.300,3.780
3,11:38,1,10,SEA 27,24,0,Devonta Freeman right end for 4 yards (tackle by Poona Ford),3.780,3.770
3,11:02,2,6,SEA 23,24,6,"Brian Hill left end for 23 yards, touchdown",3.770,7.000
3,10:54,,,SEA 2,24,8,"Two Point Attempt: Matt Schaub pass complete to Calvin Ridley, conversion succeeds",1.000,1.000
3,10:54,,,ATL 35,24,8,"Kasey Redfern kicks off 62 yards, returned by Tyler Lockett for 21 yards (tackle by Damontae Kazee)",0.000,0.540
3,10:49,1,10,SEA 24,24,8,"Chris Carson right tackle for 3 yards (tackle by Deion Jones and Jack Crawford) Penalty on SEA: Illegal Formation, 5 yards (no play)",0.540,0.130
3,10:33,1,15,SEA 19,24,8,Chris Carson right tackle for -1 yards (tackle by Ricardo Allen),0.130,-0.910
3,9:52,2,16,SEA 18,24,8,Russell Wilson right end for 5 yards (tackle by Vic Beasley),-0.910,-0.820
3,9:08,3,11,SEA 23,24,8,Russell Wilson sacked by Grady Jarrett for -9 yards,-0.820,-2.470
3,8:48,4,20,SEA 14,24,8,"Michael Dickson punts 55 yards, returned by Kenjon Barner for 6 yards (tackle by Jacob Hollister and Neiko Thorpe)",-2.470,-1.400
3,8:31,1,10,ATL 37,24,8,Matt Schaub pass complete short left to Devonta Freeman for 7 yards (tackle by Mychal Kendricks and Al Woods),1.400,1.800
3,7:55,2,3,ATL 44,24,8,"Devonta Freeman right end for no gain (tackle by Bobby Wagner and Mychal Kendricks). Penalty on Alex Mack: Offensive Holding, 10 yards (no play)",1.800,0.450
3,7:35,2,13,ATL 34,24,8,Matt Schaub pass complete short left to Julio Jones for 17 yards (tackle by Akeem King and K.J. Wright),0.450,2.320
3,6:54,1,10,SEA 49,24,8,Matt Schaub pass incomplete deep left intended for Justin Hardy,2.320,1.780
3,6:49,2,10,SEA 49,24,8,Matt Schaub pass complete short left to Devonta Freeman for 13 yards (tackle by K.J. Wright),1.780,3.180
3,6:14,1,10,SEA 36,24,8,Devonta Freeman right guard for 9 yards (tackle by Mychal Kendricks),3.180,3.850
3,5:41,2,1,SEA 27,24,8,Brian Hill left tackle for 4 yards (tackle by Jarran Reed and K.J. Wright),3.850,4.040
3,4:55,1,10,SEA 23,24,8,Brian Hill left tackle for 2 yards (tackle by Al Woods),4.040,3.770
3,4:15,2,8,SEA 21,24,8,Matt Schaub sacked by Bobby Wagner for -8 yards,3.770,2.010
3,3:33,3,16,SEA 29,24,8,Matt Schaub pass incomplete short left intended for Russell Gage,2.010,1.500
3,3:30,4,16,SEA 29,24,11,Matt Bryant 47 yard field goal good,1.500,3.000
3,3:25,,,ATL 35,24,11,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
3,3:25,1,10,SEA 25,24,11,Chris Carson left tackle for 1 yard (tackle by Jack Crawford),0.610,0.200
3,2:47,2,9,SEA 26,24,11,Russell Wilson pass complete short middle to Jacob Hollister for 6 yards (tackle by Deion Jones),0.200,0.300
3,2:12,3,3,SEA 32,24,11,Chris Carson left guard for no gain (tackle by Adrian Clayborn and Grady Jarrett),0.300,-1.240
3,1:31,4,3,SEA 32,24,11,"Penalty on Ugochukwu Amadi: False Start, 5 yards (no play)",-1.240,-1.570
3,1:22,4,8,SEA 27,24,11,"Michael Dickson punts 58 yards, returned by Kenjon Barner for -1 yards (tackle by Cody Barton and Ugochukwu Amadi)",-1.570,0.280
3,1:09,1,10,ATL 14,24,11,Devonta Freeman left guard for 4 yards (tackle by Neiko Thorpe),-0.280,-0.210
3,0:32,2,6,ATL 18,24,11,Matt Schaub pass complete short left to Julio Jones for 13 yards (tackle by K.J. Wright),-0.210,1.000
3,0:01,1,10,ATL 31,24,11,Matt Schaub pass complete deep middle to Julio Jones for 17 yards (tackle by Akeem King),1.000,2.130
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 48,24,11,Matt Schaub pass complete short right to Devonta Freeman for 4 yards (tackle by Marquise Blair),2.130,2.120
4,14:25,2,6,SEA 48,24,11,Devonta Freeman left end for -1 yards (tackle by Ezekiel Ansah and K.J. Wright),2.120,1.290
4,13:42,3,7,SEA 49,24,11,Matt Schaub pass complete short middle to Julio Jones for 22 yards (tackle by Akeem King). Penalty on Ezekiel Ansah: Defensive Offside (Declined),1.290,3.780
4,13:32,1,10,SEA 27,24,11,Matt Schaub pass complete deep right to Calvin Ridley for 19 yards (tackle by Marquise Blair),3.780,5.370
4,12:57,1,8,SEA 8,24,11,"Matt Schaub pass complete short right to Devonta Freeman for 7 yards (tackle by K.J. Wright and Marquise Blair). Devonta Freeman fumbles (forced by Marquise Blair), recovered by Bobby Wagner at SEA-1 and returned for 5 yards and Devonta Freeman and Austin Hooper)",5.370,0.380
4,12:43,1,10,SEA 6,24,11,Rashaad Penny left guard for 3 yards (tackle by Takkarist McKinley),-0.380,-0.560
4,12:07,2,7,SEA 9,24,11,Russell Wilson pass complete deep left to Tyler Lockett for 19 yards (tackle by Ricardo Allen),-0.560,0.810
4,11:27,1,10,SEA 28,24,11,"Russell Wilson pass incomplete deep left intended for Tyler Lockett. Penalty on Duane Brown: Offensive Holding, 10 yards (no play)",0.810,-0.040
4,11:20,1,20,SEA 18,24,11,Russell Wilson pass complete short right to Tyler Lockett for 12 yards (tackle by Kendall Sheffield),-0.040,0.530
4,10:42,2,8,SEA 30,24,11,Russell Wilson pass complete short right to David Moore for 23 yards (tackle by Damontae Kazee),0.530,2.460
4,9:58,1,10,ATL 47,24,11,Rashaad Penny left guard for 8 yards (tackle by Grady Jarrett and Takkarist McKinley),2.460,2.990
4,9:17,2,2,ATL 39,24,11,Rashaad Penny right tackle for 2 yards (tackle by Adrian Clayborn),2.990,3.120
4,8:34,1,10,ATL 37,24,11,Russell Wilson sacked by Tyeler Davison for -2 yards,3.120,2.300
4,7:50,2,12,ATL 39,24,11,Russell Wilson left guard for 1 yard (tackle by Vic Beasley),2.300,1.750
4,7:07,3,11,ATL 38,24,11,"Russell Wilson pass complete short right to Tyler Lockett for 13 yards (tackle by Kendall Sheffield). Penalty on Tyler Lockett: Offensive Pass Interference, 10 yards (no play)",1.750,0.430
4,6:38,3,21,ATL 48,24,11,Russell Wilson pass complete short left to Jacob Hollister for 12 yards (tackle by Ricardo Allen),0.430,0.880
4,5:58,4,9,ATL 36,27,11,Jason Myers 54 yard field goal good,0.880,3.000
4,5:53,,,SEA 35,27,11,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,5:53,1,10,ATL 25,27,11,Matt Schaub pass complete short middle to Russell Gage for 10 yards (tackle by K.J. Wright and Jamar Taylor),0.610,1.270
4,5:27,1,10,ATL 35,27,11,Matt Schaub pass complete deep left to Russell Gage for 17 yards (tackle by Jamar Taylor),1.270,2.390
4,5:05,1,10,SEA 48,27,11,"Penalty on Kaleb McGary: False Start, 5 yards (no play)",2.390,2.060
4,4:44,1,15,ATL 47,27,11,Matt Schaub pass complete short left to Justin Hardy for 15 yards (tackle by Branden Jackson),2.060,3.050
4,4:37,1,10,SEA 38,27,11,Matt Schaub pass incomplete deep middle intended for Russell Gage,3.050,2.510
4,4:32,2,10,SEA 38,27,11,Matt Schaub pass complete short left to Austin Hooper for 14 yards (tackle by Akeem King),2.510,3.970
4,4:08,1,10,SEA 24,27,11,Matt Schaub pass complete short left to Russell Gage for 5 yards (tackle by Jamar Taylor),3.970,4.120
4,4:04,2,5,SEA 19,27,11,Matt Schaub pass incomplete short left,4.120,3.410
4,4:01,3,5,SEA 19,27,11,"Matt Schaub pass incomplete deep right intended for Calvin Ridley (defended by Jamar Taylor). Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (no play)",3.410,4.650
4,3:55,1,10,SEA 14,27,11,Matt Schaub pass complete short left to Russell Gage for 6 yards (tackle by Jamar Taylor),4.650,5.090
4,3:51,2,4,SEA 8,27,11,Matt Schaub pass incomplete short left intended for Austin Hooper,5.090,4.280
4,3:46,3,4,SEA 8,27,11,Matt Schaub pass complete short middle to Julio Jones for 7 yards (tackle by K.J. Wright),4.280,6.970
4,3:12,,,,,,Timeout #1 by Seattle Seahawks,,
4,3:12,1,1,SEA 1,27,17,"Matt Schaub pass complete short right to Austin Hooper for 1 yard, touchdown",6.970,7.000
4,3:08,,,SEA 2,27,17,"Two Point Attempt: Matt Schaub pass incomplete intended for Austin Hooper, conversion fails",1.000,-1.000
4,3:08,,,ATL 35,27,17,"Kasey Redfern kicks onside 14 yards, returned by Jacob Hollister for no gain (tackle by Foyesade Oluokun)",0.000,2.320
4,3:07,1,10,ATL 49,27,17,Chris Carson right end for 3 yards (tackle by Grady Jarrett and De'Vondre Campbell),2.320,2.190
4,3:03,,,,,,Timeout #2 by Atlanta Falcons,,
4,3:02,2,7,ATL 46,27,17,Chris Carson right end for 1 yard (tackle by Vic Beasley and De'Vondre Campbell). Penalty on Mike Iupati: Offensive Holding (Declined),2.190,1.620
4,2:54,3,6,ATL 45,27,17,Chris Carson left guard for no gain (tackle by Allen Bailey and Grady Jarrett),1.620,0.270
4,2:49,,,,,,Timeout #3 by Atlanta Falcons,,
4,2:49,4,6,ATL 45,27,17,Michael Dickson punts 31 yards downed by Ugochukwu Amadi,0.270,0.280
4,2:41,1,10,ATL 14,27,17,Matt Schaub pass complete short right to Julio Jones for 11 yards (tackle by Shaquill Griffin). Penalty on Jamar Taylor: Defensive Holding (Declined),-0.280,0.610
4,2:35,1,10,ATL 25,27,17,Matt Schaub pass complete deep middle to Calvin Ridley for 30 yards (tackle by Marquise Blair),0.610,2.590
4,2:10,1,10,SEA 45,27,17,Matt Schaub pass complete short right to Austin Hooper for 3 yards,2.590,2.450
4,2:06,2,7,SEA 42,27,17,Matt Schaub pass complete short right to Calvin Ridley for 8 yards (tackle by Marquise Blair),2.450,3.310
4,2:00,1,10,SEA 34,27,17,Matt Schaub pass complete short middle to Russell Gage for 7 yards (tackle by Jamar Taylor),3.310,3.720
4,1:42,2,3,SEA 27,27,17,Matt Schaub pass complete short left to Russell Gage for 8 yards (tackle by Marquise Blair),3.720,4.310
4,1:23,1,10,SEA 19,27,17,Matt Schaub spiked the ball,4.310,3.750
4,1:21,2,10,SEA 19,27,20,Matt Bryant 37 yard field goal good,3.750,3.000
4,1:17,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:17,,,ATL 35,27,20,"Kasey Redfern kicks onside 9 yards,",0.000,2.650
4,1:17,1,10,ATL 44,27,20,Russell Wilson kneels for -1 yards,2.650,1.980
4,0:35,2,11,ATL 45,27,20,Russell Wilson kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
