Player,Pos
Orson Charles,H-B
Andy Dalton,QB
BenJarvus Green-Ellis,HB
Mohamed Sanu,WR
A.J. Green,WR
Jermaine Gresham,TE
Anthony Collins,LOT
Andrew Whitworth,LG
Kyle Cook,C
Kevin Zeitler,RG
Andre Smith,ROT
Carlos Dunlap,LDE
Brandon Thompson,DT
Domata Peko,NT
Michael Johnson,RDE
Rey Maualuga,LB
Vontaze Burfict,LB
Dre Kirkpatrick,LCB
Adam Jones,RCB
George Iloka,SS
Reggie Nelson,FS
Chris Crocker,DB
