Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
1,0:53,,,SDG 35,7,0,"Nick Novak kicks off 62 yards, returned by Brandon Tate for 33 yards (tackle by Richard Marshall)",0.000,-1.330
1,0:40,1,10,CIN 36,7,0,BenJarvus Green-Ellis right tackle for 2 yards (tackle by Marcus Gilchrist),1.330,1.060
1,0:04,2,8,CIN 38,7,0,Andy Dalton pass complete short middle to Giovani Bernard for 8 yards (tackle by Manti Te'o and Corey Liuget),1.060,1.990
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 46,7,0,"Andy Dalton for no gain. Andy Dalton fumbles, recovered by Andy Dalton at CIN-47",1.990,1.590
2,14:26,2,9,CIN 47,7,0,Andy Dalton left end for 8 yards (tackle by Eric Weddle),1.590,1.950
2,13:48,3,1,SDG 45,7,0,Andy Dalton pass incomplete short right intended for Giovani Bernard,1.950,1.950
2,13:44,3,1,SDG 45,7,0,Timeout #1 by San Diego Chargers,1.950,0.270
2,13:44,4,1,SDG 45,7,0,"Zoltan Mesko punts 34 yards, fair catch by Keenan Allen. Penalty on Richard Marshall: Offensive Holding, 6 yards",0.270,0.380
2,13:37,1,10,SDG 5,7,0,Ryan Mathews right guard for 5 yards (tackle by Rey Maualuga),-0.380,-0.420
2,13:03,2,5,SDG 10,7,0,Ryan Mathews left end for 3 yards,-0.420,-0.480
2,12:19,3,2,SDG 13,7,0,Philip Rivers pass incomplete short right intended for Keenan Allen,-0.480,-2.490
2,12:15,4,2,SDG 13,7,0,"Mike Scifres punts 47 yards, fair catch by Brandon Tate",-2.490,-1.600
2,12:06,1,10,CIN 40,7,0,Giovani Bernard up the middle for 7 yards (tackle by Donald Butler and Melvin Ingram),1.600,2.000
2,11:32,2,3,CIN 47,7,0,Giovani Bernard right guard for 2 yards (tackle by Lawrence Guy),2.000,1.550
2,10:54,3,1,CIN 49,7,0,BenJarvus Green-Ellis right tackle for 7 yards (tackle by Eric Weddle and Jahleel Addae),1.550,2.650
2,10:08,1,10,SDG 44,7,0,Andy Dalton pass complete short left to Jermaine Gresham for 10 yards (tackle by Manti Te'o),2.650,3.310
2,9:28,1,10,SDG 34,7,0,Giovani Bernard right guard for 3 yards (tackle by Manti Te'o and Donald Butler),3.310,3.180
2,8:51,2,7,SDG 31,7,0,Andy Dalton pass complete short right to Giovani Bernard for 11 yards (tackle by Jahleel Addae),3.180,4.240
2,8:10,1,10,SDG 20,7,0,Giovani Bernard right guard for 9 yards (tackle by Shareece Wright and Eric Weddle),4.240,5.260
2,7:32,2,1,SDG 11,7,0,Giovani Bernard right tackle for 7 yards (tackle by Corey Liuget),5.260,6.280
2,6:43,1,4,SDG 4,7,0,BenJarvus Green-Ellis up the middle for no gain (tackle by Cam Thomas),6.280,5.340
2,6:05,2,4,SDG 4,7,6,"Andy Dalton pass complete short right to Jermaine Gresham for 4 yards, touchdown",5.340,7.000
2,6:05,,,SDG 2,7,7,Mike Nugent kicks extra point good,0.000,0.000
2,6:05,,,CIN 35,7,7,"Mike Nugent kicks off 63 yards, returned by Danny Woodhead for 23 yards (tackle by Vincent Rey)",0.000,-0.610
2,5:53,1,10,SDG 25,7,7,Ryan Mathews up the middle for 4 yards (tackle by Rey Maualuga),0.610,0.600
2,5:24,2,6,SDG 29,7,7,Philip Rivers pass complete short middle to Ryan Mathews for 3 yards (tackle by Chris Crocker),0.600,0.300
2,4:42,3,3,SDG 32,7,7,Philip Rivers right end for 2 yards (tackle by Carlos Dunlap),0.300,-1.110
2,3:51,4,1,SDG 34,7,7,"Mike Scifres punts 46 yards, returned by Brandon Tate for 12 yards (tackle by Darrell Stuckey)",-1.110,-1.070
2,3:37,1,10,CIN 32,7,7,Andy Dalton pass complete short left to Marvin Jones for 12 yards,1.070,1.860
,,,,,,,"SDG challenged the pass completion ruling, and the play was upheld.",,
2,3:12,1,10,CIN 44,7,7,"Andy Dalton pass incomplete deep right intended for Marvin Jones. Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",1.860,1.200
2,3:05,1,20,CIN 34,7,7,Giovani Bernard right end for 1 yard (tackle by Eric Weddle),1.200,0.100
2,2:28,2,19,CIN 35,7,7,Andy Dalton pass complete deep left to Marvin Jones for 49 yards,0.100,4.510
2,2:00,1,10,SDG 16,7,7,"Andy Dalton pass complete short middle to Giovani Bernard for 12 yards (tackle by Donald Butler). Giovani Bernard fumbles (forced by Donald Butler), recovered by Richard Marshall at SDG--2 and returned for 13 yards (tackle by Giovani Bernard)",4.510,0.370
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,1:47,1,10,SDG 11,7,7,"Ryan Mathews right end for 5 yards (tackle by Reggie Nelson). Penalty on Antonio Gates: Offensive Holding, 8 yards",-0.370,-0.490
2,1:41,1,13,SDG 8,7,7,Ryan Mathews left end for 1 yard (tackle by Wallace Gilberry),-0.490,-0.490
2,1:35,1,13,SDG 8,7,7,Timeout #1 by Cincinnati Bengals,-0.490,-0.930
2,1:35,2,12,SDG 9,7,7,Danny Woodhead left end for 1 yard (tackle by Vontaze Burfict),-0.930,-0.930
2,1:31,2,12,SDG 9,7,7,Timeout #2 by Cincinnati Bengals,-0.930,-1.540
2,1:31,3,11,SDG 10,7,7,Danny Woodhead right guard for 2 yards (tackle by James Harrison),-1.540,-1.540
2,1:27,3,11,SDG 10,7,7,Timeout #3 by Cincinnati Bengals,-1.540,-2.490
2,1:27,4,9,SDG 12,7,7,"Mike Scifres punts 51 yards, returned by Brandon Tate for -5 yards (tackle by Darrell Stuckey)",-2.490,-1.070
2,1:14,1,10,CIN 32,7,7,Andy Dalton pass incomplete,1.070,0.530
2,1:09,2,10,CIN 32,7,7,Andy Dalton pass complete short left to A.J. Green for 14 yards (tackle by Marcus Gilchrist),0.530,1.990
2,0:43,1,10,CIN 46,7,7,Andy Dalton pass complete short middle to Mohamed Sanu for 13 yards (tackle by Donald Butler),1.990,2.850
2,0:22,1,10,SDG 41,7,7,Andy Dalton pass incomplete short left intended for Giovani Bernard,2.850,2.310
2,0:19,2,10,SDG 41,7,7,Andy Dalton pass complete short left to Jermaine Gresham for 13 yards (tackle by Jahleel Addae),2.310,3.710
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:02,1,10,SDG 28,7,10,Mike Nugent 46 yard field goal good,3.710,3.000
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,10,"Nick Novak kicks off no gain, returned by Brandon Tate for 28 yards (tackle by Eric Weddle)",0.000,1.140
3,14:55,1,10,CIN 33,7,10,BenJarvus Green-Ellis left guard for 12 yards (tackle by Marcus Gilchrist),1.140,1.930
3,14:16,1,10,CIN 45,7,10,BenJarvus Green-Ellis up the middle for 3 yards (tackle by Corey Liuget),1.930,1.790
3,13:32,2,7,CIN 48,7,10,Andy Dalton up the middle for 3 yards (tackle by Donald Butler),1.790,1.490
3,12:49,3,4,SDG 49,7,10,Andy Dalton sacked by Corey Liuget and Melvin Ingram for -1 yards,1.490,-0.060
3,12:35,4,5,,7,10,"Zoltan Mesko punts 50 yards, touchback",-0.060,-0.280
3,12:26,1,10,SDG 20,7,10,Philip Rivers pass complete short left to Ryan Mathews for 9 yards (tackle by Rey Maualuga),0.280,0.950
3,11:54,2,1,SDG 29,7,10,Ryan Mathews left guard for 3 yards (tackle by Domata Peko),0.950,1.070
3,11:24,1,10,SDG 32,7,10,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Rey Maualuga and Vontaze Burfict),1.070,1.200
3,10:52,2,5,SDG 37,7,10,Danny Woodhead left tackle for 4 yards (tackle by Carlos Dunlap and Brandon Thompson),1.200,1.030
3,10:09,3,1,SDG 41,7,10,Philip Rivers pass complete short middle to Keenan Allen for 9 yards (tackle by Vontaze Burfict),1.030,2.260
3,9:38,1,10,,7,10,Danny Woodhead left guard for 2 yards (tackle by Brandon Thompson),2.260,1.980
3,8:56,2,8,CIN 48,7,10,Danny Woodhead right guard for 3 yards (tackle by Domata Peko),1.980,1.690
3,8:14,3,5,CIN 45,7,10,Philip Rivers pass complete short right to Ladarius Green for 8 yards (tackle by Reggie Nelson),1.690,3.120
3,7:40,1,10,CIN 37,7,10,Philip Rivers pass complete deep right to Eddie Royal for 33 yards (tackle by Reggie Nelson),3.120,6.280
3,6:53,1,4,CIN 4,13,10,"Philip Rivers pass complete short left to Ladarius Green for 4 yards, touchdown",6.280,7.000
3,6:53,,,CIN 2,14,10,Nick Novak kicks extra point good,0.000,0.000
3,6:53,,,SDG 35,14,10,"Nick Novak kicks off 64 yards, returned by Brandon Tate for 28 yards (tackle by Nick Novak)",0.000,-0.870
3,6:41,1,10,CIN 29,14,10,Andy Dalton sacked by Jarret Johnson for -4 yards,0.870,-0.210
3,5:57,2,14,CIN 25,14,10,Andy Dalton pass incomplete short right intended for Jermaine Gresham,-0.210,-0.890
3,5:51,3,14,CIN 25,14,10,"Andy Dalton right end for 12 yards. Andy Dalton fumbles, recovered by Jahleel Addae at CIN-46 (tackle by Marvin Jones)",-0.890,-2.520
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,5:41,1,10,CIN 46,14,10,Eddie Royal left end for 9 yards (tackle by Michael Johnson),2.520,3.190
3,5:11,2,1,CIN 37,14,10,Danny Woodhead left guard for 9 yards (tackle by Rey Maualuga),3.190,3.710
3,4:48,1,10,CIN 28,14,10,Danny Woodhead right end for 3 yards (tackle by Carlos Dunlap and Rey Maualuga),3.710,3.570
3,4:13,2,7,CIN 25,14,10,Philip Rivers pass incomplete short right intended for Eddie Royal,3.570,2.870
3,4:08,3,7,CIN 25,14,10,Philip Rivers pass complete short left to Keenan Allen for 12 yards,2.870,4.710
3,3:33,1,10,CIN 13,14,10,Danny Woodhead left tackle for 4 yards (tackle by Carlos Dunlap),4.710,4.770
3,2:50,2,6,CIN 9,14,10,Danny Woodhead up the middle for 3 yards (tackle by Rey Maualuga),4.770,4.560
3,2:09,3,3,CIN 6,14,10,Philip Rivers pass incomplete short left intended for Danny Woodhead,4.560,3.010
3,2:04,4,3,CIN 6,17,10,Nick Novak 25 yard field goal good,3.010,3.000
3,2:04,,,SDG 35,17,10,"Nick Novak kicks off 66 yards, returned by Brandon Tate for 25 yards (tackle by Bront Bird)",0.000,-0.540
3,1:54,1,10,CIN 24,17,10,Giovani Bernard right guard for 2 yards (tackle by Manti Te'o),0.540,0.270
3,1:24,2,8,CIN 26,17,10,Andy Dalton pass incomplete,0.270,-0.430
3,1:19,3,8,CIN 26,17,10,Andy Dalton pass incomplete short right intended for Mohamed Sanu is intercepted by Shareece Wright at CIN-33 and returned for 30 yards (tackle by Mohamed Sanu),-0.430,-6.510
3,1:11,1,3,CIN 3,17,10,"Danny Woodhead left end for -3 yards (tackle by Reggie Nelson). Penalty on James Harrison: Face Mask (15 Yards), 3 yards",6.510,6.510
3,0:36,1,3,CIN 3,17,10,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",6.510,5.370
3,0:10,1,8,CIN 8,17,10,Philip Rivers pass incomplete short left intended for Danny Woodhead,5.370,4.570
3,0:05,2,8,CIN 8,17,10,Danny Woodhead up the middle for 7 yards (tackle by Rey Maualuga),4.570,5.170
Quarter,Time,Down,ToGo,Location,SDG,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CIN 1,17,10,Ronnie Brown right tackle for -4 yards (tackle by Rey Maualuga),5.170,3.010
4,14:20,4,5,CIN 5,20,10,Nick Novak 23 yard field goal good,3.010,3.000
4,14:20,,,SDG 35,20,10,"Nick Novak kicks off 58 yards, returned by Brandon Tate for 21 yards (tackle by Richard Marshall). Penalty on Vincent Rey: Offensive Holding, 10 yards",0.000,0.370
4,14:10,1,10,CIN 11,20,10,Giovani Bernard right guard for -1 yards (tackle by Donald Butler),-0.370,-0.850
4,13:39,2,11,CIN 10,20,10,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by Shareece Wright),-0.850,0.340
4,13:12,1,10,CIN 21,20,10,Giovani Bernard left guard for no gain (tackle by Jarret Johnson),0.340,-0.200
4,12:38,2,10,CIN 21,20,10,Andy Dalton pass complete short left to Giovani Bernard for 13 yards (tackle by Richard Marshall),-0.200,1.200
4,12:11,1,10,CIN 34,20,10,Giovani Bernard left tackle for 6 yards (tackle by Corey Liuget and Melvin Ingram),1.200,1.470
4,11:38,2,4,CIN 40,20,10,Andy Dalton pass complete short right to Marvin Jones for 8 yards (tackle by Shareece Wright),1.470,2.130
4,11:15,1,10,CIN 48,20,10,Andy Dalton pass complete short middle to Giovani Bernard for 17 yards (tackle by Marcus Gilchrist and Manti Te'o),2.130,3.250
4,10:33,1,10,SDG 35,20,10,"Andy Dalton pass incomplete short left intended for Tyler Eifert is intercepted by Melvin Ingram at SDG-32 and returned for 3 yards (tackle by Tyler Eifert). Penalty on Anthony Collins: Unnecessary Roughness, 15 yards",3.250,-2.260
4,10:28,1,10,,20,10,Danny Woodhead left guard for 6 yards (tackle by George Iloka),2.260,2.520
4,9:49,2,4,CIN 44,20,10,Ronnie Brown right tackle for 3 yards (tackle by Rey Maualuga),2.520,2.210
4,9:04,3,1,CIN 41,20,10,Le'Ron McClain up the middle for no gain (tackle by Wallace Gilberry),2.210,0.530
4,8:16,4,1,CIN 41,20,10,"Penalty on Philip Rivers: Delay of Game, 4 yards (no play)",0.530,0.270
4,8:13,4,5,CIN 45,20,10,"Mike Scifres punts 33 yards, fair catch by Brandon Tate",0.270,0.350
4,8:06,1,10,CIN 12,20,10,Andy Dalton right end for 2 yards (tackle by Manti Te'o),-0.350,-0.610
4,7:33,2,8,CIN 14,20,10,Andy Dalton pass complete short left to Andrew Hawkins for 10 yards (tackle by Marcus Gilchrist and Reggie Walker),-0.610,0.540
4,7:01,1,10,CIN 24,20,10,Andy Dalton pass complete short left to Marvin Jones for 8 yards,0.540,1.080
4,6:37,2,2,CIN 32,20,10,Giovani Bernard right end for 12 yards (tackle by Eric Weddle),1.080,1.860
4,6:09,1,10,CIN 44,20,10,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Darrell Stuckey),1.860,1.320
4,6:02,2,10,CIN 44,20,10,Andy Dalton pass complete short left to Andrew Hawkins for 3 yards (tackle by Richard Marshall),1.320,1.030
4,5:42,3,7,CIN 47,20,10,"Andy Dalton pass incomplete deep right intended for Andrew Hawkins. Penalty on Marcus Gilchrist: Defensive Holding, 5 yards (no play)",1.030,2.390
4,5:37,1,10,SDG 48,20,10,Andy Dalton pass incomplete,2.390,1.850
4,5:30,2,10,SDG 48,20,10,Andy Dalton pass complete short right to Jermaine Gresham for 7 yards (tackle by Jahleel Addae),1.850,2.080
4,4:55,3,3,SDG 41,20,10,Andy Dalton pass incomplete short right intended for A.J. Green,2.080,0.530
4,4:50,4,3,SDG 41,20,10,Andy Dalton pass incomplete deep right intended for Marvin Jones,0.530,-1.660
4,4:44,1,10,SDG 41,20,10,Ronnie Brown right tackle for no gain (tackle by Vontaze Burfict and Rey Maualuga),1.660,1.660
4,4:40,1,10,SDG 41,20,10,Timeout #1 by Cincinnati Bengals,1.660,1.120
4,4:40,2,10,SDG 41,20,10,Ronnie Brown right guard for 4 yards (tackle by Wallace Gilberry and Vontaze Burfict),1.120,1.120
4,4:34,2,10,SDG 41,20,10,Timeout #2 by Cincinnati Bengals,1.120,0.960
4,4:34,3,6,SDG 45,20,10,Ronnie Brown up the middle for 3 yards (tackle by Rey Maualuga),0.960,0.960
4,4:29,3,6,SDG 45,20,10,Timeout #3 by Cincinnati Bengals,0.960,-0.190
4,4:29,4,3,SDG 48,20,10,"Mike Scifres punts 32 yards, fair catch by Brandon Tate",-0.190,-0.280
4,4:22,1,10,CIN 20,20,10,Andy Dalton pass complete deep right to Marvin Jones for 21 yards (tackle by Shareece Wright and Darrell Stuckey),0.280,1.660
4,3:56,1,10,CIN 41,20,10,Andy Dalton pass complete short right to Jermaine Gresham for 11 yards (tackle by Donald Butler),1.660,2.390
4,3:51,1,10,SDG 48,20,10,Andy Dalton pass complete short middle to Marvin Jones for 11 yards (tackle by Jarret Johnson),2.390,3.120
4,3:43,1,10,SDG 37,20,10,Andy Dalton sacked by Cam Thomas for -3 yards,3.120,2.170
4,3:22,2,13,SDG 40,20,10,Andy Dalton pass incomplete short left intended for Marvin Jones,2.170,1.490
4,3:17,3,13,SDG 40,20,10,Andy Dalton pass incomplete short middle intended for Giovani Bernard,1.490,0.590
4,3:13,4,13,SDG 40,20,10,Andy Dalton pass incomplete deep middle intended for Marvin Jones,0.590,-1.600
4,3:07,1,10,SDG 40,20,10,Ronnie Brown right tackle for 2 yards (tackle by James Harrison),1.600,1.320
4,2:27,2,8,SDG 42,26,10,"Ronnie Brown right tackle for 58 yards, touchdown",1.320,7.000
4,2:27,,,CIN 2,27,10,Nick Novak kicks extra point good,0.000,0.000
4,,,,SDG 35,,,"Nick Novak kicks off 41 yards, returned by Cedric Peerman for 23 yards (tackle by Richard Marshall)",,
4,2:12,2,8,SDG 42,27,10,Timeout #1 by San Diego Chargers,1.320,-2.060
4,2:12,1,10,CIN 47,27,10,Andy Dalton pass complete short middle to Giovani Bernard for 9 yards (tackle by Kendall Reyes and Reggie Walker),2.060,2.730
4,2:00,2,1,SDG 44,27,10,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Darrell Stuckey),2.730,2.020
4,1:53,3,1,SDG 44,27,10,Andy Dalton pass complete short middle to Jermaine Gresham for 11 yards (tackle by Reggie Walker),2.020,3.380
4,1:33,1,10,SDG 33,27,10,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Eric Weddle),3.380,2.840
4,1:25,2,10,SDG 33,27,10,Andy Dalton pass complete short middle to Jermaine Gresham for 8 yards (tackle by Reggie Walker),2.840,3.200
4,1:04,3,2,SDG 25,27,10,Andy Dalton pass incomplete short middle intended for Giovani Bernard,3.200,1.930
4,0:59,4,2,SDG 25,27,10,Andy Dalton pass complete short middle to Andrew Hawkins for 7 yards (tackle by Reggie Walker),1.930,4.370
4,0:44,1,10,SDG 18,27,10,Andy Dalton spiked the ball,4.370,3.800
4,0:43,2,10,SDG 18,27,10,Andy Dalton pass complete short right to Marvin Jones for 12 yards (tackle by Darrell Stuckey),3.800,5.830
4,0:20,1,6,SDG 6,27,10,Andy Dalton spiked the ball,5.830,4.950
4,0:19,2,6,SDG 6,27,10,Andy Dalton pass incomplete short left intended for Marvin Jones,4.950,4.040
4,0:14,3,6,SDG 6,27,10,Andy Dalton pass complete short middle to Giovani Bernard for 3 yards (tackle by Donald Butler),4.040,3.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
