Quarter,Time,Down,ToGo,Location,TAM,NWE,Detail,EPB,EPA
2,3:16,2,15,NWE 45,3,7,"Tom Brady pass incomplete deep middle intended for Kenbrell Thompkins. Penalty on Lavonte David: Illegal Contact, 5 yards (no play)",1.040,2.260
2,3:10,1,10,,3,7,Stevan Ridley left tackle for 2 yards (tackle by Akeem Spence and Dashon Goldson),2.260,1.980
2,2:43,2,8,TAM 48,3,7,LeGarrette Blount up the middle for 3 yards (tackle by Lavonte David),1.980,1.690
2,2:00,3,5,TAM 45,3,7,"Tom Brady pass incomplete deep right intended for Aaron Dobson. Penalty on Dashon Goldson: Defensive Pass Interference, 28 yards (no play)",1.690,4.440
2,1:54,1,10,TAM 17,3,7,Stevan Ridley up the middle for 1 yard (tackle by Gerald McCoy),4.440,4.000
2,1:20,2,9,TAM 16,3,7,Tom Brady pass complete short middle to Stevan Ridley for 8 yards (tackle by Lavonte David),4.000,4.000
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,0:59,2,9,TAM 16,3,7,Timeout #1 by New England Patriots,4.000,4.800
2,0:59,3,1,TAM 8,3,7,Tom Brady up the middle for 3 yards (tackle by Adrian Clayborn),4.800,4.800
2,0:55,3,1,TAM 8,3,7,Timeout #1 by Tampa Bay Buccaneers,4.800,6.060
2,0:55,1,5,TAM 5,3,7,Tom Brady pass incomplete short middle intended for Aaron Dobson,6.060,5.150
2,0:52,2,5,TAM 5,3,13,"Tom Brady pass complete short middle to Kenbrell Thompkins for 5 yards, touchdown",5.150,7.000
2,0:52,,,TAM 2,3,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:52,,,NWE 35,3,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,0:47,1,10,TAM 20,3,14,Doug Martin up the middle for 5 yards (tackle by Vince Wilfork and Dont'a Hightower),0.280,0.410
2,0:22,2,5,TAM 25,3,14,Josh Freeman pass incomplete,0.410,-0.300
2,0:22,3,5,TAM 25,3,14,Josh Freeman pass complete short left to Tim Wright for 6 yards (tackle by Steve Gregory),-0.300,-0.300
2,0:17,3,5,TAM 25,3,14,Timeout #2 by Tampa Bay Buccaneers,-0.300,1.000
2,0:16,1,10,TAM 31,3,14,Josh Freeman pass incomplete short right intended for Vincent Jackson is intercepted by Aqib Talib at TAM-43,1.000,-2.720
2,0:11,1,10,TAM 43,3,14,Tom Brady pass complete short right to Brandon Bolden for 3 yards (tackle by Darrelle Revis),2.720,2.720
2,0:06,1,10,TAM 43,3,14,Timeout #2 by New England Patriots,2.720,2.720
2,0:06,1,10,TAM 43,3,14,Timeout #3 by Tampa Bay Buccaneers,2.720,2.580
2,0:06,2,7,TAM 40,3,14,Tom Brady up the middle for 5 yards (tackle by Gerald McCoy),2.580,2.580
2,0:03,2,7,TAM 40,3,14,Timeout #3 by New England Patriots,2.580,2.540
2,0:03,3,2,TAM 35,3,17,Stephen Gostkowski 53 yard field goal good,2.540,3.000
Quarter,Time,Down,ToGo,Location,TAM,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,TAM 20,3,17,Josh Freeman pass complete short middle to Vincent Jackson for 12 yards (tackle by Aqib Talib and Brandon Spikes),0.280,1.070
3,14:27,1,10,TAM 32,3,17,Doug Martin right end for 2 yards (tackle by Tommy Kelly),1.070,0.800
3,13:47,2,8,TAM 34,3,17,Josh Freeman sacked by Tommy Kelly and Chandler Jones for -7 yards,0.800,-0.820
3,13:10,3,15,TAM 27,3,17,Josh Freeman pass incomplete short left intended for Kevin Ogletree,-0.820,-1.570
3,13:06,4,15,TAM 27,3,17,Michael Koenen punts 57 yards,-1.570,-0.870
3,12:56,1,10,NWE 29,3,17,Tom Brady pass incomplete short right intended for Kenbrell Thompkins,0.870,0.330
3,12:52,2,10,NWE 29,3,17,Brandon Bolden right tackle for 46 yards (tackle by Mark Barron),0.330,3.910
3,12:07,1,10,TAM 25,3,17,LeGarrette Blount right end for 1 yard (tackle by Mason Foster),3.910,3.500
3,11:29,2,9,TAM 24,3,17,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by Lavonte David),3.500,3.200
3,11:29,3,6,TAM 21,3,17,"Penalty on Marcus Cannon: False Start, 5 yards (no play)",3.200,2.540
3,10:30,3,11,TAM 26,3,17,Tom Brady pass complete deep left to Kenbrell Thompkins for 20 yards (tackle by Ahmad Black and Johnthan Banks),2.540,5.830
3,9:48,1,6,TAM 6,3,17,Tom Brady pass incomplete short middle intended for Aaron Dobson,5.830,4.950
3,9:44,2,6,TAM 6,3,17,Tom Brady pass incomplete short left intended for Kenbrell Thompkins,4.950,4.040
3,9:41,3,6,TAM 6,3,17,Tom Brady pass incomplete short middle intended for Zach Sudfeld is intercepted by Mark Barron at TAM--2,4.040,-0.280
3,9:34,1,10,TAM 20,3,17,Doug Martin left guard for 5 yards (tackle by Rob Ninkovich and Jerod Mayo),0.280,0.410
3,8:52,2,5,TAM 25,3,17,Josh Freeman pass incomplete deep left intended for Doug Martin,0.410,-0.300
3,8:45,3,5,TAM 25,3,17,Josh Freeman pass complete short middle to Eric Page for 3 yards (tackle by Logan Ryan),-0.300,-1.500
3,8:06,4,2,TAM 28,3,17,Michael Koenen punts 52 yards,-1.500,-1.330
3,7:53,1,10,NWE 36,3,17,Tom Brady pass complete short middle to Michael Hoomanawanui for 15 yards (tackle by Lavonte David),1.330,2.320
3,7:28,1,10,TAM 49,3,17,Stevan Ridley right guard for 2 yards (tackle by Adrian Clayborn and Daniel Te'o-Nesheim),2.320,2.050
3,7:08,2,8,TAM 47,3,17,Tom Brady pass complete short middle to Aaron Dobson for 6 yards (tackle by Darrelle Revis),2.050,2.150
3,6:24,3,2,TAM 41,3,17,Tom Brady pass complete short middle to Aaron Dobson for 6 yards (tackle by Johnthan Banks),2.150,3.250
3,5:49,1,10,TAM 35,3,17,Stevan Ridley left guard for -3 yards (tackle by Lavonte David),3.250,2.300
3,5:09,2,13,TAM 38,3,17,Tom Brady sacked by Akeem Spence for -6 yards,2.300,0.830
3,4:34,3,19,TAM 44,3,17,Tom Brady pass complete short right to Michael Hoomanawanui for 16 yards (tackle by Johnthan Banks),0.830,1.680
3,3:43,4,3,TAM 28,3,20,Stephen Gostkowski 46 yard field goal good,1.680,3.000
3,3:43,,,NWE 35,3,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,3:38,1,10,TAM 20,3,20,"Penalty on Chandler Jones: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
3,3:38,1,5,TAM 25,3,20,Doug Martin right tackle for 1 yard (tackle by Jamie Collins),1.010,0.540
3,3:04,2,4,TAM 26,3,20,Josh Freeman pass complete short right to Erik Lorig for 1 yard (tackle by Steve Gregory),0.540,-0.030
3,2:20,3,3,TAM 27,3,20,Josh Freeman pass complete short left to Mike Williams for 4 yards (tackle by Dont'a Hightower and Jerod Mayo),-0.030,1.000
3,1:43,1,10,TAM 31,3,20,Doug Martin left guard for 11 yards (tackle by Devin McCourty and Rob Ninkovich),1.000,1.730
3,1:05,1,10,TAM 42,3,20,Doug Martin up the middle for 9 yards (tackle by Brandon Spikes),1.730,2.400
3,0:31,2,1,NWE 49,3,20,Josh Freeman pass complete short middle to Nate Byham for 3 yards (tackle by Brandon Spikes),2.400,2.520
Quarter,Time,Down,ToGo,Location,TAM,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 46,3,20,Josh Freeman pass complete short middle to Kevin Ogletree for 15 yards (tackle by Steve Gregory and Jamie Collins),2.520,3.510
4,14:22,1,10,NWE 31,3,20,Josh Freeman pass complete short middle to Doug Martin for 7 yards (tackle by Jerod Mayo),3.510,3.910
4,13:44,2,3,NWE 24,3,20,"Doug Martin right guard for 1 yard. Penalty on Jeremy Zuttah: Offensive Holding, 10 yards (no play)",3.910,2.560
4,13:17,2,13,NWE 34,3,20,Josh Freeman pass incomplete short middle intended for Eric Page,2.560,1.880
4,13:14,3,13,NWE 34,3,20,Josh Freeman pass incomplete deep right intended for Kevin Ogletree (defended by Alfonzo Dennard),1.880,1.060
4,13:09,4,13,NWE 34,3,20,Josh Freeman pass incomplete deep right intended for Kevin Ogletree,1.060,-1.200
4,13:03,1,10,NWE 34,3,20,Tom Brady pass complete short right to Brandon Bolden for 17 yards (tackle by Mark Barron),1.200,2.320
4,12:21,1,10,TAM 49,3,20,LeGarrette Blount up the middle for no gain (tackle by Mason Foster and Dashon Goldson),2.320,1.780
4,11:46,2,10,TAM 49,3,20,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Darrelle Revis),1.780,3.120
4,11:10,1,10,TAM 37,3,20,LeGarrette Blount left end for -2 yards (tackle by Lavonte David),3.120,2.300
4,10:30,2,12,TAM 39,3,20,Tom Brady pass complete short middle to Julian Edelman for 11 yards (tackle by Leonard Johnson and Mason Foster),2.300,3.070
4,9:57,3,1,TAM 28,3,20,Stevan Ridley right guard for 4 yards (tackle by Gerald McCoy),3.070,3.970
4,9:35,1,10,TAM 24,3,20,Stevan Ridley right end for 2 yards (tackle by Mark Barron),3.970,3.700
4,9:07,2,8,TAM 22,3,20,Tom Brady pass incomplete short middle intended for Kenbrell Thompkins,3.700,3.010
4,9:03,3,8,TAM 22,3,20,Tom Brady pass complete short middle to Brandon Bolden for 7 yards (tackle by Dashon Goldson),3.010,2.590
4,8:23,4,1,TAM 15,3,23,Stephen Gostkowski 33 yard field goal good,2.590,3.000
4,8:23,,,NWE 35,3,23,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,8:19,1,10,TAM 20,3,23,Doug Martin right guard for 1 yard (tackle by Chandler Jones and Logan Ryan),0.280,-0.130
4,7:56,2,9,TAM 21,3,23,Josh Freeman pass incomplete short right intended for Eric Page (defended by Alfonzo Dennard),-0.130,-0.820
4,7:50,3,9,TAM 21,3,23,Josh Freeman pass incomplete short right intended for Doug Martin,-0.820,-1.960
4,7:45,4,9,TAM 21,3,23,"Michael Koenen punts 40 yards, fair catch by Julian Edelman. Penalty on Duron Harmon: Offensive Holding, 10 yards",-1.960,-0.870
4,7:38,1,10,NWE 29,3,23,LeGarrette Blount left tackle for 23 yards (tackle by Mark Barron),0.870,2.390
4,6:59,1,10,TAM 48,3,23,LeGarrette Blount right tackle for 1 yard (tackle by Lavonte David),2.390,2.390
4,6:53,1,10,TAM 48,3,23,Timeout #1 by Tampa Bay Buccaneers,2.390,1.980
4,6:53,2,9,TAM 47,3,23,Tom Brady pass complete short left to Aaron Dobson for 5 yards (tackle by Dashon Goldson),1.980,1.980
4,6:47,2,9,TAM 47,3,23,Timeout #2 by Tampa Bay Buccaneers,1.980,1.950
4,6:47,3,4,TAM 42,3,23,Tom Brady pass complete short middle to Julian Edelman for 4 yards (tackle by Mark Barron),1.950,3.050
4,6:14,1,10,TAM 38,3,23,LeGarrette Blount left end for 7 yards (tackle by Mark Barron),3.050,3.450
4,5:36,2,3,TAM 31,3,23,LeGarrette Blount left end for 16 yards (tackle by Mark Barron),3.450,4.580
4,4:55,1,10,TAM 15,3,23,LeGarrette Blount left tackle for 2 yards (tackle by Adrian Clayborn),4.580,4.280
4,4:11,2,8,TAM 13,3,23,LeGarrette Blount left tackle for no gain (tackle by Mason Foster),4.280,3.400
4,3:32,3,8,TAM 13,3,23,LeGarrette Blount left end for 2 yards (tackle by Akeem Spence),3.400,2.720
4,3:02,4,6,TAM 11,3,23,LeGarrette Blount right end for 5 yards (tackle by Dashon Goldson). Penalty on Ryan Wendell: Offensive Holding (Declined),2.720,0.380
4,2:57,1,10,TAM 7,3,23,Doug Martin right guard for 9 yards (tackle by Steve Gregory),-0.380,-0.020
4,2:34,2,1,TAM 16,3,23,Josh Freeman pass complete deep left to Kevin Ogletree for 20 yards (tackle by Logan Ryan). Penalty on Logan Ryan: Defensive Pass Interference (Declined),-0.020,1.330
4,2:27,1,10,TAM 36,3,23,Josh Freeman pass complete deep right to Eric Page for 30 yards (tackle by Devin McCourty),1.330,3.310
4,2:01,1,10,NWE 34,3,23,Josh Freeman pass complete short middle to Brian Leonard for 17 yards,3.310,4.440
4,1:54,1,10,NWE 17,3,23,Josh Freeman pass incomplete deep middle intended for Kevin Ogletree,4.440,3.850
4,1:48,2,10,NWE 17,3,23,Josh Freeman pass incomplete deep right intended for Mike Williams,3.850,3.070
4,1:42,3,10,NWE 17,3,23,Josh Freeman pass incomplete,3.070,3.070
4,1:34,3,10,NWE 17,3,23,Timeout #1 by New England Patriots,3.070,2.310
4,1:34,4,10,NWE 17,3,23,Josh Freeman pass incomplete,2.310,0.060
4,1:25,1,10,NWE 17,3,23,Tom Brady kneels for -1 yards,-0.060,-0.730
4,0:44,2,11,NWE 16,3,23,Tom Brady kneels for -1 yards,-0.730,-1.570
4,0:12,3,12,NWE 15,3,23,Tom Brady kneels for -1 yards,-1.570,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
