Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
2,1:45,3,1,CAR 42,13,9,Zach Charbonnet up the middle for 1 yard (tackle by Justin Houston),2.150,2.850
2,1:29,1,10,CAR 41,13,9,Geno Smith pass incomplete short right intended for Noah Fant,2.850,2.310
2,1:28,2,10,CAR 41,13,9,Geno Smith pass complete short left to D.K. Metcalf for 22 yards (tackle by Vonn Bell and Jeremy Chinn),2.310,4.310
2,1:07,1,10,CAR 19,13,9,Geno Smith pass incomplete deep right intended for Tyler Lockett,4.310,3.750
2,1:02,2,10,CAR 19,13,9,Geno Smith pass incomplete short right intended for Jake Bobo,3.750,3.030
2,0:55,3,10,CAR 19,13,9,Geno Smith pass incomplete deep right intended for Colby Parkinson,3.030,2.180
2,0:48,4,10,CAR 19,13,12,Jason Myers 37 yard field goal good,2.180,3.000
2,0:44,,,SEA 35,13,12,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,0:44,1,10,CAR 25,13,12,Andy Dalton pass complete short middle to Adam Thielen for 12 yards (tackle by Julian Love),0.610,1.400
2,0:36,,,,,,Timeout #1 by Carolina Panthers,,
2,0:36,1,10,CAR 37,13,12,Andy Dalton pass complete short middle to Miles Sanders for 14 yards (tackle by Artie Burns),1.400,2.320
2,0:29,1,10,SEA 49,13,12,Andy Dalton right end for 1 yard (tackle by Uchenna Nwosu),2.320,1.920
2,0:22,,,,,,Timeout #2 by Carolina Panthers,,
2,0:22,2,9,SEA 48,13,12,Andy Dalton pass incomplete deep right intended for DJ Chark,1.920,1.220
2,0:18,3,9,SEA 48,13,12,Andy Dalton pass incomplete short left intended for Adam Thielen,1.220,0.070
2,0:14,4,9,SEA 48,13,12,Johnny Hekker punts 45 yards downed by Dicaprio Bootle,0.070,0.380
2,0:01,1,10,SEA 3,13,12,Geno Smith kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,13,12,"Jason Myers kicks off 71 yards, returned by Laviska Shenault for 37 yards (tackle by Jerrick Reed and Brady Russell)",0.000,1.000
3,14:54,1,10,CAR 31,13,12,Miles Sanders left tackle for 1 yard (tackle by Jarran Reed),1.000,0.600
3,14:13,2,9,CAR 32,13,12,Andy Dalton pass incomplete short right intended for Hayden Hurst (defended by Julian Love),0.600,-0.100
3,14:08,3,9,CAR 32,13,12,Andy Dalton pass incomplete short right intended for Terrace Marshall,-0.100,-1.240
3,14:04,4,9,CAR 32,13,12,"Johnny Hekker punts 58 yards, returned by DeeJay Dallas for 14 yards (tackle by Chandler Wooten)",-1.240,-0.540
3,13:53,1,10,SEA 24,13,12,"Geno Smith pass incomplete intended for Colby Parkinson. Penalty on Troy Hill: Illegal Contact, 5 yards (accepted) (no play)",0.540,0.870
3,13:47,1,10,SEA 29,13,12,Kenneth Walker right guard for 1 yard (tackle by Deion Jones and Troy Hill),0.870,0.460
3,13:24,2,9,SEA 30,13,12,Geno Smith pass complete short right to D.K. Metcalf for 6 yards (tackle by Kamu Grugier-Hill),0.460,0.560
3,12:46,3,3,SEA 36,13,12,Geno Smith pass complete short left to Colby Parkinson for 7 yards (tackle by Jeremy Chinn),0.560,1.800
3,12:14,1,10,SEA 43,13,12,Geno Smith pass complete short right to D.K. Metcalf for 11 yards (tackle by Troy Hill),1.800,2.520
3,11:37,1,10,CAR 46,13,12,Geno Smith pass complete short left to Kenneth Walker for 18 yards (tackle by Donte Jackson),2.520,3.710
3,10:49,1,10,CAR 28,13,12,DeeJay Dallas right end for 8 yards (tackle by Troy Hill),3.710,4.250
3,10:31,2,2,CAR 20,13,12,DeeJay Dallas left guard for -1 yards (tackle by Brian Burns and Jeremy Chinn),4.250,3.400
3,9:53,3,3,CAR 21,13,12,Geno Smith pass incomplete short left,3.400,2.160
3,9:49,4,3,CAR 21,13,15,Jason Myers 39 yard field goal good,2.160,3.000
3,9:45,,,SEA 35,13,15,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:45,1,10,CAR 25,13,15,Andy Dalton pass incomplete short right intended for Chuba Hubbard (defended by Derick Hall),0.610,0.060
3,9:40,2,10,CAR 25,13,15,Andy Dalton pass complete short middle to Hayden Hurst for 11 yards (tackle by Julian Love),0.060,1.330
3,9:09,1,10,CAR 36,13,15,"Andy Dalton pass complete deep left to DJ Chark for 28 yards (tackle by Michael Jackson) SEA challenged the pass completion ruling, and the play was upheld.",1.330,3.180
3,9:03,1,10,SEA 36,13,15,Miles Sanders left end for -1 yards (tackle by Jordyn Brooks),3.180,2.500
3,8:22,2,11,SEA 37,13,15,Andy Dalton pass incomplete short right intended for DJ Chark,2.500,1.820
3,8:18,3,11,SEA 37,13,15,Andy Dalton pass incomplete short right intended for Miles Sanders,1.820,0.790
3,8:14,4,11,SEA 37,13,15,Eddy Pineiro 55 yard field goal no good,0.790,-1.930
3,8:09,1,10,SEA 45,13,15,Geno Smith pass complete short right to Colby Parkinson for 14 yards (tackle by Kamu Grugier-Hill),1.930,2.850
3,7:36,1,10,CAR 41,13,15,"Kenneth Walker right end for 4 yards (tackle by Sam Franklin). Penalty on Colby Parkinson: Offensive Holding, 10 yards (declined) . Penalty on D.K. Metcalf: Illegal Blindside Block, 15 yards (accepted)",2.850,2.130
3,7:07,1,21,SEA 48,13,15,Geno Smith pass complete deep left to Kenneth Walker for 36 yards (tackle by Donte Jackson),2.130,4.510
3,6:39,1,10,CAR 16,13,15,Geno Smith pass incomplete (no play),4.510,4.170
3,6:30,1,15,CAR 21,13,15,Kenneth Walker left guard for 5 yards (tackle by Jeremy Chinn and Deion Jones),4.170,3.900
3,5:50,2,10,CAR 16,13,15,Geno Smith pass complete short left to Noah Fant for 12 yards (tackle by Vonn Bell and Kamu Grugier-Hill),3.900,6.280
3,5:08,1,4,CAR 4,13,15,Kenneth Walker up the middle for 3 yards (tackle by Justin Houston and Shy Tuttle),6.280,5.910
3,4:28,2,1,CAR 1,13,15,Kenneth Walker up the middle for no gain (tackle by Derrick Brown and Shy Tuttle),5.910,5.170
3,3:58,3,1,CAR 1,13,21,"Kenneth Walker up the middle for 1 yard, touchdown",5.170,7.000
3,3:52,,,CAR 15,13,22,Jason Myers kicks extra point good,0.000,0.000
3,3:52,,,SEA 35,13,22,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,3:52,1,10,CAR 25,13,22,Chuba Hubbard left guard for 2 yards (tackle by Devin Bush and Julian Love),0.610,0.330
3,3:30,2,8,CAR 27,13,22,Andy Dalton pass complete short right to Laviska Shenault for no gain (tackle by Devon Witherspoon),0.330,-0.360
3,2:48,3,8,CAR 27,13,22,"Andy Dalton pass incomplete intended for DJ Chark. Penalty on Devon Witherspoon: Defensive Pass Interference, 12 yards (accepted) (no play)",-0.360,1.530
3,2:44,1,10,CAR 39,13,22,Andy Dalton pass incomplete short right intended for Miles Sanders,1.530,0.990
3,2:41,2,10,CAR 39,13,22,Andy Dalton pass complete short left to DJ Chark for 7 yards (tackle by Michael Jackson and Devin Bush),0.990,1.220
3,1:59,3,3,CAR 46,13,22,Andy Dalton pass complete deep left to Adam Thielen for 23 yards (tackle by Artie Burns),1.220,3.510
3,1:22,1,10,SEA 31,13,22,"Penalty on Ikem Ekwonu: False Start, 5 yards (accepted) (no play)",3.510,3.180
3,1:07,1,15,SEA 36,13,22,"Penalty on Ikem Ekwonu: False Start, 5 yards (accepted) (no play)",3.180,2.850
3,0:49,1,20,SEA 41,13,22,Andy Dalton pass incomplete short right intended for Miles Sanders,2.850,1.620
3,0:46,2,20,SEA 41,13,22,Andy Dalton pass complete deep right to Tommy Tremble for 15 yards (tackle by Quandre Diggs),1.620,2.940
3,0:06,3,5,SEA 26,13,22,Andy Dalton pass complete short right to Adam Thielen for 25 yards (tackle by Quandre Diggs),2.940,6.970
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,SEA 1,19,22,"Miles Sanders left guard for 1 yard, touchdown",6.970,7.000
4,14:55,,,SEA 15,20,22,Eddy Pineiro kicks extra point good,0.000,0.000
4,14:55,,,CAR 35,20,22,"Eddy Pineiro kicks off 63 yards, returned by DeeJay Dallas for 29 yards (tackle by Dicaprio Bootle and D'Shawn Jamison)",0.000,1.000
4,14:47,1,10,SEA 31,20,22,Geno Smith pass complete short right to Colby Parkinson for 17 yards (tackle by Kamu Grugier-Hill),1.000,2.130
4,14:07,1,10,SEA 48,20,22,Geno Smith pass complete short left to Noah Fant for 13 yards (tackle by Kamu Grugier-Hill and Sam Franklin),2.130,2.980
4,13:27,1,10,CAR 39,20,22,Zach Charbonnet right end for 4 yards (tackle by Yetur Gross-Matos),2.980,2.980
4,12:52,2,6,CAR 35,20,22,Zach Charbonnet right guard for 11 yards (tackle by Kamu Grugier-Hill and Brian Burns),2.980,3.970
4,12:12,1,10,CAR 24,20,22,"Zach Charbonnet up the middle for 10 yards (tackle by Deion Jones and Sam Franklin). Penalty on Deion Jones: Unnecessary Roughness / Defense, 7 yards (accepted)",3.970,5.600
4,11:45,1,7,CAR 7,20,28,"Kenneth Walker right end for 7 yards, touchdown",5.600,7.000
4,11:40,,,CAR 15,20,29,Jason Myers kicks extra point good,0.000,0.000
4,11:40,,,SEA 35,20,29,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,11:40,1,10,CAR 25,20,29,Andy Dalton pass incomplete deep left intended for DJ Chark,0.610,0.060
4,11:34,2,10,CAR 25,20,29,Andy Dalton pass incomplete short left,0.060,-0.620
4,11:28,3,10,CAR 25,20,29,Andy Dalton pass complete short right to Adam Thielen for 12 yards (tackle by Bobby Wagner),-0.620,1.400
4,10:58,1,10,CAR 37,20,29,Andy Dalton pass complete short left to Terrace Marshall for 7 yards (tackle by Michael Jackson),1.400,1.800
4,10:26,2,3,CAR 44,20,29,Andy Dalton pass complete short right to Chuba Hubbard for 1 yard (tackle by Bobby Wagner and Jordyn Brooks),1.800,1.220
4,9:45,3,2,CAR 45,20,29,Andy Dalton scrambles right guard for 10 yards (tackle by Devon Witherspoon),1.220,2.590
4,9:04,1,10,SEA 45,20,29,Andy Dalton pass incomplete deep right intended for DJ Chark,2.590,2.040
4,8:55,2,10,SEA 45,20,29,Andy Dalton pass complete short right to Miles Sanders for 6 yards (tackle by Devon Witherspoon),2.040,2.150
4,8:16,3,4,SEA 39,20,29,"Penalty on Taylor Moton: False Start, 5 yards (accepted) (no play)",2.150,1.490
4,8:16,3,9,SEA 44,20,29,"Penalty on Chandler Zavala: False Start, 5 yards (accepted) (no play)",1.490,0.830
4,8:16,3,14,SEA 49,20,29,Andy Dalton pass incomplete short left intended for Adam Thielen,0.830,0.000
4,8:13,4,14,SEA 49,20,29,"Penalty on Chandler Wooten: False Start, 5 yards (accepted) (no play)",0.000,-0.320
4,8:13,4,19,CAR 46,20,29,"Johnny Hekker punts 49 yards, returned by DeeJay Dallas for 14 yards (tackle by Tommy Tremble)",-0.320,-0.150
4,8:02,1,10,SEA 19,20,29,Kenneth Walker right tackle for 3 yards (tackle by DeShawn Williams),0.150,0.070
4,7:23,2,7,SEA 22,20,29,Geno Smith pass complete short right to Kenneth Walker for 5 yards (tackle by Kamu Grugier-Hill and Troy Hill),0.070,-0.030
4,6:36,3,2,SEA 27,20,29,Geno Smith pass complete short left to Zach Charbonnet for -1 yards (tackle by Donte Jackson and Derrick Brown),-0.030,-1.630
4,6:12,4,3,SEA 26,20,29,"Michael Dickson punts 42 yards, returned by Ihmir Smith-Marsette for no gain (tackle by Jerrick Reed)",-1.630,-1.070
4,5:50,1,10,CAR 32,20,29,Andy Dalton pass incomplete short middle intended for Hayden Hurst (defended by Julian Love),1.070,0.530
4,5:46,2,10,CAR 32,20,29,Andy Dalton pass incomplete short left intended for Miles Sanders (defended by Michael Jackson),0.530,-0.160
4,5:42,3,10,CAR 32,20,29,Andy Dalton pass complete short right to Ian Thomas for 8 yards (tackle by Devon Witherspoon),-0.160,-0.720
4,4:59,4,2,CAR 40,20,29,Andy Dalton pass complete to Miles Sanders for no gain (no play),-0.720,-1.040
4,4:52,4,7,CAR 35,20,29,Andy Dalton sacked by Jarran Reed for -8 yards,-1.040,-3.780
4,4:47,1,10,CAR 27,20,29,Kenneth Walker right guard for 10 yards (tackle by DeShawn Williams),3.780,4.440
4,4:41,,,,,,Timeout #1 by Carolina Panthers,,
4,4:41,1,10,CAR 17,20,29,Kenneth Walker right tackle for 3 yards (tackle by Vonn Bell and DeShawn Williams),4.440,4.320
4,4:34,,,,,,Timeout #2 by Carolina Panthers,,
4,4:34,2,7,CAR 14,20,29,Zach Charbonnet left end for 12 yards (tackle by Sam Franklin),4.320,6.740
4,4:27,1,2,CAR 2,20,29,Zach Charbonnet left tackle for -3 yards (tackle by Brian Burns),6.740,5.150
4,4:22,,,,,,Timeout #3 by Carolina Panthers,,
4,4:22,2,5,CAR 5,20,35,"Geno Smith pass complete short middle to Jake Bobo for 5 yards, touchdown",5.150,7.000
4,4:17,,,CAR 2,20,37,Two Point Attempt: Geno Smith pass complete to to Tyler Lockett for no gain,1.000,1.000
4,4:17,,,SEA 35,20,37,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,4:17,1,10,CAR 25,20,37,Andy Dalton pass complete short right to Terrace Marshall for 6 yards (tackle by Devon Witherspoon),0.610,0.870
4,4:13,2,4,CAR 31,20,37,Andy Dalton pass incomplete short right intended for Terrace Marshall (defended by Devon Witherspoon),0.870,0.170
4,4:09,3,4,CAR 31,20,37,Andy Dalton pass complete short right to Adam Thielen for 7 yards (tackle by Jerrick Reed),0.170,1.470
4,3:43,1,10,CAR 38,20,37,Andy Dalton pass complete short right to DJ Chark for 4 yards (tackle by Jordyn Brooks),1.470,1.460
4,3:13,2,6,CAR 42,20,37,Andy Dalton pass complete short left to Terrace Marshall for 8 yards (tackle by Michael Jackson),1.460,2.260
4,2:48,1,10,SEA 50,20,37,Andy Dalton pass complete short middle to Miles Sanders for 6 yards (tackle by Devon Witherspoon and Bobby Wagner),2.260,2.520
4,2:19,2,4,SEA 44,20,37,Andy Dalton pass incomplete short middle intended for Terrace Marshall,2.520,1.820
4,2:15,3,4,SEA 44,20,37,Andy Dalton pass complete short left to Terrace Marshall for 4 yards (tackle by Artie Burns and Jarran Reed),1.820,2.920
4,2:00,1,10,SEA 40,20,37,Andy Dalton pass incomplete short right intended for DJ Chark,2.920,2.370
4,1:56,2,10,SEA 40,20,37,"Andy Dalton pass incomplete intended for DJ Chark. Penalty on Mario Edwards: Roughing the Passer, 15 yards (accepted) (no play)",2.370,3.910
4,1:51,1,10,SEA 25,20,37,Andy Dalton pass complete short left to Terrace Marshall for 10 yards (tackle by Michael Jackson),3.910,4.580
4,1:45,1,10,SEA 15,26,37,"Andy Dalton pass complete short right to Adam Thielen for 15 yards, touchdown",4.580,7.000
4,1:40,,,SEA 15,27,37,Eddy Pineiro kicks extra point good,0.000,0.000
4,1:40,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:40,,,CAR 35,27,37,"Eddy Pineiro kicks onside 7 yards, returned by Jake Bobo for no gain",0.000,2.790
4,1:31,1,10,CAR 42,27,37,Geno Smith kneels for -1 yards,2.790,2.110
4,1:05,2,11,CAR 43,27,37,Geno Smith kneels for -1 yards,2.110,1.290
4,0:38,3,12,CAR 44,27,37,Geno Smith kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
